block,policy,workload,requests,tokens_s,elapsed_s,joint_slo_fraction_ttft2_tpot02,max_arrival_lateness_ms,coalesced_requests,request_max_itl_mean_s,request_max_itl_p99_s,joint_all_token_slo_ttft1_tbt50ms,joint_all_token_slo_ttft1_tbt100ms,joint_all_token_slo_ttft1_tbt200ms,joint_all_token_slo_ttft2_tbt50ms,joint_all_token_slo_ttft2_tbt100ms,joint_all_token_slo_ttft2_tbt200ms,joint_all_token_slo_ttft5_tbt50ms,joint_all_token_slo_ttft5_tbt100ms,joint_all_token_slo_ttft5_tbt200ms,e2e_s_mean,e2e_s_p50,e2e_s_p90,e2e_s_p99,ttft_s_mean,ttft_s_p50,ttft_s_p90,ttft_s_p99,tpot_s_mean,tpot_s_p50,tpot_s_p90,tpot_s_p99
0,pp_chunk512,heterogeneous_bursty,48,223.03757931139543,32.138081941753626,1,2.1346589736640498,0,0.08344666816022557,0.18497424896340817,0,0.5,0.625,0,0.7916666666666666,1,0,0.7916666666666666,1,7.255401472250621,6.369446853641421,11.99181564389728,12.396598430541344,0.8729975088596499,0.918207373470068,1.4923586362972858,1.7697287920070812,0.04355749749796235,0.04326192142405346,0.0464400587211703,0.04779183875643722
0,pp_chunk512,heterogeneous_steady,48,213.34521912560714,33.598128092009574,1,2.2410741075873375,0,0.08724222192540765,0.10132393198087812,0.020833333333333332,0.9375,1,0.020833333333333332,0.9375,1,0.020833333333333332,0.9375,1,6.529071016149828,5.65424844250083,11.244691242929548,11.507079473575578,0.1915906907427901,0.18431048514321446,0.3388391819782555,0.3559198891930282,0.042852427122690336,0.043050152183893846,0.04401554236373588,0.044454714884937165
0,pp_only,heterogeneous_bursty,48,227.97346547454708,31.44225572515279,1,2.1193410456170625,0,0.11295714066363871,0.15426515209022912,0,0.08333333333333333,1,0,0.08333333333333333,1,0,0.08333333333333333,1,6.995203654863872,6.032038671663031,11.702949459245428,11.77001697812695,0.47834316002748284,0.4972054287791252,0.7382473006378859,0.8531472444022075,0.04468481516750914,0.04431461663170441,0.048827780878526114,0.05047540163510435
0,pp_only,heterogeneous_steady,48,212.42875894797425,33.743077140301466,1,1.779693178832531,0,0.10691495354209717,0.11384836986660957,0,0.0625,1,0,0.0625,1,0,0.0625,1,6.972957921922595,6.12070199707523,12.22239984124899,12.364330023578368,0.15445890418292643,0.15596633031964302,0.24839379284530877,0.2528453834541142,0.04617096855404148,0.04676645310668676,0.04764307893757873,0.04804370582228395
0,greedy,heterogeneous_bursty,48,226.70219520090103,31.618573404848576,1,2.0561488717802945,0,0.10961347038391978,0.17036588752176612,0,0.4791666666666667,1,0,0.4791666666666667,1,0,0.4791666666666667,1,7.062902623195744,6.079294330673292,11.790211401553824,11.88781524728518,0.5104850251809694,0.5148151614703238,0.7953963436186315,0.9362951990123839,0.04485900407628157,0.044183227376939326,0.048485666948060197,0.05123511860324513
0,greedy,heterogeneous_steady,48,196.13829693679116,36.545642090030015,1,1.9404739141464233,0,0.09964706791409601,0.13234426144044847,0,0.5,0.9583333333333334,0,0.5416666666666666,1,0,0.5416666666666666,1,7.637472963232237,6.611716176848859,13.066904046433047,13.668646165612154,0.4577243376794892,0.44321447843685746,0.7214389226399363,1.2268787692440677,0.048380788135751474,0.047026017037155234,0.05192499800739209,0.06276547016398537
0,alp,heterogeneous_bursty,48,214.2579950823273,33.454994280356914,0.9375,2.097023222596306,0,0.10542248519292723,0.1736564832692966,0,0.25,0.4166666666666667,0,0.5833333333333334,0.9375,0,0.6458333333333334,1,8.341311140044127,7.3096509298775345,13.75112171135843,14.226283574053086,1.1037317316707533,1.1393645806238055,1.7173869834747166,2.064601886929013,0.049625421925197095,0.04928149154738468,0.05438865345148814,0.05901288930807145
0,alp,heterogeneous_steady,48,203.62326962354942,35.202263539191335,1,2.0420141518115997,0,0.277938739862293,0.7918876091809943,0,0.22916666666666666,0.625,0,0.2708333333333333,0.7291666666666666,0,0.2708333333333333,0.7291666666666666,8.669399355499385,7.51890693209134,15.317536348104477,16.081202863105574,0.7219649655259369,0.7333852627780288,1.1526546600740406,1.6153495569899678,0.054439870386182775,0.05288085420835969,0.06512746865179125,0.07472290146615475
0,pp_chunk128,heterogeneous_bursty,48,194.65084610013895,36.82491056993604,0.375,2.138969991356987,0,0.09161420390591957,0.19412240311037748,0,0.14583333333333334,0.1875,0,0.2916666666666667,0.375,0,0.6041666666666666,0.7708333333333334,10.031301669708531,9.16783749149181,15.75317604565062,17.39927179479506,3.1791663807525765,3.3326389300636947,5.730184313375503,6.666687077684328,0.04676704607245559,0.0471458245105311,0.05014252254576792,0.05085780513605901
0,pp_chunk128,heterogeneous_steady,48,207.8568788970206,34.485267160926014,1,1.3812268152832985,0,0.0900695097419278,0.10553916336968541,0,0.6458333333333334,0.8125,0,0.7708333333333334,1,0,0.7708333333333334,1,7.611994470023395,6.646779329515994,12.96178820328787,13.435527137015015,0.6378447812166996,0.6483733130153269,1.0358198918402195,1.0564602890377865,0.04739013188171453,0.048214411720925686,0.04919154213580439,0.049928758638352694
