block,repeat,batch,dp_rank,matched_pair,role,family,request_id,actual_tokens,expected_tokens,vision_tokens,e2e_s,ttft_s,tpot_s,processor_s,engine_e2e_s
b1,r1,b4,1,short_05,vision,four_real_charts_short,four_real_charts_short_05,1821,1821,1788,4.940065143164247,0.49249010626226664,0.14347016248070904,0.09416477428749204,4.845900368876755
b1,r1,b4,1,short_06,vision,four_real_charts_short,four_real_charts_short_06,1733,1733,1700,5.113387399353087,0.92730892309919,0.13503478955657733,0.08985955500975251,5.023527844343334
b1,r1,b4,1,short_07,vision,four_real_charts_short,four_real_charts_short_07,1733,1733,1700,5.022829718422145,0.8367512421682477,0.13503478955657733,0.08698593731969595,4.935843781102449
b1,r1,b1,1,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,4.719328873790801,0.5040007648058236,0.13597832609628957,0.14752338407561183,4.571805489715189
b1,r1,b4,1,long_04,text,matched_natural_text_long,matched_natural_text_long_04,3961,3961,0,4.49422608083114,0.2987844957970083,0.1353368253236817,0.026313357055187225,4.467912723775953
b1,r1,b4,1,long_05,text,matched_natural_text_long,matched_natural_text_long_05,3873,3873,0,4.4663585079833865,0.2709169229492545,0.1353368253236817,0.021356754936277866,4.445001753047109
b1,r1,b4,1,long_06,text,matched_natural_text_long,matched_natural_text_long_06,3785,3785,0,4.578976036980748,0.40579375717788935,0.13461878321944706,0.014538669027388096,4.56443736795336
b1,r1,b4,1,long_07,text,matched_natural_text_long,matched_natural_text_long_07,3785,3785,0,4.563791946042329,0.39060966623947024,0.13461878321944706,0.011331846006214619,4.5524601000361145
b2,r0,b1,0,long_00,text,matched_natural_text_long,matched_natural_text_long_00,3785,3785,0,3.060068227816373,0.21668717311695218,0.09172196950643294,0.04972331691533327,3.01034491090104
b2,r0,b4,0,short_00,text,matched_natural_text_short,matched_natural_text_short_00,1733,1733,0,3.112130507826805,0.31765799783170223,0.09014427451597105,0.02000519772991538,3.0921253100968897
b2,r0,b4,0,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,3.0905351717956364,0.29606266180053353,0.09014427451597105,0.018226053100079298,3.072309118695557
b2,r0,b4,0,short_02,text,matched_natural_text_short,matched_natural_text_short_02,1909,1909,0,3.0711513780988753,0.2766788681037724,0.09014427451597105,0.013857372105121613,3.0572940059937537
b2,r0,b4,0,short_03,text,matched_natural_text_short,matched_natural_text_short_03,1909,1909,0,3.0564456046558917,0.2619730946607888,0.09014427451597105,0.010541523806750774,3.045904080849141
b2,r0,b1,0,short_00,vision,four_real_charts_short,four_real_charts_short_00,1733,1733,1700,3.262682639993727,0.4519770280458033,0.09066792296606206,0.1735624559223652,3.089120184071362
b2,r0,b4,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,3.432019687257707,0.4647105559706688,0.09571964939635608,0.18663897505030036,3.2453807122074068
b2,r0,b4,0,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,3.425788593944162,0.5292324009351432,0.09343729654867802,0.1352573810145259,3.2905312129296362
b2,r0,b4,0,long_02,vision,four_real_charts_long,four_real_charts_long_02,3961,3961,1876,3.3779381830245256,0.5638417159207165,0.09077730539044546,0.13852883502840996,3.2394093479961157
b2,r0,b4,0,long_03,vision,four_real_charts_long,four_real_charts_long_03,3961,3961,1876,3.3399074068292975,0.5594788510352373,0.08969124373529226,0.1442449246533215,3.195662482175976
b2,r0,b1,0,short_00,text,matched_natural_text_short,matched_natural_text_short_00,1733,1733,0,3.027496393304318,0.18684531934559345,0.09163390561157177,0.019951213151216507,3.0075451801531017
b2,r0,b4,0,short_00,vision,four_real_charts_short,four_real_charts_short_00,1733,1733,1700,3.4019176620058715,0.43295249389484525,0.09577306993906537,0.18507158802822232,3.216846073977649
b2,r0,b4,0,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,3.3952412358485162,0.4965507360175252,0.09350614515583842,0.12723390711471438,3.268007328733802
b2,r0,b4,0,short_02,vision,four_real_charts_short,four_real_charts_short_02,1909,1909,1876,3.357319212052971,0.5397675880230963,0.09088876206547983,0.1320450440980494,3.2252741679549217
b2,r0,b4,0,short_03,vision,four_real_charts_short,four_real_charts_short_03,1909,1909,1876,3.314056171104312,0.5368881351314485,0.08958606567654398,0.12189420405775309,3.192161967046559
b2,r0,b1,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,3.2617426551878452,0.46360381226986647,0.0902625433199348,0.20283838408067822,3.058904271107167
b2,r0,b4,0,long_00,text,matched_natural_text_long,matched_natural_text_long_00,3785,3785,0,3.192764477804303,0.29954992700368166,0.09332950163872973,0.041816765908151865,3.1509477118961513
b2,r0,b4,0,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,3.1493963790126145,0.256181828211993,0.09332950163872973,0.025336298160254955,3.1240600808523595
b2,r0,b4,0,long_02,text,matched_natural_text_long,matched_natural_text_long_02,3961,3961,0,3.3014416936784983,0.5060499696992338,0.09017392657997628,0.01871202001348138,3.282729673665017
b2,r0,b4,0,long_03,text,matched_natural_text_long,matched_natural_text_long_03,3961,3961,0,3.282076613046229,0.4866848890669644,0.09017392657997628,0.013289219234138727,3.26878739381209
b2,r1,b1,0,short_00,vision,four_real_charts_short,four_real_charts_short_00,1733,1733,1700,3.267926099244505,0.42738265730440617,0.09163043361097094,0.18079668935388327,3.087129409890622
b2,r1,b1,0,long_00,text,matched_natural_text_long,matched_natural_text_long_00,3785,3785,0,3.0100378589704633,0.17898296564817429,0.09132435139749319,0.04165383893996477,2.9683840200304985
b2,r1,b1,0,short_00,text,matched_natural_text_short,matched_natural_text_short_00,1733,1733,0,2.9949551126919687,0.1761488988995552,0.09092923270298107,0.020491973962634802,2.974463138729334
b2,r1,b4,0,short_00,text,matched_natural_text_short,matched_natural_text_short_00,1733,1733,0,3.009070221800357,0.2295495909638703,0.08966195583343506,0.020653110928833485,2.9884171108715236
b2,r1,b4,0,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,2.986855894792825,0.20733526395633817,0.08966195583343506,0.01881259586662054,2.9680432989262044
b2,r1,b4,0,short_02,text,matched_natural_text_short,matched_natural_text_short_02,1909,1909,0,2.966855128761381,0.1873344979248941,0.08966195583343506,0.013500846922397614,2.9533542818389833
b2,r1,b4,0,short_03,text,matched_natural_text_short,matched_natural_text_short_03,1909,1909,0,2.952499859035015,0.1729792281985283,0.08966195583343506,0.009496670216321945,2.943003188818693
b2,r1,b4,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,3.4970804192125797,0.43378246715292335,0.09881606296966633,0.15610807109624147,3.3409723481163383
b2,r1,b4,0,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,3.5315999276936054,0.7069460810162127,0.09111786602185137,0.09939324297010899,3.4322066847234964
b2,r1,b4,0,long_02,vision,four_real_charts_long,four_real_charts_long_02,3961,3961,1876,3.4314423268660903,0.6067884801886976,0.09111786602185137,0.10458920290693641,3.326853123959154
b2,r1,b4,0,long_03,vision,four_real_charts_long,four_real_charts_long_03,3961,3961,1876,3.4158108602277935,0.62159867817536,0.09013587684040109,0.09995605237782001,3.3158548078499734
b2,r1,b4,0,short_00,vision,four_real_charts_short,four_real_charts_short_00,1733,1733,1700,3.277360267005861,0.34582559997215867,0.09456563442044201,0.15258969878777862,3.124770568218082
b2,r1,b4,0,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,3.304538539145142,0.4217175259254873,0.09299422623289208,0.09291244484484196,3.2116260943003
b2,r1,b4,0,short_02,vision,four_real_charts_short,four_real_charts_short_02,1909,1909,1876,3.299839654006064,0.47088922234252095,0.09125646553753365,0.09970811009407043,3.2001315439119935
b2,r1,b4,0,short_03,vision,four_real_charts_short,four_real_charts_short_03,1909,1909,1876,3.289956657681614,0.5050103799439967,0.08983697670121346,0.09505714476108551,3.1948995129205287
b2,r1,b4,0,long_00,text,matched_natural_text_long,matched_natural_text_long_00,3785,3785,0,3.1549841198138893,0.2907762578688562,0.09239380199822687,0.02676075277850032,3.128223367035389
b2,r1,b4,0,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,3.126812234055251,0.2626043721102178,0.09239380199822687,0.021601689979434013,3.105210544075817
b2,r1,b4,0,long_02,text,matched_natural_text_long,matched_natural_text_long_02,3961,3961,0,3.1935568498447537,0.3926925780251622,0.09035046038127714,0.014979918953031301,3.1785769308917224
b2,r1,b4,0,long_03,text,matched_natural_text_long,matched_natural_text_long_03,3961,3961,0,3.177915934007615,0.37705166218802333,0.09035046038127714,0.01170788099989295,3.166208053007722
b2,r1,b1,0,long_00,vision,four_real_charts_long,four_real_charts_long_00,3785,3785,1700,3.3536111530847847,0.5037251310423017,0.09193180716266075,0.15999352280050516,3.1936176302842796
b2,r0,b1,1,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,3.0598996030166745,0.21650116611272097,0.09172253022270818,0.04945458238944411,3.0104450206272304
b2,r0,b4,1,short_04,text,matched_natural_text_short,matched_natural_text_short_04,1909,1909,0,3.1120876045897603,0.31798487855121493,0.0901323460012434,0.02631990285590291,3.0857677017338574
b2,r0,b4,1,short_05,text,matched_natural_text_short,matched_natural_text_short_05,1821,1821,0,3.0841582198627293,0.29005549382418394,0.0901323460012434,0.017679570242762566,3.0664786496199667
b2,r0,b4,1,short_06,text,matched_natural_text_short,matched_natural_text_short_06,1733,1733,0,3.065334680955857,0.27123195491731167,0.0901323460012434,0.01238553412258625,3.052949146833271
b2,r0,b4,1,short_07,text,matched_natural_text_short,matched_natural_text_short_07,1733,1733,0,3.052143433596939,0.2580407075583935,0.0901323460012434,0.008923303801566362,3.0432201297953725
b2,r0,b1,1,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,3.2626530462875962,0.45195954013615847,0.09066753245649799,0.16010356321930885,3.1025494830682874
b2,r0,b4,1,long_04,vision,four_real_charts_long,four_real_charts_long_04,3961,3961,1876,3.4319243258796632,0.46472093090415,0.0957162385475972,0.18307295395061374,3.2488513719290495
b2,r0,b4,1,long_05,vision,four_real_charts_long,four_real_charts_long_05,3873,3873,1788,3.4295022799633443,0.5388376461341977,0.09324724625255312,0.13070492213591933,3.298797357827425
b2,r0,b4,1,long_06,vision,four_real_charts_long,four_real_charts_long_06,3785,3785,1700,3.386077279690653,0.5821505198255181,0.09044925031823016,0.12377465283498168,3.2623026268556714
b2,r0,b4,1,long_07,vision,four_real_charts_long,four_real_charts_long_07,3785,3785,1700,3.3628655220381916,0.582241116091609,0.08969756148214783,0.137367385905236,3.2254981361329556
b2,r0,b1,1,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,3.027609147131443,0.18724593380466104,0.0916246197847349,0.021329116076231003,3.006280031055212
b2,r0,b4,1,short_04,vision,four_real_charts_short,four_real_charts_short_04,1909,1909,1876,3.4017851520329714,0.4327543927356601,0.09577518578378423,0.18079716200008988,3.2209879900328815
b2,r0,b4,1,short_05,vision,four_real_charts_short,four_real_charts_short_05,1821,1821,1788,3.3992042508907616,0.49252437986433506,0.09376386680730409,0.12633542902767658,3.272868821863085
b2,r0,b4,1,short_06,vision,four_real_charts_short,four_real_charts_short_06,1733,1733,1700,3.362050822004676,0.5321263009682298,0.09128788777536923,0.11918575223535299,3.242865069769323
b2,r0,b4,1,short_07,vision,four_real_charts_short,four_real_charts_short_07,1733,1733,1700,3.3315905542112887,0.5547271012328565,0.08957624041865911,0.11320178210735321,3.2183887721039355
b2,r0,b1,1,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,3.2617878788150847,0.46352517092600465,0.09026653896416387,0.18895846186205745,3.0728294169530272
b2,r0,b4,1,long_04,text,matched_natural_text_long,matched_natural_text_long_04,3961,3961,0,3.1926221512258053,0.2996018002741039,0.09332323712747424,0.0416127541102469,3.1510093971155584
b2,r0,b4,1,long_05,text,matched_natural_text_long,matched_natural_text_long_05,3873,3873,0,3.1493656341917813,0.2563452832400799,0.09332323712747424,0.024117463268339634,3.1252481709234416
b2,r0,b4,1,long_06,text,matched_natural_text_long,matched_natural_text_long_06,3785,3785,0,3.3026893180795014,0.5073780729435384,0.09017133048825687,0.017490447964519262,3.285198870114982
b2,r0,b4,1,long_07,text,matched_natural_text_long,matched_natural_text_long_07,3785,3785,0,3.284567722119391,0.489256476983428,0.09017133048825687,0.013934528920799494,3.2706331931985915
b2,r1,b1,1,short_01,vision,four_real_charts_short,four_real_charts_short_01,1821,1821,1788,3.267888067755848,0.42741742404177785,0.09162808528109904,0.17274086503311992,3.0951472027227283
b2,r1,b1,1,long_01,text,matched_natural_text_long,matched_natural_text_long_01,3873,3873,0,3.0100459000095725,0.17872554901987314,0.09133291454805482,0.0422559198923409,2.9677899801172316
b2,r1,b1,1,short_01,text,matched_natural_text_short,matched_natural_text_short_01,1821,1821,0,2.994883510749787,0.17594680609181523,0.09093344208574103,0.021440088748931885,2.973443422000855
b2,r1,b4,1,short_04,text,matched_natural_text_short,matched_natural_text_short_04,1909,1909,0,3.008912035729736,0.22957908175885677,0.08965590174099611,0.021389774978160858,2.9875222607515752
b2,r1,b4,1,short_05,text,matched_natural_text_short,matched_natural_text_short_05,1821,1821,0,2.9858858790248632,0.20655292505398393,0.08965590174099611,0.016929863020777702,2.9689560160040855
b2,r1,b4,1,short_06,text,matched_natural_text_short,matched_natural_text_short_06,1733,1733,0,2.967676260974258,0.18834330700337887,0.08965590174099611,0.012035396881401539,2.9556408640928566
b2,r1,b4,1,short_07,text,matched_natural_text_short,matched_natural_text_short_07,1733,1733,0,2.954778464976698,0.17544551100581884,0.08965590174099611,0.009613672271370888,2.9451647927053273
b2,r1,b4,1,long_04,vision,four_real_charts_long,four_real_charts_long_04,3961,3961,1876,3.4968713792040944,0.43373157689347863,0.09881096136485858,0.15679593803361058,3.340075441170484
b2,r1,b4,1,long_05,vision,four_real_charts_long,four_real_charts_long_05,3873,3873,1788,3.5306358132511377,0.6961511541157961,0.09143498900436586,0.0969218211248517,3.433713992126286
b2,r1,b4,1,long_06,vision,four_real_charts_long,four_real_charts_long_06,3785,3785,1700,3.43291124003008,0.5984265808947384,0.09143498900436586,0.10193004878237844,3.3309811912477016
b2,r1,b4,1,long_07,vision,four_real_charts_long,four_real_charts_long_07,3785,3785,1700,3.4200531411916018,0.6255043032579124,0.09014673670753837,0.08728049322962761,3.332772647961974
b2,r1,b4,1,short_04,vision,four_real_charts_short,four_real_charts_short_04,1909,1909,1876,3.2772863558493555,0.34579447796568274,0.09456425412527976,0.1489740451797843,3.128312310669571
b2,r1,b4,1,short_05,vision,four_real_charts_short,four_real_charts_short_05,1821,1821,1788,3.308164780959487,0.42502272315323353,0.09300458250987914,0.09782993514090776,3.210334845818579
b2,r1,b4,1,short_06,vision,four_real_charts_short,four_real_charts_short_06,1733,1733,1700,3.2985071493312716,0.4753659050911665,0.0910690723948421,0.08664914406836033,3.2118580052629113
b2,r1,b4,1,short_07,vision,four_real_charts_short,four_real_charts_short_07,1733,1733,1700,3.3017556318081915,0.5168297430500388,0.08983631899219847,0.08153687184676528,3.2202187599614263
b2,r1,b4,1,long_04,text,matched_natural_text_long,matched_natural_text_long_04,3961,3961,0,3.1546326633542776,0.2908438630402088,0.09238028388109899,0.02625204436480999,3.1283806189894676
b2,r1,b4,1,long_05,text,matched_natural_text_long,matched_natural_text_long_05,3873,3873,0,3.126968240365386,0.2631794400513172,0.09238028388109899,0.020798962097615004,3.106169278267771
b2,r1,b4,1,long_06,text,matched_natural_text_long,matched_natural_text_long_06,3785,3785,0,3.194270026870072,0.3937654159963131,0.09033885841528254,0.014871128834784031,3.179398898035288
b2,r1,b4,1,long_07,text,matched_natural_text_long,matched_natural_text_long_07,3785,3785,0,3.178750328719616,0.37824571784585714,0.09033885841528254,0.011537770740687847,3.167212557978928
b2,r1,b1,1,long_01,vision,four_real_charts_long,four_real_charts_long_01,3873,3873,1788,3.2544390950351954,0.3359342743642628,0.09414531679583653,0.1456018341705203,3.108837260864675
