family,restart_pairs,median_observer_overhead_pct,min_observer_overhead_pct,max_observer_overhead_pct,clean_mean_e2e_median_s,clean_ttft_median_s,zero_entire_ttft_fixed_timeline_bound_pct,bound_scope
four_real_charts_long,3,2.1900079350917867,-7.3106167926698,54.449030050418344,3.5190646327100694,0.5512504670303315,15.66468719859253,"prefill-only fixed timeline, not native online queue or total scheduling oracle"
four_real_charts_short,3,-9.006428831241397,-15.199863465005837,57.37787138307509,4.154992419015616,0.6875962374964729,13.984998886051837,"prefill-only fixed timeline, not native online queue or total scheduling oracle"
matched_natural_text_long,3,1.9812339027815096,-7.332197047520372,51.738579792404394,3.2032998151378704,0.327055220422335,9.438058898695793,"prefill-only fixed timeline, not native online queue or total scheduling oracle"
matched_natural_text_short,3,1.5774857027343048,-7.434310761720919,57.55944542567046,3.0692849850514903,0.23064960106275975,6.944113858947486,"prefill-only fixed timeline, not native online queue or total scheduling oracle"
