condition,cases,critical_wall_median_ms,critical_wall_p90_ms,critical_wall_cv_pct,dispatch_median_ms,expert_median_ms,combine_median_ms
alternating,5,2.119999885559082,2.1348032474517824,26.221284089244318,0.2218560073524713,0.989855945110321,0.2355201244354248
disjoint,5,2.114207983016968,2.9160319805145267,38.38956634945937,0.2175679942592978,1.0379520058631897,0.1847360134124755
similar,5,2.5952959060668945,5.773183917999268,72.71674951831547,0.214560005813837,1.0586239695549011,0.2800319194793701
steady,5,2.030240058898926,2.0726720809936525,1.1986134410944447,0.2033599950373172,0.9837440252304076,0.1887040138244629
