M_per_source_rank,backend,combine_p50_ms,combine_p90_ms,dispatch_p50_ms,dispatch_p90_ms,expert_load_max_over_mean,expert_p50_ms,expert_p90_ms,frac_full_fanout,layer_id,mean_fanout,moe_total_p50_ms,moe_total_p90_ms,n,rank_load_max_over_mean,restart,route_hash,workload_id
539,agrs,0.11947200074791908,0.7271775960922225,0.11239999905228615,0.14018239378929137,8.849721706864564,0.49460799992084503,0.5405568063259124,0.5802411873840445,0,3.547773654916512,0.6550559997558594,1.3023040115833266,10,1.148886827458256,1,b864bc496179b7a7e75d15a0dceeff33c39aa154380d181a341aeb4fa1de2900,image1024_c2
539,deepep_ht,0.13732799887657166,0.15118720531463622,0.16167999804019928,0.1737600028514862,8.849721706864564,0.5527520179748535,0.5786464214324951,0.5802411873840445,0,3.547773654916512,0.7849439978599548,0.8220031917095184,10,1.148886827458256,1,b864bc496179b7a7e75d15a0dceeff33c39aa154380d181a341aeb4fa1de2900,image1024_c2
539,agrs,0.5030239969491959,0.8208416223526,0.22337600588798523,0.7003968060016621,7.938311688311689,0.7006080150604248,0.9099199771881102,0.6368274582560297,1,3.6122448979591835,1.068047970533371,1.9790911555290214,10,1.24791280148423,1,1cf73f57bc94880e4086b69c0ec887c2c68815e6f4c47513bec76688b45d5980,image1024_c2
539,deepep_ht,0.12734399735927582,0.16609279364347457,0.1677279993891716,0.18595199584960936,7.938311688311689,0.5419999957084656,0.5778047800064087,0.6368274582560297,1,3.6122448979591835,0.7814239859580994,0.8218591928482055,10,1.24791280148423,1,1cf73f57bc94880e4086b69c0ec887c2c68815e6f4c47513bec76688b45d5980,image1024_c2
539,agrs,0.07519999891519547,0.1047007992863655,0.10831999778747559,0.11144959926605225,6.082966141001855,0.4734559953212738,0.5001503974199295,0.6767161410018553,2,3.6539888682745825,0.6277439892292023,0.6592544138431549,10,1.1846011131725418,1,ba48258fc2937e7e34479f165e5bd1a7346dc8f3c3dc15cfa5a9c4c6afd60049,image1024_c2
539,deepep_ht,0.10502399876713753,0.12495360374450683,0.1634880006313324,0.18222079426050186,6.082966141001855,0.5265759825706482,0.5487583935260772,0.6767161410018553,2,3.6539888682745825,0.7602240145206451,0.7979296088218689,10,1.1846011131725418,1,ba48258fc2937e7e34479f165e5bd1a7346dc8f3c3dc15cfa5a9c4c6afd60049,image1024_c2
539,agrs,0.11585599929094315,0.8147392004728305,0.11238400265574455,2.887584018707275,7.681760204081633,0.4967679977416992,0.5794496178627014,0.6029684601113172,3,3.576530612244898,0.6574719846248627,4.214582395553589,10,1.62012987012987,1,8415f74fe6f77b53385240ff141e469f5720b3f5ed064ef701f8d598578fb546,image1024_c2
539,deepep_ht,0.1289759986102581,0.14486719369888307,0.1621759980916977,0.18221760243177415,7.681760204081633,0.5466080009937286,0.5793888151645661,0.6029684601113172,3,3.576530612244898,0.7722240090370178,0.8369632184505462,10,1.62012987012987,1,8415f74fe6f77b53385240ff141e469f5720b3f5ed064ef701f8d598578fb546,image1024_c2
539,agrs,0.06641599908471107,0.07022719830274582,2.385807991027832,2.3895424127578737,8.88404452690167,0.29448001086711884,0.29563199281692504,0.6929499072356216,4,3.6785714285714284,2.727679967880249,2.7307872772216797,10,1.3766233766233766,1,798686e5c614339a960163d37f95ad69a3f75054e27c74e8705304741877d133,image1024_c2
539,deepep_ht,0.1056319996714592,0.11446720138192176,0.16601599752902985,0.19247680306434628,8.88404452690167,0.5258240103721619,0.5602656066417694,0.6929499072356216,4,3.6785714285714284,0.75313600897789,0.8202015936374664,10,1.3766233766233766,1,798686e5c614339a960163d37f95ad69a3f75054e27c74e8705304741877d133,image1024_c2
539,agrs,0.15827199816703796,0.26046079695224755,0.13177600502967834,0.5687712222337709,6.987940630797774,0.5324960052967072,0.6141024053096771,0.7156771799628943,5,3.7091836734693877,0.7215359807014465,1.2326592028141008,10,1.1614100185528757,1,6b81e61559dbc1b4170824275970349c8318774e180e49e2985071e34bd85ef4,image1024_c2
539,deepep_ht,0.12300800159573555,0.16984000355005263,0.1677599996328354,0.18295360356569287,6.987940630797774,0.5352160036563873,0.6065952241420746,0.7156771799628943,5,3.7091836734693877,0.7696639895439148,0.8510175883769988,10,1.1614100185528757,1,6b81e61559dbc1b4170824275970349c8318774e180e49e2985071e34bd85ef4,image1024_c2
539,agrs,0.1496639996767044,0.15345279574394227,0.11032000184059143,0.12706560343503953,8.369260204081634,0.5221600234508514,0.5425504148006439,0.5686456400742115,6,3.532931354359926,0.6832159757614136,0.7163935959339142,10,1.6992115027829313,1,f41cfd05246f746cf3a37d710b99f4d6eca93b28bb57e80beed9b8f183b96d5e,image1024_c2
539,deepep_ht,0.17791999876499176,0.201737605035305,0.18542400002479553,0.20554880201816558,8.369260204081634,0.5784800052642822,0.6207039833068847,0.5686456400742115,6,3.532931354359926,0.8280960023403168,0.8880223810672759,10,1.6992115027829313,1,f41cfd05246f746cf3a37d710b99f4d6eca93b28bb57e80beed9b8f183b96d5e,image1024_c2
539,agrs,0.8219360113143921,2.102252805233001,0.30902399122714996,0.8640415936708434,8.972576530612246,0.8479679822921753,1.1973631858825682,0.6637291280148423,7,3.648886827458256,1.388431966304779,4.7546623706817615,10,1.3455473098330242,1,a057219e58345148c239018db17d0f4bdc21b4a791c1d703ccd7275b05d2191d,image1024_c2
539,deepep_ht,0.14236799627542496,0.15890239477157592,0.1687999963760376,0.18447040617465973,8.972576530612246,0.5319199860095978,0.5572960019111634,0.6637291280148423,7,3.648886827458256,0.766512006521225,0.8192831754684449,10,1.3455473098330242,1,a057219e58345148c239018db17d0f4bdc21b4a791c1d703ccd7275b05d2191d,image1024_c2
539,agrs,0.11988799646496773,0.49620159119367485,0.1178400032222271,0.1283264011144638,7.193529684601113,0.48419199883937836,0.524182391166687,0.6006493506493507,8,3.575602968460111,0.6710560023784637,1.0639071762561787,10,1.3719851576994435,1,f27341037caf23bea61e211df893a139f7392adce95ac1e6e05a79906a9f2913,image1024_c2
539,deepep_ht,0.1258079968392849,0.14708479791879653,0.16753599792718887,0.19313599914312363,7.193529684601113,0.5280799865722656,0.5518112182617188,0.6006493506493507,8,3.575602968460111,0.7651520073413849,0.7950432121753692,10,1.3719851576994435,1,f27341037caf23bea61e211df893a139f7392adce95ac1e6e05a79906a9f2913,image1024_c2
539,agrs,0.1456959992647171,0.5429375976324068,0.11027200147509575,0.1298528015613556,8.141233766233766,0.5199520289897919,0.5439168095588685,0.6688311688311688,9,3.6498144712430425,0.6843680143356323,1.125427162647246,10,1.5440630797773656,1,4a43e8947c907e100c10496681a866b75af0b943600d2ea2f6db16d0858b34d9,image1024_c2
539,deepep_ht,0.16076799482107162,0.1786720022559166,0.16572800278663635,0.18329600244760513,8.141233766233766,0.567903995513916,0.5905280172824859,0.6688311688311688,9,3.6498144712430425,0.8046720027923584,0.829174393415451,10,1.5440630797773656,1,4a43e8947c907e100c10496681a866b75af0b943600d2ea2f6db16d0858b34d9,image1024_c2
539,agrs,0.12560000270605087,0.17176960259675972,0.11409600079059601,0.5202463909983621,8.515769944341374,0.4981280118227005,0.5444128036499023,0.6553803339517625,10,3.641929499072356,0.6638239920139313,1.1197727799415576,10,1.1447124304267162,1,58cbc237fafb996c34ba7e1b6e696eb42281a169c06eb51064391532f3c1b8c1,image1024_c2
539,deepep_ht,0.11126400157809258,0.13749439567327498,0.16820799559354782,0.1791839987039566,8.515769944341374,0.5400319993495941,0.5661023855209351,0.6553803339517625,10,3.641929499072356,0.7804479897022247,0.7926239848136902,10,1.1447124304267162,1,58cbc237fafb996c34ba7e1b6e696eb42281a169c06eb51064391532f3c1b8c1,image1024_c2
539,agrs,0.09838400036096573,0.15793599635362615,0.11953600123524666,0.4968799978494632,11.020176252319109,0.4983679950237274,0.5460799932479858,0.6706864564007421,11,3.6539888682745825,0.6721439957618713,1.0853663802146898,10,1.257421150278293,1,74ceed569c5540bda9a60a426034347e390827517f797c8056e4ca58a8ba5cb8,image1024_c2
539,deepep_ht,0.12510400265455246,0.16095040440559386,0.16755200177431107,0.18064960092306137,11.020176252319109,0.5432319939136505,0.5977568030357361,0.6706864564007421,11,3.6539888682745825,0.7757920026779175,0.8518912076950074,10,1.257421150278293,1,74ceed569c5540bda9a60a426034347e390827517f797c8056e4ca58a8ba5cb8,image1024_c2
539,agrs,0.05435200035572052,0.06301120147109032,2.3869439363479614,2.390067219734192,10.235331632653063,0.29155199229717255,0.2924864053726196,0.6846011131725418,12,3.6725417439703154,2.7250880002975464,2.728851246833801,10,1.187847866419295,1,ad653c5eb6916ebfad1f5929c896ebfc18def5b6195a8ffd91e51512de746322,image1024_c2
539,deepep_ht,0.1114719994366169,0.13231680393218995,0.17750399559736252,0.20880320221185683,10.235331632653063,0.5487200021743774,0.5683360159397125,0.6846011131725418,12,3.6725417439703154,0.7956800162792206,0.8339935839176178,10,1.187847866419295,1,ad653c5eb6916ebfad1f5929c896ebfc18def5b6195a8ffd91e51512de746322,image1024_c2
539,agrs,0.1265599988400936,0.22367360144853585,0.11208000034093857,0.4572128027677525,8.022669294990724,0.4893440008163452,0.5216288208961487,0.576530612244898,13,3.545918367346939,0.6580800116062164,1.0225952267646778,10,1.5788497217068647,1,ffd72abdc4cdc53c03051da853fc10ec05a7b4bb70843ad6ba82eb7e59df1497,image1024_c2
539,deepep_ht,0.11078400164842606,0.13899520337581633,0.1624159961938858,0.17392000555992126,8.022669294990724,0.5350559949874878,0.5800160050392151,0.576530612244898,13,3.545918367346939,0.7678400278091431,0.8286368191242218,10,1.5788497217068647,1,ffd72abdc4cdc53c03051da853fc10ec05a7b4bb70843ad6ba82eb7e59df1497,image1024_c2
539,agrs,0.11401600018143654,0.12939519584178924,0.10953599959611893,0.11823999807238579,8.99373840445269,0.4897119998931885,0.5098783910274506,0.6289424860853432,14,3.6066790352504636,0.6453120112419128,0.6733503878116608,10,1.3089053803339519,1,72f7f6e680ab1e5b18be547d775a6a41081458249593af809cab7804b00827a6,image1024_c2
539,deepep_ht,0.16195200383663177,0.17116480618715285,0.16358400136232376,0.17235839664936065,8.99373840445269,0.5568639934062958,0.5711711704730987,0.6289424860853432,14,3.6066790352504636,0.7851839959621429,0.8123903930187225,10,1.3089053803339519,1,72f7f6e680ab1e5b18be547d775a6a41081458249593af809cab7804b00827a6,image1024_c2
539,agrs,0.0989920012652874,0.1287488020956516,0.11753600090742111,0.12481600195169448,9.82913961038961,0.5070720016956329,0.5389087915420532,0.6029684601113172,15,3.5700371057513913,0.6633920073509216,0.7114175975322723,10,1.4225417439703154,1,0b789d3bdb41f601022446aed145ac820aabae8748b14c21303f6df761ec0ab4,image1024_c2
539,deepep_ht,0.12777600437402725,0.18088959753513337,0.1645599976181984,0.17659839540719985,9.82913961038961,0.5412319898605347,0.5843104004859925,0.6029684601113172,15,3.5700371057513913,0.7761280238628387,0.8268159866333008,10,1.4225417439703154,1,0b789d3bdb41f601022446aed145ac820aabae8748b14c21303f6df761ec0ab4,image1024_c2
539,agrs,0.12139200046658516,0.15599680244922637,0.1199679970741272,0.13656960129737852,9.274234693877553,0.5130719840526581,0.5492704033851623,0.5426716141001855,16,3.510204081632653,0.6752640008926392,0.7237536191940308,10,1.5322356215213357,1,e399a25c0ac6bb9f145abf7a1d5a33da5e2df381413908015380c3c6152e0841,image1024_c2
