M_per_source_rank,agrs_combine_ms,agrs_dispatch_ms,agrs_expert_ms,agrs_moe_total_ms,combine_deepep_minus_agrs_ms,deepep_combine_ms,deepep_dispatch_ms,deepep_expert_ms,deepep_moe_total_ms,dispatch_deepep_minus_agrs_ms,expert_deepep_minus_agrs_ms,expert_load_max_over_mean,frac_full_fanout,layer_id,mean_fanout,moe_total_deepep_minus_agrs_ms,rank_load_max_over_mean,restart,route_hash,winner,workload_id
539,0.11947200074791908,0.11239999905228615,0.49460799992084503,0.6550559997558594,0.017855998128652573,0.13732799887657166,0.16167999804019928,0.5527520179748535,0.7849439978599548,0.04927999898791313,0.058144018054008484,8.849721706864564,0.5802411873840445,0,3.547773654916512,0.12988799810409546,1.148886827458256,1,b864bc496179b7a7e75d15a0dceeff33c39aa154380d181a341aeb4fa1de2900,agrs,image1024_c2
539,0.5030239969491959,0.22337600588798523,0.7006080150604248,1.068047970533371,-0.37567999958992004,0.12734399735927582,0.1677279993891716,0.5419999957084656,0.7814239859580994,-0.05564800649881363,-0.15860801935195923,7.938311688311689,0.6368274582560297,1,3.6122448979591835,-0.2866239845752716,1.24791280148423,1,1cf73f57bc94880e4086b69c0ec887c2c68815e6f4c47513bec76688b45d5980,deepep_ht,image1024_c2
539,0.07519999891519547,0.10831999778747559,0.4734559953212738,0.6277439892292023,0.029823999851942062,0.10502399876713753,0.1634880006313324,0.5265759825706482,0.7602240145206451,0.05516800284385681,0.05311998724937439,6.082966141001855,0.6767161410018553,2,3.6539888682745825,0.13248002529144287,1.1846011131725418,1,ba48258fc2937e7e34479f165e5bd1a7346dc8f3c3dc15cfa5a9c4c6afd60049,agrs,image1024_c2
539,0.11585599929094315,0.11238400265574455,0.4967679977416992,0.6574719846248627,0.013119999319314957,0.1289759986102581,0.1621759980916977,0.5466080009937286,0.7722240090370178,0.04979199543595314,0.04984000325202942,7.681760204081633,0.6029684601113172,3,3.576530612244898,0.11475202441215515,1.62012987012987,1,8415f74fe6f77b53385240ff141e469f5720b3f5ed064ef701f8d598578fb546,agrs,image1024_c2
539,0.06641599908471107,2.385807991027832,0.29448001086711884,2.727679967880249,0.03921600058674812,0.1056319996714592,0.16601599752902985,0.5258240103721619,0.75313600897789,-2.219791993498802,0.23134399950504303,8.88404452690167,0.6929499072356216,4,3.6785714285714284,-1.974543958902359,1.3766233766233766,1,798686e5c614339a960163d37f95ad69a3f75054e27c74e8705304741877d133,deepep_ht,image1024_c2
539,0.15827199816703796,0.13177600502967834,0.5324960052967072,0.7215359807014465,-0.035263996571302414,0.12300800159573555,0.1677599996328354,0.5352160036563873,0.7696639895439148,0.03598399460315704,0.0027199983596801758,6.987940630797774,0.7156771799628943,5,3.7091836734693877,0.04812800884246826,1.1614100185528757,1,6b81e61559dbc1b4170824275970349c8318774e180e49e2985071e34bd85ef4,agrs,image1024_c2
539,0.1496639996767044,0.11032000184059143,0.5221600234508514,0.6832159757614136,0.028255999088287354,0.17791999876499176,0.18542400002479553,0.5784800052642822,0.8280960023403168,0.0751039981842041,0.056319981813430786,8.369260204081634,0.5686456400742115,6,3.532931354359926,0.1448800265789032,1.6992115027829313,1,f41cfd05246f746cf3a37d710b99f4d6eca93b28bb57e80beed9b8f183b96d5e,agrs,image1024_c2
539,0.8219360113143921,0.30902399122714996,0.8479679822921753,1.388431966304779,-0.6795680150389671,0.14236799627542496,0.1687999963760376,0.5319199860095978,0.766512006521225,-0.14022399485111237,-0.3160479962825775,8.972576530612246,0.6637291280148423,7,3.648886827458256,-0.6219199597835541,1.3455473098330242,1,a057219e58345148c239018db17d0f4bdc21b4a791c1d703ccd7275b05d2191d,deepep_ht,image1024_c2
539,0.11988799646496773,0.1178400032222271,0.48419199883937836,0.6710560023784637,0.005920000374317169,0.1258079968392849,0.16753599792718887,0.5280799865722656,0.7651520073413849,0.04969599470496178,0.04388798773288727,7.193529684601113,0.6006493506493507,8,3.575602968460111,0.09409600496292114,1.3719851576994435,1,f27341037caf23bea61e211df893a139f7392adce95ac1e6e05a79906a9f2913,agrs,image1024_c2
539,0.1456959992647171,0.11027200147509575,0.5199520289897919,0.6843680143356323,0.015071995556354523,0.16076799482107162,0.16572800278663635,0.567903995513916,0.8046720027923584,0.055456001311540604,0.047951966524124146,8.141233766233766,0.6688311688311688,9,3.6498144712430425,0.12030398845672607,1.5440630797773656,1,4a43e8947c907e100c10496681a866b75af0b943600d2ea2f6db16d0858b34d9,agrs,image1024_c2
539,0.12560000270605087,0.11409600079059601,0.4981280118227005,0.6638239920139313,-0.014336001127958298,0.11126400157809258,0.16820799559354782,0.5400319993495941,0.7804479897022247,0.05411199480295181,0.041903987526893616,8.515769944341374,0.6553803339517625,10,3.641929499072356,0.11662399768829346,1.1447124304267162,1,58cbc237fafb996c34ba7e1b6e696eb42281a169c06eb51064391532f3c1b8c1,agrs,image1024_c2
539,0.09838400036096573,0.11953600123524666,0.4983679950237274,0.6721439957618713,0.02672000229358673,0.12510400265455246,0.16755200177431107,0.5432319939136505,0.7757920026779175,0.04801600053906441,0.044863998889923096,11.020176252319109,0.6706864564007421,11,3.6539888682745825,0.10364800691604614,1.257421150278293,1,74ceed569c5540bda9a60a426034347e390827517f797c8056e4ca58a8ba5cb8,agrs,image1024_c2
539,0.05435200035572052,2.3869439363479614,0.29155199229717255,2.7250880002975464,0.05711999908089638,0.1114719994366169,0.17750399559736252,0.5487200021743774,0.7956800162792206,-2.209439940750599,0.2571680098772049,10.235331632653063,0.6846011131725418,12,3.6725417439703154,-1.9294079840183258,1.187847866419295,1,ad653c5eb6916ebfad1f5929c896ebfc18def5b6195a8ffd91e51512de746322,deepep_ht,image1024_c2
539,0.1265599988400936,0.11208000034093857,0.4893440008163452,0.6580800116062164,-0.015775997191667557,0.11078400164842606,0.1624159961938858,0.5350559949874878,0.7678400278091431,0.050335995852947235,0.04571199417114258,8.022669294990724,0.576530612244898,13,3.545918367346939,0.10976001620292664,1.5788497217068647,1,ffd72abdc4cdc53c03051da853fc10ec05a7b4bb70843ad6ba82eb7e59df1497,agrs,image1024_c2
539,0.11401600018143654,0.10953599959611893,0.4897119998931885,0.6453120112419128,0.047936003655195236,0.16195200383663177,0.16358400136232376,0.5568639934062958,0.7851839959621429,0.054048001766204834,0.0671519935131073,8.99373840445269,0.6289424860853432,14,3.6066790352504636,0.1398719847202301,1.3089053803339519,1,72f7f6e680ab1e5b18be547d775a6a41081458249593af809cab7804b00827a6,agrs,image1024_c2
539,0.0989920012652874,0.11753600090742111,0.5070720016956329,0.6633920073509216,0.028784003108739853,0.12777600437402725,0.1645599976181984,0.5412319898605347,0.7761280238628387,0.04702399671077728,0.03415998816490173,9.82913961038961,0.6029684601113172,15,3.5700371057513913,0.11273601651191711,1.4225417439703154,1,0b789d3bdb41f601022446aed145ac820aabae8748b14c21303f6df761ec0ab4,agrs,image1024_c2
539,0.12139200046658516,0.1199679970741272,0.5130719840526581,0.6752640008926392,0.047199998050928116,0.16859199851751328,0.16728000342845917,0.5520320236682892,0.7887679934501648,0.04731200635433197,0.038960039615631104,9.274234693877553,0.5426716141001855,16,3.510204081632653,0.11350399255752563,1.5322356215213357,1,e399a25c0ac6bb9f145abf7a1d5a33da5e2df381413908015380c3c6152e0841,agrs,image1024_c2
539,0.09763199836015701,0.1175840012729168,0.4893280118703842,0.6504960060119629,0.008608002215623856,0.10624000057578087,0.17548799514770508,0.5550079941749573,0.7906560003757477,0.057903993874788284,0.06567998230457306,8.16529452690167,0.6827458256029685,17,3.6711502782931356,0.1401599943637848,1.294526901669759,1,d5b0010c57a49e2d25005e9d72a33134359ffef54fd7b9297333ddc27b131cbe,agrs,image1024_c2
539,0.10494399815797806,2.380720019340515,0.31513600051403046,2.7438559532165527,0.07409600168466568,0.17903999984264374,0.1653279960155487,0.5688000023365021,0.8049280047416687,-2.2153920233249664,0.2536640018224716,9.568877551020408,0.5510204081632653,18,3.522727272727273,-1.938927948474884,1.5454545454545454,1,8db0db6793e97032f8ffe8100766bab38fe5dc4f5ef00acbd303719fbd9ffa53,deepep_ht,image1024_c2
539,0.09222399815917015,0.10761599987745285,0.48051200807094574,0.6351520121097565,0.004176001995801926,0.09640000015497208,0.16352000087499619,0.5283840000629425,0.7586559951305389,0.055904000997543335,0.047871991991996765,9.914192949907237,0.6688311688311688,19,3.6576994434137293,0.12350398302078247,1.1433209647495362,1,24b1ced150cb8c9668d0806635fb25befe4336ea807ef687b9362996c8b09bda,agrs,image1024_c2
539,0.14183999598026276,0.11489599943161011,0.49540799856185913,0.6585599780082703,-0.015247996896505356,0.1265919990837574,0.16915199905633926,0.5348640084266663,0.7829279899597168,0.054255999624729156,0.03945600986480713,6.60702690166976,0.5955473098330241,20,3.549165120593692,0.12436801195144653,1.280844155844156,1,1086309f39b50d925b216032f2f04c746785f3b04312327cc67988bcd4c2065d,agrs,image1024_c2
539,0.06478399783372879,2.387455940246582,0.29609599709510803,2.7306400537490845,0.05665599927306175,0.12143999710679054,0.16340799629688263,0.548224002122879,0.7881439924240112,-2.2240479439496994,0.252128005027771,7.9272959183673475,0.7300556586270872,21,3.7240259740259742,-1.9424960613250732,1.2474489795918366,1,7838a37b39863b09a906e074d37366899aa74ad999f870df15aaee668bd10867,deepep_ht,image1024_c2
