agrs_replay_moe_ms,agrs_winner_layers,amdahl_saved_ms,best_static_backend,best_static_clean_ttft_ms,best_static_replay_moe_ms,deepep_replay_moe_ms,deepep_winner_layers,per_layer_oracle_improvement_pct,per_layer_oracle_moe_ms,per_request_oracle_improvement_pct,per_request_oracle_moe_ms,per_step_oracle_improvement_pct,per_step_oracle_moe_ms,projected_ttft_oracle_improvement_pct,restart,workload_id
51.18299189209938,37,4.520032048225403,deepep_ht,128.5182237625122,37.24708807468414,37.24708807468414,11,12.135262867159671,32.72705602645874,0.0,37.24708807468414,0.0,37.24708807468414,3.517035884792443,1,image1024_c2
50.34545576572418,36,3.7279840111732483,deepep_ht,122.92683124542236,31.456207990646362,31.456207990646362,12,11.851345884671732,27.728223979473114,0.0,31.456207990646362,0.0,31.456207990646362,3.032685357137662,1,image448_c2
58.15249627828598,38,6.263119995594025,deepep_ht,102.04029083251953,46.64025607705116,46.64025607705116,10,13.428571200910978,40.37713608145714,0.0,46.64025607705116,0.0,46.64025607705116,6.137889204837519,1,text2048_c2
48.474703937768936,35,4.329120010137558,deepep_ht,98.79755973815918,34.33193597197533,34.33193597197533,13,12.609600616963045,30.00281596183777,0.0,34.33193597197533,0.0,34.33193597197533,4.381808641439041,1,text512_c2
123.55550360679626,36,15.078032374382019,deepep_ht,183.99930000305176,114.61096048355103,114.61096048355103,12,13.155838072350873,99.532928109169,0.0,114.61096048355103,0.0,114.61096048355103,8.194613987190136,1,text8192_c2
30.80660793185234,48,0.0,agrs,143.34440231323242,30.80660793185234,36.662223905324936,0,0.0,30.80660793185234,0.0,30.80660793185234,0.0,30.80660793185234,0.0,2,image1024_c2
25.175903975963593,48,0.0,agrs,137.7706527709961,25.175903975963593,31.08454391360283,0,0.0,25.175903975963593,0.0,25.175903975963593,0.0,25.175903975963593,0.0,2,image448_c2
38.475488036870956,48,0.0,agrs,148.70154857635498,38.475488036870956,45.62947195768356,0,0.0,38.475488036870956,0.0,38.475488036870956,0.0,38.475488036870956,0.0,2,text2048_c2
27.9684479534626,47,1.2224960029125214,agrs,139.40632343292236,27.9684479534626,32.29630374908447,1,4.370982633525689,26.74595195055008,0.0,27.9684479534626,0.0,27.9684479534626,0.8769300938495415,2,text512_c2
94.2862719297409,48,0.0,agrs,209.78772640228271,94.2862719297409,114.59318423271179,0,0.0,94.2862719297409,0.0,94.2862719297409,0.0,94.2862719297409,0.0,2,text8192_c2
30.636207848787308,47,0.07014399766921997,agrs,144.81794834136963,30.636207848787308,36.794192135334015,1,0.228957833213018,30.566063851118088,0.0,30.636207848787308,0.0,30.636207848787308,0.048435983572888516,3,image1024_c2
24.639952048659325,48,0.0,agrs,111.98067665100098,24.639952048659325,31.34980806708336,0,0.0,24.639952048659325,0.0,24.639952048659325,0.0,24.639952048659325,0.0,3,image448_c2
38.12833595275879,48,0.0,agrs,92.78857707977295,38.12833595275879,46.17182421684265,0,0.0,38.12833595275879,0.0,38.12833595275879,0.0,38.12833595275879,0.0,3,text2048_c2
26.970991879701614,47,0.6372800171375275,agrs,89.62368965148926,26.970991879701614,32.4243840277195,1,2.3628349301352345,26.333711862564087,0.0,26.970991879701614,0.0,26.970991879701614,0.7110620189992791,3,text512_c2
93.86123204231262,48,0.0,agrs,160.62021255493164,93.86123204231262,114.71150362491608,0,0.0,93.86123204231262,0.0,93.86123204231262,0.0,93.86123204231262,0.0,3,text8192_c2
41.12504008412361,15,1.1908321380615234,deepep_ht,133.2617998123169,37.685200065374374,37.685200065374374,33,3.15994644050112,36.49436792731285,0.0,37.685200065374374,0.0,37.685200065374374,0.8936035230941397,4,image1024_c2
36.83281594514847,14,0.8540959656238556,deepep_ht,110.27753353118896,31.238368153572083,31.238368153572083,34,2.7341247834233955,30.384272187948227,0.0,31.238368153572083,0.0,31.238368153572083,0.7744967975569549,4,image448_c2
46.57094386219978,21,1.6340000331401825,deepep_ht,105.91006278991699,45.86350402235985,45.86350402235985,27,3.5627457342630384,44.229503989219666,0.0,45.86350402235985,0.0,45.86350402235985,1.5428184915548413,4,text2048_c2
40.22158399224281,12,0.9444000124931335,deepep_ht,100.4558801651001,33.18359997868538,33.18359997868538,36,2.845984200327102,32.239199966192245,0.0,33.18359997868538,0.0,33.18359997868538,0.9401142182428784,4,text512_c2
99.81611204147339,48,0.0,agrs,185.23931503295898,99.81611204147339,114.63142418861389,0,0.0,99.81611204147339,0.0,99.81611204147339,0.0,99.81611204147339,0.0,4,text8192_c2
32.00528007745743,45,0.4370720386505127,agrs,187.55114078521729,32.00528007745743,36.88513597846031,3,1.3656247893870477,31.568208038806915,0.0,32.00528007745743,0.0,32.00528007745743,0.23304152500519612,5,image1024_c2
27.081839978694916,44,0.7831359803676605,agrs,185.49346923828125,27.081839978694916,30.341647922992706,4,2.8917384527186774,26.298703998327255,0.0,27.081839978694916,0.0,27.081839978694916,0.42219059440936946,5,image448_c2
39.90955200791359,43,0.41068798303604126,agrs,187.77060508728027,39.90955200791359,45.12908798456192,5,1.0290468380968214,39.49886402487755,0.0,39.90955200791359,0.0,39.90955200791359,0.21871793129981323,5,text2048_c2
29.575376003980637,44,0.6720319390296936,agrs,185.31811237335205,29.575376003980637,33.13846409320831,4,2.2722684537949505,28.903344064950943,0.0,29.575376003980637,0.0,29.575376003980637,0.36263694380600053,5,text512_c2
95.19047999382019,48,0.0,agrs,228.03723812103271,95.19047999382019,114.35905623435974,0,0.0,95.19047999382019,0.0,95.19047999382019,0.0,95.19047999382019,0.0,5,text8192_c2
