PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
3647419,3647419,1,207,204,105621.5,19156.0,14461,17761183,1233114.2,95974.3,9269.0,3771,17761183,1233792.7,8505.2,8687.0,517,9383,972.2,1285.3,1344.0,1120,1696,117.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,4,4,103056.8,22152.5,17697,350225,164806.6,94931.3,14211.5,10445,340857,163982.4,5917.5,5867.0,4520,7416,1597.6,2208.0,2096.0,1856,2784,417.2,cudaLaunchKernel,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
3647419,3647419,1,3120,3102,100143.8,14848.5,11790,17472896,752125.8,10555.4,7679.5,5476,7631477,136505.6,88591.8,5654.0,8,17462730,742010.1,1514.0,1472.0,1184,3168,273.1,cudaLaunchKernel,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
3647415,3647415,3,207,207,98719.3,18719.0,14441,16406373,1138974.7,89077.6,8814.0,4166,16403737,1139468.1,8359.0,8593.0,197,9399,1026.4,1282.6,1344.0,1152,1792,118.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647418,3647418,0,2,2,83347.0,83347.0,16741,149953,94195.1,76679.0,76679.0,9226,144132,95392.9,4556.0,4556.0,3613,5499,1333.6,2112.0,2112.0,2016,2208,135.8,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<long>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647415,3647902,3,1,0,80258.0,80258.0,80258,80258,0.0,80258.0,80258.0,80258,80258,0.0,,,,,0.0,1856.0,1856.0,1856,1856,0.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,3172,3085,78199.9,43318.0,24945,15117164,332203.0,18494.5,17151.5,6435,92157,5273.5,4486.2,4600.0,22,15421,980.4,55424.6,20096.0,4928,15095366,332281.5,cuLaunchKernelEx,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
3647419,3647911,1,1,0,76971.0,76971.0,76971,76971,0.0,76738.0,76738.0,76738,76738,0.0,,,,,0.0,2048.0,2048.0,2048,2048,0.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647418,3647910,0,1,0,76323.0,76323.0,76323,76323,0.0,76323.0,76323.0,76323,76323,0.0,,,,,0.0,1600.0,1600.0,1600,1600,0.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647414,3647916,2,1,0,75501.0,75501.0,75501,75501,0.0,75501.0,75501.0,75501,75501,0.0,,,,,0.0,1984.0,1984.0,1984,1984,0.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647418,3647418,0,2,1,72959.5,72959.5,15275,130644,81578.2,68813.5,68813.5,8077,129550,85894.4,5118.0,5118.0,5118,5118,0.0,2064.0,2064.0,2048,2080,22.6,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647415,3647415,3,66,66,72720.5,19571.5,16876,1856952,298077.1,41371.1,12284.5,9977,1850448,226157.9,28871.4,4711.0,147,1613280,198031.4,2478.1,2432.0,2272,5088,372.2,cudaLaunchKernel,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)2>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
3647418,3647418,0,207,204,72427.2,19070.0,14060,10901241,756331.6,62906.8,9174.0,3718,10895906,756633.6,8383.7,8661.5,226,9654,1120.9,1276.1,1343.0,1120,1792,116.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,6336,6259,67338.4,19424.0,11859,15115711,385512.3,9356.9,9803.0,4456,67129,4527.3,56147.1,6037.0,108,15107252,387753.5,2535.5,2496.0,2208,6208,382.2,cudaLaunchKernel,"std::enable_if<T2>(int)0&&vllm::_typeConvert<T1>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::BFloat16, (int)8>(T1 *, long, T1 *, const T1 *, float, int, int)"
3647418,3647418,0,29,28,66361.9,18439.0,15932,1388219,254252.1,57631.0,9056.0,6348,1388219,255947.6,6518.2,6911.0,2567,7326,1158.6,2510.3,2560.0,2112,2752,142.8,cudaLaunchKernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)0>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)"
3647419,3647419,1,2,2,59070.5,59070.5,15551,102590,61545.9,54040.5,54040.5,8468,99613,64449.2,2998.0,2998.0,929,5067,2926.0,2032.0,2032.0,2016,2048,22.6,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647414,3647414,2,2,1,58899.0,58899.0,25539,92259,47178.2,50993.5,50993.5,9728,92259,58358.2,7619.0,7619.0,7619,7619,0.0,8192.0,8192.0,8192,8192,0.0,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647415,3647415,3,29,29,58871.8,17746.0,16214,1191927,217941.4,50093.0,8497.0,6727,1188210,218930.0,6180.2,6624.0,1605,7056,1242.2,2598.6,2592.0,1920,2912,207.3,cudaLaunchKernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)0>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)"
3647415,3647415,3,3024,3001,58645.7,18870.0,15930,14996155,374571.7,8286.3,7589.0,5381,150289,3944.9,45340.7,5813.0,81,14983233,375997.3,5390.5,5408.0,5056,5984,143.8,cuLaunchKernelEx,nvjet_tst_64x8_64x16_2x1_v_bz_TNT
3647415,3647415,3,3168,3141,58169.3,17656.5,14471,14998092,448993.9,12861.1,7471.0,5378,14987603,266153.2,41312.8,5834.0,19,14841692,363645.9,4364.0,4352.0,4128,5824,284.9,cudaLaunchKernel,"void vllm::moe::topkGating<(int)8, (int)128, (int)4, (int)16, (int)32, long, __nv_bfloat16, (vllm::moe::ScoringFunc)0>(const T7 *, const bool *, float *, int, T6 *, int *, int, int, int, bool, const float *)"
3647418,3647418,0,1,0,56893.0,56893.0,56893,56893,0.0,52112.0,52112.0,52112,52112,0.0,,,,,0.0,5440.0,5440.0,5440,5440,0.0,cuLaunchKernelEx,_bilinear_pos_embed_kernel
3647418,3647418,0,1,1,55422.0,55422.0,55422,55422,0.0,44395.0,44395.0,44395,44395,0.0,6515.0,6515.0,6515,6515,0.0,4512.0,4512.0,4512,4512,0.0,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)8>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
3647419,3647419,1,2,1,55367.0,55367.0,23774,86960,44679.2,47313.0,47313.0,7666,86960,56069.3,7884.0,7884.0,7884,7884,0.0,8256.0,8256.0,8224,8288,45.3,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647415,3647415,3,2,1,52771.0,52771.0,23415,82127,41515.7,44912.5,44912.5,7698,82127,52629.3,7525.0,7525.0,7525,7525,0.0,8208.0,8208.0,8192,8224,22.6,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647415,3647415,3,2,2,51604.5,51604.5,15716,87493,50754.0,45730.0,45730.0,8574,82886,52546.5,3634.5,3634.5,2527,4742,1566.2,2240.0,2240.0,2080,2400,226.3,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647414,3647414,2,2,2,51564.5,51564.5,16017,87112,50271.8,46066.5,46066.5,9367,82766,51900.9,3434.0,3434.0,2298,4570,1606.5,2064.0,2064.0,2048,2080,22.6,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647415,3647415,3,1,1,50761.0,50761.0,50761,50761,0.0,39822.0,39822.0,39822,39822,0.0,6427.0,6427.0,6427,6427,0.0,4512.0,4512.0,4512,4512,0.0,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)8>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
3647418,3647418,0,4,4,50756.5,31821.0,30449,108935,38791.3,27206.0,7572.0,6408,87272,40048.4,6878.5,7401.0,5183,7529,1132.1,16672.0,16640.0,16480,16928,213.9,cuLaunchKernelEx,nvjet_tst_72x64_64x12_1x2_h_bz_bias_TNN
3647419,3647419,1,96,96,48625.5,24785.0,22804,2220565,224148.0,11038.2,10072.0,8628,88786,8077.9,28564.3,5762.5,3773,2202363,224198.8,9023.0,8992.0,8864,9856,119.9,cuLaunchKernelEx,nvjet_tst_64x96_64x10_4x1_v_bz_TNT
3647415,3647415,3,4,4,48507.8,31440.0,30219,100932,34954.9,24890.0,7291.0,6315,78663,35852.0,6993.8,7317.0,5949,7392,697.6,16624.0,16656.0,16320,16864,228.5,cuLaunchKernelEx,nvjet_tst_72x64_64x12_1x2_h_bz_bias_TNN
3647419,3647419,1,96,96,47489.9,28853.5,26684,1780198,178725.1,8931.2,8404.5,6773,26197,2808.1,24009.1,5691.5,2865,1755974,178630.4,14549.7,14528.0,13440,14976,210.2,cudaLaunchKernel,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, (int)128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0, cutlass::bfloat16_t, (int)8>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)0, (bool)0, (int)8>, flash::VarlenDynamicPersistentTileScheduler<(int)128, (int)128, (int)256, (int)128, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1>>>>(T1::Params)"
3647414,3647414,2,48,48,46909.0,35560.0,33724,418185,58180.1,13512.7,9825.0,8147,147340,19990.3,15813.7,7964.5,4762,391144,55331.1,17582.6,17536.0,17344,19040,265.6,cuLaunchKernelEx,nvjet_tst_168x128_64x5_1x2_h_bz_TNN
3647419,3647419,1,2,1,46675.0,46675.0,23570,69780,32675.4,44510.0,44510.0,19240,69780,35737.2,3018.0,3018.0,3018,3018,0.0,1296.0,1296.0,1280,1312,22.6,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>, (int)4, TrivialOffsetCalculator<(int)0, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
3647415,3647415,3,6369,6355,46659.6,13670.0,10367,15079992,335596.9,6679.0,5969.0,3627,68149,3006.6,38848.6,6299.0,47,15072255,336000.0,1219.4,1152.0,1056,2848,162.5,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647418,3647418,0,2,2,44780.0,44780.0,26213,63347,26257.7,28383.5,28383.5,9704,47063,26416.8,8156.5,8156.5,7996,8317,227.0,8240.0,8240.0,8192,8288,67.9,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647419,3647419,1,96,96,44594.1,20196.5,18047,2291339,231835.5,9266.0,8377.5,6706,80600,7494.9,29654.5,5929.0,3565,2277204,231805.3,5673.6,5664.0,5472,5856,72.4,cuLaunchKernelEx,nvjet_tst_64x8_64x16_2x4_h_bz_TNT
3647414,3647414,2,1,1,42420.0,42420.0,42420,42420,0.0,35328.0,35328.0,35328,35328,0.0,1492.0,1492.0,1492,1492,0.0,5600.0,5600.0,5600,5600,0.0,cuLaunchKernelEx,_bilinear_pos_embed_kernel
3647418,3647418,0,2,2,41972.0,41972.0,15169,68775,37905.2,35371.0,35371.0,8143,62599,38506.2,5033.0,5033.0,4608,5458,601.0,1568.0,1568.0,1568,1568,0.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647418,3647418,0,2,2,41929.0,41929.0,13727,70131,39883.7,37622.5,37622.5,6892,68353,43459.5,2962.5,2962.5,338,5587,3711.6,1344.0,1344.0,1248,1440,135.8,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctorOnSelf_add<int>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
3647414,3647414,2,4,4,41799.0,27796.0,18260,93344,34811.7,30404.0,16166.5,10910,78373,32084.3,6019.0,6221.5,3958,7675,1730.8,5376.0,5344.0,3296,7520,2348.5,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647419,3647419,1,4,4,41786.8,21179.0,17625,107164,43677.4,28674.3,7989.0,6234,92485,42560.5,5984.5,5943.5,5143,6908,895.0,7128.0,7136.0,4704,9536,2744.0,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647414,3647414,2,48,47,41389.6,39626.0,28466,106076,13186.3,27881.0,26038.5,12125,94888,14816.7,5110.3,4928.0,1898,8021,1555.6,8605.3,8544.0,8224,9312,235.8,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<signed char>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647419,3647419,1,96,96,41343.6,23108.0,21203,1667530,167887.9,9694.1,8611.0,6885,81057,7627.6,23363.9,6268.0,4368,1649846,167751.1,8285.7,8256.0,8000,8928,164.4,cuLaunchKernelEx,nvjet_tst_64x72_64x12_2x1_v_bz_TNT
3647415,3647415,3,3,3,41040.3,18438.0,18031,86652,39501.4,30523.7,6910.0,6449,78212,41300.0,8980.7,9992.0,6808,10142,1883.1,1536.0,1536.0,1440,1632,96.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<bool>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647419,3647419,1,2,2,40940.0,40940.0,15814,66066,35533.5,34077.0,34077.0,8681,59473,35915.4,5295.0,5295.0,5025,5565,381.8,1568.0,1568.0,1568,1568,0.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647415,3647415,3,48,48,40830.6,39286.5,33232,124147,12622.1,27259.8,25514.5,17738,113631,13219.0,5042.1,4975.0,2356,7270,947.5,8528.7,8480.0,8160,9088,229.9,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<signed char>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,5952,5857,40685.9,21054.0,16752,14859388,303490.5,9737.2,9005.0,5911,74280,3893.8,24816.4,5420.0,16,14843470,305928.7,6568.7,6592.0,6048,7616,283.5,cuLaunchKernelEx,nvjet_tst_64x8_64x16_4x1_v_bz_TNT
3647418,3647418,0,3,3,40518.0,17803.0,17630,86121,39493.5,29777.3,6143.0,6035,77154,41029.4,9215.3,10059.0,7335,10252,1631.3,1525.3,1536.0,1408,1632,112.4,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<bool>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647414,3647414,2,2,2,40383.0,40383.0,13699,67067,37736.9,33739.0,33739.0,6460,61018,38578.3,5108.0,5108.0,4513,5703,841.5,1536.0,1536.0,1536,1536,0.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647418,3647418,0,4,4,39986.0,24409.5,22767,88358,32258.6,24055.0,7666.5,5733,75154,34078.3,6875.3,7671.0,4245,7914,1766.2,9055.8,9072.0,8959,9120,78.8,cuLaunchKernelEx,nvjet_tst_64x64_64x13_2x1_v_bz_bias_TNT
3647414,3647414,2,2,2,39963.0,39963.0,13601,66325,37281.5,34849.5,34849.5,7336,62363,38910.0,3833.5,3833.5,2682,4985,1628.5,1280.0,1280.0,1280,1280,0.0,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>, (int)4, TrivialOffsetCalculator<(int)0, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
3647414,3647414,2,4,4,39828.8,20473.5,17502,100866,40772.3,26781.0,7392.5,6000,86339,39719.7,6055.8,5951.0,5183,7138,899.1,6992.0,6960.0,4704,9344,2642.5,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647418,3647418,0,48,48,39780.5,36251.0,34570,150959,16811.3,14415.7,10620.5,8672,125047,16969.3,7582.9,7936.0,3367,8520,1100.1,17781.9,17696.0,17535,19424,307.6,cuLaunchKernelEx,nvjet_tst_168x128_64x5_1x2_h_bz_TNN
3647415,3647415,3,2,2,39750.5,39750.5,13453,66048,37190.3,33186.5,33186.5,6646,59727,37533.9,4932.0,4932.0,4785,5079,207.9,1632.0,1632.0,1536,1728,135.8,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647418,3647418,0,4,4,39178.5,22968.5,19032,91745,35094.8,27632.5,12836.0,8533,76325,32549.7,6130.0,6099.0,4358,7964,1813.3,5416.0,5408.0,3392,7456,2337.2,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647419,3647419,1,1,1,39012.0,39012.0,39012,39012,0.0,31014.0,31014.0,31014,31014,0.0,2558.0,2558.0,2558,2558,0.0,5440.0,5440.0,5440,5440,0.0,cuLaunchKernelEx,_bilinear_pos_embed_kernel
3647415,3647415,3,1,1,39003.0,39003.0,39003,39003,0.0,30610.0,30610.0,30610,30610,0.0,2953.0,2953.0,2953,2953,0.0,5440.0,5440.0,5440,5440,0.0,cuLaunchKernelEx,_bilinear_pos_embed_kernel
3647415,3647415,3,2,2,38841.0,38841.0,14132,63550,34943.8,33998.0,33998.0,8203,59793,36479.6,3643.0,3643.0,2477,4809,1649.0,1200.0,1200.0,1120,1280,113.1,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>, (int)4, TrivialOffsetCalculator<(int)0, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
3647415,3647415,3,4,4,38750.8,22546.5,17794,92116,35648.3,27317.0,12387.5,7343,77150,33351.0,6041.8,6208.5,4176,7574,1653.5,5392.0,5360.0,3264,7584,2421.7,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647414,3647414,2,3,3,38140.7,19134.0,17074,78214,34719.8,27451.3,7732.0,5520,69102,36087.5,9142.7,9834.0,7448,10146,1475.9,1546.7,1568.0,1408,1664,129.3,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<bool>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,3234,3216,37966.6,17345.0,13968,14706658,299550.9,8017.0,7248.0,5335,98467,3655.2,25951.9,5830.0,119,14694962,300384.3,4157.3,4160.0,3104,5280,441.4,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647418,3647418,0,6336,6323,37926.8,35193.0,23200,265150,25572.1,6670.7,6335.5,4193,46567,2039.4,7137.9,6287.0,2149,146243,10214.9,24146.7,22143.5,12640,194143,19496.3,cuLaunchKernelEx,fused_moe_kernel
3647418,3647418,0,2,2,37637.0,37637.0,14436,60838,32811.2,33619.5,33619.5,8935,58304,34909.2,2721.5,2721.5,1254,4189,2075.4,1296.0,1296.0,1280,1312,22.6,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>, (int)4, TrivialOffsetCalculator<(int)0, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
3647419,3647419,1,3,3,37537.0,18260.0,17715,76636,33861.8,26716.3,6985.0,6284,66880,34784.5,9284.7,9835.0,8124,9895,1005.6,1536.0,1536.0,1440,1632,96.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<bool>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,4,4,37502.5,22996.0,20831,83187,30473.8,22612.0,7176.0,5450,70646,32033.0,6538.5,7205.5,4061,7682,1667.3,8352.0,8400.0,8128,8480,167.3,cuLaunchKernelEx,nvjet_tst_64x64_64x13_2x1_v_bz_TNT
