active_experts,inactive_experts,operation,repetition,host_visible_latency_us
1,63,gpu_counts_cumsum,0,33.547
1,63,gpu_counts_cumsum,1,20.75
1,63,gpu_counts_cumsum,2,18.072
1,63,gpu_counts_cumsum,3,17.82
1,63,gpu_counts_cumsum,4,18.353
1,63,gpu_counts_cumsum,5,17.254
1,63,gpu_counts_cumsum,6,25.106
1,63,gpu_counts_cumsum,7,26.7
1,63,gpu_counts_cumsum,8,26.434
1,63,gpu_counts_cumsum,9,26.915
1,63,gpu_counts_cumsum,10,29.513
1,63,gpu_counts_cumsum,11,33.398
1,63,gpu_counts_cumsum,12,31.962
1,63,gpu_counts_cumsum,13,29.798
1,63,gpu_counts_cumsum,14,24.703
1,63,gpu_counts_cumsum,15,19.566
1,63,gpu_counts_cumsum,16,19.633
1,63,gpu_counts_cumsum,17,19.118
1,63,gpu_counts_cumsum,18,19.327
1,63,gpu_counts_cumsum,19,19.45
1,63,gpu_counts_cumsum,20,17.812
1,63,gpu_counts_cumsum,21,19.598
1,63,gpu_counts_cumsum,22,17.249
1,63,gpu_counts_cumsum,23,16.93
1,63,gpu_counts_cumsum,24,16.989
1,63,gpu_counts_cumsum,25,16.59
1,63,gpu_counts_cumsum,26,16.882
1,63,gpu_counts_cumsum,27,16.745
1,63,gpu_counts_cumsum,28,16.421
1,63,gpu_counts_cumsum,29,16.652
1,63,gpu_counts_cumsum,30,17.037
1,63,gpu_counts_cumsum,31,19.35
1,63,gpu_counts_cumsum,32,19.501
1,63,gpu_counts_cumsum,33,19.298
1,63,gpu_counts_cumsum,34,19.095
1,63,gpu_counts_cumsum,35,19.016
1,63,gpu_counts_cumsum,36,20.062
1,63,gpu_counts_cumsum,37,19.457
1,63,gpu_counts_cumsum,38,18.687
1,63,gpu_counts_cumsum,39,18.872
1,63,cpu_list_to_cuda_offsets,0,65.1
1,63,cpu_list_to_cuda_offsets,1,48.359
1,63,cpu_list_to_cuda_offsets,2,36.33
1,63,cpu_list_to_cuda_offsets,3,37.311
1,63,cpu_list_to_cuda_offsets,4,36.293
1,63,cpu_list_to_cuda_offsets,5,34.473
1,63,cpu_list_to_cuda_offsets,6,34.458
1,63,cpu_list_to_cuda_offsets,7,34.872
1,63,cpu_list_to_cuda_offsets,8,36.021
1,63,cpu_list_to_cuda_offsets,9,35.217
1,63,cpu_list_to_cuda_offsets,10,36.021
1,63,cpu_list_to_cuda_offsets,11,37.42
1,63,cpu_list_to_cuda_offsets,12,33.981
1,63,cpu_list_to_cuda_offsets,13,33.444
1,63,cpu_list_to_cuda_offsets,14,36.637
1,63,cpu_list_to_cuda_offsets,15,34.974
1,63,cpu_list_to_cuda_offsets,16,36.746
1,63,cpu_list_to_cuda_offsets,17,36.563
1,63,cpu_list_to_cuda_offsets,18,34.386
1,63,cpu_list_to_cuda_offsets,19,34.596
1,63,cpu_list_to_cuda_offsets,20,34.185
1,63,cpu_list_to_cuda_offsets,21,33.947
1,63,cpu_list_to_cuda_offsets,22,39.985
1,63,cpu_list_to_cuda_offsets,23,40.227
1,63,cpu_list_to_cuda_offsets,24,35.741
1,63,cpu_list_to_cuda_offsets,25,36.587
1,63,cpu_list_to_cuda_offsets,26,34.977
1,63,cpu_list_to_cuda_offsets,27,34.076
1,63,cpu_list_to_cuda_offsets,28,34.235
1,63,cpu_list_to_cuda_offsets,29,35.863
1,63,cpu_list_to_cuda_offsets,30,35.892
1,63,cpu_list_to_cuda_offsets,31,37.209
1,63,cpu_list_to_cuda_offsets,32,34.665
1,63,cpu_list_to_cuda_offsets,33,37.992
1,63,cpu_list_to_cuda_offsets,34,36.155
1,63,cpu_list_to_cuda_offsets,35,35.632
1,63,cpu_list_to_cuda_offsets,36,36.799
1,63,cpu_list_to_cuda_offsets,37,34.98
1,63,cpu_list_to_cuda_offsets,38,36.674
1,63,cpu_list_to_cuda_offsets,39,34.075
1,63,vllm_make_from_list,0,33.78
1,63,vllm_make_from_list,1,23.862
1,63,vllm_make_from_list,2,21.983
1,63,vllm_make_from_list,3,21.504
1,63,vllm_make_from_list,4,20.538
1,63,vllm_make_from_list,5,19.797
