median_tmoe_reduction_pct,median_vision_fraction,modality,n,volume
-13.165377635862447,0.0,text_heavy,2,small
-9.906349613181497,0.6555183946488294,mixed,2,small
-19.09023648252991,0.8376068376068376,vision_heavy,2,small
15.453766278509583,0.0,text_heavy,2,medium
26.864893995804817,0.7505983724269986,mixed,2,medium
22.794895856229004,0.9520340012143291,vision_heavy,2,medium
34.62276395884203,0.0,text_heavy,2,large
20.05177567054384,0.8260283209710048,mixed,2,large
42.129775045217414,0.9848586359372906,vision_heavy,2,large
