dataset,wave,layer,phase,physical_dense_m,fresh_m,fresh_fraction,shape_class,token_expert_pairs,remote_assignments,remote_bytes_one_way_bf16,active_experts,rows_per_active_expert_mean,rows_per_active_expert_p50,rows_per_active_expert_p90,max_rows_per_expert,tiny_expert_fraction_le4,destination_fanout_mean,destination_fanout_max,rank0_load,rank1_load,rank2_load,rank3_load,rank_load_cv,critical_rank,source_trace_kind,epoch_status,normal_fresh_ms,normal_cached_ms,low_latency_ms,best_existing_ms,best_existing_path,payload_lower_bound_ms,o1_control_free_ms,o2_physical_lower_ms,o3_refineep_target_ms,normal_to_o0_saved_ms,o0_to_o3_saved_ms
gsm8k,31,1,late,128,26,0.203125000,small,208,162,1327104,36,5.777777778,3.000000000,16.000000000,22,0.638888889,2.653846154,4,21,89,80,18,0.628319587,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003105426,0.003105426,0.023105426,0.053105426,0.159709999,0.038710574
gsm8k,31,2,late,128,26,0.203125000,small,208,152,1245184,36,5.777777778,3.000000000,18.500000000,20,0.666666667,3.153846154,4,78,15,59,56,0.441680157,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002913733,0.002913733,0.022913733,0.052913733,0.159709999,0.038902267
gsm8k,31,3,late,128,26,0.203125000,small,208,171,1400832,52,4.000000000,2.000000000,10.800000000,23,0.788461538,2.846153846,4,28,15,96,69,0.620918627,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003277950,0.003277950,0.023277950,0.053277950,0.159709999,0.038538051
gsm8k,31,4,late,128,26,0.203125000,small,208,137,1122304,44,4.727272727,3.500000000,11.100000000,18,0.636363636,3.307692308,4,43,81,35,49,0.335850946,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002626194,0.002626194,0.022626194,0.052626194,0.159709999,0.039189807
gsm8k,31,5,late,128,26,0.203125000,small,208,175,1433600,71,2.929577465,2.000000000,6.000000000,18,0.802816901,2.961538462,4,61,52,32,63,0.235920080,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003354627,0.003354627,0.023354627,0.053354627,0.159709999,0.038461373
gsm8k,31,6,late,128,26,0.203125000,small,208,133,1089536,88,2.363636364,1.500000000,4.000000000,17,0.909090909,3.076923077,4,75,37,45,51,0.272643209,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002549517,0.002549517,0.022549517,0.052549517,0.159709999,0.039266484
gsm8k,31,7,late,128,26,0.203125000,small,208,151,1236992,65,3.200000000,2.000000000,7.200000000,17,0.815384615,3.269230769,4,90,35,34,49,0.437050699,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002894564,0.002894564,0.022894564,0.052894564,0.159709999,0.038921437
gsm8k,31,8,late,128,26,0.203125000,small,208,157,1286144,70,2.971428571,2.000000000,6.000000000,16,0.857142857,3.192307692,4,34,43,70,61,0.273658644,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003009580,0.003009580,0.023009580,0.053009580,0.159709999,0.038806421
gsm8k,31,9,late,128,26,0.203125000,small,208,137,1122304,59,3.525423729,2.000000000,9.000000000,16,0.728813559,3.038461538,4,87,41,39,41,0.388918239,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002626194,0.002626194,0.022626194,0.052626194,0.159709999,0.039189807
gsm8k,31,10,late,128,26,0.203125000,small,208,154,1261568,68,3.058823529,2.000000000,6.300000000,21,0.779411765,3.269230769,4,66,66,39,37,0.269573957,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002952072,0.002952072,0.022952072,0.052952072,0.159709999,0.038863929
gsm8k,31,11,late,128,26,0.203125000,small,208,154,1261568,54,3.851851852,2.000000000,9.000000000,26,0.722222222,3.346153846,4,67,83,26,32,0.457312383,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002952072,0.002952072,0.022952072,0.052952072,0.159709999,0.038863929
gsm8k,31,12,late,128,26,0.203125000,small,208,129,1056768,49,4.244897959,2.000000000,12.000000000,18,0.714285714,3.000000000,4,86,78,9,35,0.605845539,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002472840,0.002472840,0.022472840,0.052472840,0.159709999,0.039343161
gsm8k,31,13,late,128,26,0.203125000,small,208,162,1327104,64,3.250000000,2.000000000,9.100000000,19,0.843750000,2.884615385,3,37,63,20,88,0.496474256,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003105426,0.003105426,0.023105426,0.053105426,0.159709999,0.038710574
gsm8k,31,14,late,128,26,0.203125000,small,208,151,1236992,68,3.058823529,2.000000000,7.000000000,16,0.823529412,2.961538462,4,68,54,48,38,0.208899625,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002894564,0.002894564,0.022894564,0.052894564,0.159709999,0.038921437
gsm8k,31,15,late,128,26,0.203125000,small,208,189,1548288,52,4.000000000,1.000000000,11.000000000,23,0.769230769,3.076923077,4,20,39,64,85,0.473600398,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003622998,0.003622998,0.023622998,0.053622998,0.159709999,0.038193003
gsm8k,31,16,late,128,26,0.203125000,small,208,159,1302528,58,3.586206897,2.000000000,8.000000000,17,0.741379310,3.000000000,4,44,37,87,40,0.391524482,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003047919,0.003047919,0.023047919,0.053047919,0.159709999,0.038768082
gsm8k,31,17,late,128,26,0.203125000,small,208,155,1269760,50,4.160000000,3.000000000,10.100000000,16,0.680000000,3.115384615,4,9,87,66,46,0.552863712,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002971241,0.002971241,0.022971241,0.052971241,0.159709999,0.038844759
gsm8k,31,18,late,128,26,0.203125000,small,208,149,1220608,58,3.586206897,2.000000000,8.300000000,17,0.741379310,3.346153846,4,46,73,52,37,0.254762333,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002856226,0.002856226,0.022856226,0.052856226,0.159709999,0.038959775
gsm8k,31,19,late,128,26,0.203125000,small,208,145,1187840,58,3.586206897,2.000000000,9.000000000,21,0.741379310,3.346153846,4,48,66,55,39,0.189888631,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002779548,0.002779548,0.022779548,0.052779548,0.159709999,0.039036452
gsm8k,31,20,late,128,26,0.203125000,small,208,135,1105920,62,3.354838710,2.000000000,6.900000000,20,0.822580645,2.769230769,4,57,95,15,41,0.557692308,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002587855,0.002587855,0.022587855,0.052587855,0.159709999,0.039228145
gsm8k,31,21,late,128,26,0.203125000,small,208,158,1294336,64,3.250000000,2.000000000,7.000000000,15,0.734375000,3.192307692,4,49,62,74,23,0.364117235,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003028749,0.003028749,0.023028749,0.053028749,0.159709999,0.038787251
gsm8k,31,22,late,128,26,0.203125000,small,208,140,1146880,59,3.525423729,2.000000000,10.000000000,15,0.779661017,3.423076923,4,62,61,57,28,0.268887143,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002683702,0.002683702,0.022683702,0.052683702,0.159709999,0.039132299
gsm8k,31,23,late,128,26,0.203125000,small,208,149,1220608,65,3.200000000,2.000000000,7.600000000,16,0.769230769,3.269230769,4,50,55,49,54,0.049029034,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002856226,0.002856226,0.022856226,0.052856226,0.159709999,0.038959775
gsm8k,31,24,late,128,26,0.203125000,small,208,158,1294336,57,3.649122807,2.000000000,8.000000000,25,0.754385965,3.115384615,4,34,92,30,52,0.471840159,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003028749,0.003028749,0.023028749,0.053028749,0.159709999,0.038787251
gsm8k,31,25,late,128,26,0.203125000,small,208,155,1269760,60,3.466666667,3.000000000,7.000000000,13,0.783333333,3.192307692,4,26,84,49,49,0.398545803,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002971241,0.002971241,0.022971241,0.052971241,0.159709999,0.038844759
gsm8k,31,26,late,128,26,0.203125000,small,208,154,1261568,63,3.301587302,2.000000000,7.800000000,14,0.777777778,3.230769231,4,43,47,64,54,0.153244014,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002952072,0.002952072,0.022952072,0.052952072,0.159709999,0.038863929
gsm8k,31,27,late,128,26,0.203125000,small,208,154,1261568,67,3.104477612,2.000000000,8.000000000,15,0.820895522,3.153846154,4,51,81,49,27,0.369411014,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002952072,0.002952072,0.022952072,0.052952072,0.159709999,0.038863929
gsm8k,31,28,late,128,26,0.203125000,small,208,157,1286144,61,3.409836066,2.000000000,10.000000000,15,0.770491803,2.923076923,4,45,19,38,106,0.626846385,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003009580,0.003009580,0.023009580,0.053009580,0.159709999,0.038806421
gsm8k,31,29,late,128,26,0.203125000,small,208,166,1359872,70,2.971428571,2.000000000,7.100000000,14,0.785714286,2.884615385,4,22,34,75,77,0.468891744,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003182104,0.003182104,0.023182104,0.053182104,0.159709999,0.038633897
gsm8k,31,30,late,128,26,0.203125000,small,208,146,1196032,67,3.104477612,2.000000000,7.400000000,16,0.776119403,3.153846154,4,65,49,40,54,0.173610289,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.002798718,0.002798718,0.022798718,0.052798718,0.159709999,0.039017283
gsm8k,31,31,late,128,26,0.203125000,small,208,166,1359872,72,2.888888889,2.000000000,5.900000000,16,0.847222222,3.000000000,4,28,50,29,101,0.569665894,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.251525999,0.210956445,0.091816001,0.091816001,low_latency,0.003182104,0.003182104,0.023182104,0.053182104,0.159709999,0.038633897
gsm8k,32,1,late,96,12,0.125000000,small,96,45,368640,28,3.428571429,2.000000000,8.000000000,9,0.714285714,2.666666667,3,12,47,28,9,0.629842352,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.000862618,0.000862618,0.020862618,0.050862618,0.155678403,0.040953382
gsm8k,32,2,late,96,12,0.125000000,small,96,84,688128,25,3.840000000,2.000000000,9.000000000,10,0.680000000,3.166666667,4,33,11,28,24,0.339781384,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001610221,0.001610221,0.021610221,0.051610221,0.155678403,0.040205780
gsm8k,32,3,late,96,12,0.125000000,small,96,88,720896,33,2.909090909,1.000000000,9.000000000,9,0.787878788,2.666666667,4,16,1,37,42,0.686552377,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001686898,0.001686898,0.021686898,0.051686898,0.155678403,0.040129102
gsm8k,32,4,late,96,12,0.125000000,small,96,63,516096,27,3.555555556,2.000000000,10.400000000,11,0.777777778,3.333333333,4,35,32,10,19,0.419780035,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001207666,0.001207666,0.021207666,0.051207666,0.155678403,0.040608335
gsm8k,32,5,late,96,12,0.125000000,small,96,70,573440,44,2.181818182,1.000000000,5.700000000,10,0.863636364,3.250000000,4,15,28,19,34,0.310409676,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001341851,0.001341851,0.021341851,0.051341851,0.155678403,0.040474150
gsm8k,32,6,late,96,12,0.125000000,small,96,76,622592,50,1.920000000,1.000000000,4.000000000,10,0.920000000,2.916666667,4,46,14,15,21,0.540864791,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001456867,0.001456867,0.021456867,0.051456867,0.155678403,0.040359134
gsm8k,32,7,late,96,12,0.125000000,small,96,70,573440,39,2.461538462,1.000000000,5.200000000,11,0.846153846,3.000000000,3,49,19,19,9,0.625000000,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001341851,0.001341851,0.021341851,0.051341851,0.155678403,0.040474150
gsm8k,32,8,late,96,12,0.125000000,small,96,83,679936,42,2.285714286,1.000000000,5.000000000,11,0.857142857,3.333333333,4,19,15,26,36,0.332028697,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001591052,0.001591052,0.021591052,0.051591052,0.155678403,0.040224949
gsm8k,32,9,late,96,12,0.125000000,small,96,65,532480,37,2.594594595,1.000000000,5.800000000,8,0.837837838,2.916666667,4,46,24,7,19,0.588518620,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001246004,0.001246004,0.021246004,0.051246004,0.155678403,0.040569996
gsm8k,32,10,late,96,12,0.125000000,small,96,68,557056,42,2.285714286,2.000000000,4.900000000,11,0.880952381,3.416666667,4,30,29,18,19,0.230111688,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001303512,0.001303512,0.021303512,0.051303512,0.155678403,0.040512488
gsm8k,32,11,late,96,12,0.125000000,small,96,63,516096,34,2.823529412,2.000000000,7.000000000,12,0.794117647,3.416666667,4,24,40,20,12,0.424918293,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001207666,0.001207666,0.021207666,0.051207666,0.155678403,0.040608335
gsm8k,32,12,late,96,12,0.125000000,small,96,65,532480,32,3.000000000,2.000000000,6.900000000,10,0.750000000,2.916666667,4,51,29,1,15,0.769424388,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001246004,0.001246004,0.021246004,0.051246004,0.155678403,0.040569996
gsm8k,32,13,late,96,12,0.125000000,small,96,71,581632,42,2.285714286,1.500000000,5.000000000,8,0.833333333,3.166666667,4,19,21,21,35,0.266796843,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001361020,0.001361020,0.021361020,0.051361020,0.155678403,0.040454981
gsm8k,32,14,late,96,12,0.125000000,small,96,71,581632,51,1.882352941,1.000000000,3.000000000,9,0.901960784,2.916666667,4,40,23,23,10,0.443901578,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001361020,0.001361020,0.021361020,0.051361020,0.155678403,0.040454981
gsm8k,32,15,late,96,12,0.125000000,small,96,88,720896,35,2.742857143,2.000000000,6.600000000,12,0.857142857,2.916666667,3,8,11,26,51,0.708945814,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001686898,0.001686898,0.021686898,0.051686898,0.155678403,0.040129102
gsm8k,32,16,late,96,12,0.125000000,small,96,76,622592,39,2.461538462,1.000000000,5.200000000,11,0.846153846,2.833333333,4,7,18,52,19,0.701560760,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001456867,0.001456867,0.021456867,0.051456867,0.155678403,0.040359134
gsm8k,32,17,late,96,12,0.125000000,small,96,65,532480,42,2.285714286,2.000000000,4.000000000,8,0.928571429,3.166666667,4,10,37,19,30,0.429995155,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001246004,0.001246004,0.021246004,0.051246004,0.155678403,0.040569996
gsm8k,32,18,late,96,12,0.125000000,small,96,65,532480,41,2.341463415,2.000000000,5.000000000,8,0.878048780,3.416666667,4,12,34,21,29,0.347361083,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001246004,0.001246004,0.021246004,0.051246004,0.155678403,0.040569996
gsm8k,32,19,late,96,12,0.125000000,small,96,62,507904,38,2.526315789,2.000000000,5.000000000,9,0.868421053,3.416666667,4,21,32,26,17,0.233853587,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001188497,0.001188497,0.021188497,0.051188497,0.155678403,0.040627504
gsm8k,32,20,late,96,12,0.125000000,small,96,56,458752,39,2.461538462,2.000000000,5.200000000,11,0.871794872,2.833333333,4,26,50,8,12,0.684653197,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001073481,0.001073481,0.021073481,0.051073481,0.155678403,0.040742520
gsm8k,32,21,late,96,12,0.125000000,small,96,73,598016,40,2.400000000,2.000000000,5.000000000,6,0.825000000,3.333333333,4,33,19,31,13,0.346109328,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001399359,0.001399359,0.021399359,0.051399359,0.155678403,0.040416642
gsm8k,32,22,late,96,12,0.125000000,small,96,61,499712,38,2.526315789,2.000000000,5.000000000,9,0.868421053,3.250000000,4,33,28,23,12,0.324090608,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001169327,0.001169327,0.021169327,0.051169327,0.155678403,0.040646674
gsm8k,32,23,late,96,12,0.125000000,small,96,73,598016,42,2.285714286,1.000000000,4.900000000,9,0.880952381,3.000000000,4,32,11,23,30,0.342326598,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001399359,0.001399359,0.021399359,0.051399359,0.155678403,0.040416642
gsm8k,32,24,late,96,12,0.125000000,small,96,67,548864,38,2.526315789,2.000000000,5.000000000,11,0.842105263,3.166666667,4,16,43,14,23,0.477806039,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001284343,0.001284343,0.021284343,0.051284343,0.155678403,0.040531658
gsm8k,32,25,late,96,12,0.125000000,small,96,71,581632,39,2.461538462,2.000000000,4.200000000,11,0.897435897,3.416666667,4,11,29,27,29,0.314576435,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001361020,0.001361020,0.021361020,0.051361020,0.155678403,0.040454981
gsm8k,32,26,late,96,12,0.125000000,small,96,76,622592,42,2.285714286,1.500000000,4.000000000,10,0.904761905,3.000000000,4,27,14,27,28,0.241163269,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001456867,0.001456867,0.021456867,0.051456867,0.155678403,0.040359134
gsm8k,32,27,late,96,12,0.125000000,small,96,66,540672,44,2.181818182,2.000000000,4.000000000,9,0.909090909,3.000000000,4,25,36,26,9,0.402897492,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001265174,0.001265174,0.021265174,0.051265174,0.155678403,0.040550827
gsm8k,32,28,late,96,12,0.125000000,small,96,89,729088,45,2.133333333,1.000000000,4.600000000,7,0.888888889,3.000000000,4,23,5,23,45,0.590726953,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001706068,0.001706068,0.021706068,0.051706068,0.155678403,0.040109933
gsm8k,32,29,late,96,12,0.125000000,small,96,78,638976,47,2.042553191,1.000000000,4.000000000,9,0.936170213,3.083333333,4,17,18,26,35,0.301903682,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001495205,0.001495205,0.021495205,0.051495205,0.155678403,0.040320795
gsm8k,32,30,late,96,12,0.125000000,small,96,81,663552,37,2.594594595,2.000000000,4.400000000,11,0.891891892,3.166666667,4,29,25,18,24,0.164041831,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001552713,0.001552713,0.021552713,0.051552713,0.155678403,0.040263288
gsm8k,32,31,late,96,12,0.125000000,small,96,74,606208,43,2.232558140,2.000000000,4.000000000,6,0.906976744,2.833333333,3,5,21,15,55,0.782845593,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001418528,0.001418528,0.021418528,0.051418528,0.155678403,0.040397473
gsm8k,33,1,late,64,9,0.140625000,small,72,30,245760,20,3.600000000,1.500000000,8.000000000,8,0.650000000,2.777777778,3,2,42,18,10,0.831479419,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.000575079,0.000575079,0.020575079,0.050575079,0.155678403,0.041240922
gsm8k,33,2,late,64,9,0.140625000,small,72,69,565248,20,3.600000000,1.500000000,8.000000000,8,0.600000000,3.000000000,3,26,3,27,16,0.537196656,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001322682,0.001322682,0.021322682,0.051322682,0.155678403,0.040493319
gsm8k,33,3,late,64,9,0.140625000,small,72,64,524288,31,2.322580645,1.000000000,6.000000000,7,0.806451613,2.888888889,4,8,8,30,26,0.561083608,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001226835,0.001226835,0.021226835,0.051226835,0.155678403,0.040589166
gsm8k,33,4,late,64,9,0.140625000,small,72,45,368640,23,3.130434783,2.000000000,8.000000000,9,0.782608696,3.444444444,4,25,27,7,13,0.461479103,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.000862618,0.000862618,0.020862618,0.050862618,0.155678403,0.040953382
gsm8k,33,5,late,64,9,0.140625000,small,72,57,466944,34,2.117647059,2.000000000,4.000000000,9,0.941176471,3.333333333,4,11,15,20,26,0.311804782,3,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001092650,0.001092650,0.021092650,0.051092650,0.155678403,0.040723351
gsm8k,33,6,late,64,9,0.140625000,small,72,50,409600,39,1.846153846,1.000000000,4.000000000,7,0.923076923,2.888888889,4,32,22,4,14,0.571979452,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.000958465,0.000958465,0.020958465,0.050958465,0.155678403,0.040857536
gsm8k,33,7,late,64,9,0.140625000,small,72,68,557056,30,2.400000000,1.000000000,5.300000000,9,0.833333333,2.888888889,3,45,4,16,7,0.900102875,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001303512,0.001303512,0.021303512,0.051303512,0.155678403,0.040512488
gsm8k,33,8,late,64,9,0.140625000,small,72,57,466944,30,2.400000000,2.000000000,5.000000000,8,0.833333333,3.444444444,4,17,15,20,20,0.117851130,2,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.001092650,0.001092650,0.021092650,0.051092650,0.155678403,0.040723351
gsm8k,33,9,late,64,9,0.140625000,small,72,51,417792,32,2.250000000,1.000000000,5.000000000,8,0.843750000,2.888888889,4,38,21,3,10,0.733880267,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.000977634,0.000977634,0.020977634,0.050977634,0.155678403,0.040838366
gsm8k,33,10,late,64,9,0.140625000,small,72,45,368640,35,2.057142857,2.000000000,3.600000000,9,0.942857143,3.222222222,4,23,27,13,9,0.404450549,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.000862618,0.000862618,0.020862618,0.050862618,0.155678403,0.040953382
gsm8k,33,11,late,64,9,0.140625000,small,72,46,376832,26,2.769230769,2.000000000,7.000000000,9,0.807692308,3.666666667,4,23,26,10,13,0.370601780,1,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.000881788,0.000881788,0.020881788,0.050881788,0.155678403,0.040934213
gsm8k,33,12,late,64,9,0.140625000,small,72,51,417792,28,2.571428571,2.000000000,5.000000000,8,0.821428571,3.000000000,4,38,21,1,12,0.752567621,0,measured_route_plus_oracle_live_row_filter,sensitivity_only_not_measured_epoch,0.247494404,0.205734401,0.091816001,0.091816001,low_latency,0.000977634,0.000977634,0.020977634,0.050977634,0.155678403,0.040838366
