dataset,scenario,request_ms,gain_vs_current_clean_percent,gain_vs_postcomp_normal_percent,incremental_gain_vs_o0_percent,evidence,baseline_scope,prototype_status
gsm8k,CURRENT_BEST_STATIC_MEASURED,5925.000000000,0.000000000,-21.344539467,-27.945525223,measured,"best-static mini32; compacted rows are sensitivity, not measured Epoch",not_applicable
gsm8k,O0_BEST_EXISTING_PATH,4630.877078092,21.841737079,5.159215803,0.000000000,analytical_oracle,"best-static mini32; compacted rows are sensitivity, not measured Epoch",not_applicable
gsm8k,O3_CREDIBLE_REFINEEP_TARGET,4524.946805938,23.629589773,7.328677422,2.287477520,analytical_oracle,"best-static mini32; compacted rows are sensitivity, not measured Epoch",NOT_RUN_GATE_BELOW_12_PERCENT
humaneval,CURRENT_BEST_STATIC_MEASURED,7261.000000000,0.000000000,-21.429257601,-29.292426721,measured,"best-static mini32; compacted rows are sensitivity, not measured Epoch",not_applicable
humaneval,O0_BEST_EXISTING_PATH,5615.951517131,22.655949358,6.081693506,0.000000000,analytical_oracle,"best-static mini32; compacted rows are sensitivity, not measured Epoch",not_applicable
humaneval,O3_CREDIBLE_REFINEEP_TARGET,5498.016218312,24.280178786,8.053983243,2.100005644,analytical_oracle,"best-static mini32; compacted rows are sensitivity, not measured Epoch",NOT_RUN_GATE_BELOW_12_PERCENT
