case_id,family,N,perm_index,metric,median_ms,p5_ms,p95_ms,cv,n_iterations,S,I,traffic_entropy,max_peer_fraction
pair_concentrated_N256_p09,pair_concentrated,256,9,host_ms,0.1798475,0.17555584999999999,0.19029880000000002,0.024202853870669724,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p10,pair_concentrated,256,10,layout_ms,0.025728000327944756,0.02389760045334697,0.030171199608594178,0.0888894343344059,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p10,pair_concentrated,256,10,dispatch_only_ms,0.08959999680519104,0.08517760038375854,0.09768480211496353,0.05183130197464164,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p10,pair_concentrated,256,10,combine_ms,0.04116800054907799,0.03957759961485863,0.04567040055990219,0.0529948520548209,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p10,pair_concentrated,256,10,full_path_ms,0.16462399810552597,0.15955520123243333,0.17731519415974617,0.03630266102958646,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p10,pair_concentrated,256,10,host_ms,0.18123650000000002,0.17511,0.19424619999999998,0.03536063903133886,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p11,pair_concentrated,256,11,layout_ms,0.025599999353289604,0.024238400161266327,0.03134720036759972,0.09773733125158449,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p11,pair_concentrated,256,11,dispatch_only_ms,0.0883680023252964,0.08445600233972073,0.09856959730386733,3.519561633975956,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p11,pair_concentrated,256,11,combine_ms,0.04100799933075905,0.0395663995295763,0.047155201062560076,0.10079363675011276,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p11,pair_concentrated,256,11,full_path_ms,0.16385599970817566,0.16027520596981049,0.18014560416340827,2.465587415070889,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p11,pair_concentrated,256,11,host_ms,0.1801025,0.1760192,0.1958474,2.319322619713751,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p12,pair_concentrated,256,12,layout_ms,0.025551999919116497,0.02419999986886978,0.02897920049726963,0.08437320619316949,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p12,pair_concentrated,256,12,dispatch_only_ms,0.08833600208163261,0.08370879665017128,0.09835679754614828,0.06288357641668983,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p12,pair_concentrated,256,12,combine_ms,0.041200000792741776,0.03980480134487152,0.049336000718176364,0.06967702910287042,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p12,pair_concentrated,256,12,full_path_ms,0.16420800238847733,0.16042400375008584,0.17558720260858535,0.03500418708718489,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p12,pair_concentrated,256,12,host_ms,0.1804,0.17659855,0.19078114999999998,0.031713170944903765,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p13,pair_concentrated,256,13,layout_ms,0.025615999475121498,0.02400159938260913,0.03039199989289045,0.09239744627888749,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p13,pair_concentrated,256,13,dispatch_only_ms,0.08808000013232231,0.08482879772782326,0.09359520077705383,0.031494378284602914,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p13,pair_concentrated,256,13,combine_ms,0.04076800122857094,0.03975840099155903,0.044107200205326075,0.03948079873952358,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p13,pair_concentrated,256,13,full_path_ms,0.164000004529953,0.16036000326275826,0.17231519669294357,0.02247621548695881,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p13,pair_concentrated,256,13,host_ms,0.180326,0.1767,0.1886357,0.022011827200456545,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p14,pair_concentrated,256,14,layout_ms,0.025743999518454075,0.02420639991760254,0.03136320039629936,0.10401639145932018,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p14,pair_concentrated,256,14,dispatch_only_ms,0.08849600329995155,0.08486720211803914,0.09661920145153999,0.037034202280279004,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p14,pair_concentrated,256,14,combine_ms,0.041120000183582306,0.039572801627218726,0.0444911990314722,0.05947890931694931,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p14,pair_concentrated,256,14,full_path_ms,0.16409600526094437,0.1610880047082901,0.17577279582619665,0.029321361400647512,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p14,pair_concentrated,256,14,host_ms,0.1800235,0.1764751,0.19156035,0.027625550484468398,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p15,pair_concentrated,256,15,layout_ms,0.025936000049114227,0.024121600296348335,0.03471999950706958,0.128714108084571,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p15,pair_concentrated,256,15,dispatch_only_ms,0.08875199779868126,0.0845056027173996,0.10929760076105591,0.14359353755515616,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p15,pair_concentrated,256,15,combine_ms,0.04158399999141693,0.03954559937119484,0.053544000163674346,0.33869468529132357,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p15,pair_concentrated,256,15,full_path_ms,0.1639840006828308,0.15883199498057365,0.21425279751420015,0.13158533679047768,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p15,pair_concentrated,256,15,host_ms,0.1802855,0.17498385,0.23178214999999994,0.12198910615023963,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p16,pair_concentrated,256,16,layout_ms,0.02526400052011013,0.023984000273048877,0.02865120051428675,0.09274965853833078,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p16,pair_concentrated,256,16,dispatch_only_ms,0.08787199854850769,0.08436160162091255,0.09413920082151889,0.04010739737992282,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p16,pair_concentrated,256,16,combine_ms,0.04054399952292442,0.03940639831125736,0.04619840085506439,0.05377730377869433,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p16,pair_concentrated,256,16,full_path_ms,0.16379199922084808,0.15986719876527786,0.17408800199627875,0.027628534733600774,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p16,pair_concentrated,256,16,host_ms,0.1794555,0.17530875,0.1902312,0.026511226329882672,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p17,pair_concentrated,256,17,layout_ms,0.02595200017094612,0.024159999564290047,0.033318399731069794,0.11348353245153633,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p17,pair_concentrated,256,17,dispatch_only_ms,0.08801599964499474,0.08507039956748486,0.09381919912993908,0.03653137808369473,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p17,pair_concentrated,256,17,combine_ms,0.04078400135040283,0.039716800674796104,0.044030399248003955,0.04366116814449709,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p17,pair_concentrated,256,17,full_path_ms,0.16411200165748596,0.15965760126709938,0.17674399986863135,0.03165096409149947,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p17,pair_concentrated,256,17,host_ms,0.18031550000000002,0.17545545,0.19252395,0.03112565740353532,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p18,pair_concentrated,256,18,layout_ms,0.025728000327944756,0.02402559956535697,0.030183999985456463,0.07729639105825777,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p18,pair_concentrated,256,18,dispatch_only_ms,0.08772799745202065,0.08418720029294491,0.09348319992423057,0.03703678382934234,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p18,pair_concentrated,256,18,combine_ms,0.04064000025391579,0.039583999663591385,0.04359840005636215,0.04121407083133776,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p18,pair_concentrated,256,18,full_path_ms,0.16393599659204483,0.15943520292639732,0.1728192038834095,0.023754849353084636,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p18,pair_concentrated,256,18,host_ms,0.18012450000000002,0.1748938,0.1907772,0.026495528087520252,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p19,pair_concentrated,256,19,layout_ms,0.025839999318122864,0.02425280027091503,0.030360000301152462,0.0754413431512567,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p19,pair_concentrated,256,19,dispatch_only_ms,0.08830400183796883,0.08468319661915302,0.09669279791414737,0.043014775503088375,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p19,pair_concentrated,256,19,combine_ms,0.04097599908709526,0.039612799882888794,0.046193601563572884,0.07275782265481667,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p19,pair_concentrated,256,19,full_path_ms,0.1640480011701584,0.1604032002389431,0.17628639638423918,0.030502597600322447,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p19,pair_concentrated,256,19,host_ms,0.1801305,0.1758964,0.19569514999999998,0.03266569614942633,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p20,pair_concentrated,256,20,layout_ms,0.025232000276446342,0.023758400231599808,0.027409600093960762,0.07604508797811556,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p20,pair_concentrated,256,20,dispatch_only_ms,0.08726400136947632,0.08488959819078445,0.09597920067608356,0.04276628607577745,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p20,pair_concentrated,256,20,combine_ms,0.04089599847793579,0.03967680037021637,0.044503999501466746,0.29107846096550544,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p20,pair_concentrated,256,20,full_path_ms,0.16392000019550323,0.15990559980273247,0.17648159861564636,0.07929517257829662,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p20,pair_concentrated,256,20,host_ms,0.1800785,0.17600845,0.1918211,0.07160136999637307,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p21,pair_concentrated,256,21,layout_ms,0.02587199956178665,0.02377600036561489,0.031055999733507634,0.10213591860618255,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p21,pair_concentrated,256,21,dispatch_only_ms,0.08857600018382072,0.08455520309507847,0.097835199162364,0.044028390949687135,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p21,pair_concentrated,256,21,combine_ms,0.04068800061941147,0.03939199820160866,0.047447999566793436,0.059177953290926386,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p21,pair_concentrated,256,21,full_path_ms,0.16385599970817566,0.1596095934510231,0.17654879838228224,0.033811820374116605,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p21,pair_concentrated,256,21,host_ms,0.18032700000000002,0.1753215,0.19260275,0.0321597406936909,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p22,pair_concentrated,256,22,layout_ms,0.025312000885605812,0.024139199405908585,0.03205919917672872,0.10583923075384467,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p22,pair_concentrated,256,22,dispatch_only_ms,0.08900799974799156,0.0849936030805111,0.0944287996739149,0.03327058496900083,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p22,pair_concentrated,256,22,combine_ms,0.04092799872159958,0.03949919901788235,0.04294399917125702,0.041392136431003985,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p22,pair_concentrated,256,22,full_path_ms,0.16462399810552597,0.16004640087485314,0.17331040427088737,0.02489107822997473,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p22,pair_concentrated,256,22,host_ms,0.180335,0.17624625000000002,0.19036825,0.023767527060930466,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p23,pair_concentrated,256,23,layout_ms,0.02556800004094839,0.02379199964925647,0.03230400010943413,0.10697878316951451,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p23,pair_concentrated,256,23,dispatch_only_ms,0.0878559984266758,0.08353919945657254,0.10064479894936085,0.058942293460252385,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p23,pair_concentrated,256,23,combine_ms,0.040752001106739044,0.039740800857543945,0.046216000616550436,0.109723893759883,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p23,pair_concentrated,256,23,full_path_ms,0.1639840006828308,0.15832000598311424,0.17635520175099373,0.04297406348515765,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p23,pair_concentrated,256,23,host_ms,0.18056450000000002,0.17402195,0.1917906,0.03889629214167604,50,0.5,1.0,3.0,0.25
destination_hotspot_N256_p00,destination_hotspot,256,0,layout_ms,0.025520000606775284,0.023932799696922302,0.03113759886473416,0.0904811677583757,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p00,destination_hotspot,256,0,dispatch_only_ms,0.08846399933099747,0.08443840220570564,0.10023999847471714,0.05206795997005911,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p00,destination_hotspot,256,0,combine_ms,0.04569600149989128,0.04452640004456043,0.05238719992339611,0.08383735934444132,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p00,destination_hotspot,256,0,full_path_ms,0.16713600605726242,0.1620304010808468,0.18187199756503106,0.03708322568014627,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p00,destination_hotspot,256,0,host_ms,0.18315900000000002,0.17833300000000002,0.1979821,0.03545674864926836,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p01,destination_hotspot,256,1,layout_ms,0.025087999179959297,0.02396479994058609,0.028636799938976762,0.07481408529101966,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p01,destination_hotspot,256,1,dispatch_only_ms,0.08777599781751633,0.0844304021447897,0.0935232002288103,0.03910528744453384,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p01,destination_hotspot,256,1,combine_ms,0.04940799996256828,0.04716159980744124,0.053044799529016015,0.035586942241464276,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p01,destination_hotspot,256,1,full_path_ms,0.1671840026974678,0.1638047955930233,0.1774143949151039,0.02326815627770393,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p01,destination_hotspot,256,1,host_ms,0.1836565,0.1792254,0.1931534,0.02134173244129857,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p02,destination_hotspot,256,2,layout_ms,0.02556800004094839,0.023955200053751468,0.028212799597531556,0.08070231539825132,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p02,destination_hotspot,256,2,dispatch_only_ms,0.08799999952316284,0.08379680141806603,0.0970496006309986,0.04172146392258915,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p02,destination_hotspot,256,2,combine_ms,0.04540799930691719,0.04454080015420914,0.048793600685894487,0.03635713065174838,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p02,destination_hotspot,256,2,full_path_ms,0.16644799709320068,0.1616448014974594,0.17689920514822005,0.025574150919359204,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p02,destination_hotspot,256,2,host_ms,0.182347,0.17823615,0.19234479999999998,0.023134992852591,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p03,destination_hotspot,256,3,layout_ms,0.025647999718785286,0.024238400161266327,0.02947679935023188,0.10747459968837818,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p03,destination_hotspot,256,3,dispatch_only_ms,0.08856000006198883,0.08453119955956936,0.09791199900209903,3.53997082137718,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p03,destination_hotspot,256,3,combine_ms,0.04886399954557419,0.045555200427770615,0.051875199750065805,0.0762568289416937,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p03,destination_hotspot,256,3,full_path_ms,0.1676959991455078,0.16275039836764335,0.18034079819917678,2.4597284845776803,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p03,destination_hotspot,256,3,host_ms,0.184009,0.17948314999999998,0.1961329,2.316352683409349,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p04,destination_hotspot,256,4,layout_ms,0.02558399923145771,0.024191999807953835,0.03384320084005593,0.11644009158294161,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p04,destination_hotspot,256,4,dispatch_only_ms,0.08852799981832504,0.08477279730141163,0.09884959943592547,0.057021120240658474,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p04,destination_hotspot,256,4,combine_ms,0.04942400008440018,0.046609599329531196,0.05658240001648664,0.23434213800599996,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p04,destination_hotspot,256,4,full_path_ms,0.16873600333929062,0.16488319709897042,0.18258559629321097,0.08356399895859727,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p04,destination_hotspot,256,4,host_ms,0.1846895,0.1809558,0.19988395,0.0778861971623376,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p05,destination_hotspot,256,5,layout_ms,0.025728000327944756,0.02402559956535697,0.02826719982549548,0.06448680521640562,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p05,destination_hotspot,256,5,dispatch_only_ms,0.0891840010881424,0.08491839841008186,0.0959647998213768,0.04269209740740915,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p05,destination_hotspot,256,5,combine_ms,0.0493599995970726,0.04659039918333292,0.052963200584053995,0.039891941570515815,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p05,destination_hotspot,256,5,full_path_ms,0.16865599900484085,0.1648607961833477,0.17632640153169632,0.025014459357097583,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p05,destination_hotspot,256,5,host_ms,0.18450149999999998,0.18017835000000001,0.19183765,0.023594503119018874,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p06,destination_hotspot,256,6,layout_ms,0.02571200020611286,0.023822400718927383,0.032694398984313006,0.09927725740886711,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p06,destination_hotspot,256,6,dispatch_only_ms,0.08751999959349632,0.08460640013217927,0.09390879981219769,0.03623096497132428,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p06,destination_hotspot,256,6,combine_ms,0.04569600149989128,0.04398239962756634,0.05128160063177347,0.05704568218568425,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p06,destination_hotspot,256,6,full_path_ms,0.16520000249147415,0.16228479892015457,0.17677760422229766,0.028787467167788783,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p06,destination_hotspot,256,6,host_ms,0.1820235,0.17781125,0.19232085,0.02767472056275786,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p07,destination_hotspot,256,7,layout_ms,0.02556800004094839,0.024092800077050926,0.030204800143837925,0.1109510118767593,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p07,destination_hotspot,256,7,dispatch_only_ms,0.08824000135064125,0.08484479784965515,0.09442399963736534,0.030462915063602252,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p07,destination_hotspot,256,7,combine_ms,0.04887999966740608,0.04672480020672083,0.05151839908212423,0.029184317580553232,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p07,destination_hotspot,256,7,full_path_ms,0.16647999733686447,0.16356319710612297,0.17514559924602507,0.025087686499587567,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p07,destination_hotspot,256,7,host_ms,0.1827805,0.17916965,0.1926917,0.02646070165933828,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p08,destination_hotspot,256,8,layout_ms,0.025599999353289604,0.02365600047633052,0.03339039888232946,0.14891272729654192,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p08,destination_hotspot,256,8,dispatch_only_ms,0.08694399893283844,0.08481439761817455,0.10189920030534266,0.10173691552081016,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p08,destination_hotspot,256,8,combine_ms,0.0456480011343956,0.043937599286437035,0.049777600727975366,0.1035153674045101,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p08,destination_hotspot,256,8,full_path_ms,0.16604799777269363,0.16184959560632706,0.18885920271277426,0.06455028002594895,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p08,destination_hotspot,256,8,host_ms,0.182234,0.1775794,0.2057395,0.06070946623558698,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p09,destination_hotspot,256,9,layout_ms,0.025455999188125134,0.0238048005849123,0.02889439985156059,0.09595984091613072,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p09,destination_hotspot,256,9,dispatch_only_ms,0.08769599720835686,0.08393919840455055,0.09574239812791346,0.03791713247047201,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p09,destination_hotspot,256,9,combine_ms,0.04864000156521797,0.04612320102751255,0.053516800329089155,0.061812625770961825,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p09,destination_hotspot,256,9,full_path_ms,0.16662400215864182,0.1629488006234169,0.17783359736204146,0.028060438473364653,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p09,destination_hotspot,256,9,host_ms,0.1824735,0.17886585,0.19372865,0.02555404835691517,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p10,destination_hotspot,256,10,layout_ms,0.025248000398278236,0.024089600052684547,0.0317951999604702,0.08843205250574965,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p10,destination_hotspot,256,10,dispatch_only_ms,0.08751999959349632,0.08402879908680916,0.09472799785435199,0.036662424161766134,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p10,destination_hotspot,256,10,combine_ms,0.04918400011956692,0.04696960039436817,0.055944000929594034,0.059269130513999804,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p10,destination_hotspot,256,10,full_path_ms,0.16792000085115433,0.1647215984761715,0.1775472067296505,0.031226527371262986,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p10,destination_hotspot,256,10,host_ms,0.1841855,0.1802118,0.19427575,0.03049050965188465,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p11,destination_hotspot,256,11,layout_ms,0.025647999718785286,0.02386880023404956,0.03189759897068141,0.10596939863379284,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p11,destination_hotspot,256,11,dispatch_only_ms,0.08835200220346451,0.08397599868476391,0.09293759912252425,0.03153073117555154,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p11,destination_hotspot,256,11,combine_ms,0.04912000149488449,0.04649440012872219,0.05252639893442392,0.03908413995985853,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p11,destination_hotspot,256,11,full_path_ms,0.16811200231313705,0.16348479315638542,0.1761087991297245,0.023411324727130225,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p11,destination_hotspot,256,11,host_ms,0.1842135,0.17945575,0.19125235,0.020952016295792273,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p12,destination_hotspot,256,12,layout_ms,0.025456000119447708,0.023996800184249878,0.03458399977535009,0.1264070092193805,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p12,destination_hotspot,256,12,dispatch_only_ms,0.08940799906849861,0.08483999781310558,0.09765599854290485,0.048657532731874065,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p12,destination_hotspot,256,12,combine_ms,0.045712001621723175,0.04423519987612963,0.05209280103445053,0.06230485880558518,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p12,destination_hotspot,256,12,full_path_ms,0.1680160015821457,0.16256960108876228,0.18244479596614838,0.040071458727388626,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p12,destination_hotspot,256,12,host_ms,0.1845345,0.17837605,0.1984897,0.037430706234501177,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p13,destination_hotspot,256,13,layout_ms,0.025551999919116497,0.02385760033503175,0.03014240004122257,0.0854895709288542,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p13,destination_hotspot,256,13,dispatch_only_ms,0.08913600072264671,0.0849887989461422,0.09410080052912234,0.03949035054098648,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p13,destination_hotspot,256,13,combine_ms,0.04843199998140335,0.04643679969012737,0.05096160024404526,0.033838607300194556,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p13,destination_hotspot,256,13,full_path_ms,0.16820800304412842,0.1639055997133255,0.17846880555152891,0.024664672633154822,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p13,destination_hotspot,256,13,host_ms,0.184008,0.1796979,0.19345674999999998,0.023515928079595936,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p14,destination_hotspot,256,14,layout_ms,0.025536000728607178,0.024224000051617622,0.03257600031793116,0.1056179040461902,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p14,destination_hotspot,256,14,dispatch_only_ms,0.08801599964499474,0.08460640013217927,0.0967775985598564,0.05008996413741929,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p14,destination_hotspot,256,14,combine_ms,0.04604800045490265,0.04478239826858044,0.04895839989185333,0.03210269911942069,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p14,destination_hotspot,256,14,full_path_ms,0.16649599373340607,0.16306239739060402,0.17823680117726326,0.03116976446039961,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p14,destination_hotspot,256,14,host_ms,0.1824975,0.1786277,0.1936115,0.02986866169720807,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p15,destination_hotspot,256,15,layout_ms,0.025647999718785286,0.023740800097584724,0.029484799969941376,0.08782605252080361,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p15,destination_hotspot,256,15,dispatch_only_ms,0.08686399832367897,0.0841423999518156,0.09317600019276141,0.037380236178423544,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p15,destination_hotspot,256,15,combine_ms,0.047760000452399254,0.0450288001447916,0.05062079969793558,0.03370587945801658,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p15,destination_hotspot,256,15,full_path_ms,0.166143998503685,0.16246239691972733,0.1773567944765091,0.023873420793163888,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p15,destination_hotspot,256,15,host_ms,0.182442,0.178177,0.19256255,0.021827624080457936,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p16,destination_hotspot,256,16,layout_ms,0.02574400044977665,0.024086400028318168,0.032987201213836664,0.14738280650255695,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p16,destination_hotspot,256,16,dispatch_only_ms,0.08897599950432777,0.08519200049340725,0.10042879991233349,0.10706598464167505,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p16,destination_hotspot,256,16,combine_ms,0.0498879998922348,0.0475344005972147,0.05289440043270588,0.037952411606112485,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p16,destination_hotspot,256,16,full_path_ms,0.16875199973583221,0.16424639895558357,0.18523680567741393,0.06915578131971875,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p16,destination_hotspot,256,16,host_ms,0.1849695,0.17998105,0.20113405,0.06485470327030092,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p17,destination_hotspot,256,17,layout_ms,0.025679999962449074,0.023679999634623528,0.028084799647331238,0.06152373951476366,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p17,destination_hotspot,256,17,dispatch_only_ms,0.08790399879217148,0.0842336006462574,0.09643679670989513,0.04546270498109149,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p17,destination_hotspot,256,17,combine_ms,0.05003200098872185,0.047436799854040146,0.052828799560666086,0.0428495893033762,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p17,destination_hotspot,256,17,full_path_ms,0.16830399632453918,0.16474079862236976,0.18004799857735632,0.03050383592094979,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p17,destination_hotspot,256,17,host_ms,0.18431750000000002,0.1802139,0.1959823,0.029810069575734975,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p18,destination_hotspot,256,18,layout_ms,0.02512000035494566,0.02407839996740222,0.029150399751961226,0.08850675969483483,50,0.5,1.5,3.0,0.375
destination_hotspot_N256_p18,destination_hotspot,256,18,dispatch_only_ms,0.08718400076031685,0.08409599959850311,0.09460000097751617,0.036256271184301685,50,0.5,1.5,3.0,0.375
