case_id,family,N,perm_index,metric,median_ms,p5_ms,p95_ms,cv,n_iterations,S,I,traffic_entropy,max_peer_fraction
pair_concentrated_N256_p07,pair_concentrated,256,7,dispatch_only_ms,0.08787199854850769,0.0845711998641491,0.09294239915907382,0.03612025522441848,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p07,pair_concentrated,256,7,combine_ms,0.040832001715898514,0.03963040001690388,0.047233599424362165,0.06680340598653045,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p07,pair_concentrated,256,7,full_path_ms,0.16355199366807938,0.15979999899864197,0.1749760054051876,0.02609579004796658,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p07,pair_concentrated,256,7,host_ms,0.17948799999999998,0.17566585,0.19088785,0.02378890059943298,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p08,pair_concentrated,256,8,layout_ms,0.02571200020611286,0.02405439978465438,0.03041279949247836,0.098517885829619,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p08,pair_concentrated,256,8,dispatch_only_ms,0.08761599659919739,0.0852304007858038,0.09656160101294517,0.03971818445223505,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p08,pair_concentrated,256,8,combine_ms,0.040591999888420105,0.039452798664569855,0.04325759951025247,0.059016154820132484,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p08,pair_concentrated,256,8,full_path_ms,0.16313599795103073,0.16037119925022125,0.1757968008518219,0.029982556735355027,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p08,pair_concentrated,256,8,host_ms,0.1790605,0.17654265,0.19200335,0.02891257887542029,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p09,pair_concentrated,256,9,layout_ms,0.02550400048494339,0.024086400028318168,0.03087520068511365,0.09594237647405059,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p09,pair_concentrated,256,9,dispatch_only_ms,0.08816000074148178,0.08438880182802677,0.0968527991324663,0.04105069122441666,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p09,pair_concentrated,256,9,combine_ms,0.040991999208927155,0.03957759961485863,0.04283359833061695,0.032580218630430945,50,0.5,1.0,3.0,0.25
pair_concentrated_N256_p09,pair_concentrated,256,9,full_path_ms,0.16340800374746323,0.16007520109415055,0.17428959682583808,0.026799007500565616,50,0.5,1.0,3.0,0.25
