case_id,case_index,iteration,rank,physical_gpu,N,received_tokens,layout_ms,dispatch_only_ms,combine_ms,full_path_ms,host_ms
balanced_spread_N256_p00,0,41,0,1,256,512,0.023552000522613525,0.13388800621032715,0.059328000992536545,0.23881599307060242,0.25413
balanced_spread_N256_p00,0,42,0,1,256,512,0.025119999423623085,0.11689600348472595,0.057312000542879105,0.21212799847126007,0.228928
balanced_spread_N256_p00,0,43,0,1,256,512,0.022431999444961548,0.1143999993801117,0.05734400078654289,0.2062080055475235,0.224975
balanced_spread_N256_p00,0,44,0,1,256,512,0.0261439997702837,0.11395200341939926,0.05711999908089638,0.21011200547218323,0.226922
balanced_spread_N256_p00,0,45,0,1,256,512,0.02566399984061718,0.12601600587368011,0.05417599901556969,0.21849599480628967,0.235718
balanced_spread_N256_p00,0,46,0,1,256,512,0.03363199904561043,0.12217599898576736,0.05750399827957153,0.22735999524593353,0.243964
balanced_spread_N256_p00,0,47,0,1,256,512,0.024159999564290047,0.11523199826478958,0.05894400179386139,0.2107200026512146,0.227456
balanced_spread_N256_p00,0,48,0,1,256,512,0.022752000018954277,0.10899200290441513,0.054207999259233475,0.19836799800395966,0.213905
balanced_spread_N256_p00,0,49,0,1,256,512,0.02595200017094612,0.10355199873447418,0.05299200117588043,0.19526399672031403,0.211968
balanced_spread_N256_p01,1,0,0,1,256,512,0.02550400048494339,0.10870400071144104,0.052319999784231186,0.19910399615764618,0.215682
balanced_spread_N256_p01,1,1,0,1,256,512,0.024607999250292778,0.10044799745082855,0.05257600173354149,0.1902720034122467,0.206649
balanced_spread_N256_p01,1,2,0,1,256,512,0.023391999304294586,0.09628800302743912,0.054816000163555145,0.1865600049495697,0.201878
balanced_spread_N256_p01,1,3,0,1,256,512,0.025151999667286873,0.0966079980134964,0.04684799909591675,0.18111999332904816,0.196313
balanced_spread_N256_p01,1,4,0,1,256,512,0.027712000533938408,0.10499200224876404,0.05321599915623665,0.19830399751663208,0.215891
balanced_spread_N256_p01,1,5,0,1,256,512,0.023104000836610794,0.10857599973678589,0.0530879981815815,0.19728000462055206,0.212599
balanced_spread_N256_p01,1,6,0,1,256,512,0.02300800010561943,0.10003200173377991,0.04646399989724159,0.18169599771499634,0.197966
balanced_spread_N256_p01,1,7,0,1,256,512,0.02115200087428093,0.09987200051546097,0.04646399989724159,0.17958399653434753,0.194443
balanced_spread_N256_p01,1,8,0,1,256,512,0.02800000086426735,0.09689600020647049,0.0496320016682148,0.18755200505256653,0.215812
balanced_spread_N256_p01,1,9,0,1,256,512,0.02304000034928322,0.09366399794816971,0.04806400090456009,0.1773120015859604,0.193208
balanced_spread_N256_p01,1,10,0,1,256,512,0.02236800082027912,0.10041599720716476,0.04774399846792221,0.1828480064868927,0.197685
balanced_spread_N256_p01,1,11,0,1,256,512,0.027488000690937042,0.09254399687051773,0.04915200173854828,0.1817599982023239,0.198985
balanced_spread_N256_p01,1,12,0,1,256,512,0.024607999250292778,0.0963200032711029,0.04979199916124344,0.18281599879264832,0.198022
balanced_spread_N256_p01,1,13,0,1,256,512,0.023903999477624893,0.08988799899816513,0.05321599915623665,0.17936000227928162,0.195229
balanced_spread_N256_p01,1,14,0,1,256,512,0.02473600022494793,0.0928959995508194,0.052639998495578766,0.18294399976730347,0.200106
balanced_spread_N256_p01,1,15,0,1,256,512,0.02316799946129322,0.10534399747848511,0.0533440001308918,0.19446399807929993,0.210528
balanced_spread_N256_p01,1,16,0,1,256,512,0.02611199952661991,0.08604799956083298,0.04368000105023384,0.1682240068912506,0.184729
balanced_spread_N256_p01,1,17,0,1,256,512,0.026496000587940216,0.08844800293445587,0.046112000942230225,0.17369599640369415,0.191512
balanced_spread_N256_p01,1,18,0,1,256,512,0.02332800067961216,0.08524800091981888,0.04303999990224838,0.16371199488639832,0.179122
balanced_spread_N256_p01,1,19,0,1,256,512,0.022624000906944275,0.08614400029182434,0.04307200014591217,0.16441600024700165,0.180302
balanced_spread_N256_p01,1,20,0,1,256,512,0.025439999997615814,0.09161599725484848,0.043007999658584595,0.1725119948387146,0.189282
balanced_spread_N256_p01,1,21,0,1,256,512,0.02223999984562397,0.09014400094747543,0.04320000112056732,0.1677439957857132,0.184131
balanced_spread_N256_p01,1,22,0,1,256,512,0.0226879995316267,0.08796799927949905,0.04438399896025658,0.16704000532627106,0.182722
balanced_spread_N256_p01,1,23,0,1,256,512,0.02505600079894066,0.08681599795818329,0.04566400125622749,0.17023999989032745,0.187721
balanced_spread_N256_p01,1,24,0,1,256,512,0.02454400062561035,0.08390399813652039,0.045471999794244766,0.16630400717258453,0.182344
balanced_spread_N256_p01,1,25,0,1,256,512,0.02208000048995018,0.0870399996638298,0.046720001846551895,0.16819199919700623,0.184072
balanced_spread_N256_p01,1,26,0,1,256,512,0.02582399919629097,0.0857279971241951,0.04572800174355507,0.1695999950170517,0.186157
balanced_spread_N256_p01,1,27,0,1,256,512,0.021727999672293663,0.10179200023412704,0.05081599950790405,0.1865600049495697,0.202208
balanced_spread_N256_p01,1,28,0,1,256,512,0.02287999913096428,0.08742400258779526,0.04524800181388855,0.16780799627304077,0.183562
balanced_spread_N256_p01,1,29,0,1,256,512,0.02672000043094158,0.08710400015115738,0.04399999976158142,0.1700800061225891,0.186695
balanced_spread_N256_p01,1,30,0,1,256,512,0.023840000852942467,0.08441600203514099,0.04383999854326248,0.16438399255275726,0.179856
balanced_spread_N256_p01,1,31,0,1,256,512,0.022816000506281853,0.09036800265312195,0.04585599899291992,0.17183999717235565,0.187012
balanced_spread_N256_p01,1,32,0,1,256,512,0.024512000381946564,0.08975999802350998,0.04678399860858917,0.1733119934797287,0.190097
balanced_spread_N256_p01,1,33,0,1,256,512,0.02284800074994564,0.08217599987983704,0.04323200136423111,0.1605760008096695,0.176167
balanced_spread_N256_p01,1,34,0,1,256,512,0.02521600015461445,0.08460800349712372,0.04483199864625931,0.1669120043516159,0.182349
balanced_spread_N256_p01,1,35,0,1,256,512,0.0261439997702837,0.07923199981451035,0.044544000178575516,0.1624000072479248,0.179744
balanced_spread_N256_p01,1,36,0,1,256,512,0.024607999250292778,0.08028800040483475,0.04227200150489807,0.15984000265598297,0.175675
balanced_spread_N256_p01,1,37,0,1,256,512,0.023520000278949738,0.07756800204515457,0.04224000126123428,0.15539200603961945,0.171106
balanced_spread_N256_p01,1,38,0,1,256,512,0.025248000398278236,0.08275199681520462,0.0416640006005764,0.16185599565505981,0.178742
balanced_spread_N256_p01,1,39,0,1,256,512,0.02179200015962124,0.08601599931716919,0.05696000158786774,0.17708800733089447,0.192347
balanced_spread_N256_p01,1,40,0,1,256,512,0.022975999861955643,0.0830719992518425,0.046879999339580536,0.16521599888801575,0.180378
balanced_spread_N256_p01,1,41,0,1,256,512,0.023296000435948372,0.08713600039482117,0.04307200014591217,0.16582399606704712,0.181841
balanced_spread_N256_p01,1,42,0,1,256,512,0.022016000002622604,0.08329600095748901,0.04211200028657913,0.16025599837303162,0.176178
balanced_spread_N256_p01,1,43,0,1,256,512,0.022207999601960182,0.08601599931716919,0.04211200028657913,0.1624639928340912,0.17809
balanced_spread_N256_p01,1,44,0,1,256,512,0.025087999179959297,0.08396799862384796,0.04243199899792671,0.16358399391174316,0.180246
balanced_spread_N256_p01,1,45,0,1,256,512,0.021407999098300934,0.08614400029182434,0.04243199899792671,0.16252799332141876,0.178226
balanced_spread_N256_p01,1,46,0,1,256,512,0.023391999304294586,0.08246400207281113,0.041120000183582306,0.15929600596427917,0.174358
balanced_spread_N256_p01,1,47,0,1,256,512,0.02879999950528145,0.07964800298213959,0.043935999274253845,0.16512000560760498,0.182335
balanced_spread_N256_p01,1,48,0,1,256,512,0.023584000766277313,0.08102399855852127,0.04339199885725975,0.16038399934768677,0.176722
balanced_spread_N256_p01,1,49,0,1,256,512,0.02550400048494339,0.07894399762153625,0.06355199962854385,0.18668800592422485,0.205654
balanced_spread_N256_p02,2,0,0,1,256,512,0.03657599911093712,0.08796799927949905,0.04358400031924248,0.18083199858665466,0.196115
balanced_spread_N256_p02,2,1,0,1,256,512,0.023104000836610794,0.08236800134181976,0.044576000422239304,0.16284799575805664,0.179087
balanced_spread_N256_p02,2,2,0,1,256,512,0.024191999807953835,0.07977599650621414,0.04243199899792671,0.1589439958333969,0.173887
balanced_spread_N256_p02,2,3,0,1,256,512,0.025087999179959297,0.09440000355243683,0.04819199815392494,0.179967999458313,0.195509
balanced_spread_N256_p02,2,4,0,1,256,512,0.025728000327944756,0.08195199817419052,0.04364800080657005,0.1637440025806427,0.179986
balanced_spread_N256_p02,2,5,0,1,256,512,0.02550400048494339,0.07999999821186066,0.042847998440265656,0.16067199409008026,0.175887
balanced_spread_N256_p02,2,6,0,1,256,512,0.024960000067949295,0.08425600081682205,0.04700800031423569,0.1685120016336441,0.183582
balanced_spread_N256_p02,2,7,0,1,256,512,0.023871999233961105,0.08540800213813782,0.04118400067090988,0.16291199624538422,0.17901
balanced_spread_N256_p02,2,8,0,1,256,512,0.026944000273942947,0.08150400221347809,0.04419200122356415,0.16579200327396393,0.183488
balanced_spread_N256_p02,2,9,0,1,256,512,0.023840000852942467,0.09391999989748001,0.04572800174355507,0.1757120043039322,0.190601
balanced_spread_N256_p02,2,10,0,1,256,512,0.022975999861955643,0.08150400221347809,0.041600000113248825,0.15859200060367584,0.17494
balanced_spread_N256_p02,2,11,0,1,256,512,0.022304000332951546,0.08390399813652039,0.04047999903559685,0.15964800119400024,0.175546
balanced_spread_N256_p02,2,12,0,1,256,512,0.02239999920129776,0.09267199784517288,0.048608001321554184,0.1759359985589981,0.190837
balanced_spread_N256_p02,2,13,0,1,256,512,0.023296000435948372,0.08233600109815598,0.04620800167322159,0.16396799683570862,0.179667
balanced_spread_N256_p02,2,14,0,1,256,512,0.023296000435948372,0.0785600021481514,0.045504000037908554,0.16051200032234192,0.176775
balanced_spread_N256_p02,2,15,0,1,256,512,0.022048000246286392,0.08828800171613693,0.05113599821925163,0.1738239973783493,0.18946
balanced_spread_N256_p02,2,16,0,1,256,512,0.024512000381946564,0.08038400113582611,0.04451199993491173,0.16195200383663177,0.178029
balanced_spread_N256_p02,2,17,0,1,256,512,0.023584000766277313,0.08278399705886841,0.044415999203920364,0.1632000058889389,0.177545
balanced_spread_N256_p02,2,18,0,1,256,512,0.02191999927163124,0.08089599758386612,0.04185599833726883,0.15699200332164764,0.173054
balanced_spread_N256_p02,2,19,0,1,256,512,0.02659199945628643,0.0788159966468811,0.04339199885725975,0.16143999993801117,0.178165
balanced_spread_N256_p02,2,20,0,1,256,512,0.023231999948620796,0.09551999717950821,0.04870399832725525,0.17980800569057465,0.194949
balanced_spread_N256_p02,2,21,0,1,256,512,0.025567999109625816,0.0772159993648529,0.04137599840760231,0.15647999942302704,0.176012
balanced_spread_N256_p02,2,22,0,1,256,512,0.026944000273942947,0.08499199897050858,0.0424639992415905,0.1671999990940094,0.184286
balanced_spread_N256_p02,2,23,0,1,256,512,0.02518399991095066,0.08076799660921097,0.04540799930691719,0.16396799683570862,0.179648
balanced_spread_N256_p02,2,24,0,1,256,512,0.024768000468611717,0.08185599744319916,0.04121600091457367,0.16064000129699707,0.176614
balanced_spread_N256_p02,2,25,0,1,256,512,0.02489599958062172,0.19599999487400055,0.11711999773979187,0.3940480053424835,0.415576
balanced_spread_N256_p02,2,26,0,1,256,512,0.1021760031580925,0.2088959962129593,0.11923199892044067,0.4989759922027588,0.562617
balanced_spread_N256_p02,2,27,0,1,256,512,0.08528000116348267,0.17974400520324707,0.10447999835014343,0.43408000469207764,0.482416
balanced_spread_N256_p02,2,28,0,1,256,512,0.09055999666452408,0.1871040016412735,0.10089600086212158,0.44230398535728455,0.502423
balanced_spread_N256_p02,2,29,0,1,256,512,0.06694400310516357,0.17180800437927246,0.09705600142478943,0.3922559916973114,0.431363
balanced_spread_N256_p02,2,30,0,1,256,512,0.06441599875688553,0.17004799842834473,0.13363200426101685,0.4249280095100403,0.461348
balanced_spread_N256_p02,2,31,0,1,256,512,0.058687999844551086,0.14582400023937225,0.095551997423172,0.3378880023956299,0.371894
balanced_spread_N256_p02,2,32,0,1,256,512,0.06630399823188782,0.1504639983177185,0.12444800138473511,0.3891200125217438,0.425127
balanced_spread_N256_p02,2,33,0,1,256,512,0.063680000603199,0.14185599982738495,0.09279999881982803,0.3330560028553009,0.383082
balanced_spread_N256_p02,2,34,0,1,256,512,0.05049600079655647,0.13593600690364838,0.08435200154781342,0.32179200649261475,0.35171
balanced_spread_N256_p02,2,35,0,1,256,512,0.0514880008995533,0.13603200018405914,0.09276799857616425,0.3062399923801422,0.334492
balanced_spread_N256_p02,2,36,0,1,256,512,0.06787200272083282,0.12729600071907043,0.08451200276613235,0.30243200063705444,0.330586
balanced_spread_N256_p02,2,37,0,1,256,512,0.04819199815392494,0.12160000205039978,0.08169600367546082,0.27641600370407104,0.304272
balanced_spread_N256_p02,2,38,0,1,256,512,0.050624001771211624,0.1141119971871376,0.07740800082683563,0.26550400257110596,0.293589
balanced_spread_N256_p02,2,39,0,1,256,512,0.04729599878191948,0.11727999895811081,0.07795199751853943,0.27212798595428467,0.300901
balanced_spread_N256_p02,2,40,0,1,256,512,0.05209600180387497,0.10947199910879135,0.07395199686288834,0.25411200523376465,0.280226
balanced_spread_N256_p02,2,41,0,1,256,512,0.04108799993991852,0.11945600062608719,0.09308800101280212,0.27059200406074524,0.293897
balanced_spread_N256_p02,2,42,0,1,256,512,0.04428799822926521,0.12169600278139114,0.07539200037717819,0.2633279860019684,0.287689
balanced_spread_N256_p02,2,43,0,1,256,512,0.042208001017570496,0.12854400277137756,0.07203199714422226,0.26947200298309326,0.293876
balanced_spread_N256_p02,2,44,0,1,256,512,0.041471999138593674,0.11196800321340561,0.07587199658155441,0.24908800423145294,0.272197
balanced_spread_N256_p02,2,45,0,1,256,512,0.038495998829603195,0.1215360015630722,0.07331199944019318,0.25865599513053894,0.282834
balanced_spread_N256_p02,2,46,0,1,256,512,0.0414079986512661,0.11830399930477142,0.07740800082683563,0.2561599910259247,0.280486
balanced_spread_N256_p02,2,47,0,1,256,512,0.03814399987459183,0.11919999867677689,0.06960000097751617,0.24636800587177277,0.270082
balanced_spread_N256_p02,2,48,0,1,256,512,0.03923200070858002,0.10463999956846237,0.06790400296449661,0.22815999388694763,0.250889
balanced_spread_N256_p02,2,49,0,1,256,512,0.03830400109291077,0.11548800021409988,0.07628799974918365,0.24831999838352203,0.271854
balanced_spread_N256_p03,3,0,0,1,256,512,0.031488001346588135,0.09628800302743912,0.05660799890756607,0.19910399615764618,0.218114
balanced_spread_N256_p03,3,1,0,1,256,512,0.032416000962257385,0.09587199985980988,0.05795200169086456,0.2006399929523468,0.22741
balanced_spread_N256_p03,3,2,0,1,256,512,0.0352960005402565,0.10182400047779083,0.0703359991312027,0.22284799814224243,0.243844
balanced_spread_N256_p03,3,3,0,1,256,512,0.03356799855828285,0.11472000181674957,0.05967999994754791,0.2234559953212738,0.244243
balanced_spread_N256_p03,3,4,0,1,256,512,0.029759999364614487,0.09055999666452408,0.0498879998922348,0.18425600230693817,0.202551
balanced_spread_N256_p03,3,5,0,1,256,512,0.029279999434947968,0.09455999732017517,0.051552001386880875,0.18998399376869202,0.209066
balanced_spread_N256_p03,3,6,0,1,256,512,0.029472000896930695,0.09276799857616425,0.0498879998922348,0.18592000007629395,0.205091
balanced_spread_N256_p03,3,7,0,1,256,512,0.026784000918269157,0.09510400146245956,0.04825599864125252,0.1833599954843521,0.20149
balanced_spread_N256_p03,3,8,0,1,256,512,0.026784000918269157,0.08963199704885483,0.04732799902558327,0.17679999768733978,0.194386
balanced_spread_N256_p03,3,9,0,1,256,512,0.029279999434947968,0.08851200342178345,0.048576001077890396,0.18009600043296814,0.198657
balanced_spread_N256_p03,3,10,0,1,256,512,0.025599999353289604,0.08790399879217148,0.04972799867391586,0.17657600343227386,0.193577
balanced_spread_N256_p03,3,11,0,1,256,512,0.02703999914228916,0.08787199854850769,0.05820799991488457,0.18614399433135986,0.203835
balanced_spread_N256_p03,3,12,0,1,256,512,0.02755199931561947,0.08380799740552902,0.04912000149488449,0.17350399494171143,0.19024
balanced_spread_N256_p03,3,13,0,1,256,512,0.024800000712275505,0.08665599673986435,0.05222399905323982,0.17670400440692902,0.193611
balanced_spread_N256_p03,3,14,0,1,256,512,0.023903999477624893,0.09471999853849411,0.05462399870157242,0.1863359957933426,0.202524
balanced_spread_N256_p03,3,15,0,1,256,512,0.02521600015461445,0.08832000195980072,0.04303999990224838,0.16937600076198578,0.18506
balanced_spread_N256_p03,3,16,0,1,256,512,0.029440000653266907,0.0793600007891655,0.04944000020623207,0.17212800681591034,0.190779
balanced_spread_N256_p03,3,17,0,1,256,512,0.024191999807953835,0.09788800030946732,0.04729599878191948,0.18198400735855103,0.197753
balanced_spread_N256_p03,3,18,0,1,256,512,0.028063999488949776,0.0796160027384758,0.044863998889923096,0.16547200083732605,0.182748
balanced_spread_N256_p03,3,19,0,1,256,512,0.023264000192284584,0.08591999858617783,0.044415999203920364,0.16633599996566772,0.181659
balanced_spread_N256_p03,3,20,0,1,256,512,0.0331839993596077,0.08399999886751175,0.04598399996757507,0.17744000256061554,0.194385
balanced_spread_N256_p03,3,21,0,1,256,512,0.02611199952661991,0.08329600095748901,0.04447999969124794,0.16684800386428833,0.183628
balanced_spread_N256_p03,3,22,0,1,256,512,0.02457600086927414,0.07734400033950806,0.043296001851558685,0.15779200196266174,0.174405
balanced_spread_N256_p03,3,23,0,1,256,512,0.027904000133275986,0.0838719978928566,0.04383999854326248,0.16864000260829926,0.187101
balanced_spread_N256_p03,3,24,0,1,256,512,0.02534399926662445,0.09087999910116196,0.04057599976658821,0.1693120002746582,0.185732
balanced_spread_N256_p03,3,25,0,1,256,512,0.02319999970495701,0.0872960016131401,0.04483199864625931,0.16777600347995758,0.184089
balanced_spread_N256_p03,3,26,0,1,256,512,0.024992000311613083,0.09027200192213058,0.041471999138593674,0.16953599452972412,0.187065
balanced_spread_N256_p03,3,27,0,1,256,512,0.02304000034928322,0.08102399855852127,0.048448000103235245,0.16499200463294983,0.181453
balanced_spread_N256_p03,3,28,0,1,256,512,0.024512000381946564,0.08320000022649765,0.04278400167822838,0.16313600540161133,0.179425
balanced_spread_N256_p03,3,29,0,1,256,512,0.027744000777602196,0.07763200253248215,0.21481600403785706,0.3376320004463196,0.355002
balanced_spread_N256_p03,3,30,0,1,256,512,0.025248000398278236,0.07756800204515457,0.04259200021624565,0.15753600001335144,0.1741
balanced_spread_N256_p03,3,31,0,1,256,512,0.02537599951028824,0.10060799866914749,0.049247998744249344,0.18825599551200867,0.206207
balanced_spread_N256_p03,3,32,0,1,256,512,0.022911999374628067,0.09299200028181076,0.04294399917125702,0.17139199376106262,0.187046
balanced_spread_N256_p03,3,33,0,1,256,512,0.024351999163627625,0.08534400165081024,0.044096000492572784,0.1661120057106018,0.182131
balanced_spread_N256_p03,3,34,0,1,256,512,0.02518399991095066,0.08348800241947174,0.04588799923658371,0.1669439971446991,0.184355
balanced_spread_N256_p03,3,35,0,1,256,512,0.0244159996509552,0.08217599987983704,0.04342399910092354,0.16262400150299072,0.178931
balanced_spread_N256_p03,3,36,0,1,256,512,0.022816000506281853,0.08537600189447403,0.04383999854326248,0.16432000696659088,0.180289
balanced_spread_N256_p03,3,37,0,1,256,512,0.0261439997702837,0.08495999872684479,0.042688000947237015,0.16659200191497803,0.182252
balanced_spread_N256_p03,3,38,0,1,256,512,0.023520000278949738,0.08329600095748901,0.05958399921655655,0.1793919950723648,0.194534
balanced_spread_N256_p03,3,39,0,1,256,512,0.02364799939095974,0.08310399949550629,0.04342399910092354,0.16316799819469452,0.179966
balanced_spread_N256_p03,3,40,0,1,256,512,0.027456000447273254,0.0804160013794899,0.04419200122356415,0.16448000073432922,0.181325
balanced_spread_N256_p03,3,41,0,1,256,512,0.0244159996509552,0.07887999713420868,0.04732799902558327,0.1626559942960739,0.178215
balanced_spread_N256_p03,3,42,0,1,256,512,0.02396799996495247,0.07974400371313095,0.04211200028657913,0.15811200439929962,0.174148
balanced_spread_N256_p03,3,43,0,1,256,512,0.02505600079894066,0.08105599880218506,0.05299200117588043,0.17161600291728973,0.189246
balanced_spread_N256_p03,3,44,0,1,256,512,0.022304000332951546,0.08278399705886841,0.043007999658584595,0.16044799983501434,0.176247
balanced_spread_N256_p03,3,45,0,1,256,512,0.022143999114632607,0.08470399677753448,0.04265600070357323,0.16208000481128693,0.177891
balanced_spread_N256_p03,3,46,0,1,256,512,0.025887999683618546,0.08089599758386612,0.0459199994802475,0.16476799547672272,0.181236
balanced_spread_N256_p03,3,47,0,1,256,512,0.02191999927163124,0.08614400029182434,0.04355200007557869,0.16396799683570862,0.179326
balanced_spread_N256_p03,3,48,0,1,256,512,0.021983999758958817,0.08419200032949448,0.04297599941492081,0.16124799847602844,0.176657
balanced_spread_N256_p03,3,49,0,1,256,512,0.027615999802947044,0.08617600053548813,0.044319998472929,0.17068800330162048,0.188319
balanced_spread_N256_p04,4,0,0,1,256,512,0.023455999791622162,0.08163200318813324,0.04287999868392944,0.16016000509262085,0.181455
balanced_spread_N256_p04,4,1,0,1,256,512,0.026079999282956123,0.08198399841785431,0.04521600157022476,0.16607999801635742,0.184018
balanced_spread_N256_p04,4,2,0,1,256,512,0.022784000262618065,0.08505599945783615,0.04287999868392944,0.16313600540161133,0.179464
balanced_spread_N256_p04,4,3,0,1,256,512,0.022592000663280487,0.08070400357246399,0.0435199998319149,0.1594880074262619,0.174953
balanced_spread_N256_p04,4,4,0,1,256,512,0.028416000306606293,0.10051199793815613,0.046271998435258865,0.18848000466823578,0.207259
balanced_spread_N256_p04,4,5,0,1,256,512,0.022784000262618065,0.08902399986982346,0.04387199878692627,0.16835199296474457,0.183957
balanced_spread_N256_p04,4,6,0,1,256,512,0.02550400048494339,0.08777599781751633,0.04358400031924248,0.1690559983253479,0.185363
balanced_spread_N256_p04,4,7,0,1,256,512,0.024607999250292778,0.08607999980449677,0.04396799951791763,0.1671680063009262,0.183576
balanced_spread_N256_p04,4,8,0,1,256,512,0.02425600029528141,0.08409599959850311,0.04428799822926521,0.1653759926557541,0.180227
