N,family,perm_index,source,dest,incidence,assignment_volume,row_sum,column_sum,S,I
256,destination_hotspot,6,2,3,0,0,512,0,0.5,1.5
256,destination_hotspot,6,3,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,6,3,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,6,3,2,0,0,512,512,0.5,1.5
256,destination_hotspot,6,3,3,0,0,512,0,0.5,1.5
256,destination_hotspot,7,0,0,0,0,512,768,0.5,1.5
256,destination_hotspot,7,0,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,7,0,2,0,0,512,0,0.5,1.5
256,destination_hotspot,7,0,3,256,1024,512,512,0.5,1.5
256,destination_hotspot,7,1,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,7,1,1,0,0,512,768,0.5,1.5
256,destination_hotspot,7,1,2,0,0,512,0,0.5,1.5
256,destination_hotspot,7,1,3,256,1024,512,512,0.5,1.5
256,destination_hotspot,7,2,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,7,2,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,7,2,2,0,0,512,0,0.5,1.5
256,destination_hotspot,7,2,3,0,0,512,512,0.5,1.5
256,destination_hotspot,7,3,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,7,3,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,7,3,2,0,0,512,0,0.5,1.5
256,destination_hotspot,7,3,3,0,0,512,512,0.5,1.5
256,destination_hotspot,8,0,0,0,0,512,512,0.5,1.5
256,destination_hotspot,8,0,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,8,0,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,8,0,3,0,0,512,0,0.5,1.5
256,destination_hotspot,8,1,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,8,1,1,0,0,512,768,0.5,1.5
256,destination_hotspot,8,1,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,8,1,3,0,0,512,0,0.5,1.5
256,destination_hotspot,8,2,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,8,2,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,8,2,2,0,0,512,768,0.5,1.5
256,destination_hotspot,8,2,3,0,0,512,0,0.5,1.5
256,destination_hotspot,8,3,0,0,0,512,512,0.5,1.5
256,destination_hotspot,8,3,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,8,3,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,8,3,3,0,0,512,0,0.5,1.5
256,destination_hotspot,9,0,0,0,0,512,0,0.5,1.5
256,destination_hotspot,9,0,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,9,0,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,9,0,3,0,0,512,512,0.5,1.5
256,destination_hotspot,9,1,0,0,0,512,0,0.5,1.5
256,destination_hotspot,9,1,1,0,0,512,768,0.5,1.5
256,destination_hotspot,9,1,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,9,1,3,256,1024,512,512,0.5,1.5
256,destination_hotspot,9,2,0,0,0,512,0,0.5,1.5
256,destination_hotspot,9,2,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,9,2,2,0,0,512,768,0.5,1.5
256,destination_hotspot,9,2,3,256,1024,512,512,0.5,1.5
256,destination_hotspot,9,3,0,0,0,512,0,0.5,1.5
256,destination_hotspot,9,3,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,9,3,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,9,3,3,0,0,512,512,0.5,1.5
256,destination_hotspot,10,0,0,0,0,512,512,0.5,1.5
256,destination_hotspot,10,0,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,10,0,2,0,0,512,0,0.5,1.5
256,destination_hotspot,10,0,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,10,1,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,10,1,1,0,0,512,768,0.5,1.5
256,destination_hotspot,10,1,2,0,0,512,0,0.5,1.5
256,destination_hotspot,10,1,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,10,2,0,0,0,512,512,0.5,1.5
256,destination_hotspot,10,2,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,10,2,2,0,0,512,0,0.5,1.5
256,destination_hotspot,10,2,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,10,3,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,10,3,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,10,3,2,0,0,512,0,0.5,1.5
256,destination_hotspot,10,3,3,0,0,512,768,0.5,1.5
256,destination_hotspot,11,0,0,0,0,512,0,0.5,1.5
256,destination_hotspot,11,0,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,11,0,2,0,0,512,512,0.5,1.5
256,destination_hotspot,11,0,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,11,1,0,0,0,512,0,0.5,1.5
256,destination_hotspot,11,1,1,0,0,512,768,0.5,1.5
256,destination_hotspot,11,1,2,256,1024,512,512,0.5,1.5
256,destination_hotspot,11,1,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,11,2,0,0,0,512,0,0.5,1.5
256,destination_hotspot,11,2,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,11,2,2,0,0,512,512,0.5,1.5
256,destination_hotspot,11,2,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,11,3,0,0,0,512,0,0.5,1.5
256,destination_hotspot,11,3,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,11,3,2,256,1024,512,512,0.5,1.5
256,destination_hotspot,11,3,3,0,0,512,768,0.5,1.5
256,destination_hotspot,12,0,0,0,0,512,768,0.5,1.5
256,destination_hotspot,12,0,1,256,1024,512,512,0.5,1.5
256,destination_hotspot,12,0,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,12,0,3,0,0,512,0,0.5,1.5
256,destination_hotspot,12,1,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,12,1,1,0,0,512,512,0.5,1.5
256,destination_hotspot,12,1,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,12,1,3,0,0,512,0,0.5,1.5
256,destination_hotspot,12,2,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,12,2,1,256,1024,512,512,0.5,1.5
256,destination_hotspot,12,2,2,0,0,512,768,0.5,1.5
256,destination_hotspot,12,2,3,0,0,512,0,0.5,1.5
256,destination_hotspot,12,3,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,12,3,1,0,0,512,512,0.5,1.5
256,destination_hotspot,12,3,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,12,3,3,0,0,512,0,0.5,1.5
256,destination_hotspot,13,0,0,0,0,512,768,0.5,1.5
256,destination_hotspot,13,0,1,0,0,512,0,0.5,1.5
256,destination_hotspot,13,0,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,13,0,3,256,1024,512,512,0.5,1.5
256,destination_hotspot,13,1,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,13,1,1,0,0,512,0,0.5,1.5
256,destination_hotspot,13,1,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,13,1,3,0,0,512,512,0.5,1.5
256,destination_hotspot,13,2,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,13,2,1,0,0,512,0,0.5,1.5
256,destination_hotspot,13,2,2,0,0,512,768,0.5,1.5
256,destination_hotspot,13,2,3,256,1024,512,512,0.5,1.5
256,destination_hotspot,13,3,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,13,3,1,0,0,512,0,0.5,1.5
256,destination_hotspot,13,3,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,13,3,3,0,0,512,512,0.5,1.5
256,destination_hotspot,14,0,0,0,0,512,512,0.5,1.5
256,destination_hotspot,14,0,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,14,0,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,14,0,3,0,0,512,0,0.5,1.5
256,destination_hotspot,14,1,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,14,1,1,0,0,512,768,0.5,1.5
256,destination_hotspot,14,1,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,14,1,3,0,0,512,0,0.5,1.5
256,destination_hotspot,14,2,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,14,2,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,14,2,2,0,0,512,768,0.5,1.5
256,destination_hotspot,14,2,3,0,0,512,0,0.5,1.5
256,destination_hotspot,14,3,0,0,0,512,512,0.5,1.5
256,destination_hotspot,14,3,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,14,3,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,14,3,3,0,0,512,0,0.5,1.5
256,destination_hotspot,15,0,0,0,0,512,0,0.5,1.5
256,destination_hotspot,15,0,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,15,0,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,15,0,3,0,0,512,512,0.5,1.5
256,destination_hotspot,15,1,0,0,0,512,0,0.5,1.5
256,destination_hotspot,15,1,1,0,0,512,768,0.5,1.5
256,destination_hotspot,15,1,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,15,1,3,256,1024,512,512,0.5,1.5
256,destination_hotspot,15,2,0,0,0,512,0,0.5,1.5
256,destination_hotspot,15,2,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,15,2,2,0,0,512,768,0.5,1.5
256,destination_hotspot,15,2,3,256,1024,512,512,0.5,1.5
256,destination_hotspot,15,3,0,0,0,512,0,0.5,1.5
256,destination_hotspot,15,3,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,15,3,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,15,3,3,0,0,512,512,0.5,1.5
256,destination_hotspot,16,0,0,0,0,512,512,0.5,1.5
256,destination_hotspot,16,0,1,0,0,512,0,0.5,1.5
256,destination_hotspot,16,0,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,16,0,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,16,1,0,0,0,512,512,0.5,1.5
256,destination_hotspot,16,1,1,0,0,512,0,0.5,1.5
256,destination_hotspot,16,1,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,16,1,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,16,2,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,16,2,1,0,0,512,0,0.5,1.5
256,destination_hotspot,16,2,2,0,0,512,768,0.5,1.5
256,destination_hotspot,16,2,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,16,3,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,16,3,1,0,0,512,0,0.5,1.5
256,destination_hotspot,16,3,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,16,3,3,0,0,512,768,0.5,1.5
256,destination_hotspot,17,0,0,0,0,512,0,0.5,1.5
256,destination_hotspot,17,0,1,0,0,512,512,0.5,1.5
256,destination_hotspot,17,0,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,17,0,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,17,1,0,0,0,512,0,0.5,1.5
256,destination_hotspot,17,1,1,0,0,512,512,0.5,1.5
256,destination_hotspot,17,1,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,17,1,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,17,2,0,0,0,512,0,0.5,1.5
256,destination_hotspot,17,2,1,256,1024,512,512,0.5,1.5
256,destination_hotspot,17,2,2,0,0,512,768,0.5,1.5
256,destination_hotspot,17,2,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,17,3,0,0,0,512,0,0.5,1.5
256,destination_hotspot,17,3,1,256,1024,512,512,0.5,1.5
256,destination_hotspot,17,3,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,17,3,3,0,0,512,768,0.5,1.5
256,destination_hotspot,18,0,0,0,0,512,768,0.5,1.5
256,destination_hotspot,18,0,1,256,1024,512,512,0.5,1.5
256,destination_hotspot,18,0,2,0,0,512,0,0.5,1.5
256,destination_hotspot,18,0,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,18,1,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,18,1,1,0,0,512,512,0.5,1.5
256,destination_hotspot,18,1,2,0,0,512,0,0.5,1.5
256,destination_hotspot,18,1,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,18,2,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,18,2,1,0,0,512,512,0.5,1.5
256,destination_hotspot,18,2,2,0,0,512,0,0.5,1.5
256,destination_hotspot,18,2,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,18,3,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,18,3,1,256,1024,512,512,0.5,1.5
256,destination_hotspot,18,3,2,0,0,512,0,0.5,1.5
256,destination_hotspot,18,3,3,0,0,512,768,0.5,1.5
256,destination_hotspot,19,0,0,0,0,512,768,0.5,1.5
256,destination_hotspot,19,0,1,0,0,512,0,0.5,1.5
256,destination_hotspot,19,0,2,256,1024,512,512,0.5,1.5
256,destination_hotspot,19,0,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,19,1,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,19,1,1,0,0,512,0,0.5,1.5
256,destination_hotspot,19,1,2,0,0,512,512,0.5,1.5
256,destination_hotspot,19,1,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,19,2,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,19,2,1,0,0,512,0,0.5,1.5
256,destination_hotspot,19,2,2,0,0,512,512,0.5,1.5
256,destination_hotspot,19,2,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,19,3,0,256,1024,512,768,0.5,1.5
256,destination_hotspot,19,3,1,0,0,512,0,0.5,1.5
256,destination_hotspot,19,3,2,256,1024,512,512,0.5,1.5
256,destination_hotspot,19,3,3,0,0,512,768,0.5,1.5
256,destination_hotspot,20,0,0,0,0,512,512,0.5,1.5
256,destination_hotspot,20,0,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,20,0,2,0,0,512,0,0.5,1.5
256,destination_hotspot,20,0,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,20,1,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,20,1,1,0,0,512,768,0.5,1.5
256,destination_hotspot,20,1,2,0,0,512,0,0.5,1.5
256,destination_hotspot,20,1,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,20,2,0,0,0,512,512,0.5,1.5
256,destination_hotspot,20,2,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,20,2,2,0,0,512,0,0.5,1.5
256,destination_hotspot,20,2,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,20,3,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,20,3,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,20,3,2,0,0,512,0,0.5,1.5
256,destination_hotspot,20,3,3,0,0,512,768,0.5,1.5
256,destination_hotspot,21,0,0,0,0,512,0,0.5,1.5
256,destination_hotspot,21,0,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,21,0,2,0,0,512,512,0.5,1.5
256,destination_hotspot,21,0,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,21,1,0,0,0,512,0,0.5,1.5
256,destination_hotspot,21,1,1,0,0,512,768,0.5,1.5
256,destination_hotspot,21,1,2,256,1024,512,512,0.5,1.5
256,destination_hotspot,21,1,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,21,2,0,0,0,512,0,0.5,1.5
256,destination_hotspot,21,2,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,21,2,2,0,0,512,512,0.5,1.5
256,destination_hotspot,21,2,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,21,3,0,0,0,512,0,0.5,1.5
256,destination_hotspot,21,3,1,256,1024,512,768,0.5,1.5
256,destination_hotspot,21,3,2,256,1024,512,512,0.5,1.5
256,destination_hotspot,21,3,3,0,0,512,768,0.5,1.5
256,destination_hotspot,22,0,0,0,0,512,512,0.5,1.5
256,destination_hotspot,22,0,1,0,0,512,0,0.5,1.5
256,destination_hotspot,22,0,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,22,0,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,22,1,0,0,0,512,512,0.5,1.5
256,destination_hotspot,22,1,1,0,0,512,0,0.5,1.5
256,destination_hotspot,22,1,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,22,1,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,22,2,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,22,2,1,0,0,512,0,0.5,1.5
256,destination_hotspot,22,2,2,0,0,512,768,0.5,1.5
256,destination_hotspot,22,2,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,22,3,0,256,1024,512,512,0.5,1.5
256,destination_hotspot,22,3,1,0,0,512,0,0.5,1.5
256,destination_hotspot,22,3,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,22,3,3,0,0,512,768,0.5,1.5
256,destination_hotspot,23,0,0,0,0,512,0,0.5,1.5
256,destination_hotspot,23,0,1,0,0,512,512,0.5,1.5
256,destination_hotspot,23,0,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,23,0,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,23,1,0,0,0,512,0,0.5,1.5
256,destination_hotspot,23,1,1,0,0,512,512,0.5,1.5
256,destination_hotspot,23,1,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,23,1,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,23,2,0,0,0,512,0,0.5,1.5
256,destination_hotspot,23,2,1,256,1024,512,512,0.5,1.5
256,destination_hotspot,23,2,2,0,0,512,768,0.5,1.5
256,destination_hotspot,23,2,3,256,1024,512,768,0.5,1.5
256,destination_hotspot,23,3,0,0,0,512,0,0.5,1.5
256,destination_hotspot,23,3,1,256,1024,512,512,0.5,1.5
256,destination_hotspot,23,3,2,256,1024,512,768,0.5,1.5
256,destination_hotspot,23,3,3,0,0,512,768,0.5,1.5
1024,balanced_spread,0,0,0,0,0,2048,2048,0.5,1.0
1024,balanced_spread,0,0,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,0,0,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,0,0,3,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,0,1,0,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,0,1,1,0,0,2048,2048,0.5,1.0
1024,balanced_spread,0,1,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,0,1,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,0,2,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,0,2,1,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,0,2,2,0,0,2048,2048,0.5,1.0
1024,balanced_spread,0,2,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,0,3,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,0,3,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,0,3,2,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,0,3,3,0,0,2048,2048,0.5,1.0
1024,balanced_spread,1,0,0,0,0,2048,2048,0.5,1.0
1024,balanced_spread,1,0,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,1,0,2,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,1,0,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,1,1,0,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,1,1,1,0,0,2048,2048,0.5,1.0
1024,balanced_spread,1,1,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,1,1,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,1,2,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,1,2,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,1,2,2,0,0,2048,2048,0.5,1.0
1024,balanced_spread,1,2,3,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,1,3,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,1,3,1,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,1,3,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,1,3,3,0,0,2048,2048,0.5,1.0
1024,balanced_spread,2,0,0,0,0,2048,2048,0.5,1.0
1024,balanced_spread,2,0,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,2,0,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,2,0,3,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,2,1,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,2,1,1,0,0,2048,2048,0.5,1.0
1024,balanced_spread,2,1,2,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,2,1,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,2,2,0,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,2,2,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,2,2,2,0,0,2048,2048,0.5,1.0
1024,balanced_spread,2,2,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,2,3,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,2,3,1,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,2,3,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,2,3,3,0,0,2048,2048,0.5,1.0
1024,balanced_spread,3,0,0,0,0,2048,2048,0.5,1.0
1024,balanced_spread,3,0,1,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,3,0,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,3,0,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,3,1,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,3,1,1,0,0,2048,2048,0.5,1.0
1024,balanced_spread,3,1,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,3,1,3,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,3,2,0,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,3,2,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,3,2,2,0,0,2048,2048,0.5,1.0
1024,balanced_spread,3,2,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,3,3,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,3,3,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,3,3,2,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,3,3,3,0,0,2048,2048,0.5,1.0
1024,balanced_spread,4,0,0,0,0,2048,2048,0.5,1.0
1024,balanced_spread,4,0,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,4,0,2,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,4,0,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,4,1,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,4,1,1,0,0,2048,2048,0.5,1.0
1024,balanced_spread,4,1,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,4,1,3,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,4,2,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,4,2,1,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,4,2,2,0,0,2048,2048,0.5,1.0
1024,balanced_spread,4,2,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,4,3,0,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,4,3,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,4,3,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,4,3,3,0,0,2048,2048,0.5,1.0
1024,balanced_spread,5,0,0,0,0,2048,2048,0.5,1.0
1024,balanced_spread,5,0,1,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,5,0,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,5,0,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,5,1,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,5,1,1,0,0,2048,2048,0.5,1.0
1024,balanced_spread,5,1,2,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,5,1,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,5,2,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,5,2,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,5,2,2,0,0,2048,2048,0.5,1.0
1024,balanced_spread,5,2,3,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,5,3,0,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,5,3,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,5,3,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,5,3,3,0,0,2048,2048,0.5,1.0
1024,balanced_spread,6,0,0,0,0,2048,2048,0.5,1.0
1024,balanced_spread,6,0,1,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,6,0,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,6,0,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,6,1,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,6,1,1,0,0,2048,2048,0.5,1.0
1024,balanced_spread,6,1,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,6,1,3,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,6,2,0,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,6,2,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,6,2,2,0,0,2048,2048,0.5,1.0
1024,balanced_spread,6,2,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,6,3,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,6,3,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,6,3,2,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,6,3,3,0,0,2048,2048,0.5,1.0
1024,balanced_spread,7,0,0,0,0,2048,2048,0.5,1.0
1024,balanced_spread,7,0,1,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,7,0,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,7,0,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,7,1,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,7,1,1,0,0,2048,2048,0.5,1.0
1024,balanced_spread,7,1,2,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,7,1,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,7,2,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,7,2,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,7,2,2,0,0,2048,2048,0.5,1.0
1024,balanced_spread,7,2,3,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,7,3,0,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,7,3,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,7,3,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,7,3,3,0,0,2048,2048,0.5,1.0
1024,balanced_spread,8,0,0,0,0,2048,2048,0.5,1.0
1024,balanced_spread,8,0,1,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,8,0,2,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,8,0,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,8,1,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,8,1,1,0,0,2048,2048,0.5,1.0
1024,balanced_spread,8,1,2,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,8,1,3,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,8,2,0,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,8,2,1,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,8,2,2,0,0,2048,2048,0.5,1.0
1024,balanced_spread,8,2,3,683,2732,2048,2048,0.5,1.0
1024,balanced_spread,8,3,0,682,2728,2048,2048,0.5,1.0
1024,balanced_spread,8,3,1,683,2732,2048,2048,0.5,1.0
