run,wave,batch_id,condition,modality,concurrency,request_ids,phase,instrument,measured,iteration,source_dp_rank,driver_dp_rank,wall_ms,output_count,output_tokens,prompt_metadata,decode_requests,prefill_requests,output_token_counts
ep4_serving_straggler_regime_20260901_8192,2,text_only_c1_i2,text_only,text,1,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",short,True,True,1,0,0,2983.249137,1,[[785]],"[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,4,vision_single_c1_i1,vision_single,vision,1,"['coins', 'coffee', 'histology', 'coffee_rocket']",short,True,True,0,0,0,3075.739662,1,[[1986]],"[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}]",,,
ep4_serving_straggler_regime_20260901_8192,5,vision_single_c1_i2,vision_single,vision,1,"['coins', 'coffee', 'histology', 'coffee_rocket']",short,True,True,1,0,0,3054.813079,1,[[1986]],"[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}]",,,
ep4_serving_straggler_regime_20260901_8192,7,vision_heavy_c1_i1,vision_heavy,vision,1,"['coins', 'coffee', 'histology', 'coffee_rocket']",concurrent,True,True,0,0,0,3072.41519,1,[[1986]],"[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}]",,,
ep4_serving_straggler_regime_20260901_8192,8,vision_heavy_c1_i2,vision_heavy,vision,1,"['coins', 'coffee', 'histology', 'coffee_rocket']",concurrent,True,True,1,0,0,3393.629209,1,[[1986]],"[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}]",,,
ep4_serving_straggler_regime_20260901_8192,10,text_control_c1_i1,text_control,text,1,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",concurrent,True,True,0,0,0,3659.061754,1,[[785]],"[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,11,text_control_c1_i2,text_control,text,1,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",concurrent,True,True,1,0,0,3013.722663,1,[[785]],"[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,13,vision_heavy_c2_i1,vision_heavy,vision,2,"['coins', 'coffee', 'histology', 'coffee_rocket']",concurrent,True,True,0,0,0,3034.113017,2,"[[1986], [2124]]","[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}]",,,
ep4_serving_straggler_regime_20260901_8192,14,vision_heavy_c2_i2,vision_heavy,vision,2,"['coins', 'coffee', 'histology', 'coffee_rocket']",concurrent,True,True,1,0,0,3040.646657,2,"[[1986], [2124]]","[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}]",,,
ep4_serving_straggler_regime_20260901_8192,16,text_control_c2_i1,text_control,text,2,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",concurrent,True,True,0,0,0,3010.147074,2,"[[785], [2132]]","[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,17,text_control_c2_i2,text_control,text,2,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",concurrent,True,True,1,0,0,3025.232139,2,"[[785], [2132]]","[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,19,vision_heavy_c4_i1,vision_heavy,vision,4,"['coins', 'coffee', 'histology', 'coffee_rocket']",concurrent,True,True,0,0,0,3045.451547,4,"[[1986], [2124], [785], [785]]","[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}]",,,
ep4_serving_straggler_regime_20260901_8192,20,vision_heavy_c4_i2,vision_heavy,vision,4,"['coins', 'coffee', 'histology', 'coffee_rocket']",concurrent,True,True,1,0,0,3114.150861,4,"[[1986], [2124], [785], [785]]","[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}]",,,
ep4_serving_straggler_regime_20260901_8192,22,text_control_c4_i1,text_control,text,4,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",concurrent,True,True,0,0,0,3006.699732,4,"[[785], [2132], [2132], [13146]]","[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,23,text_control_c4_i2,text_control,text,4,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",concurrent,True,True,1,0,0,3848.573822,4,"[[785], [2132], [2132], [13146]]","[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,25,vision_heavy_c8_i1,vision_heavy,vision,8,"['coins', 'coffee', 'histology', 'coffee_rocket']",concurrent,True,True,0,0,0,3123.944058,8,"[[1986], [2124], [785], [785], [1986], [2124], [785], [785]]","[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}, {'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}]",,,
ep4_serving_straggler_regime_20260901_8192,26,vision_heavy_c8_i2,vision_heavy,vision,8,"['coins', 'coffee', 'histology', 'coffee_rocket']",concurrent,True,True,1,0,0,3125.355893,8,"[[1986], [2124], [785], [785], [1986], [2124], [785], [785]]","[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}, {'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}]",,,
ep4_serving_straggler_regime_20260901_8192,28,text_control_c8_i1,text_control,text,8,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",concurrent,True,True,0,0,0,3038.742709,8,"[[785], [2132], [2132], [13146], [785], [2132], [2132], [13146]]","[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,29,text_control_c8_i2,text_control,text,8,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",concurrent,True,True,1,0,0,3029.712693,8,"[[785], [2132], [2132], [13146], [785], [2132], [2132], [13146]]","[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,31,vision_heavy_c16_i1,vision_heavy,vision,16,"['coins', 'coffee', 'histology', 'coffee_rocket']",concurrent,True,True,0,0,0,3246.217342,16,"[[1986], [2124], [785], [785], [1986], [2124], [785], [785], [1986], [2124], [785], [785], [1986], [2124], [785], [785]]","[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}, {'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}, {'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}, {'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}]",,,
ep4_serving_straggler_regime_20260901_8192,32,vision_heavy_c16_i2,vision_heavy,vision,16,"['coins', 'coffee', 'histology', 'coffee_rocket']",concurrent,True,True,1,0,0,3243.121058,16,"[[1986], [2124], [785], [785], [1986], [2124], [785], [785], [1986], [2124], [785], [785], [1986], [2124], [785], [785]]","[{'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}, {'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}, {'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}, {'request_id': 'coins', 'modality': 'vision', 'prompt_tokens': 128, 'image_count': 1, 'category': 'natural'}, {'request_id': 'coffee', 'modality': 'vision', 'prompt_tokens': 248, 'image_count': 1, 'category': 'natural'}, {'request_id': 'histology', 'modality': 'vision', 'prompt_tokens': 277, 'image_count': 1, 'category': 'fine_grained'}, {'request_id': 'coffee_rocket', 'modality': 'vision', 'prompt_tokens': 511, 'image_count': 2, 'category': 'multi_image'}]",,,
ep4_serving_straggler_regime_20260901_8192,34,text_control_c16_i1,text_control,text,16,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",concurrent,True,True,0,0,0,3134.063938,16,"[[785], [2132], [2132], [13146], [785], [2132], [2132], [13146], [785], [2132], [2132], [13146], [785], [2132], [2132], [13146]]","[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,35,text_control_c16_i2,text_control,text,16,"['text_00_coins', 'text_05_coffee', 'text_08_histology', 'text_14_coffee_rocket']",concurrent,True,True,1,0,0,3047.784096,16,"[[785], [2132], [2132], [13146], [785], [2132], [2132], [13146], [785], [2132], [2132], [13146], [785], [2132], [2132], [13146]]","[{'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_00_coins', 'modality': 'text', 'prompt_tokens': 128, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_05_coffee', 'modality': 'text', 'prompt_tokens': 248, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_08_histology', 'modality': 'text', 'prompt_tokens': 277, 'image_count': 0, 'category': 'text_only'}, {'request_id': 'text_14_coffee_rocket', 'modality': 'text', 'prompt_tokens': 511, 'image_count': 0, 'category': 'text_only'}]",,,
ep4_serving_straggler_regime_20260901_8192,37,long_multi_image_c1_i1,long_multi_image,vision,1,"['long_6img_natural_fine', 'long_10img_chart_mixed']",long,True,True,0,0,0,4341.0672,1,[[785]],"[{'category': 'multi_image', 'sample_id': 'long_6img_natural_fine', 'image_paths': ['/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/astronaut.png', '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/motorcycle_left.png', '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/coffee.png', '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/chelsea.png', '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/retina.jpg', '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/ihc.png'], 'question': 'Compare the images and summarize their visible content and common patterns briefly.', 'suite_origin': 'bounded_long_scale_validation', 'image_token_id': 151655, 'processor_prompt_tokens': 3203, 'processor_vision_tokens': 3170, 'images': [{'image_index': 0, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/astronaut.png', 'sha256': '88431cd9653ccd539741b555fb0a46b61558b301d4110412b5bc28b5e3ea6cb5', 'source_size': [512, 512], 'image_grid_thw': [1, 32, 32], 'merge_size': 2, 'post_merge_grid_hw': [16, 16], 'token_span': [4, 260], 'vision_tokens': 256}, {'image_index': 1, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/motorcycle_left.png', 'sha256': 'db18e9c4157617403c3537a6ba355dfeafe9a7eabb6b9b94cb33f6525dd49179', 'source_size': [741, 500], 'image_grid_thw': [1, 32, 46], 'merge_size': 2, 'post_merge_grid_hw': [16, 23], 'token_span': [262, 630], 'vision_tokens': 368}, {'image_index': 2, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/coffee.png', 'sha256': 'cc02f8ca188b167c775a7101b5d767d1e71792cf762c33d6fa15a4599b5a8de7', 'source_size': [600, 400], 'image_grid_thw': [1, 24, 38], 'merge_size': 2, 'post_merge_grid_hw': [12, 19], 'token_span': [632, 860], 'vision_tokens': 228}, {'image_index': 3, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/chelsea.png', 'sha256': '596aa1e7cb875eb79f437e310381d26b338a81c2da23439704a73c4651e8c4bb', 'source_size': [451, 300], 'image_grid_thw': [1, 18, 28], 'merge_size': 2, 'post_merge_grid_hw': [9, 14], 'token_span': [862, 988], 'vision_tokens': 126}, {'image_index': 4, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/retina.jpg', 'sha256': '38a07f36f27f095e818aea7b96d34202c05176d30253c66733f2e00379e9e0e6', 'source_size': [1411, 1411], 'image_grid_thw': [1, 88, 88], 'merge_size': 2, 'post_merge_grid_hw': [44, 44], 'token_span': [990, 2926], 'vision_tokens': 1936}, {'image_index': 5, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/ihc.png', 'sha256': 'f8dd1aa387ddd1f49d8ad13b50921b237df8e9b262606d258770687b0ef93cef', 'source_size': [512, 512], 'image_grid_thw': [1, 32, 32], 'merge_size': 2, 'post_merge_grid_hw': [16, 16], 'token_span': [2928, 3184], 'vision_tokens': 256}], 'request_id': 'long_6img_natural_fine', 'modality': 'vision', 'condition': 'long_multi_image'}]",,,
ep4_serving_straggler_regime_20260901_8192,38,long_multi_image_c1_i2,long_multi_image,vision,1,"['long_6img_natural_fine', 'long_10img_chart_mixed']",long,True,True,1,0,0,4269.515458,1,[[785]],"[{'category': 'multi_image', 'sample_id': 'long_6img_natural_fine', 'image_paths': ['/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/astronaut.png', '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/motorcycle_left.png', '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/coffee.png', '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/chelsea.png', '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/retina.jpg', '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/ihc.png'], 'question': 'Compare the images and summarize their visible content and common patterns briefly.', 'suite_origin': 'bounded_long_scale_validation', 'image_token_id': 151655, 'processor_prompt_tokens': 3203, 'processor_vision_tokens': 3170, 'images': [{'image_index': 0, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/astronaut.png', 'sha256': '88431cd9653ccd539741b555fb0a46b61558b301d4110412b5bc28b5e3ea6cb5', 'source_size': [512, 512], 'image_grid_thw': [1, 32, 32], 'merge_size': 2, 'post_merge_grid_hw': [16, 16], 'token_span': [4, 260], 'vision_tokens': 256}, {'image_index': 1, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/motorcycle_left.png', 'sha256': 'db18e9c4157617403c3537a6ba355dfeafe9a7eabb6b9b94cb33f6525dd49179', 'source_size': [741, 500], 'image_grid_thw': [1, 32, 46], 'merge_size': 2, 'post_merge_grid_hw': [16, 23], 'token_span': [262, 630], 'vision_tokens': 368}, {'image_index': 2, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/coffee.png', 'sha256': 'cc02f8ca188b167c775a7101b5d767d1e71792cf762c33d6fa15a4599b5a8de7', 'source_size': [600, 400], 'image_grid_thw': [1, 24, 38], 'merge_size': 2, 'post_merge_grid_hw': [12, 19], 'token_span': [632, 860], 'vision_tokens': 228}, {'image_index': 3, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/chelsea.png', 'sha256': '596aa1e7cb875eb79f437e310381d26b338a81c2da23439704a73c4651e8c4bb', 'source_size': [451, 300], 'image_grid_thw': [1, 18, 28], 'merge_size': 2, 'post_merge_grid_hw': [9, 14], 'token_span': [862, 988], 'vision_tokens': 126}, {'image_index': 4, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/retina.jpg', 'sha256': '38a07f36f27f095e818aea7b96d34202c05176d30253c66733f2e00379e9e0e6', 'source_size': [1411, 1411], 'image_grid_thw': [1, 88, 88], 'merge_size': 2, 'post_merge_grid_hw': [44, 44], 'token_span': [990, 2926], 'vision_tokens': 1936}, {'image_index': 5, 'path': '/home/esjung/anaconda3/lib/python3.14/site-packages/skimage/data/ihc.png', 'sha256': 'f8dd1aa387ddd1f49d8ad13b50921b237df8e9b262606d258770687b0ef93cef', 'source_size': [512, 512], 'image_grid_thw': [1, 32, 32], 'merge_size': 2, 'post_merge_grid_hw': [16, 16], 'token_span': [2928, 3184], 'vision_tokens': 256}], 'request_id': 'long_6img_natural_fine', 'modality': 'vision', 'condition': 'long_multi_image'}]",,,
