dataset,evidence_class,output_budget,ignore_eos,restart,run,label,source_request_id,family,prompt_tokens,ttft_s,e2e_s,processor_s
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:P1_vision_bucket:w1,text_017,text_only_no_image_control,21,0.22592155961319804,0.22592155961319804,0.0006231246516108513
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:P1_vision_bucket:w1,text_019,text_only_no_image_control,25,0.22526994161307812,0.22526994161307812,0.0006206496618688107
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:P1_vision_bucket:w1,text_021,text_only_no_image_control,18,0.2246200069785118,0.2246200069785118,0.000558250118046999
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:P1_vision_bucket:w1,text_023,text_only_no_image_control,18,0.22403564769774675,0.22403564769774675,0.0004958929494023323
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:P1_vision_bucket:w1,text_025,text_only_no_image_control,34,0.2235165210440755,0.2235165210440755,0.0006423243321478367
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:P1_vision_bucket:w1,text_026,text_only_no_image_control,22,0.2228486416861415,0.2228486416861415,0.0004971278831362724
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:P1_vision_bucket:w1,text_029,text_only_no_image_control,26,0.22232927987352014,0.22232927987352014,0.00048724282532930374
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:text_image_split:w5,multi_016,two_real_images,514,0.6609288682229817,0.6609288682229817,0.06312392512336373
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:text_image_split:w5,multi_017,two_real_images,521,0.5977743193507195,0.5977743193507195,0.03476214222609997
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:text_image_split:w5,multi_019,two_real_images,521,0.5629932871088386,0.5629932871088386,0.023725176695734262
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:text_image_split:w5,multi_022,two_real_images,514,0.5392505889758468,0.5392505889758468,0.02270433586090803
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:text_image_split:w5,multi_023,two_real_images,521,0.5165281062945724,0.5165281062945724,0.02325843833386898
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:text_image_split:w5,multi_025,two_real_images,521,0.4932521190494299,0.4932521190494299,0.023750314954668283
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:text_image_split:w5,multi_027,two_real_images,521,0.4694833899848163,0.4694833899848163,0.023168356623500586
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b16:text_image_split:w5,multi_029,two_real_images,521,0.44629736617207527,0.44629736617207527,0.02944326912984252
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_004,two_real_images,459,0.752806494012475,0.752806494012475,0.0725647509098053
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_013,two_real_images,450,1.2631358630023897,1.2631358630023897,0.03419180307537317
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_006,two_real_images,521,1.2289259228855371,1.2289259228855371,0.03439940279349685
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_002,two_real_images,508,1.194508096203208,1.194508096203208,0.034436970949172974
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_008,two_real_images,475,1.1600522641092539,1.1600522641092539,0.03140513179823756
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_031,two_real_images,434,1.1286266040988266,1.1286266040988266,0.02312674419954419
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_010,two_real_images,495,1.1054806099273264,1.1054806099273264,0.035774015821516514
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_009,two_real_images,517,1.0696738879196346,1.0696738879196346,0.03661077469587326
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_016,two_real_images,514,1.0330280968919396,1.0330280968919396,0.024692745879292488
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_022,two_real_images,514,1.0083175878971815,1.0083175878971815,0.022913497872650623
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_019,two_real_images,521,0.9853858528658748,0.9853858528658748,0.025027259718626738
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_023,two_real_images,521,0.9603405310772359,0.9603405310772359,0.023276399821043015
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_025,two_real_images,521,0.9370283982716501,0.9370283982716501,0.022701026406139135
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_027,two_real_images,521,0.9143095551989973,0.9143095551989973,0.023914093151688576
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_017,two_real_images,521,0.8903775098733604,0.8903775098733604,0.02476706961169839
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P1_vision_bucket:w3,multi_029,two_real_images,521,0.8655921681784093,0.8655921681784093,0.02853017719462514
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_004,single_real_image,214,1.3370733349584043,1.3370733349584043,0.044444622937589884
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_017,single_real_image,270,1.2925913608632982,1.2925913608632982,0.025048877112567425
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_029,long_text_plus_image,674,1.2675198940560222,1.2675198940560222,0.01822965405881405
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_001,single_real_image,263,1.2492431490682065,1.2492431490682065,0.017356770113110542
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_021,long_text_plus_image,666,1.7721249121241271,1.7721249121241271,0.014544993173331022
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_009,single_real_image,272,1.7575382748618722,1.7575382748618722,0.019226771779358387
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_016,long_text_plus_image,657,1.738293960224837,1.738293960224837,0.01310110418125987
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_000,two_real_images,434,1.7251550881192088,1.7251550881192088,0.026217633858323097
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_002,two_real_images,508,1.6989182750694454,1.6989182750694454,0.03493919922038913
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_010,text_only_no_image_control,17,1.6639601062051952,1.6639601062051952,0.00023660995066165924
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_007,long_text_plus_image,662,1.6637142542749643,1.6637142542749643,0.01758518908172846
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_006,single_real_image,264,1.6460939631797373,1.6460939631797373,0.017118562012910843
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_024,single_real_image,266,1.6289575011469424,1.6289575011469424,0.012417668011039495
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_010,long_text_plus_image,652,1.6165226539596915,1.6165226539596915,0.018597297836095095
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_018,long_text_plus_image,667,1.5978867248632014,1.5978867248632014,0.013770957943052053
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_031,text_only_no_image_control,27,1.5840778960846364,1.5840778960846364,0.0002666180953383446
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_003,long_text_plus_image,664,1.5838017570786178,1.5838017570786178,0.017393855843693018
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_008,two_real_images,475,1.5663717361167073,1.5663717361167073,0.030955716967582703
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_014,single_real_image,263,1.5353969670832157,1.5353969670832157,0.0179849062114954
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_009,long_text_plus_image,671,1.5173957832157612,1.5173957832157612,0.01934059616178274
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_024,two_real_images,521,1.4980166968889534,1.4980166968889534,0.02823987975716591
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_006,text_only_no_image_control,15,1.4697581459768116,1.4697581459768116,0.00025215884670615196
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_019,long_text_plus_image,673,1.7010765471495688,1.7010765471495688,0.013035248965024948
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_025,long_text_plus_image,682,1.6880043419077992,1.6880043419077992,0.012796333990991116
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_024,long_text_plus_image,665,1.6751706060022116,1.6751706060022116,0.013070711866021156
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_012,long_text_plus_image,655,1.6620632992126048,1.6620632992126048,0.016343442257493734
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_025,text_only_no_image_control,34,1.6456844653002918,1.6456844653002918,0.00027701398357748985
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_021,single_real_image,267,1.6453978810459375,1.6453978810459375,0.012948599178344011
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_020,two_real_images,521,1.6324331839568913,1.6324331839568913,0.025949909817427397
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_015,text_only_no_image_control,18,1.6064650141634047,1.6064650141634047,0.00023695407435297966
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_010,two_real_images,495,1.6062188050709665,1.6062188050709665,0.03540531313046813
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_021,text_only_no_image_control,18,1.5707955872640014,1.5707955872640014,0.00023673614487051964
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_014,two_real_images,521,1.5705502959899604,1.5705502959899604,0.034129001665860415
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_022,two_real_images,514,1.5364029230549932,1.5364029230549932,0.02182772010564804
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_012,text_only_no_image_control,14,1.5145568898878992,1.5145568898878992,0.000227383803576231
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_028,long_text_plus_image,670,1.5143210249952972,1.5143210249952972,0.012884609866887331
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_026,two_real_images,521,1.7032360080629587,1.7032360080629587,0.025144049897789955
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_014,text_only_no_image_control,14,1.4762356830760837,1.4762356830760837,0.00022560684010386467
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_005,single_real_image,255,1.6778398850001395,1.6778398850001395,0.016057369764894247
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_024,text_only_no_image_control,17,1.4599272371269763,1.4599272371269763,0.00025206292048096657
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_016,text_only_no_image_control,16,1.4596653152257204,1.4596653152257204,0.00015572505071759224
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_030,two_real_images,521,1.6613395670428872,1.6613395670428872,0.02932847198098898
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_013,long_text_plus_image,591,1.4301543422043324,1.4301543422043324,0.013257187325507402
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_011,single_real_image,256,1.6186996181495488,1.6186996181495488,0.01885301899164915
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_007,text_only_no_image_control,14,1.397991559933871,1.397991559933871,0.00024187006056308746
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_008,long_text_plus_image,606,1.5995794930495322,1.5995794930495322,0.013922205660492182
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_004,two_real_images,459,1.585627165157348,1.585627165157348,0.02791471080854535
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_018,two_real_images,521,1.5576832322403789,1.5576832322403789,0.024381299037486315
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_029,single_real_image,275,1.5332832452841103,1.5332832452841103,0.012729075271636248
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_028,two_real_images,521,1.5205371202901006,1.5205371202901006,0.026173874270170927
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_016,two_real_images,514,1.4943447792902589,1.4943447792902589,0.023157475981861353
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_030,single_real_image,275,1.4711689669638872,1.4711689669638872,0.017589951865375042
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_017,text_only_no_image_control,21,1.2517236932180822,1.2517236932180822,0.00025562895461916924
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_025,single_real_image,283,1.4532969961874187,1.4532969961874187,0.012043217197060585
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_020,text_only_no_image_control,24,1.2393984529189765,1.2393984529189765,0.00025275396183133125
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_012,two_real_images,443,1.440975193399936,1.440975193399936,0.026159033179283142
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_030,text_only_no_image_control,26,1.212960169184953,1.212960169184953,0.0002802843227982521
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,multi_005,two_real_images,514,1.5420355219393969,1.5420355219393969,0.03369546215981245
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_000,single_real_image,178,1.5083220349624753,1.5083220349624753,0.010676092002540827
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_026,single_real_image,271,1.497629813849926,1.497629813849926,0.011787145864218473
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_011,text_only_no_image_control,20,1.1564601492136717,1.1564601492136717,0.0002476191148161888
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,longtext_022,long_text_plus_image,658,1.4855685168877244,1.4855685168877244,0.012119736056774855
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,single_002,single_real_image,251,1.4734144979156554,1.4734144979156554,0.019048041198402643
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b128:RANDOM:w0,text_008,text_only_no_image_control,13,1.1249846508726478,1.1249846508726478,0.00024061696603894234
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,single_016,single_real_image,258,0.5766357779502869,0.5766357779502869,0.03902594605460763
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,multi_017,two_real_images,521,0.5375688672065735,0.5375688672065735,0.045782452914863825
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,text_018,text_only_no_image_control,19,0.49176677921786904,0.49176677921786904,0.00026566628366708755
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,single_018,single_real_image,268,0.49149099830538034,0.49149099830538034,0.013747104443609715
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,longtext_018,long_text_plus_image,667,0.4777266029268503,0.4777266029268503,0.01378902280703187
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,multi_019,two_real_images,521,0.46389579214155674,0.46389579214155674,0.02345645520836115
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,longtext_019,long_text_plus_image,673,0.44042016798630357,0.44042016798630357,0.013293076772242785
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,text_020,text_only_no_image_control,24,0.4270781888626516,0.4270781888626516,0.00025372765958309174
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,single_020,single_real_image,273,0.42681537196040154,0.42681537196040154,0.012113068718463182
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,text_021,text_only_no_image_control,18,0.41468427097424865,0.41468427097424865,0.0002447497099637985
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,longtext_021,long_text_plus_image,666,0.4144301670603454,0.4144301670603454,0.01359276520088315
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,text_022,text_only_no_image_control,17,0.400799663271755,0.400799663271755,0.00023765722289681435
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,multi_022,two_real_images,514,0.4005527552217245,0.4005527552217245,0.02232621517032385
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,longtext_022,long_text_plus_image,658,0.37820902094244957,0.37820902094244957,0.011823251843452454
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,single_023,single_real_image,267,0.3663510102778673,0.3663510102778673,0.012295022141188383
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:P0_global_fixed:w2,multi_023,two_real_images,521,0.5958594479598105,0.5958594479598105,0.02297016978263855
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,longtext_016,long_text_plus_image,657,0.9358689030632377,0.9358689030632377,0.03876340016722679
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,single_016,single_real_image,258,1.3917327607050538,1.3917327607050538,0.025739718694239855
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,longtext_017,long_text_plus_image,669,1.3659655898809433,1.3659655898809433,0.019584094174206257
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,longtext_019,long_text_plus_image,673,1.3463369458913803,1.3463369458913803,0.014622062910348177
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,longtext_023,long_text_plus_image,666,1.3316789297387004,1.3316789297387004,0.013142552692443132
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,longtext_025,long_text_plus_image,682,1.318501372821629,1.318501372821629,0.012534997891634703
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,longtext_026,long_text_plus_image,670,1.3059306279756129,1.3059306279756129,0.012440424878150225
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,longtext_029,long_text_plus_image,674,1.2934558750130236,1.2934558750130236,0.013280765153467655
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,single_017,single_real_image,270,1.2801412157714367,1.2801412157714367,0.012995782773941755
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,single_019,single_real_image,274,1.2671289080753922,1.2671289080753922,0.01190579030662775
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,single_020,single_real_image,273,1.2552064331248403,1.2552064331248403,0.012060300447046757
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,single_023,single_real_image,267,1.2431280710734427,1.2431280710734427,0.012299982365220785
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,single_027,single_real_image,277,1.2308119856752455,1.2308119856752455,0.01240202970802784
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,single_031,single_real_image,276,1.2183926180005074,1.2183926180005074,0.012087395880371332
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,longtext_021,long_text_plus_image,666,1.2062878347933292,1.2062878347933292,0.014065561816096306
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,single_021,single_real_image,267,1.1921816738322377,1.1921816738322377,0.01268891291692853
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_004,two_real_images,459,1.1794760241173208,1.1794760241173208,0.027961649000644684
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_013,two_real_images,450,1.1514959461055696,1.1514959461055696,0.029205560218542814
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_006,two_real_images,521,1.3115150658413768,1.3115150658413768,0.032134443055838346
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_002,two_real_images,508,1.2793623711913824,1.2793623711913824,0.03400577837601304
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_008,two_real_images,475,1.245337548200041,1.245337548200041,0.03077410440891981
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_031,two_real_images,434,1.2145439041778445,1.2145439041778445,0.021527456119656563
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_010,two_real_images,495,1.192997117061168,1.192997117061168,0.035126273054629564
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_009,two_real_images,517,1.1578524690121412,1.1578524690121412,0.0355204101651907
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_016,two_real_images,514,1.1223133630119264,1.1223133630119264,0.02333493111655116
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_022,two_real_images,514,1.2350506288930774,1.2350506288930774,0.02188696525990963
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_019,two_real_images,521,1.2131455289199948,1.2131455289199948,0.022784386295825243
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_023,two_real_images,521,1.1903428877703846,1.1903428877703846,0.023143263068050146
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_025,two_real_images,521,1.1671809046529233,1.1671809046529233,0.022131495643407106
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_027,two_real_images,521,1.145031490828842,1.145031490828842,0.022824705112725496
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_017,two_real_images,521,1.1221886617131531,1.1221886617131531,0.02395564503967762
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b64:P1_vision_bucket:w1,multi_029,two_real_images,521,1.098214890807867,1.098214890807867,0.028611003886908293
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:single_multi_split:w1,longtext_003,long_text_plus_image,664,0.6796854487620294,0.6796854487620294,0.05056344997137785
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:single_multi_split:w1,longtext_007,long_text_plus_image,662,0.6290544541552663,0.6290544541552663,0.02648382307961583
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:single_multi_split:w1,longtext_008,long_text_plus_image,606,0.6025241310708225,0.6025241310708225,0.01590949296951294
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:single_multi_split:w1,longtext_009,long_text_plus_image,671,0.5865736100822687,0.5865736100822687,0.020711376331746578
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:single_multi_split:w1,longtext_010,long_text_plus_image,652,0.565824992954731,0.565824992954731,0.019553031772375107
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:single_multi_split:w1,longtext_012,long_text_plus_image,655,0.5462351781316102,0.5462351781316102,0.016566891223192215
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:single_multi_split:w1,longtext_013,long_text_plus_image,591,0.5296330791898072,0.5296330791898072,0.013464331161230803
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:single_multi_split:w1,longtext_016,long_text_plus_image,657,0.5161337680183351,0.5161337680183351,0.012749535962939262
max1_balanced_grid,screen,1,True,0,pool128_balanced_clean_r0,r0:b32:single_multi_split:w1,longtext_018,long_text_plus_image,667,0.5033475840464234,0.5033475840464234,0.013524130918085575
