observer_restart,static_reference_policy,static_module_ms,static_gpu_bct_ms,best_vision_policy,best_attention_unit_policy,best_moe_policy,p3_batchgen_lm_only_ms,p4_independent_stage_ms,p5_full_hierarchy_ms,p7_feasible_lower_bound_ms,p3_direct_bct_oracle_pct,p4_direct_bct_oracle_pct,p5_direct_bct_oracle_pct,p7_direct_bct_oracle_pct,vision_increment_over_p3_pct,moe_increment_over_p4_pct,hidden_checkpoint_bytes_per_boundary,checkpoint_copy_lower_bound_ms_per_boundary
0,single_multi_split,757.5580177307129,1113.7735988013446,text_image_split,single_multi_split,single_multi_split,757.5580177307129,742.2743639219552,742.2743639219552,742.5250008926218,0.0,1.3722406263899682,1.3722406263899682,1.3497372225620845,1.3722406263899682,0.0,187977728,0.12531848533333334
1,single_multi_split,1267.1718082427979,1593.3562968857586,P0_global_fixed,text_image_split,single_multi_split,1240.1930303266272,1194.3750348975882,1164.9451339533553,1165.1957709240219,1.6932043365881897,4.568769300845778,6.41580759364659,6.400077466545922,4.7226032570584,1.847038292800811,187977728,0.12531848533333334
2,single_multi_split,914.8295593261719,1054.5908301137388,single_multi_split,text_image_split,single_multi_split,914.8295593261719,914.8295593261719,909.578922867775,909.8295598384416,0.0,0.0,0.49788375818047126,0.47411748186650143,0.49788375818047126,0.49788375818047126,187977728,0.12531848533333334
