source_tokens_per_rank,global_physical_m,assignments,repeats,dispatch_p50_ms,dispatch_p95_ms,combine_p50_ms,combine_p95_ms,communication_p50_ms,communication_p95_ms,relative_l2_max
1,4,32,20,0.15587200224399567,0.204462403059006,0.24348799884319305,0.27107359915971757,0.40376000106334686,0.45613439902663255,0.001907483791001141
2,8,64,20,0.10232000052928925,0.14614399708807502,0.1539040058851242,0.18704640641808512,0.25675199925899506,0.33279520757496395,0.0015793825732544065
4,16,128,20,0.1170400008559227,0.31312959343194985,0.17103999853134155,0.2780927926301957,0.2808159962296486,0.7156672053039075,0.001689019612967968
8,32,256,20,0.15644799917936325,0.19777279719710383,0.25094398856163025,0.27949599027633665,0.4098239913582802,0.4716751873493198,0.0014875968918204308
16,64,512,20,0.1590079963207245,0.2281360074877742,0.2475999966263771,0.26760800629854203,0.40697599202394485,0.47434241101145774,0.0012981111649423838
32,128,1024,20,0.1677440032362938,0.2260416060686115,0.24772800505161285,0.27198240607976915,0.4240959957242012,0.4819119952619079,0.0012960771564394236
64,256,2048,20,0.13067200034856796,0.18067200109362633,0.1916479989886284,0.2156032055616379,0.3245120048522949,0.38016321137547526,0.0012546947691589594
128,512,4096,20,0.11681600287556648,0.16244160383939782,0.1603200063109398,0.1860447980463505,0.2764800079166889,0.3481104001402859,0.0012007277691736817
