task,repeat,wall_gain_ep_over_tp_percent,forward_normalized_gain_percent,throughput_gain_percent
gsm8k,1,29.513761914310056,27.415957209378803,41.870408924259046
gsm8k,2,-27.41972078430618,-31.2119743790772,-21.52474914568154
gsm8k,3,-33.79752854998582,-37.77959785206875,-25.26162436366878
gsm8k,4,8.017472364405096,5.279897137155258,8.711581487516188
gsm8k,5,-54.44948123734896,-59.04619198846052,-35.259486074089786
humaneval,1,28.001204913265813,26.06952992313392,38.90023021910371
