phase,live_to_physical_ratio,accepted_per_forward,remote_fraction,active_experts,tiny_expert_fraction_le4,rank_load_cv,rank_fanout
all,0.4156416223404255,17.5,0.7497433808366475,69.76653409927825,0.7542125505823616,0.41565045016125,3.069616291059066
early,0.8287760416666666,23.11111111111111,0.7502976568453137,55.33502667005334,0.6921080226026415,0.4829685667613622,3.05385604521209
middle,0.49298878205128205,20.435897435897434,0.7491401802656547,70.91579696394687,0.7608655839919802,0.4125441433436986,3.0675922082542693
late,0.13312922297297297,11.675675675675675,0.7498099078341014,79.34654377880184,0.7941123363521693,0.3692107754125227,3.0826267281105992
