effective_experts,ep_coverage,expert_entropy,layer,modality,pair_id,request_id,sample_tokens,top4_fraction,top8_fraction,unique_experts
42.141673841125375,56,0.7710251018760138,0,vision,0,coins,20,0.23125,0.3625,56
41.67592961240711,58,0.7687346392624219,1,vision,0,coins,20,0.23125,0.4,58
39.43921154886642,51,0.7573655435964909,2,vision,0,coins,20,0.225,0.3625,51
41.19439789660877,56,0.7663394644045816,3,vision,0,coins,20,0.25625000000000003,0.41250000000000003,56
37.198214843919104,52,0.7453087832019458,4,vision,0,coins,20,0.25,0.43125,52
40.53363180568509,59,0.763006791609179,5,vision,0,coins,20,0.26875000000000004,0.4437500000000001,59
33.954605348531345,52,0.7265050512836994,6,vision,0,coins,20,0.28125,0.4875,52
29.113347473137146,42,0.6948012608534739,7,vision,0,coins,20,0.31875000000000003,0.50625,42
37.15874876267748,51,0.745090002559121,8,vision,0,coins,20,0.2375,0.425,51
43.7583956032046,56,0.7787839911044895,9,vision,0,coins,20,0.20625000000000002,0.34375,56
40.13791468212233,56,0.7609848228600883,10,vision,0,coins,20,0.25625,0.4125,56
44.34683771957558,56,0.7815370467870981,11,vision,0,coins,20,0.20625,0.35624999999999996,56
43.55439786307363,59,0.7778209279712751,12,vision,0,coins,20,0.22500000000000003,0.38125,59
32.75282773639685,48,0.7190782232737943,13,vision,0,coins,20,0.28750000000000003,0.475,48
42.25880461398915,54,0.7715971504057514,14,vision,0,coins,20,0.225,0.35624999999999996,54
35.737516326186,46,0.7370524955455712,15,vision,0,coins,20,0.24375,0.41875,46
38.63897867982836,56,0.7531407222430452,16,vision,0,coins,20,0.2625,0.4375,56
36.226210277092235,49,0.7398517120427757,17,vision,0,coins,20,0.25625,0.40625,49
35.70304488010935,46,0.7368536017785934,18,vision,0,coins,20,0.25625000000000003,0.40625,46
34.06531767943746,47,0.7271759651013076,19,vision,0,coins,20,0.26875000000000004,0.43750000000000006,47
41.670484169443206,56,0.7687077082431317,20,vision,0,coins,20,0.25,0.4,56
51.923520621291644,67,0.8140451860006922,21,vision,0,coins,20,0.16875,0.3125,67
39.38640921043766,53,0.7570894271240665,22,vision,0,coins,20,0.21250000000000002,0.375,53
41.99383271266562,57,0.7703007945188253,23,vision,0,coins,20,0.23125,0.3875,57
43.34013943649601,57,0.7768045556930614,24,vision,0,coins,20,0.21875,0.36875,57
40.80350876797847,54,0.7643744731986686,25,vision,0,coins,20,0.22499999999999998,0.38749999999999996,54
44.60651674619407,56,0.7827403699394241,26,vision,0,coins,20,0.18125,0.32499999999999996,56
41.57165990156453,58,0.7682183498443435,27,vision,0,coins,20,0.22499999999999998,0.4,58
45.557758882366585,60,0.7870892676209212,28,vision,0,coins,20,0.20625000000000002,0.35624999999999996,60
49.88500620676664,63,0.8057906212704812,29,vision,0,coins,20,0.16875,0.30625,63
45.717221323042644,60,0.7878094020852867,30,vision,0,coins,20,0.20625,0.35,60
45.438292932031544,59,0.7865481043202192,31,vision,0,coins,20,0.21250000000000002,0.3625,59
45.55280239864418,58,0.7870668437049572,32,vision,0,coins,20,0.1875,0.325,58
50.176518275548304,64,0.8069914944561474,33,vision,0,coins,20,0.18750000000000003,0.31875,64
54.63700353497101,69,0.8245437798219546,34,vision,0,coins,20,0.1625,0.2875,69
50.509318264379615,67,0.808353952058383,35,vision,0,coins,20,0.20625,0.35,67
48.286958448209994,66,0.7990802410293638,36,vision,0,coins,20,0.21875000000000003,0.35625,66
50.32168717796456,68,0.807586912625423,37,vision,0,coins,20,0.225,0.35625,68
54.766886774808285,67,0.8250331382207429,38,vision,0,coins,20,0.15625,0.28125,67
61.8920186920542,73,0.8502402104362788,39,vision,0,coins,20,0.14375,0.24375,73
57.181257518951895,71,0.8339243489529158,40,vision,0,coins,20,0.175,0.2875,71
53.1355382878591,66,0.8188007409777317,41,vision,0,coins,20,0.16874999999999998,0.3,66
57.67307918285085,69,0.8356894493222872,42,vision,0,coins,20,0.1375,0.25,69
56.821017592420084,70,0.8326218233551622,43,vision,0,coins,20,0.18125000000000002,0.28750000000000003,70
57.01284569781525,71,0.8333164439698654,44,vision,0,coins,20,0.15625,0.28125,71
53.60164102102728,69,0.820600752076842,45,vision,0,coins,20,0.17500000000000002,0.30625,69
51.64843065326029,66,0.8129503725855131,46,vision,0,coins,20,0.2,0.31875,66
47.880317428826764,60,0.7973372588194213,47,vision,0,coins,20,0.16874999999999998,0.31875,60
63.09189353454919,74,0.8541975349947876,0,text,0,coins,20,0.1375,0.23750000000000002,74
59.229290500257264,77,0.8411769856104285,1,text,0,coins,20,0.18125,0.29375,77
44.83526962079251,60,0.7837945954889557,2,text,0,coins,20,0.21875,0.35,60
55.40883743195394,68,0.827434884592076,3,text,0,coins,20,0.1625,0.28125,68
41.005143401061076,59,0.7653904253768183,4,text,0,coins,20,0.28125,0.41875,59
40.58395189246486,60,0.7632624929033698,5,text,0,coins,20,0.3,0.43125,60
33.96266281373039,50,0.7265539530702989,6,text,0,coins,20,0.30625,0.48125,50
37.902275432771866,57,0.7491732224179737,7,text,0,coins,20,0.28125,0.4625,57
44.48586367027661,61,0.7821821509636606,8,text,0,coins,20,0.2375,0.3625,61
38.161724790182895,53,0.7505792104274359,9,text,0,coins,20,0.25625000000000003,0.43125,53
46.028787771633716,57,0.789209220383921,10,text,0,coins,20,0.19375000000000003,0.33125000000000004,57
41.412880419721134,53,0.7674296636980086,11,text,0,coins,20,0.21875,0.375,53
42.91752273886531,56,0.77478498556464,12,text,0,coins,20,0.23125,0.36250000000000004,56
42.09027045321048,56,0.7707735535296774,13,text,0,coins,20,0.21875,0.375,56
40.72986245307871,59,0.764002148168385,14,text,0,coins,20,0.28125,0.41875,59
36.439398874671205,52,0.7410610363849449,15,text,0,coins,20,0.28125,0.44375,52
41.321626028289025,57,0.76697501729085,16,text,0,coins,20,0.25625,0.39999999999999997,57
41.50894118179437,55,0.7679071752500606,17,text,0,coins,20,0.2375,0.3875,55
32.86396644886821,50,0.7197763869708503,18,text,0,coins,20,0.30000000000000004,0.49375,50
35.79720533810814,53,0.7373964366594691,19,text,0,coins,20,0.25625000000000003,0.45625000000000004,53
39.20130558664139,59,0.7561185426448195,20,text,0,coins,20,0.30624999999999997,0.43125,59
37.79696331971063,52,0.7485997750160076,21,text,0,coins,20,0.25,0.43125,52
44.74138470753245,56,0.7833625717358704,22,text,0,coins,20,0.18750000000000003,0.325,56
41.78132444126651,55,0.7692551886467811,23,text,0,coins,20,0.20625,0.36250000000000004,55
41.74939341149502,56,0.7690976187586186,24,text,0,coins,20,0.2375,0.38749999999999996,56
40.481362770216,58,0.7627408504033175,25,text,0,coins,20,0.2875,0.41874999999999996,58
41.32264829284169,56,0.7669801159622783,26,text,0,coins,20,0.2375,0.38749999999999996,56
35.5731503075474,49,0.736102405423377,27,text,0,coins,20,0.2625,0.4125,49
36.25013538864753,51,0.7399877826096828,28,text,0,coins,20,0.28125,0.44375,51
39.15828175079041,55,0.7558922223365782,29,text,0,coins,20,0.26875,0.4375,55
28.34458563265935,44,0.6892858962214046,30,text,0,coins,20,0.32499999999999996,0.54375,44
33.315846827948285,48,0.7225909513758817,31,text,0,coins,20,0.3,0.46875,48
41.57870223487729,60,0.7682532605740826,32,text,0,coins,20,0.26875,0.42500000000000004,60
36.447796949519685,49,0.7411085299745882,33,text,0,coins,20,0.2625,0.425,49
44.12982720342519,60,0.7805260275908583,34,text,0,coins,20,0.23125,0.38125,60
42.391690154200724,56,0.7722442260848214,35,text,0,coins,20,0.23124999999999998,0.39375,56
50.83457778157747,71,0.8096768928343708,36,text,0,coins,20,0.23125,0.375,71
47.49584305998209,64,0.7956756208617585,37,text,0,coins,20,0.21875,0.38125,64
50.36266309365639,65,0.80775466675282,38,text,0,coins,20,0.20625000000000002,0.34375,65
45.68405106836384,61,0.7876598119075731,39,text,0,coins,20,0.2,0.35,61
47.552635131637274,64,0.7959219121722503,40,text,0,coins,20,0.21875,0.3625,64
50.176518275548304,64,0.8069914944561474,41,text,0,coins,20,0.19999999999999998,0.32499999999999996,64
42.51114378189305,58,0.7728241672515502,42,text,0,coins,20,0.24374999999999997,0.39375,58
37.53806734602571,53,0.7471832099373178,43,text,0,coins,20,0.29374999999999996,0.43749999999999994,53
46.62636879565779,57,0.7918677390888442,44,text,0,coins,20,0.20625,0.33125,57
39.402485136270236,58,0.7571735312861732,45,text,0,coins,20,0.3125,0.4375,58
42.493261113545614,58,0.7727374516198972,46,text,0,coins,20,0.23125,0.38125,58
46.67989290462287,60,0.7921041922903297,47,text,0,coins,20,0.19375000000000003,0.3375,60
41.180409411910006,56,0.7662694668675126,0,vision,1,clock_motion,21,0.255952380952381,0.39285714285714285,56
51.50604583925386,66,0.8123814117622976,1,vision,1,clock_motion,21,0.1845238095238095,0.31547619047619047,66
55.00980150972433,71,0.8259452560350297,2,vision,1,clock_motion,21,0.20238095238095238,0.31547619047619047,71
48.12978803624051,63,0.7984083092242847,3,vision,1,clock_motion,21,0.22619047619047616,0.35119047619047616,63
44.433662761742944,62,0.7819401665101895,4,vision,1,clock_motion,21,0.24999999999999997,0.38690476190476186,62
45.97719163450431,66,0.7889780630506095,5,vision,1,clock_motion,21,0.23809523809523808,0.39285714285714285,66
41.266894756520394,59,0.7667018539533415,6,vision,1,clock_motion,21,0.24404761904761904,0.4107142857142857,59
44.25185950416022,60,0.7810951678199761,7,vision,1,clock_motion,21,0.23214285714285715,0.375,60
