dR0,dR1,dR2,dR3,delta_l2,direction,layer,request_id
1.0,0.0,-1.0,0.0,1.4142135623730951,VT,7,color_wheel
1.0,-2.0,0.0,1.0,2.449489742783178,TV,8,color_wheel
1.0,1.0,1.0,-3.0,3.4641016151377544,VT,8,color_wheel
1.0,-1.0,0.0,0.0,1.4142135623730951,TV,9,color_wheel
0.0,-1.0,1.0,0.0,1.4142135623730951,VT,9,color_wheel
-2.0,1.0,1.0,0.0,2.449489742783178,TV,10,color_wheel
0.0,2.0,1.0,-3.0,3.7416573867739413,VT,10,color_wheel
-4.0,1.0,4.0,-1.0,5.830951894845301,TV,11,color_wheel
4.0,-2.0,0.0,-2.0,4.898979485566356,VT,11,color_wheel
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,12,color_wheel
1.0,-2.0,1.0,0.0,2.449489742783178,VT,12,color_wheel
-2.0,2.0,1.0,-1.0,3.1622776601683795,TV,13,color_wheel
4.0,-1.0,-3.0,0.0,5.0990195135927845,VT,13,color_wheel
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,14,color_wheel
-1.0,3.0,-1.0,-1.0,3.4641016151377544,VT,14,color_wheel
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,15,color_wheel
-1.0,1.0,0.0,0.0,1.4142135623730951,VT,15,color_wheel
0.0,1.0,-1.0,0.0,1.4142135623730951,TV,16,color_wheel
-3.0,-2.0,3.0,2.0,5.0990195135927845,VT,16,color_wheel
-1.0,-3.0,1.0,3.0,4.47213595499958,TV,17,color_wheel
0.0,2.0,-1.0,-1.0,2.449489742783178,VT,17,color_wheel
1.0,0.0,-2.0,1.0,2.449489742783178,TV,18,color_wheel
-1.0,-1.0,5.0,-3.0,6.0,VT,18,color_wheel
0.0,-1.0,-1.0,2.0,2.449489742783178,TV,19,color_wheel
0.0,-1.0,-1.0,2.0,2.449489742783178,VT,19,color_wheel
2.0,-2.0,0.0,0.0,2.8284271247461903,TV,20,color_wheel
-1.0,2.0,1.0,-2.0,3.1622776601683795,VT,20,color_wheel
1.0,0.0,0.0,-1.0,1.4142135623730951,TV,21,color_wheel
0.0,-3.0,0.0,3.0,4.242640687119285,VT,21,color_wheel
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,22,color_wheel
1.0,1.0,2.0,-4.0,4.69041575982343,VT,22,color_wheel
-3.0,4.0,0.0,-1.0,5.0990195135927845,TV,23,color_wheel
2.0,-2.0,1.0,-1.0,3.1622776601683795,VT,23,color_wheel
-1.0,1.0,-1.0,1.0,2.0,TV,24,color_wheel
-1.0,0.0,-1.0,2.0,2.449489742783178,VT,24,color_wheel
-1.0,0.0,2.0,-1.0,2.449489742783178,TV,25,color_wheel
2.0,0.0,-3.0,1.0,3.7416573867739413,VT,25,color_wheel
-2.0,1.0,1.0,0.0,2.449489742783178,TV,26,color_wheel
0.0,0.0,1.0,-1.0,1.4142135623730951,VT,26,color_wheel
-2.0,-1.0,2.0,1.0,3.1622776601683795,TV,27,color_wheel
1.0,1.0,-2.0,0.0,2.449489742783178,VT,27,color_wheel
0.0,-1.0,1.0,0.0,1.4142135623730951,TV,28,color_wheel
-4.0,0.0,3.0,1.0,5.0990195135927845,VT,28,color_wheel
2.0,-3.0,3.0,-2.0,5.0990195135927845,TV,29,color_wheel
-1.0,1.0,0.0,0.0,1.4142135623730951,VT,29,color_wheel
-2.0,1.0,-2.0,3.0,4.242640687119285,TV,30,color_wheel
0.0,1.0,2.0,-3.0,3.7416573867739413,VT,30,color_wheel
-1.0,-2.0,0.0,3.0,3.7416573867739413,TV,31,color_wheel
-3.0,1.0,-1.0,3.0,4.47213595499958,VT,31,color_wheel
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,32,color_wheel
0.0,-1.0,2.0,-1.0,2.449489742783178,VT,32,color_wheel
0.0,2.0,-2.0,0.0,2.8284271247461903,TV,33,color_wheel
1.0,-1.0,-1.0,1.0,2.0,VT,33,color_wheel
-1.0,-1.0,1.0,1.0,2.0,TV,34,color_wheel
0.0,3.0,1.0,-4.0,5.0990195135927845,VT,34,color_wheel
-3.0,2.0,1.0,0.0,3.7416573867739413,TV,35,color_wheel
4.0,-1.0,-2.0,-1.0,4.69041575982343,VT,35,color_wheel
1.0,-1.0,0.0,0.0,1.4142135623730951,TV,36,color_wheel
-1.0,1.0,-1.0,1.0,2.0,VT,36,color_wheel
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,37,color_wheel
0.0,0.0,-1.0,1.0,1.4142135623730951,VT,37,color_wheel
0.0,0.0,0.0,0.0,0.0,TV,38,color_wheel
2.0,-1.0,1.0,-2.0,3.1622776601683795,VT,38,color_wheel
0.0,-2.0,2.0,0.0,2.8284271247461903,TV,39,color_wheel
1.0,0.0,-1.0,0.0,1.4142135623730951,VT,39,color_wheel
-1.0,1.0,-1.0,1.0,2.0,TV,40,color_wheel
-1.0,-1.0,3.0,-1.0,3.4641016151377544,VT,40,color_wheel
-1.0,2.0,-1.0,0.0,2.449489742783178,TV,41,color_wheel
1.0,1.0,-1.0,-1.0,2.0,VT,41,color_wheel
1.0,-2.0,2.0,-1.0,3.1622776601683795,TV,42,color_wheel
-2.0,1.0,0.0,1.0,2.449489742783178,VT,42,color_wheel
-1.0,1.0,0.0,0.0,1.4142135623730951,TV,43,color_wheel
0.0,0.0,0.0,0.0,0.0,VT,43,color_wheel
2.0,1.0,-2.0,-1.0,3.1622776601683795,TV,44,color_wheel
0.0,-2.0,3.0,-1.0,3.7416573867739413,VT,44,color_wheel
0.0,-2.0,1.0,1.0,2.449489742783178,TV,45,color_wheel
0.0,0.0,1.0,-1.0,1.4142135623730951,VT,45,color_wheel
-1.0,0.0,2.0,-1.0,2.449489742783178,TV,46,color_wheel
-2.0,0.0,0.0,2.0,2.8284271247461903,VT,46,color_wheel
-1.0,3.0,-1.0,-1.0,3.4641016151377544,TV,47,color_wheel
1.0,-1.0,1.0,-1.0,2.0,VT,47,color_wheel
1.0,0.0,-2.0,1.0,2.449489742783178,TV,0,coffee
0.0,-2.0,3.0,-1.0,3.7416573867739413,VT,0,coffee
-1.0,0.0,3.0,-2.0,3.7416573867739413,TV,1,coffee
-2.0,1.0,2.0,-1.0,3.1622776601683795,VT,1,coffee
-1.0,1.0,0.0,0.0,1.4142135623730951,TV,2,coffee
1.0,-1.0,0.0,0.0,1.4142135623730951,VT,2,coffee
0.0,2.0,-2.0,0.0,2.8284271247461903,TV,3,coffee
-1.0,-2.0,2.0,1.0,3.1622776601683795,VT,3,coffee
1.0,0.0,-1.0,0.0,1.4142135623730951,TV,4,coffee
-1.0,-3.0,0.0,4.0,5.0990195135927845,VT,4,coffee
1.0,0.0,-1.0,0.0,1.4142135623730951,TV,5,coffee
0.0,-3.0,2.0,1.0,3.7416573867739413,VT,5,coffee
3.0,0.0,-2.0,-1.0,3.7416573867739413,TV,6,coffee
-2.0,0.0,1.0,1.0,2.449489742783178,VT,6,coffee
-1.0,-2.0,2.0,1.0,3.1622776601683795,TV,7,coffee
1.0,2.0,-1.0,-2.0,3.1622776601683795,VT,7,coffee
1.0,-3.0,1.0,1.0,3.4641016151377544,TV,8,coffee
1.0,1.0,-2.0,0.0,2.449489742783178,VT,8,coffee
2.0,-1.0,0.0,-1.0,2.449489742783178,TV,9,coffee
-1.0,1.0,-1.0,1.0,2.0,VT,9,coffee
-1.0,0.0,2.0,-1.0,2.449489742783178,TV,10,coffee
0.0,4.0,-1.0,-3.0,5.0990195135927845,VT,10,coffee
-3.0,0.0,4.0,-1.0,5.0990195135927845,TV,11,coffee
3.0,1.0,-1.0,-3.0,4.47213595499958,VT,11,coffee
-1.0,1.0,0.0,0.0,1.4142135623730951,TV,12,coffee
-2.0,0.0,2.0,0.0,2.8284271247461903,VT,12,coffee
-1.0,2.0,0.0,-1.0,2.449489742783178,TV,13,coffee
2.0,0.0,-2.0,0.0,2.8284271247461903,VT,13,coffee
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,14,coffee
1.0,2.0,-1.0,-2.0,3.1622776601683795,VT,14,coffee
-2.0,2.0,-1.0,1.0,3.1622776601683795,TV,15,coffee
2.0,-1.0,0.0,-1.0,2.449489742783178,VT,15,coffee
2.0,0.0,-1.0,-1.0,2.449489742783178,TV,16,coffee
-3.0,-1.0,3.0,1.0,4.47213595499958,VT,16,coffee
-1.0,-2.0,1.0,2.0,3.1622776601683795,TV,17,coffee
1.0,3.0,-1.0,-3.0,4.47213595499958,VT,17,coffee
2.0,1.0,-3.0,0.0,3.7416573867739413,TV,18,coffee
-1.0,2.0,2.0,-3.0,4.242640687119285,VT,18,coffee
-1.0,-1.0,1.0,1.0,2.0,TV,19,coffee
1.0,1.0,-1.0,-1.0,2.0,VT,19,coffee
2.0,-3.0,1.0,0.0,3.7416573867739413,TV,20,coffee
0.0,1.0,-1.0,0.0,1.4142135623730951,VT,20,coffee
1.0,1.0,0.0,-2.0,2.449489742783178,TV,21,coffee
-1.0,0.0,0.0,1.0,1.4142135623730951,VT,21,coffee
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,22,coffee
-2.0,3.0,1.0,-2.0,4.242640687119285,VT,22,coffee
-3.0,3.0,1.0,-1.0,4.47213595499958,TV,23,coffee
4.0,-2.0,0.0,-2.0,4.898979485566356,VT,23,coffee
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,24,coffee
0.0,2.0,-1.0,-1.0,2.449489742783178,VT,24,coffee
-2.0,1.0,2.0,-1.0,3.1622776601683795,TV,25,coffee
2.0,-1.0,-1.0,0.0,2.449489742783178,VT,25,coffee
-3.0,1.0,2.0,0.0,3.7416573867739413,TV,26,coffee
1.0,-2.0,2.0,-1.0,3.1622776601683795,VT,26,coffee
-2.0,-2.0,2.0,2.0,4.0,TV,27,coffee
1.0,-2.0,-1.0,2.0,3.1622776601683795,VT,27,coffee
0.0,-1.0,1.0,0.0,1.4142135623730951,TV,28,coffee
-3.0,0.0,3.0,0.0,4.242640687119285,VT,28,coffee
2.0,-3.0,3.0,-2.0,5.0990195135927845,TV,29,coffee
0.0,1.0,0.0,-1.0,1.4142135623730951,VT,29,coffee
-2.0,1.0,-1.0,2.0,3.1622776601683795,TV,30,coffee
1.0,2.0,0.0,-3.0,3.7416573867739413,VT,30,coffee
-1.0,-3.0,1.0,3.0,4.47213595499958,TV,31,coffee
1.0,0.0,-3.0,2.0,3.7416573867739413,VT,31,coffee
0.0,-1.0,-1.0,2.0,2.449489742783178,TV,32,coffee
0.0,-1.0,0.0,1.0,1.4142135623730951,VT,32,coffee
1.0,1.0,-2.0,0.0,2.449489742783178,TV,33,coffee
-1.0,1.0,-1.0,1.0,2.0,VT,33,coffee
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,34,coffee
1.0,1.0,1.0,-3.0,3.4641016151377544,VT,34,coffee
-3.0,2.0,1.0,0.0,3.7416573867739413,TV,35,coffee
4.0,1.0,-3.0,-2.0,5.477225575051661,VT,35,coffee
1.0,-2.0,0.0,1.0,2.449489742783178,TV,36,coffee
-2.0,2.0,-1.0,1.0,3.1622776601683795,VT,36,coffee
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,37,coffee
2.0,-2.0,-1.0,1.0,3.1622776601683795,VT,37,coffee
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,38,coffee
2.0,-1.0,0.0,-1.0,2.449489742783178,VT,38,coffee
1.0,-3.0,2.0,0.0,3.7416573867739413,TV,39,coffee
3.0,-1.0,-1.0,-1.0,3.4641016151377544,VT,39,coffee
-1.0,0.0,2.0,-1.0,2.449489742783178,TV,40,coffee
-2.0,-1.0,3.0,0.0,3.7416573867739413,VT,40,coffee
2.0,0.0,-2.0,0.0,2.8284271247461903,TV,41,coffee
-1.0,1.0,0.0,0.0,1.4142135623730951,VT,41,coffee
0.0,-1.0,2.0,-1.0,2.449489742783178,TV,42,coffee
-3.0,2.0,1.0,0.0,3.7416573867739413,VT,42,coffee
0.0,1.0,-1.0,0.0,1.4142135623730951,TV,43,coffee
-1.0,0.0,3.0,-2.0,3.7416573867739413,VT,43,coffee
2.0,1.0,-2.0,-1.0,3.1622776601683795,TV,44,coffee
-2.0,-1.0,3.0,0.0,3.7416573867739413,VT,44,coffee
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,45,coffee
0.0,1.0,0.0,-1.0,1.4142135623730951,VT,45,coffee
-1.0,0.0,2.0,-1.0,2.449489742783178,TV,46,coffee
-3.0,1.0,-1.0,3.0,4.47213595499958,VT,46,coffee
0.0,2.0,-1.0,-1.0,2.449489742783178,TV,47,coffee
-2.0,0.0,2.0,0.0,2.8284271247461903,VT,47,coffee
1.0,-1.0,-1.0,1.0,2.0,TV,0,moon
1.0,-3.0,2.0,0.0,3.7416573867739413,VT,0,moon
-1.0,3.0,2.0,-4.0,5.477225575051661,TV,1,moon
-1.0,2.0,-1.0,0.0,2.449489742783178,VT,1,moon
-1.0,0.0,1.0,0.0,1.4142135623730951,TV,2,moon
-1.0,-2.0,0.0,3.0,3.7416573867739413,VT,2,moon
2.0,2.0,-4.0,0.0,4.898979485566356,TV,3,moon
-2.0,-1.0,0.0,3.0,3.7416573867739413,VT,3,moon
0.0,-1.0,1.0,0.0,1.4142135623730951,TV,4,moon
-2.0,0.0,2.0,0.0,2.8284271247461903,VT,4,moon
1.0,0.0,-1.0,0.0,1.4142135623730951,TV,5,moon
-1.0,2.0,-1.0,0.0,2.449489742783178,VT,5,moon
1.0,2.0,-2.0,-1.0,3.1622776601683795,TV,6,moon
-2.0,1.0,0.0,1.0,2.449489742783178,VT,6,moon
-1.0,-1.0,1.0,1.0,2.0,TV,7,moon
1.0,1.0,-1.0,-1.0,2.0,VT,7,moon
2.0,-2.0,0.0,0.0,2.8284271247461903,TV,8,moon
1.0,1.0,0.0,-2.0,2.449489742783178,VT,8,moon
1.0,-1.0,1.0,-1.0,2.0,TV,9,moon
1.0,-1.0,0.0,0.0,1.4142135623730951,VT,9,moon
-1.0,1.0,1.0,-1.0,2.0,TV,10,moon
-1.0,4.0,-1.0,-2.0,4.69041575982343,VT,10,moon
-3.0,1.0,3.0,-1.0,4.47213595499958,TV,11,moon
4.0,0.0,-3.0,-1.0,5.0990195135927845,VT,11,moon
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,12,moon
-1.0,2.0,-1.0,0.0,2.449489742783178,VT,12,moon
-2.0,3.0,0.0,-1.0,3.7416573867739413,TV,13,moon
3.0,-2.0,-2.0,1.0,4.242640687119285,VT,13,moon
-2.0,2.0,1.0,-1.0,3.1622776601683795,TV,14,moon
1.0,2.0,1.0,-4.0,4.69041575982343,VT,14,moon
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,15,moon
1.0,1.0,-1.0,-1.0,2.0,VT,15,moon
1.0,0.0,0.0,-1.0,1.4142135623730951,TV,16,moon
-3.0,0.0,3.0,0.0,4.242640687119285,VT,16,moon
0.0,-4.0,2.0,2.0,4.898979485566356,TV,17,moon
-1.0,2.0,2.0,-3.0,4.242640687119285,VT,17,moon
2.0,-1.0,-2.0,1.0,3.1622776601683795,TV,18,moon
0.0,-1.0,2.0,-1.0,2.449489742783178,VT,18,moon
-1.0,-1.0,1.0,1.0,2.0,TV,19,moon
1.0,0.0,-2.0,1.0,2.449489742783178,VT,19,moon
2.0,-2.0,0.0,0.0,2.8284271247461903,TV,20,moon
-1.0,2.0,1.0,-2.0,3.1622776601683795,VT,20,moon
1.0,1.0,0.0,-2.0,2.449489742783178,TV,21,moon
2.0,-2.0,-1.0,1.0,3.1622776601683795,VT,21,moon
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,22,moon
-1.0,2.0,1.0,-2.0,3.1622776601683795,VT,22,moon
-3.0,3.0,0.0,0.0,4.242640687119285,TV,23,moon
3.0,-1.0,0.0,-2.0,3.7416573867739413,VT,23,moon
-1.0,1.0,-1.0,1.0,2.0,TV,24,moon
0.0,3.0,-2.0,-1.0,3.7416573867739413,VT,24,moon
-1.0,1.0,1.0,-1.0,2.0,TV,25,moon
2.0,-1.0,-2.0,1.0,3.1622776601683795,VT,25,moon
-3.0,1.0,2.0,0.0,3.7416573867739413,TV,26,moon
1.0,0.0,0.0,-1.0,1.4142135623730951,VT,26,moon
-2.0,-2.0,2.0,2.0,4.0,TV,27,moon
1.0,0.0,-2.0,1.0,2.449489742783178,VT,27,moon
0.0,-1.0,2.0,-1.0,2.449489742783178,TV,28,moon
-2.0,1.0,2.0,-1.0,3.1622776601683795,VT,28,moon
1.0,-3.0,4.0,-2.0,5.477225575051661,TV,29,moon
-1.0,3.0,-2.0,0.0,3.7416573867739413,VT,29,moon
-2.0,0.0,0.0,2.0,2.8284271247461903,TV,30,moon
0.0,3.0,0.0,-3.0,4.242640687119285,VT,30,moon
-1.0,-1.0,1.0,1.0,2.0,TV,31,moon
1.0,-1.0,-1.0,1.0,2.0,VT,31,moon
0.0,-1.0,-1.0,2.0,2.449489742783178,TV,32,moon
1.0,-1.0,2.0,-2.0,3.1622776601683795,VT,32,moon
1.0,1.0,-2.0,0.0,2.449489742783178,TV,33,moon
0.0,-1.0,-1.0,2.0,2.449489742783178,VT,33,moon
-1.0,1.0,0.0,0.0,1.4142135623730951,TV,34,moon
0.0,3.0,1.0,-4.0,5.0990195135927845,VT,34,moon
-3.0,2.0,0.0,1.0,3.7416573867739413,TV,35,moon
5.0,-1.0,-3.0,-1.0,6.0,VT,35,moon
1.0,-2.0,-1.0,2.0,3.1622776601683795,TV,36,moon
-1.0,2.0,-2.0,1.0,3.1622776601683795,VT,36,moon
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,37,moon
1.0,0.0,-1.0,0.0,1.4142135623730951,VT,37,moon
-1.0,0.0,1.0,0.0,1.4142135623730951,TV,38,moon
2.0,-1.0,1.0,-2.0,3.1622776601683795,VT,38,moon
1.0,-3.0,2.0,0.0,3.7416573867739413,TV,39,moon
3.0,-1.0,-1.0,-1.0,3.4641016151377544,VT,39,moon
-2.0,1.0,0.0,1.0,2.449489742783178,TV,40,moon
-1.0,-1.0,3.0,-1.0,3.4641016151377544,VT,40,moon
1.0,1.0,-2.0,0.0,2.449489742783178,TV,41,moon
-3.0,2.0,1.0,0.0,3.7416573867739413,VT,41,moon
0.0,0.0,1.0,-1.0,1.4142135623730951,TV,42,moon
-2.0,1.0,1.0,0.0,2.449489742783178,VT,42,moon
0.0,1.0,0.0,-1.0,1.4142135623730951,TV,43,moon
0.0,1.0,1.0,-2.0,2.449489742783178,VT,43,moon
2.0,1.0,-2.0,-1.0,3.1622776601683795,TV,44,moon
-1.0,-1.0,3.0,-1.0,3.4641016151377544,VT,44,moon
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,45,moon
0.0,2.0,0.0,-2.0,2.8284271247461903,VT,45,moon
-1.0,0.0,2.0,-1.0,2.449489742783178,TV,46,moon
0.0,0.0,-2.0,2.0,2.8284271247461903,VT,46,moon
-1.0,1.0,-1.0,1.0,2.0,TV,47,moon
0.0,-1.0,1.0,0.0,1.4142135623730951,VT,47,moon
2.0,-2.0,-2.0,2.0,4.0,TV,0,camera
1.0,-4.0,3.0,0.0,5.0990195135927845,VT,0,camera
-1.0,1.0,1.0,-1.0,2.0,TV,1,camera
-2.0,1.0,1.0,0.0,2.449489742783178,VT,1,camera
0.0,0.0,0.0,0.0,0.0,TV,2,camera
-1.0,0.0,0.0,1.0,1.4142135623730951,VT,2,camera
1.0,2.0,-3.0,0.0,3.7416573867739413,TV,3,camera
-1.0,0.0,1.0,0.0,1.4142135623730951,VT,3,camera
1.0,-1.0,-1.0,1.0,2.0,TV,4,camera
-2.0,-2.0,2.0,2.0,4.0,VT,4,camera
1.0,-1.0,0.0,0.0,1.4142135623730951,TV,5,camera
-1.0,-1.0,2.0,0.0,2.449489742783178,VT,5,camera
2.0,-1.0,-2.0,1.0,3.1622776601683795,TV,6,camera
-2.0,2.0,1.0,-1.0,3.1622776601683795,VT,6,camera
-1.0,-1.0,2.0,0.0,2.449489742783178,TV,7,camera
0.0,1.0,0.0,-1.0,1.4142135623730951,VT,7,camera
2.0,-2.0,0.0,0.0,2.8284271247461903,TV,8,camera
0.0,1.0,0.0,-1.0,1.4142135623730951,VT,8,camera
1.0,-2.0,1.0,0.0,2.449489742783178,TV,9,camera
1.0,-1.0,0.0,0.0,1.4142135623730951,VT,9,camera
-1.0,0.0,2.0,-1.0,2.449489742783178,TV,10,camera
0.0,3.0,1.0,-4.0,5.0990195135927845,VT,10,camera
-2.0,0.0,3.0,-1.0,3.7416573867739413,TV,11,camera
4.0,1.0,-5.0,0.0,6.48074069840786,VT,11,camera
-1.0,0.0,1.0,0.0,1.4142135623730951,TV,12,camera
-1.0,1.0,-2.0,2.0,3.1622776601683795,VT,12,camera
-1.0,2.0,0.0,-1.0,2.449489742783178,TV,13,camera
3.0,-2.0,-2.0,1.0,4.242640687119285,VT,13,camera
-2.0,2.0,1.0,-1.0,3.1622776601683795,TV,14,camera
1.0,2.0,0.0,-3.0,3.7416573867739413,VT,14,camera
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,15,camera
2.0,0.0,-1.0,-1.0,2.449489742783178,VT,15,camera
1.0,0.0,-1.0,0.0,1.4142135623730951,TV,16,camera
-2.0,-3.0,3.0,2.0,5.0990195135927845,VT,16,camera
0.0,-3.0,1.0,2.0,3.7416573867739413,TV,17,camera
-1.0,4.0,-1.0,-2.0,4.69041575982343,VT,17,camera
2.0,0.0,-3.0,1.0,3.7416573867739413,TV,18,camera
-1.0,2.0,1.0,-2.0,3.1622776601683795,VT,18,camera
-1.0,-2.0,1.0,2.0,3.1622776601683795,TV,19,camera
-2.0,0.0,-1.0,3.0,3.7416573867739413,VT,19,camera
2.0,-1.0,0.0,-1.0,2.449489742783178,TV,20,camera
1.0,3.0,-1.0,-3.0,4.47213595499958,VT,20,camera
1.0,1.0,0.0,-2.0,2.449489742783178,TV,21,camera
-1.0,-1.0,1.0,1.0,2.0,VT,21,camera
-2.0,0.0,0.0,2.0,2.8284271247461903,TV,22,camera
-1.0,3.0,1.0,-3.0,4.47213595499958,VT,22,camera
-2.0,3.0,0.0,-1.0,3.7416573867739413,TV,23,camera
4.0,-2.0,-3.0,1.0,5.477225575051661,VT,23,camera
-1.0,1.0,-1.0,1.0,2.0,TV,24,camera
-2.0,2.0,-1.0,1.0,3.1622776601683795,VT,24,camera
-2.0,1.0,2.0,-1.0,3.1622776601683795,TV,25,camera
2.0,-2.0,-2.0,2.0,4.0,VT,25,camera
-3.0,1.0,2.0,0.0,3.7416573867739413,TV,26,camera
1.0,-1.0,1.0,-1.0,2.0,VT,26,camera
-2.0,-2.0,2.0,2.0,4.0,TV,27,camera
1.0,0.0,-1.0,0.0,1.4142135623730951,VT,27,camera
0.0,-1.0,1.0,0.0,1.4142135623730951,TV,28,camera
-1.0,-1.0,2.0,0.0,2.449489742783178,VT,28,camera
2.0,-3.0,3.0,-2.0,5.0990195135927845,TV,29,camera
0.0,1.0,0.0,-1.0,1.4142135623730951,VT,29,camera
-2.0,1.0,-1.0,2.0,3.1622776601683795,TV,30,camera
1.0,-1.0,2.0,-2.0,3.1622776601683795,VT,30,camera
-1.0,-2.0,0.0,3.0,3.7416573867739413,TV,31,camera
0.0,1.0,-3.0,2.0,3.7416573867739413,VT,31,camera
0.0,-1.0,-1.0,2.0,2.449489742783178,TV,32,camera
0.0,1.0,-1.0,0.0,1.4142135623730951,VT,32,camera
1.0,1.0,-2.0,0.0,2.449489742783178,TV,33,camera
-1.0,1.0,1.0,-1.0,2.0,VT,33,camera
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,34,camera
-1.0,2.0,2.0,-3.0,4.242640687119285,VT,34,camera
-3.0,2.0,0.0,1.0,3.7416573867739413,TV,35,camera
4.0,-2.0,-3.0,1.0,5.477225575051661,VT,35,camera
1.0,-2.0,0.0,1.0,2.449489742783178,TV,36,camera
-1.0,2.0,-1.0,0.0,2.449489742783178,VT,36,camera
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,37,camera
2.0,-1.0,-2.0,1.0,3.1622776601683795,VT,37,camera
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,38,camera
2.0,-2.0,1.0,-1.0,3.1622776601683795,VT,38,camera
0.0,-2.0,2.0,0.0,2.8284271247461903,TV,39,camera
2.0,-1.0,0.0,-1.0,2.449489742783178,VT,39,camera
-1.0,0.0,1.0,0.0,1.4142135623730951,TV,40,camera
-1.0,-2.0,4.0,-1.0,4.69041575982343,VT,40,camera
1.0,1.0,-2.0,0.0,2.449489742783178,TV,41,camera
-1.0,1.0,1.0,-1.0,2.0,VT,41,camera
0.0,-2.0,3.0,-1.0,3.7416573867739413,TV,42,camera
-2.0,0.0,2.0,0.0,2.8284271247461903,VT,42,camera
0.0,1.0,-1.0,0.0,1.4142135623730951,TV,43,camera
1.0,-1.0,2.0,-2.0,3.1622776601683795,VT,43,camera
2.0,1.0,-2.0,-1.0,3.1622776601683795,TV,44,camera
-1.0,0.0,3.0,-2.0,3.7416573867739413,VT,44,camera
-1.0,-1.0,0.0,2.0,2.449489742783178,TV,45,camera
0.0,2.0,0.0,-2.0,2.8284271247461903,VT,45,camera
-2.0,0.0,3.0,-1.0,3.7416573867739413,TV,46,camera
-1.0,1.0,-2.0,2.0,3.1622776601683795,VT,46,camera
0.0,1.0,-1.0,0.0,1.4142135623730951,TV,47,camera
0.0,-2.0,1.0,1.0,2.449489742783178,VT,47,camera
5.0,-3.0,-3.0,1.0,6.6332495807108,TV,0,histology
1.0,-2.0,2.0,-1.0,3.1622776601683795,VT,0,histology
0.0,2.0,1.0,-3.0,3.7416573867739413,TV,1,histology
-4.0,2.0,2.0,0.0,4.898979485566356,VT,1,histology
0.0,1.0,0.0,-1.0,1.4142135623730951,TV,2,histology
0.0,-1.0,-1.0,2.0,2.449489742783178,VT,2,histology
1.0,2.0,-3.0,0.0,3.7416573867739413,TV,3,histology
-3.0,-1.0,3.0,1.0,4.47213595499958,VT,3,histology
2.0,-2.0,1.0,-1.0,3.1622776601683795,TV,4,histology
-1.0,0.0,0.0,1.0,1.4142135623730951,VT,4,histology
1.0,0.0,-1.0,0.0,1.4142135623730951,TV,5,histology
-2.0,0.0,1.0,1.0,2.449489742783178,VT,5,histology
2.0,-1.0,-2.0,1.0,3.1622776601683795,TV,6,histology
-2.0,1.0,-1.0,2.0,3.1622776601683795,VT,6,histology
0.0,-2.0,1.0,1.0,2.449489742783178,TV,7,histology
-2.0,2.0,0.0,0.0,2.8284271247461903,VT,7,histology
2.0,-2.0,0.0,0.0,2.8284271247461903,TV,8,histology
0.0,1.0,1.0,-2.0,2.449489742783178,VT,8,histology
3.0,-2.0,1.0,-2.0,4.242640687119285,TV,9,histology
1.0,0.0,0.0,-1.0,1.4142135623730951,VT,9,histology
-2.0,0.0,2.0,0.0,2.8284271247461903,TV,10,histology
0.0,3.0,-1.0,-2.0,3.7416573867739413,VT,10,histology
-3.0,0.0,4.0,-1.0,5.0990195135927845,TV,11,histology
4.0,0.0,-2.0,-2.0,4.898979485566356,VT,11,histology
0.0,0.0,0.0,0.0,0.0,TV,12,histology
-1.0,1.0,0.0,0.0,1.4142135623730951,VT,12,histology
-1.0,2.0,0.0,-1.0,2.449489742783178,TV,13,histology
2.0,-1.0,-2.0,1.0,3.1622776601683795,VT,13,histology
-2.0,2.0,2.0,-2.0,4.0,TV,14,histology
-1.0,3.0,1.0,-3.0,4.47213595499958,VT,14,histology
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,15,histology
-1.0,1.0,1.0,-1.0,2.0,VT,15,histology
2.0,0.0,-1.0,-1.0,2.449489742783178,TV,16,histology
-4.0,-1.0,4.0,1.0,5.830951894845301,VT,16,histology
0.0,-4.0,2.0,2.0,4.898979485566356,TV,17,histology
