dR0,dR1,dR2,dR3,delta_l2,direction,layer,request_id
0.0,3.0,-1.0,-2.0,3.7416573867739413,VT,17,histology
1.0,0.0,-2.0,1.0,2.449489742783178,TV,18,histology
-2.0,0.0,3.0,-1.0,3.7416573867739413,VT,18,histology
-1.0,-1.0,0.0,2.0,2.449489742783178,TV,19,histology
-3.0,0.0,0.0,3.0,4.242640687119285,VT,19,histology
2.0,-1.0,0.0,-1.0,2.449489742783178,TV,20,histology
-1.0,1.0,1.0,-1.0,2.0,VT,20,histology
2.0,1.0,-1.0,-2.0,3.1622776601683795,TV,21,histology
1.0,-3.0,1.0,1.0,3.4641016151377544,VT,21,histology
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,22,histology
1.0,2.0,1.0,-4.0,4.69041575982343,VT,22,histology
-3.0,3.0,1.0,-1.0,4.47213595499958,TV,23,histology
5.0,-2.0,-1.0,-2.0,5.830951894845301,VT,23,histology
-1.0,1.0,-1.0,1.0,2.0,TV,24,histology
0.0,2.0,-2.0,0.0,2.8284271247461903,VT,24,histology
-1.0,1.0,1.0,-1.0,2.0,TV,25,histology
2.0,-1.0,-2.0,1.0,3.1622776601683795,VT,25,histology
-2.0,1.0,1.0,0.0,2.449489742783178,TV,26,histology
1.0,-1.0,0.0,0.0,1.4142135623730951,VT,26,histology
-2.0,-2.0,2.0,2.0,4.0,TV,27,histology
0.0,0.0,0.0,0.0,0.0,VT,27,histology
0.0,-1.0,1.0,0.0,1.4142135623730951,TV,28,histology
-3.0,0.0,2.0,1.0,3.7416573867739413,VT,28,histology
1.0,-3.0,4.0,-2.0,5.477225575051661,TV,29,histology
-2.0,2.0,0.0,0.0,2.8284271247461903,VT,29,histology
-2.0,0.0,0.0,2.0,2.8284271247461903,TV,30,histology
0.0,1.0,1.0,-2.0,2.449489742783178,VT,30,histology
-1.0,-1.0,0.0,2.0,2.449489742783178,TV,31,histology
-1.0,0.0,0.0,1.0,1.4142135623730951,VT,31,histology
0.0,-1.0,-1.0,2.0,2.449489742783178,TV,32,histology
0.0,-2.0,2.0,0.0,2.8284271247461903,VT,32,histology
1.0,1.0,-2.0,0.0,2.449489742783178,TV,33,histology
1.0,-1.0,-1.0,1.0,2.0,VT,33,histology
-1.0,1.0,0.0,0.0,1.4142135623730951,TV,34,histology
0.0,3.0,1.0,-4.0,5.0990195135927845,VT,34,histology
-3.0,3.0,0.0,0.0,4.242640687119285,TV,35,histology
4.0,-1.0,-3.0,0.0,5.0990195135927845,VT,35,histology
0.0,-1.0,-1.0,2.0,2.449489742783178,TV,36,histology
0.0,2.0,-2.0,0.0,2.8284271247461903,VT,36,histology
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,37,histology
2.0,-1.0,-1.0,0.0,2.449489742783178,VT,37,histology
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,38,histology
2.0,-1.0,1.0,-2.0,3.1622776601683795,VT,38,histology
0.0,-2.0,2.0,0.0,2.8284271247461903,TV,39,histology
2.0,0.0,-1.0,-1.0,2.449489742783178,VT,39,histology
-2.0,0.0,2.0,0.0,2.8284271247461903,TV,40,histology
-1.0,-1.0,3.0,-1.0,3.4641016151377544,VT,40,histology
0.0,1.0,-1.0,0.0,1.4142135623730951,TV,41,histology
-3.0,1.0,2.0,0.0,3.7416573867739413,VT,41,histology
0.0,-1.0,2.0,-1.0,2.449489742783178,TV,42,histology
-2.0,0.0,1.0,1.0,2.449489742783178,VT,42,histology
-1.0,1.0,-1.0,1.0,2.0,TV,43,histology
0.0,0.0,1.0,-1.0,1.4142135623730951,VT,43,histology
2.0,0.0,-1.0,-1.0,2.449489742783178,TV,44,histology
-2.0,1.0,3.0,-2.0,4.242640687119285,VT,44,histology
-1.0,-1.0,0.0,2.0,2.449489742783178,TV,45,histology
1.0,2.0,0.0,-3.0,3.7416573867739413,VT,45,histology
-2.0,0.0,3.0,-1.0,3.7416573867739413,TV,46,histology
0.0,1.0,-2.0,1.0,2.449489742783178,VT,46,histology
-1.0,2.0,-1.0,0.0,2.449489742783178,TV,47,histology
0.0,-1.0,1.0,0.0,1.4142135623730951,VT,47,histology
2.0,-1.0,0.0,-1.0,2.449489742783178,TV,0,grass
1.0,-1.0,3.0,-3.0,4.47213595499958,VT,0,grass
-1.0,3.0,0.0,-2.0,3.7416573867739413,TV,1,grass
-2.0,0.0,1.0,1.0,2.449489742783178,VT,1,grass
-1.0,1.0,1.0,-1.0,2.0,TV,2,grass
0.0,-3.0,1.0,2.0,3.7416573867739413,VT,2,grass
1.0,2.0,-2.0,-1.0,3.1622776601683795,TV,3,grass
-3.0,0.0,2.0,1.0,3.7416573867739413,VT,3,grass
2.0,-1.0,-1.0,0.0,2.449489742783178,TV,4,grass
0.0,-1.0,1.0,0.0,1.4142135623730951,VT,4,grass
1.0,-1.0,-1.0,1.0,2.0,TV,5,grass
0.0,-1.0,0.0,1.0,1.4142135623730951,VT,5,grass
1.0,1.0,-2.0,0.0,2.449489742783178,TV,6,grass
-2.0,0.0,2.0,0.0,2.8284271247461903,VT,6,grass
-1.0,-1.0,2.0,0.0,2.449489742783178,TV,7,grass
0.0,0.0,-1.0,1.0,1.4142135623730951,VT,7,grass
1.0,-2.0,0.0,1.0,2.449489742783178,TV,8,grass
1.0,1.0,0.0,-2.0,2.449489742783178,VT,8,grass
2.0,-1.0,0.0,-1.0,2.449489742783178,TV,9,grass
2.0,-1.0,-1.0,0.0,2.449489742783178,VT,9,grass
-1.0,0.0,2.0,-1.0,2.449489742783178,TV,10,grass
0.0,4.0,0.0,-4.0,5.656854249492381,VT,10,grass
-4.0,1.0,4.0,-1.0,5.830951894845301,TV,11,grass
2.0,2.0,-3.0,-1.0,4.242640687119285,VT,11,grass
-1.0,1.0,0.0,0.0,1.4142135623730951,TV,12,grass
-1.0,1.0,-1.0,1.0,2.0,VT,12,grass
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,13,grass
3.0,-1.0,-2.0,0.0,3.7416573867739413,VT,13,grass
-1.0,2.0,0.0,-1.0,2.449489742783178,TV,14,grass
2.0,2.0,-2.0,-2.0,4.0,VT,14,grass
-1.0,0.0,-1.0,2.0,2.449489742783178,TV,15,grass
1.0,1.0,-1.0,-1.0,2.0,VT,15,grass
1.0,0.0,-1.0,0.0,1.4142135623730951,TV,16,grass
-3.0,-2.0,3.0,2.0,5.0990195135927845,VT,16,grass
0.0,-3.0,1.0,2.0,3.7416573867739413,TV,17,grass
0.0,1.0,1.0,-2.0,2.449489742783178,VT,17,grass
2.0,-1.0,-2.0,1.0,3.1622776601683795,TV,18,grass
-1.0,-1.0,3.0,-1.0,3.4641016151377544,VT,18,grass
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,19,grass
-1.0,0.0,-1.0,2.0,2.449489742783178,VT,19,grass
2.0,-2.0,0.0,0.0,2.8284271247461903,TV,20,grass
0.0,1.0,2.0,-3.0,3.7416573867739413,VT,20,grass
2.0,1.0,-1.0,-2.0,3.1622776601683795,TV,21,grass
0.0,-2.0,0.0,2.0,2.8284271247461903,VT,21,grass
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,22,grass
0.0,2.0,1.0,-3.0,3.7416573867739413,VT,22,grass
-2.0,3.0,0.0,-1.0,3.7416573867739413,TV,23,grass
4.0,-3.0,0.0,-1.0,5.0990195135927845,VT,23,grass
-1.0,1.0,-1.0,1.0,2.0,TV,24,grass
0.0,2.0,-3.0,1.0,3.7416573867739413,VT,24,grass
-1.0,2.0,0.0,-1.0,2.449489742783178,TV,25,grass
2.0,-1.0,-2.0,1.0,3.1622776601683795,VT,25,grass
-3.0,1.0,2.0,0.0,3.7416573867739413,TV,26,grass
1.0,-1.0,1.0,-1.0,2.0,VT,26,grass
-1.0,-2.0,2.0,1.0,3.1622776601683795,TV,27,grass
1.0,1.0,-2.0,0.0,2.449489742783178,VT,27,grass
0.0,-1.0,2.0,-1.0,2.449489742783178,TV,28,grass
-2.0,0.0,3.0,-1.0,3.7416573867739413,VT,28,grass
2.0,-3.0,3.0,-2.0,5.0990195135927845,TV,29,grass
-1.0,0.0,0.0,1.0,1.4142135623730951,VT,29,grass
-2.0,0.0,-1.0,3.0,3.7416573867739413,TV,30,grass
0.0,0.0,2.0,-2.0,2.8284271247461903,VT,30,grass
-1.0,-1.0,-1.0,3.0,3.4641016151377544,TV,31,grass
0.0,0.0,-1.0,1.0,1.4142135623730951,VT,31,grass
0.0,-1.0,0.0,1.0,1.4142135623730951,TV,32,grass
2.0,-2.0,1.0,-1.0,3.1622776601683795,VT,32,grass
1.0,1.0,-2.0,0.0,2.449489742783178,TV,33,grass
0.0,-1.0,1.0,0.0,1.4142135623730951,VT,33,grass
-1.0,1.0,0.0,0.0,1.4142135623730951,TV,34,grass
0.0,3.0,1.0,-4.0,5.0990195135927845,VT,34,grass
-3.0,3.0,0.0,0.0,4.242640687119285,TV,35,grass
3.0,0.0,-3.0,0.0,4.242640687119285,VT,35,grass
0.0,-1.0,-1.0,2.0,2.449489742783178,TV,36,grass
-2.0,3.0,-2.0,1.0,4.242640687119285,VT,36,grass
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,37,grass
1.0,0.0,-1.0,0.0,1.4142135623730951,VT,37,grass
-1.0,0.0,1.0,0.0,1.4142135623730951,TV,38,grass
1.0,-1.0,1.0,-1.0,2.0,VT,38,grass
0.0,-2.0,2.0,0.0,2.8284271247461903,TV,39,grass
2.0,0.0,-1.0,-1.0,2.449489742783178,VT,39,grass
-2.0,1.0,1.0,0.0,2.449489742783178,TV,40,grass
-1.0,-1.0,2.0,0.0,2.449489742783178,VT,40,grass
1.0,1.0,-2.0,0.0,2.449489742783178,TV,41,grass
-2.0,1.0,1.0,0.0,2.449489742783178,VT,41,grass
0.0,-2.0,3.0,-1.0,3.7416573867739413,TV,42,grass
-1.0,-1.0,1.0,1.0,2.0,VT,42,grass
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,43,grass
1.0,1.0,0.0,-2.0,2.449489742783178,VT,43,grass
2.0,0.0,-1.0,-1.0,2.449489742783178,TV,44,grass
-2.0,-1.0,3.0,0.0,3.7416573867739413,VT,44,grass
-1.0,-1.0,0.0,2.0,2.449489742783178,TV,45,grass
0.0,1.0,1.0,-2.0,2.449489742783178,VT,45,grass
0.0,0.0,1.0,-1.0,1.4142135623730951,TV,46,grass
0.0,0.0,-2.0,2.0,2.8284271247461903,VT,46,grass
-1.0,2.0,-1.0,0.0,2.449489742783178,TV,47,grass
-1.0,-1.0,1.0,1.0,2.0,VT,47,grass
0.0,2.0,-2.0,0.0,2.8284271247461903,TV,0,brick
1.0,-3.0,2.0,0.0,3.7416573867739413,VT,0,brick
-1.0,3.0,1.0,-3.0,4.47213595499958,TV,1,brick
-2.0,0.0,1.0,1.0,2.449489742783178,VT,1,brick
0.0,0.0,1.0,-1.0,1.4142135623730951,TV,2,brick
-2.0,-2.0,1.0,3.0,4.242640687119285,VT,2,brick
0.0,3.0,-3.0,0.0,4.242640687119285,TV,3,brick
-1.0,-1.0,2.0,0.0,2.449489742783178,VT,3,brick
1.0,-1.0,0.0,0.0,1.4142135623730951,TV,4,brick
0.0,0.0,-1.0,1.0,1.4142135623730951,VT,4,brick
0.0,-1.0,0.0,1.0,1.4142135623730951,TV,5,brick
-1.0,-2.0,2.0,1.0,3.1622776601683795,VT,5,brick
1.0,2.0,-2.0,-1.0,3.1622776601683795,TV,6,brick
-1.0,1.0,-1.0,1.0,2.0,VT,6,brick
-1.0,-1.0,1.0,1.0,2.0,TV,7,brick
-2.0,3.0,0.0,-1.0,3.7416573867739413,VT,7,brick
2.0,-2.0,0.0,0.0,2.8284271247461903,TV,8,brick
0.0,1.0,1.0,-2.0,2.449489742783178,VT,8,brick
1.0,-2.0,2.0,-1.0,3.1622776601683795,TV,9,brick
2.0,-2.0,1.0,-1.0,3.1622776601683795,VT,9,brick
-2.0,1.0,2.0,-1.0,3.1622776601683795,TV,10,brick
-1.0,2.0,0.0,-1.0,2.449489742783178,VT,10,brick
-3.0,1.0,3.0,-1.0,4.47213595499958,TV,11,brick
4.0,1.0,-4.0,-1.0,5.830951894845301,VT,11,brick
0.0,0.0,0.0,0.0,0.0,TV,12,brick
-1.0,1.0,-1.0,1.0,2.0,VT,12,brick
-1.0,2.0,0.0,-1.0,2.449489742783178,TV,13,brick
3.0,-1.0,-3.0,1.0,4.47213595499958,VT,13,brick
-2.0,3.0,0.0,-1.0,3.7416573867739413,TV,14,brick
2.0,2.0,-1.0,-3.0,4.242640687119285,VT,14,brick
-1.0,0.0,-1.0,2.0,2.449489742783178,TV,15,brick
1.0,1.0,-2.0,0.0,2.449489742783178,VT,15,brick
2.0,0.0,-2.0,0.0,2.8284271247461903,TV,16,brick
-3.0,-1.0,3.0,1.0,4.47213595499958,VT,16,brick
0.0,-4.0,2.0,2.0,4.898979485566356,TV,17,brick
-1.0,3.0,0.0,-2.0,3.7416573867739413,VT,17,brick
1.0,-1.0,-1.0,1.0,2.0,TV,18,brick
-2.0,1.0,1.0,0.0,2.449489742783178,VT,18,brick
-1.0,0.0,1.0,0.0,1.4142135623730951,TV,19,brick
-2.0,1.0,-1.0,2.0,3.1622776601683795,VT,19,brick
2.0,-1.0,-1.0,0.0,2.449489742783178,TV,20,brick
0.0,-1.0,2.0,-1.0,2.449489742783178,VT,20,brick
2.0,1.0,-1.0,-2.0,3.1622776601683795,TV,21,brick
1.0,-1.0,-1.0,1.0,2.0,VT,21,brick
-2.0,0.0,0.0,2.0,2.8284271247461903,TV,22,brick
-1.0,1.0,2.0,-2.0,3.1622776601683795,VT,22,brick
-3.0,4.0,0.0,-1.0,5.0990195135927845,TV,23,brick
4.0,-3.0,-1.0,0.0,5.0990195135927845,VT,23,brick
0.0,0.0,0.0,0.0,0.0,TV,24,brick
-2.0,2.0,-1.0,1.0,3.1622776601683795,VT,24,brick
-1.0,1.0,1.0,-1.0,2.0,TV,25,brick
2.0,-1.0,-2.0,1.0,3.1622776601683795,VT,25,brick
-3.0,1.0,2.0,0.0,3.7416573867739413,TV,26,brick
3.0,0.0,-1.0,-2.0,3.7416573867739413,VT,26,brick
-2.0,-1.0,2.0,1.0,3.1622776601683795,TV,27,brick
1.0,1.0,-1.0,-1.0,2.0,VT,27,brick
1.0,-1.0,1.0,-1.0,2.0,TV,28,brick
-1.0,-1.0,3.0,-1.0,3.4641016151377544,VT,28,brick
1.0,-3.0,3.0,-1.0,4.47213595499958,TV,29,brick
-3.0,1.0,1.0,1.0,3.4641016151377544,VT,29,brick
-2.0,0.0,0.0,2.0,2.8284271247461903,TV,30,brick
1.0,-1.0,2.0,-2.0,3.1622776601683795,VT,30,brick
0.0,-2.0,0.0,2.0,2.8284271247461903,TV,31,brick
0.0,0.0,-2.0,2.0,2.8284271247461903,VT,31,brick
0.0,-1.0,-1.0,2.0,2.449489742783178,TV,32,brick
1.0,-3.0,2.0,0.0,3.7416573867739413,VT,32,brick
1.0,1.0,-2.0,0.0,2.449489742783178,TV,33,brick
0.0,1.0,-1.0,0.0,1.4142135623730951,VT,33,brick
-1.0,0.0,1.0,0.0,1.4142135623730951,TV,34,brick
-1.0,3.0,1.0,-3.0,4.47213595499958,VT,34,brick
-4.0,3.0,0.0,1.0,5.0990195135927845,TV,35,brick
5.0,-2.0,-3.0,0.0,6.164414002968976,VT,35,brick
1.0,-2.0,-1.0,2.0,3.1622776601683795,TV,36,brick
-2.0,2.0,-2.0,2.0,4.0,VT,36,brick
-2.0,3.0,0.0,-1.0,3.7416573867739413,TV,37,brick
2.0,-1.0,-1.0,0.0,2.449489742783178,VT,37,brick
-1.0,0.0,1.0,0.0,1.4142135623730951,TV,38,brick
2.0,-1.0,1.0,-2.0,3.1622776601683795,VT,38,brick
0.0,-1.0,1.0,0.0,1.4142135623730951,TV,39,brick
2.0,0.0,-1.0,-1.0,2.449489742783178,VT,39,brick
-1.0,0.0,1.0,0.0,1.4142135623730951,TV,40,brick
-1.0,-1.0,3.0,-1.0,3.4641016151377544,VT,40,brick
0.0,1.0,-1.0,0.0,1.4142135623730951,TV,41,brick
-1.0,1.0,0.0,0.0,1.4142135623730951,VT,41,brick
0.0,-1.0,2.0,-1.0,2.449489742783178,TV,42,brick
-1.0,0.0,1.0,0.0,1.4142135623730951,VT,42,brick
0.0,1.0,0.0,-1.0,1.4142135623730951,TV,43,brick
0.0,-1.0,1.0,0.0,1.4142135623730951,VT,43,brick
2.0,0.0,-2.0,0.0,2.8284271247461903,TV,44,brick
-1.0,-1.0,4.0,-2.0,4.69041575982343,VT,44,brick
-1.0,-1.0,0.0,2.0,2.449489742783178,TV,45,brick
0.0,1.0,2.0,-3.0,3.7416573867739413,VT,45,brick
-1.0,0.0,2.0,-1.0,2.449489742783178,TV,46,brick
0.0,-1.0,-2.0,3.0,3.7416573867739413,VT,46,brick
-1.0,2.0,-1.0,0.0,2.449489742783178,TV,47,brick
0.0,-1.0,1.0,0.0,1.4142135623730951,VT,47,brick
1.0,-1.0,-1.0,1.0,2.0,TV,0,logo
0.0,-1.0,0.0,1.0,1.4142135623730951,VT,0,logo
-1.0,2.0,2.0,-3.0,4.242640687119285,TV,1,logo
-1.0,2.0,-2.0,1.0,3.1622776601683795,VT,1,logo
0.0,0.0,0.0,0.0,0.0,TV,2,logo
1.0,-2.0,0.0,1.0,2.449489742783178,VT,2,logo
0.0,3.0,-3.0,0.0,4.242640687119285,TV,3,logo
0.0,0.0,-2.0,2.0,2.8284271247461903,VT,3,logo
0.0,0.0,-1.0,1.0,1.4142135623730951,TV,4,logo
-2.0,-1.0,1.0,2.0,3.1622776601683795,VT,4,logo
0.0,-1.0,-1.0,2.0,2.449489742783178,TV,5,logo
-3.0,1.0,1.0,1.0,3.4641016151377544,VT,5,logo
3.0,0.0,-2.0,-1.0,3.7416573867739413,TV,6,logo
0.0,-2.0,2.0,0.0,2.8284271247461903,VT,6,logo
-2.0,-1.0,2.0,1.0,3.1622776601683795,TV,7,logo
0.0,2.0,-1.0,-1.0,2.449489742783178,VT,7,logo
1.0,-2.0,0.0,1.0,2.449489742783178,TV,8,logo
3.0,1.0,0.0,-4.0,5.0990195135927845,VT,8,logo
1.0,0.0,0.0,-1.0,1.4142135623730951,TV,9,logo
-1.0,0.0,0.0,1.0,1.4142135623730951,VT,9,logo
-1.0,-1.0,1.0,1.0,2.0,TV,10,logo
-1.0,3.0,1.0,-3.0,4.47213595499958,VT,10,logo
-2.0,0.0,3.0,-1.0,3.7416573867739413,TV,11,logo
3.0,1.0,-2.0,-2.0,4.242640687119285,VT,11,logo
0.0,0.0,0.0,0.0,0.0,TV,12,logo
0.0,-1.0,0.0,1.0,1.4142135623730951,VT,12,logo
-1.0,2.0,0.0,-1.0,2.449489742783178,TV,13,logo
3.0,0.0,-3.0,0.0,4.242640687119285,VT,13,logo
-1.0,2.0,0.0,-1.0,2.449489742783178,TV,14,logo
1.0,2.0,-1.0,-2.0,3.1622776601683795,VT,14,logo
-2.0,0.0,1.0,1.0,2.449489742783178,TV,15,logo
0.0,0.0,0.0,0.0,0.0,VT,15,logo
1.0,0.0,-1.0,0.0,1.4142135623730951,TV,16,logo
-3.0,0.0,1.0,2.0,3.7416573867739413,VT,16,logo
0.0,-4.0,1.0,3.0,5.0990195135927845,TV,17,logo
0.0,0.0,0.0,0.0,0.0,VT,17,logo
2.0,0.0,-3.0,1.0,3.7416573867739413,TV,18,logo
1.0,1.0,0.0,-2.0,2.449489742783178,VT,18,logo
-1.0,-2.0,1.0,2.0,3.1622776601683795,TV,19,logo
-1.0,0.0,-1.0,2.0,2.449489742783178,VT,19,logo
2.0,-2.0,0.0,0.0,2.8284271247461903,TV,20,logo
0.0,-1.0,3.0,-2.0,3.7416573867739413,VT,20,logo
0.0,2.0,0.0,-2.0,2.8284271247461903,TV,21,logo
-1.0,-2.0,0.0,3.0,3.7416573867739413,VT,21,logo
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,22,logo
-2.0,1.0,2.0,-1.0,3.1622776601683795,VT,22,logo
-3.0,2.0,1.0,0.0,3.7416573867739413,TV,23,logo
2.0,-1.0,1.0,-2.0,3.1622776601683795,VT,23,logo
-1.0,1.0,-1.0,1.0,2.0,TV,24,logo
0.0,1.0,-2.0,1.0,2.449489742783178,VT,24,logo
-1.0,0.0,2.0,-1.0,2.449489742783178,TV,25,logo
4.0,0.0,-3.0,-1.0,5.0990195135927845,VT,25,logo
-2.0,1.0,1.0,0.0,2.449489742783178,TV,26,logo
1.0,2.0,0.0,-3.0,3.7416573867739413,VT,26,logo
-2.0,-2.0,2.0,2.0,4.0,TV,27,logo
1.0,-1.0,0.0,0.0,1.4142135623730951,VT,27,logo
0.0,-1.0,1.0,0.0,1.4142135623730951,TV,28,logo
-5.0,0.0,4.0,1.0,6.48074069840786,VT,28,logo
2.0,-3.0,3.0,-2.0,5.0990195135927845,TV,29,logo
-1.0,2.0,-1.0,0.0,2.449489742783178,VT,29,logo
-2.0,0.0,0.0,2.0,2.8284271247461903,TV,30,logo
1.0,0.0,1.0,-2.0,2.449489742783178,VT,30,logo
-1.0,-3.0,0.0,4.0,5.0990195135927845,TV,31,logo
-2.0,1.0,0.0,1.0,2.449489742783178,VT,31,logo
0.0,-1.0,0.0,1.0,1.4142135623730951,TV,32,logo
1.0,-2.0,2.0,-1.0,3.1622776601683795,VT,32,logo
1.0,1.0,-2.0,0.0,2.449489742783178,TV,33,logo
0.0,-2.0,1.0,1.0,2.449489742783178,VT,33,logo
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,34,logo
-2.0,4.0,1.0,-3.0,5.477225575051661,VT,34,logo
-3.0,2.0,1.0,0.0,3.7416573867739413,TV,35,logo
5.0,1.0,-4.0,-2.0,6.782329983125268,VT,35,logo
0.0,-1.0,0.0,1.0,1.4142135623730951,TV,36,logo
0.0,0.0,0.0,0.0,0.0,VT,36,logo
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,37,logo
1.0,0.0,-2.0,1.0,2.449489742783178,VT,37,logo
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,38,logo
2.0,-2.0,2.0,-2.0,4.0,VT,38,logo
0.0,-2.0,2.0,0.0,2.8284271247461903,TV,39,logo
0.0,1.0,-1.0,0.0,1.4142135623730951,VT,39,logo
-1.0,-1.0,0.0,2.0,2.449489742783178,TV,40,logo
-2.0,-1.0,3.0,0.0,3.7416573867739413,VT,40,logo
0.0,1.0,-1.0,0.0,1.4142135623730951,TV,41,logo
0.0,0.0,-1.0,1.0,1.4142135623730951,VT,41,logo
0.0,-1.0,2.0,-1.0,2.449489742783178,TV,42,logo
-2.0,1.0,2.0,-1.0,3.1622776601683795,VT,42,logo
-1.0,1.0,0.0,0.0,1.4142135623730951,TV,43,logo
0.0,-1.0,2.0,-1.0,2.449489742783178,VT,43,logo
2.0,0.0,-1.0,-1.0,2.449489742783178,TV,44,logo
0.0,-2.0,3.0,-1.0,3.7416573867739413,VT,44,logo
-1.0,0.0,0.0,1.0,1.4142135623730951,TV,45,logo
-1.0,1.0,-1.0,1.0,2.0,VT,45,logo
-2.0,0.0,3.0,-1.0,3.7416573867739413,TV,46,logo
-3.0,2.0,-2.0,3.0,5.0990195135927845,VT,46,logo
-1.0,2.0,-1.0,0.0,2.449489742783178,TV,47,logo
-1.0,0.0,2.0,-1.0,2.449489742783178,VT,47,logo
0.0,1.0,-3.0,2.0,3.7416573867739413,TV,0,cell
1.0,-2.0,2.0,-1.0,3.1622776601683795,VT,0,cell
-1.0,2.0,1.0,-2.0,3.1622776601683795,TV,1,cell
1.0,0.0,0.0,-1.0,1.4142135623730951,VT,1,cell
-1.0,0.0,1.0,0.0,1.4142135623730951,TV,2,cell
-1.0,0.0,-1.0,2.0,2.449489742783178,VT,2,cell
1.0,2.0,-2.0,-1.0,3.1622776601683795,TV,3,cell
-1.0,-3.0,2.0,2.0,4.242640687119285,VT,3,cell
0.0,0.0,0.0,0.0,0.0,TV,4,cell
-2.0,0.0,1.0,1.0,2.449489742783178,VT,4,cell
1.0,-1.0,0.0,0.0,1.4142135623730951,TV,5,cell
-2.0,0.0,0.0,2.0,2.8284271247461903,VT,5,cell
3.0,0.0,-2.0,-1.0,3.7416573867739413,TV,6,cell
-1.0,2.0,0.0,-1.0,2.449489742783178,VT,6,cell
-1.0,-2.0,1.0,2.0,3.1622776601683795,TV,7,cell
-1.0,2.0,-3.0,2.0,4.242640687119285,VT,7,cell
1.0,-3.0,1.0,1.0,3.4641016151377544,TV,8,cell
1.0,1.0,0.0,-2.0,2.449489742783178,VT,8,cell
2.0,-1.0,-1.0,0.0,2.449489742783178,TV,9,cell
0.0,-2.0,2.0,0.0,2.8284271247461903,VT,9,cell
-2.0,-1.0,3.0,0.0,3.7416573867739413,TV,10,cell
-1.0,2.0,1.0,-2.0,3.1622776601683795,VT,10,cell
-2.0,0.0,3.0,-1.0,3.7416573867739413,TV,11,cell
4.0,1.0,-4.0,-1.0,5.830951894845301,VT,11,cell
0.0,0.0,0.0,0.0,0.0,TV,12,cell
-2.0,2.0,1.0,-1.0,3.1622776601683795,VT,12,cell
-2.0,1.0,1.0,0.0,2.449489742783178,TV,13,cell
3.0,-2.0,-2.0,1.0,4.242640687119285,VT,13,cell
-2.0,2.0,0.0,0.0,2.8284271247461903,TV,14,cell
-1.0,2.0,0.0,-1.0,2.449489742783178,VT,14,cell
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,15,cell
1.0,-1.0,1.0,-1.0,2.0,VT,15,cell
2.0,0.0,0.0,-2.0,2.8284271247461903,TV,16,cell
-3.0,0.0,4.0,-1.0,5.0990195135927845,VT,16,cell
0.0,-4.0,1.0,3.0,5.0990195135927845,TV,17,cell
0.0,2.0,0.0,-2.0,2.8284271247461903,VT,17,cell
1.0,1.0,-3.0,1.0,3.4641016151377544,TV,18,cell
-1.0,1.0,3.0,-3.0,4.47213595499958,VT,18,cell
-1.0,-1.0,1.0,1.0,2.0,TV,19,cell
-1.0,1.0,-2.0,2.0,3.1622776601683795,VT,19,cell
2.0,-2.0,0.0,0.0,2.8284271247461903,TV,20,cell
-1.0,2.0,2.0,-3.0,4.242640687119285,VT,20,cell
1.0,1.0,0.0,-2.0,2.449489742783178,TV,21,cell
0.0,-2.0,0.0,2.0,2.8284271247461903,VT,21,cell
-2.0,-1.0,1.0,2.0,3.1622776601683795,TV,22,cell
1.0,3.0,0.0,-4.0,5.0990195135927845,VT,22,cell
-3.0,2.0,1.0,0.0,3.7416573867739413,TV,23,cell
3.0,-1.0,-1.0,-1.0,3.4641016151377544,VT,23,cell
-1.0,1.0,-1.0,1.0,2.0,TV,24,cell
0.0,2.0,-2.0,0.0,2.8284271247461903,VT,24,cell
-2.0,1.0,2.0,-1.0,3.1622776601683795,TV,25,cell
2.0,-1.0,-1.0,0.0,2.449489742783178,VT,25,cell
-2.0,1.0,1.0,0.0,2.449489742783178,TV,26,cell
0.0,-1.0,0.0,1.0,1.4142135623730951,VT,26,cell
-2.0,-1.0,2.0,1.0,3.1622776601683795,TV,27,cell
0.0,0.0,0.0,0.0,0.0,VT,27,cell
0.0,-1.0,1.0,0.0,1.4142135623730951,TV,28,cell
-2.0,-2.0,3.0,1.0,4.242640687119285,VT,28,cell
3.0,-3.0,2.0,-2.0,5.0990195135927845,TV,29,cell
-1.0,1.0,-1.0,1.0,2.0,VT,29,cell
-2.0,0.0,0.0,2.0,2.8284271247461903,TV,30,cell
0.0,1.0,1.0,-2.0,2.449489742783178,VT,30,cell
-1.0,-2.0,-1.0,4.0,4.69041575982343,TV,31,cell
-1.0,1.0,-2.0,2.0,3.1622776601683795,VT,31,cell
0.0,-1.0,-1.0,2.0,2.449489742783178,TV,32,cell
0.0,1.0,1.0,-2.0,2.449489742783178,VT,32,cell
