dest_jaccard,dest_top1_same,entropy_delta,expert_jaccard,expert_top1_same,layer,modality,request_id
0.734375,0.296875,0.0,0.022023809523809522,0.015625,15,text,coins
0.8046875,0.234375,0.0,0.05787545787545787,0.015625,16,text,coins
0.828125,0.296875,0.0,0.05211767399267399,0.03125,17,text,coins
0.8671875,0.15625,0.0,0.03001373626373626,0.015625,18,text,coins
0.88671875,0.3125,0.0,0.054017857142857145,0.0,19,text,coins
0.83203125,0.34375,0.0,0.060336538461538455,0.046875,20,text,coins
0.8072916666666666,0.25,0.0,0.024553571428571428,0.0,21,text,coins
0.84375,0.265625,0.0,0.04136904761904762,0.015625,22,text,coins
0.796875,0.203125,0.0,0.015625,0.0,23,text,coins
0.8268229166666667,0.265625,0.0,0.03616071428571428,0.0,24,text,coins
0.84375,0.171875,0.0,0.028754578754578757,0.0,25,text,coins
0.828125,0.25,0.0,0.034970238095238096,0.0,26,text,coins
0.796875,0.28125,0.0,0.026488095238095234,0.0,27,text,coins
0.80078125,0.296875,0.0,0.04586767399267399,0.046875,28,text,coins
0.82421875,0.359375,0.0,0.04170100732600733,0.015625,29,text,coins
0.8671875,0.140625,0.0,0.029681776556776555,0.0,30,text,coins
0.84375,0.296875,0.0,0.042708333333333334,0.046875,31,text,coins
0.79296875,0.21875,0.0,0.0487293956043956,0.015625,32,text,coins
0.84765625,0.265625,0.0,0.028903388278388276,0.0,33,text,coins
0.8111979166666666,0.296875,0.0,0.04211309523809524,0.0,34,text,coins
0.8203125,0.125,0.0,0.026339285714285714,0.0,35,text,coins
0.8307291666666666,0.203125,0.0,0.04795100732600732,0.0,36,text,coins
0.796875,0.1875,0.0,0.03288690476190476,0.0,37,text,coins
0.875,0.25,0.0,0.02976190476190476,0.0,38,text,coins
0.85546875,0.21875,0.0,0.021130952380952382,0.0,39,text,coins
0.859375,0.25,0.0,0.038839285714285715,0.015625,40,text,coins
0.8515625,0.203125,0.0,0.041666666666666664,0.0,41,text,coins
0.86328125,0.234375,0.0,0.022023809523809522,0.0,42,text,coins
0.8541666666666666,0.28125,0.0,0.04791666666666666,0.015625,43,text,coins
0.8854166666666666,0.203125,0.0,0.030540293040293036,0.0,44,text,coins
0.8984375,0.421875,0.0,0.04497481684981684,0.0,45,text,coins
0.79296875,0.359375,0.0,0.02544642857142857,0.0,46,text,coins
0.8203125,0.328125,0.0,0.028010531135531133,0.015625,0,vision,clock_motion
0.81640625,0.21875,0.0,0.03080357142857143,0.0,1,vision,clock_motion
0.8359375,0.140625,0.0,0.03080357142857143,0.0,2,vision,clock_motion
0.86328125,0.234375,0.0,0.02886904761904762,0.015625,3,vision,clock_motion
0.88671875,0.203125,0.0,0.03381410256410256,0.015625,4,vision,clock_motion
0.85546875,0.234375,0.0,0.0409569597069597,0.015625,5,vision,clock_motion
0.78125,0.265625,0.0,0.038873626373626374,0.015625,6,vision,clock_motion
0.8203125,0.328125,0.0,0.04092261904761905,0.0,7,vision,clock_motion
0.87109375,0.21875,0.0,0.05758928571428571,0.03125,8,vision,clock_motion
0.85546875,0.21875,0.0,0.03839285714285714,0.03125,9,vision,clock_motion
0.90234375,0.1875,0.0,0.03608058608058608,0.03125,10,vision,clock_motion
0.8424479166666666,0.21875,0.0,0.04181547619047619,0.03125,11,vision,clock_motion
0.8072916666666666,0.328125,0.0,0.015773809523809523,0.0,12,vision,clock_motion
0.796875,0.203125,0.0,0.01904761904761905,0.0,13,vision,clock_motion
0.81640625,0.28125,0.0,0.027529761904761904,0.0,14,vision,clock_motion
0.80859375,0.34375,0.0,0.0244047619047619,0.015625,15,vision,clock_motion
0.83984375,0.3125,0.0,0.03273809523809523,0.0,16,vision,clock_motion
0.80078125,0.171875,0.0,0.059409340659340656,0.046875,17,vision,clock_motion
0.8046875,0.21875,0.0,0.04375,0.0,18,vision,clock_motion
0.81640625,0.296875,0.0,0.028720238095238094,0.0,19,vision,clock_motion
0.8515625,0.15625,0.0,0.04672619047619047,0.015625,20,vision,clock_motion
0.83984375,0.21875,0.0,0.03705357142857143,0.015625,21,vision,clock_motion
0.84375,0.1875,0.0,0.04824862637362637,0.046875,22,vision,clock_motion
0.8359375,0.265625,0.0,0.01681547619047619,0.0,23,vision,clock_motion
0.83984375,0.4375,0.0,0.026339285714285714,0.015625,24,vision,clock_motion
0.8450520833333333,0.1875,0.0,0.0244047619047619,0.0,25,vision,clock_motion
0.84765625,0.375,0.0,0.029464285714285714,0.0,26,vision,clock_motion
0.8359375,0.3125,0.0,0.01681547619047619,0.0,27,vision,clock_motion
0.828125,0.234375,0.0,0.02782738095238095,0.0,28,vision,clock_motion
0.8111979166666666,0.125,0.0,0.04389880952380952,0.015625,29,vision,clock_motion
0.7838541666666667,0.21875,0.0,0.04289148351648352,0.0,30,vision,clock_motion
0.8619791666666667,0.28125,0.0,0.039732142857142855,0.0,31,vision,clock_motion
0.890625,0.28125,0.0,0.048580586080586075,0.015625,32,vision,clock_motion
0.8046875,0.1875,0.0,0.04151785714285714,0.046875,33,vision,clock_motion
0.8203125,0.265625,0.0,0.05884844322344322,0.015625,34,vision,clock_motion
0.828125,0.328125,0.0,0.03024267399267399,0.0,35,vision,clock_motion
0.8307291666666666,0.359375,0.0,0.016964285714285716,0.0,36,vision,clock_motion
0.81640625,0.3125,0.0,0.02663690476190476,0.015625,37,vision,clock_motion
0.828125,0.359375,0.0,0.028273809523809524,0.0,38,vision,clock_motion
0.85546875,0.203125,0.0,0.04583333333333333,0.0,39,vision,clock_motion
0.8671875,0.25,0.0,0.03872481684981685,0.0,40,vision,clock_motion
0.8203125,0.203125,0.0,0.034077380952380956,0.0,41,vision,clock_motion
0.8268229166666667,0.140625,0.0,0.052896062271062264,0.0,42,vision,clock_motion
0.859375,0.234375,0.0,0.0202724358974359,0.0,43,vision,clock_motion
0.8671875,0.25,0.0,0.02217261904761905,0.0,44,vision,clock_motion
0.83203125,0.15625,0.0,0.037454212454212446,0.0,45,vision,clock_motion
0.7799479166666666,0.3125,0.0,0.034077380952380956,0.015625,46,vision,clock_motion
0.8658854166666667,0.296875,0.0,0.038907967032967034,0.046875,0,text,clock_motion
0.8385416666666666,0.359375,0.0,0.04226190476190476,0.0,1,text,clock_motion
0.79296875,0.3125,0.0,0.03232600732600732,0.015625,2,text,clock_motion
0.8111979166666666,0.296875,0.0,0.03705357142857143,0.015625,3,text,clock_motion
0.8294270833333334,0.140625,0.0,0.0321771978021978,0.0,4,text,clock_motion
0.8515625,0.28125,0.0,0.03009386446886447,0.015625,5,text,clock_motion
0.83984375,0.21875,0.0,0.015773809523809523,0.0,6,text,clock_motion
0.83984375,0.328125,0.0,0.0540521978021978,0.015625,7,text,clock_motion
0.7903645833333333,0.359375,0.0,0.044677197802197796,0.015625,8,text,clock_motion
0.8541666666666667,0.25,0.0,0.01994047619047619,0.0,9,text,clock_motion
0.890625,0.21875,0.0,0.052529761904761905,0.03125,10,text,clock_motion
0.7578125,0.21875,0.0,0.008333333333333333,0.0,11,text,clock_motion
0.7760416666666666,0.171875,0.0,0.04132326007326007,0.0,12,text,clock_motion
0.7760416666666666,0.25,0.0,0.02938415750915751,0.0,13,text,clock_motion
0.77734375,0.265625,0.0,0.022321428571428572,0.0,14,text,clock_motion
0.8346354166666666,0.28125,0.0,0.03753434065934066,0.0,15,text,clock_motion
0.83203125,0.25,0.0,0.053125,0.015625,16,text,clock_motion
0.796875,0.203125,0.0,0.03991529304029304,0.015625,17,text,clock_motion
0.80859375,0.15625,0.0,0.027976190476190474,0.0,18,text,clock_motion
0.83203125,0.28125,0.0,0.02857142857142857,0.0,19,text,clock_motion
0.8359375,0.421875,0.0,0.03735119047619048,0.0,20,text,clock_motion
0.859375,0.359375,0.0,0.025,0.015625,21,text,clock_motion
0.8671875,0.28125,0.0,0.03392857142857143,0.015625,22,text,clock_motion
0.7786458333333333,0.234375,0.0,0.015625,0.0,23,text,clock_motion
0.7552083333333333,0.1875,0.0,0.03943452380952381,0.0,24,text,clock_motion
0.8203125,0.21875,0.0,0.03184523809523809,0.0,25,text,clock_motion
0.81640625,0.21875,0.0,0.023065476190476192,0.0,26,text,clock_motion
0.81640625,0.203125,0.0,0.031994047619047616,0.0,27,text,clock_motion
0.8125,0.25,0.0,0.031994047619047616,0.015625,28,text,clock_motion
0.7721354166666666,0.234375,0.0,0.03229166666666666,0.015625,29,text,clock_motion
0.7669270833333334,0.09375,0.0,0.022470238095238092,0.0,30,text,clock_motion
0.80859375,0.3125,0.0,0.03009386446886447,0.015625,31,text,clock_motion
0.7994791666666666,0.28125,0.0,0.03660714285714285,0.0,32,text,clock_motion
0.83203125,0.390625,0.0,0.03333333333333333,0.078125,33,text,clock_motion
0.82421875,0.34375,0.0,0.03943452380952381,0.0,34,text,clock_motion
0.8203125,0.140625,0.0,0.024404761904761905,0.0,35,text,clock_motion
0.8268229166666666,0.171875,0.0,0.035931776556776554,0.0,36,text,clock_motion
0.87109375,0.15625,0.0,0.0390224358974359,0.0,37,text,clock_motion
0.84765625,0.1875,0.0,0.041849816849816854,0.0,38,text,clock_motion
0.84765625,0.34375,0.0,0.04077380952380952,0.0,39,text,clock_motion
0.8671875,0.328125,0.0,0.030803571428571427,0.0,40,text,clock_motion
0.91015625,0.234375,0.0,0.019196428571428573,0.0,41,text,clock_motion
0.890625,0.25,0.0,0.026339285714285714,0.03125,42,text,clock_motion
0.80078125,0.390625,0.0,0.025595238095238095,0.0,43,text,clock_motion
0.83203125,0.203125,0.0,0.008333333333333333,0.0,44,text,clock_motion
0.8190104166666667,0.484375,0.0,0.03411172161172161,0.0,45,text,clock_motion
0.7734375,0.203125,0.0,0.02217261904761905,0.0,46,text,clock_motion
0.8111979166666667,0.28125,0.0,0.033928571428571426,0.0,0,vision,cat
0.84375,0.265625,0.0,0.039285714285714285,0.046875,1,vision,cat
0.859375,0.1875,0.0,0.02336309523809524,0.0,2,vision,cat
0.859375,0.25,0.0,0.026339285714285714,0.0,3,vision,cat
0.8645833333333334,0.296875,0.0,0.029910714285714287,0.0,4,vision,cat
0.8203125,0.21875,0.0,0.03943452380952381,0.0,5,vision,cat
0.828125,0.296875,0.0,0.02098214285714286,0.0,6,vision,cat
0.8359375,0.125,0.0,0.03601190476190476,0.0,7,vision,cat
0.859375,0.234375,0.0,0.049027014652014644,0.03125,8,vision,cat
0.83203125,0.21875,0.0,0.03764880952380952,0.0,9,vision,cat
0.87109375,0.296875,0.0,0.035416666666666666,0.0,10,vision,cat
0.8502604166666666,0.3125,0.0,0.03913690476190476,0.015625,11,vision,cat
0.80859375,0.1875,0.0,0.030208333333333334,0.0,12,vision,cat
0.85546875,0.21875,0.0,0.022023809523809522,0.0,13,vision,cat
0.79296875,0.34375,0.0,0.041701007326007324,0.0,14,vision,cat
0.8229166666666666,0.15625,0.0,0.03366529304029304,0.0,15,vision,cat
0.859375,0.484375,0.0,0.048511904761904756,0.140625,16,vision,cat
0.83984375,0.21875,0.0,0.06450320512820512,0.0625,17,vision,cat
0.86328125,0.328125,0.0,0.0331845238095238,0.0,18,vision,cat
0.8125,0.15625,0.0,0.023843864468864467,0.0,19,vision,cat
0.83984375,0.3125,0.0,0.048134157509157505,0.0,20,vision,cat
0.8671875,0.21875,0.0,0.028869047619047617,0.0,21,vision,cat
0.8541666666666666,0.3125,0.0,0.026488095238095234,0.0,22,vision,cat
0.8515625,0.1875,0.0,0.03515338827838828,0.0,23,vision,cat
0.80078125,0.328125,0.0,0.03872481684981685,0.0,24,vision,cat
0.8151041666666666,0.25,0.0,0.032955586080586075,0.03125,25,vision,cat
0.89453125,0.203125,0.0,0.04389880952380952,0.0,26,vision,cat
0.84375,0.234375,0.0,0.024553571428571428,0.0,27,vision,cat
0.8203125,0.46875,0.0,0.05833333333333333,0.125,28,vision,cat
0.796875,0.1875,0.0,0.028571428571428574,0.0,29,vision,cat
0.890625,0.25,0.0,0.05620421245421245,0.015625,30,vision,cat
0.8203125,0.109375,0.0,0.036755952380952375,0.0,31,vision,cat
0.8515625,0.375,0.0,0.033928571428571426,0.0,32,vision,cat
0.8893229166666667,0.3125,0.0,0.021130952380952382,0.015625,33,vision,cat
0.86328125,0.234375,0.0,0.04816849816849817,0.046875,34,vision,cat
0.7838541666666667,0.171875,0.0,0.03563415750915751,0.0,35,vision,cat
0.8190104166666666,0.15625,0.0,0.03426053113553114,0.0,36,vision,cat
0.8125,0.125,0.0,0.03169642857142857,0.0,37,vision,cat
0.8619791666666666,0.3125,0.0,0.028422619047619047,0.015625,38,vision,cat
0.83984375,0.140625,0.0,0.03720238095238095,0.0,39,vision,cat
0.85546875,0.25,0.0,0.03913690476190476,0.0,40,vision,cat
0.8307291666666666,0.25,0.0,0.041815476190476195,0.015625,41,vision,cat
0.8203125,0.15625,0.0,0.036904761904761905,0.0,42,vision,cat
0.82421875,0.34375,0.0,0.033035714285714286,0.03125,43,vision,cat
0.80859375,0.28125,0.0,0.02217261904761905,0.0,44,vision,cat
0.8385416666666667,0.21875,0.0,0.027827380952380954,0.015625,45,vision,cat
0.8203125,0.265625,0.0,0.02696886446886447,0.015625,46,vision,cat
0.8125,0.234375,0.0,0.029201007326007326,0.0,0,text,cat
0.8138020833333333,0.328125,0.0,0.04702380952380952,0.015625,1,text,cat
0.8294270833333333,0.296875,0.0,0.03080357142857143,0.03125,2,text,cat
0.8046875,0.25,0.0,0.04255952380952381,0.015625,3,text,cat
0.8255208333333333,0.25,0.0,0.019940476190476192,0.015625,4,text,cat
0.85546875,0.15625,0.0,0.03050595238095238,0.0,5,text,cat
0.84765625,0.234375,0.0,0.019345238095238096,0.0,6,text,cat
0.84375,0.1875,0.0,0.04850045787545788,0.0,7,text,cat
0.85546875,0.265625,0.0,0.03735119047619047,0.015625,8,text,cat
0.8424479166666666,0.234375,0.0,0.03511904761904762,0.0,9,text,cat
0.8671875,0.21875,0.0,0.0375,0.0625,10,text,cat
0.82421875,0.203125,0.0,0.011458333333333334,0.0,11,text,cat
0.8072916666666666,0.3125,0.0,0.026339285714285714,0.0,12,text,cat
0.7565104166666666,0.3125,0.0,0.020833333333333336,0.015625,13,text,cat
0.73828125,0.296875,0.0,0.02250457875457875,0.0,14,text,cat
0.8190104166666667,0.234375,0.0,0.03184523809523809,0.0,15,text,cat
0.828125,0.15625,0.0,0.05077838827838828,0.0,16,text,cat
0.8606770833333333,0.265625,0.0,0.021279761904761905,0.0,17,text,cat
0.84375,0.09375,0.0,0.021462912087912088,0.0,18,text,cat
0.875,0.265625,0.0,0.034077380952380956,0.0,19,text,cat
0.83203125,0.359375,0.0,0.032886904761904756,0.0,20,text,cat
0.8580729166666667,0.3125,0.0,0.031994047619047616,0.015625,21,text,cat
0.859375,0.265625,0.0,0.026522435897435897,0.015625,22,text,cat
0.80859375,0.109375,0.0,0.02142857142857143,0.0,23,text,cat
0.8268229166666667,0.328125,0.0,0.02857142857142857,0.0,24,text,cat
0.81640625,0.21875,0.0,0.019940476190476192,0.0,25,text,cat
0.796875,0.296875,0.0,0.027232142857142858,0.015625,26,text,cat
0.8203125,0.265625,0.0,0.024404761904761908,0.015625,27,text,cat
0.80078125,0.171875,0.0,0.03280677655677656,0.0,28,text,cat
0.85546875,0.234375,0.0,0.015029761904761905,0.0,29,text,cat
0.82421875,0.15625,0.0,0.0125,0.0,30,text,cat
0.828125,0.28125,0.0,0.05029761904761905,0.0,31,text,cat
0.82421875,0.21875,0.0,0.03645833333333333,0.0,32,text,cat
0.8190104166666666,0.25,0.0,0.023065476190476192,0.0,33,text,cat
0.8671875,0.234375,0.0,0.022023809523809522,0.0,34,text,cat
0.7942708333333333,0.359375,0.0,0.03050595238095238,0.0,35,text,cat
0.8216145833333334,0.25,0.0,0.0450091575091575,0.0,36,text,cat
0.8671875,0.21875,0.0,0.03351648351648352,0.0,37,text,cat
0.82421875,0.171875,0.0,0.05747481684981685,0.0,38,text,cat
0.7890625,0.234375,0.0,0.03601190476190476,0.0,39,text,cat
0.84765625,0.171875,0.0,0.025595238095238095,0.0,40,text,cat
0.8984375,0.421875,0.0,0.03262362637362637,0.0,41,text,cat
0.8984375,0.140625,0.0,0.0543841575091575,0.0,42,text,cat
0.84765625,0.25,0.0,0.03318452380952381,0.0,43,text,cat
0.8515625,0.296875,0.0,0.019379578754578755,0.0,44,text,cat
0.8541666666666666,0.390625,0.0,0.048695054945054946,0.03125,45,text,cat
0.7903645833333334,0.34375,0.0,0.029017857142857144,0.0,46,text,cat
0.7786458333333333,0.28125,0.0,0.02931547619047619,0.0,0,vision,phantom
0.7890625,0.375,0.0,0.05029761904761904,0.03125,1,vision,phantom
0.859375,0.21875,0.0,0.032028388278388276,0.03125,2,vision,phantom
0.8125,0.15625,0.0,0.04285714285714286,0.0,3,vision,phantom
0.8190104166666667,0.15625,0.0,0.025595238095238095,0.0,4,vision,phantom
0.80078125,0.296875,0.0,0.04017857142857143,0.0,5,vision,phantom
0.85546875,0.390625,0.0,0.02098214285714286,0.0,6,vision,phantom
0.86328125,0.390625,0.0,0.022023809523809525,0.0,7,vision,phantom
0.875,0.328125,0.0,0.0584363553113553,0.078125,8,vision,phantom
0.83984375,0.171875,0.0,0.04824862637362637,0.015625,9,vision,phantom
0.84375,0.28125,0.0,0.03128434065934066,0.0,10,vision,phantom
0.86328125,0.203125,0.0,0.03467261904761905,0.0,11,vision,phantom
0.83203125,0.296875,0.0,0.030803571428571427,0.0,12,vision,phantom
0.81640625,0.15625,0.0,0.02663690476190476,0.015625,13,vision,phantom
0.8671875,0.390625,0.0,0.03619505494505494,0.0,14,vision,phantom
0.88671875,0.4375,0.0,0.026339285714285714,0.0,15,vision,phantom
0.859375,0.359375,0.0,0.031101190476190477,0.0,16,vision,phantom
0.8515625,0.234375,0.0,0.04006410256410256,0.0,17,vision,phantom
0.83984375,0.5,0.0,0.030093864468864466,0.0,18,vision,phantom
0.8515625,0.4375,0.0,0.018303571428571426,0.0,19,vision,phantom
0.81640625,0.28125,0.0,0.05,0.03125,20,vision,phantom
0.84375,0.234375,0.0,0.027678571428571427,0.0,21,vision,phantom
0.8515625,0.234375,0.0,0.02425595238095238,0.0,22,vision,phantom
0.8515625,0.15625,0.0,0.025595238095238095,0.0,23,vision,phantom
0.81640625,0.234375,0.0,0.01904761904761905,0.0,24,vision,phantom
0.8515625,0.1875,0.0,0.04285714285714286,0.0,25,vision,phantom
0.87890625,0.109375,0.0,0.04277701465201465,0.015625,26,vision,phantom
0.83203125,0.15625,0.0,0.02544642857142857,0.0,27,vision,phantom
0.8346354166666667,0.359375,0.0,0.050629578754578755,0.0,28,vision,phantom
0.8359375,0.421875,0.0,0.04735576923076922,0.015625,29,vision,phantom
0.83203125,0.296875,0.0,0.04009844322344322,0.0,30,vision,phantom
0.8776041666666666,0.375,0.0,0.02890338827838828,0.0,31,vision,phantom
0.8671875,0.40625,0.0,0.043784340659340656,0.015625,32,vision,phantom
0.8828125,0.28125,0.0,0.03854166666666666,0.0,33,vision,phantom
0.87109375,0.34375,0.0,0.03455815018315018,0.0,34,vision,phantom
0.86328125,0.3125,0.0,0.01994047619047619,0.0,35,vision,phantom
0.8111979166666666,0.21875,0.0,0.02633928571428571,0.0,36,vision,phantom
0.8190104166666667,0.234375,0.0,0.02425595238095238,0.0,37,vision,phantom
0.8515625,0.265625,0.0,0.04702380952380952,0.0,38,vision,phantom
0.8515625,0.09375,0.0,0.02782738095238095,0.0,39,vision,phantom
0.85546875,0.28125,0.0,0.037202380952380945,0.0,40,vision,phantom
0.84375,0.234375,0.0,0.048546245421245415,0.0,41,vision,phantom
0.8385416666666667,0.203125,0.0,0.04672619047619048,0.03125,42,vision,phantom
0.8359375,0.265625,0.0,0.01994047619047619,0.0,43,vision,phantom
0.8111979166666667,0.203125,0.0,0.0443452380952381,0.015625,44,vision,phantom
0.8372395833333333,0.265625,0.0,0.03764880952380952,0.015625,45,vision,phantom
0.86328125,0.234375,0.0,0.043154761904761904,0.0,46,vision,phantom
0.828125,0.34375,0.0,0.03392857142857143,0.0,0,text,phantom
0.82421875,0.328125,0.0,0.030357142857142857,0.015625,1,text,phantom
0.84375,0.296875,0.0,0.037797619047619045,0.0,2,text,phantom
0.83984375,0.234375,0.0,0.03764880952380953,0.0,3,text,phantom
0.828125,0.21875,0.0,0.05342261904761904,0.0,4,text,phantom
0.83984375,0.140625,0.0,0.027678571428571427,0.0,5,text,phantom
0.81640625,0.0625,0.0,0.0125,0.0,6,text,phantom
0.78125,0.140625,0.0,0.030654761904761903,0.0,7,text,phantom
0.8411458333333334,0.3125,0.0,0.04255952380952381,0.0,8,text,phantom
0.8125,0.078125,0.0,0.053903388278388274,0.0,9,text,phantom
0.84765625,0.28125,0.0,0.0321771978021978,0.0,10,text,phantom
0.796875,0.265625,0.0,0.02098214285714286,0.0,11,text,phantom
0.8033854166666666,0.3125,0.0,0.043601190476190474,0.0,12,text,phantom
0.7721354166666667,0.171875,0.0,0.04333791208791209,0.0,13,text,phantom
0.69921875,0.140625,0.0,0.010416666666666668,0.0,14,text,phantom
0.7825520833333334,0.140625,0.0,0.06918498168498169,0.0,15,text,phantom
0.796875,0.21875,0.0,0.023695054945054944,0.0,16,text,phantom
0.8151041666666666,0.171875,0.0,0.037385531135531135,0.03125,17,text,phantom
0.80078125,0.15625,0.0,0.015625,0.0,18,text,phantom
0.796875,0.078125,0.0,0.02857142857142857,0.0,19,text,phantom
0.8372395833333333,0.28125,0.0,0.0369047619047619,0.0,20,text,phantom
0.8203125,0.140625,0.0,0.04821428571428571,0.0,21,text,phantom
0.859375,0.390625,0.0,0.029464285714285717,0.0,22,text,phantom
0.8203125,0.15625,0.0,0.015922619047619047,0.0,23,text,phantom
0.78125,0.234375,0.0,0.051968864468864465,0.0,24,text,phantom
0.82421875,0.203125,0.0,0.04300595238095238,0.015625,25,text,phantom
0.7890625,0.203125,0.0,0.031994047619047616,0.0,26,text,phantom
0.765625,0.171875,0.0,0.06312957875457875,0.0,27,text,phantom
0.8125,0.265625,0.0,0.0456043956043956,0.0,28,text,phantom
0.80859375,0.234375,0.0,0.03753434065934065,0.0,29,text,phantom
0.8203125,0.125,0.0,0.019196428571428573,0.0,30,text,phantom
0.8046875,0.171875,0.0,0.025297619047619048,0.0,31,text,phantom
0.8138020833333333,0.28125,0.0,0.03571428571428571,0.0,32,text,phantom
0.7890625,0.15625,0.0,0.04925595238095238,0.0,33,text,phantom
0.83984375,0.328125,0.0,0.028125,0.0,34,text,phantom
0.88671875,0.265625,0.0,0.028125,0.015625,35,text,phantom
0.8046875,0.203125,0.0,0.0662889194139194,0.0,36,text,phantom
0.8515625,0.171875,0.0,0.04497481684981684,0.0,37,text,phantom
0.8046875,0.15625,0.0,0.04289148351648352,0.015625,38,text,phantom
0.8307291666666666,0.296875,0.0,0.05654761904761905,0.03125,39,text,phantom
0.84765625,0.25,0.0,0.04527243589743589,0.0,40,text,phantom
0.8033854166666667,0.265625,0.0,0.024404761904761905,0.0,41,text,phantom
0.8125,0.0625,0.0,0.02336309523809524,0.0,42,text,phantom
0.81640625,0.59375,0.0,0.016815476190476193,0.015625,43,text,phantom
0.8346354166666667,0.140625,0.0,0.016964285714285716,0.0,44,text,phantom
0.83203125,0.5,0.0,0.049587912087912085,0.0,45,text,phantom
