boundary_type,dest_jsd,expert_distance,layer,offset,request_id
TV,0.0487949406953985,0.7692307692307692,1,4,coins
TV,0.11875840811813285,0.5454545454545454,1,5,coins
TV,0.0487949406953985,0.6666666666666667,1,6,coins
TV,0.10221700146248244,0.6666666666666667,1,7,coins
TV,0.2681558784658321,1.0,1,8,coins
TV,0.140540629717931,0.9333333333333333,1,9,coins
TV,0.07157793923291604,0.9333333333333333,1,10,coins
TV,0.07157793923291604,1.0,1,11,coins
TV,0.24375840811813282,1.0,1,12,coins
TV,0.07781953111478321,0.7692307692307692,1,13,coins
TV,0.09436093777043358,0.7692307692307692,1,14,coins
TV,0.18003653257726565,0.5454545454545454,1,15,coins
TV,0.2334585933443496,0.6666666666666667,1,16,coins
VT,0.015540629717931,0.6666666666666667,1,-16,coins
VT,0.17379494069539858,0.8571428571428572,1,-15,coins
VT,0.06751971634100003,0.8571428571428572,1,-14,coins
VT,0.14533924745578322,0.8571428571428572,1,-13,coins
VT,0.030639062229566402,1.0,1,-12,coins
VT,0.14939747034769923,0.8571428571428572,1,-11,coins
VT,0.24375840811813282,0.9333333333333333,1,-10,coins
VT,0.2987949406953985,0.9333333333333333,1,-9,coins
VT,0.21836016083271423,0.9333333333333333,1,-8,coins
VT,0.021782221599798153,0.8571428571428572,1,-7,coins
VT,0.07157793923291604,0.9333333333333333,1,-6,coins
VT,0.24375840811813285,1.0,1,-5,coins
VT,0.1431558784658321,0.7692307692307692,1,-4,coins
VT,0.02439747034769925,0.9333333333333333,1,-3,coins
VT,0.31896269048501497,1.0,1,-2,coins
VT,0.7562415918818672,1.0,1,-1,coins
VT,0.36614315937023173,0.9333333333333333,1,0,coins
VT,0.14939747034769923,0.8571428571428572,1,1,coins
VT,0.2209754095806153,0.9333333333333333,1,2,coins
VT,0.1721804688852168,0.7692307692307692,1,3,coins
VT,0.14678222159979815,0.7692307692307692,1,4,coins
VT,0.2578560636920489,1.0,1,5,coins
VT,0.030639062229566402,0.7692307692307692,1,6,coins
VT,0.09960175271458135,0.8571428571428572,1,7,coins
VT,0.12661447181018176,0.6666666666666667,1,8,coins
VT,0.14678222159979815,0.9333333333333333,1,9,coins
VT,0.0487949406953985,1.0,1,10,coins
VT,0.07157793923291604,0.9333333333333333,1,11,coins
VT,0.1721804688852168,0.9333333333333333,1,12,coins
VT,0.07781953111478321,1.0,1,13,coins
VT,0.02439747034769925,0.9333333333333333,1,14,coins
VT,0.10221700146248244,1.0,1,15,coins
TV,0.11875840811813282,0.8571428571428572,2,-3,coins
TV,0.09436093777043358,1.0,2,-2,coins
TV,0.19657793923291605,0.9333333333333333,2,-1,coins
TV,0.18003653257726568,0.9333333333333333,2,0,coins
TV,0.139097655573916,0.8571428571428572,2,1,coins
TV,0.07157793923291605,0.8571428571428572,2,2,coins
TV,0.22721700146248247,0.7692307692307692,2,3,coins
TV,0.021782221599798153,0.7692307692307692,2,4,coins
TV,0.02439747034769925,0.8571428571428572,2,5,coins
TV,0.02439747034769925,0.8571428571428572,2,6,coins
TV,0.1903363473510489,0.8571428571428572,2,7,coins
TV,0.06272109860314778,1.0,2,8,coins
TV,0.18003653257726565,0.8571428571428572,2,9,coins
TV,0.061278124459132804,0.5454545454545454,2,10,coins
TV,0.061278124459132804,0.8571428571428572,2,11,coins
TV,0.061278124459132804,0.7692307692307692,2,12,coins
TV,0.021782221599798153,0.5454545454545454,2,13,coins
TV,0.030639062229566402,0.7692307692307692,2,14,coins
TV,0.05342206076708393,0.5454545454545454,2,15,coins
TV,0.05342206076708393,0.8571428571428572,2,16,coins
VT,0.15563906222956642,0.8571428571428572,2,-16,coins
VT,0.1721804688852168,0.6666666666666667,2,-15,coins
VT,0.19396269048501497,0.8571428571428572,2,-14,coins
VT,0.11875840811813283,0.8571428571428572,2,-13,coins
VT,0.015540629717931,0.8571428571428572,2,-12,coins
VT,0.05503653257726565,1.0,2,-11,coins
VT,0.2334585933443496,0.7692307692307692,2,-10,coins
VT,0.15563906222956642,1.0,2,-9,coins
VT,0.061278124459132804,0.8571428571428572,2,-8,coins
VT,0.17117969194749744,0.7692307692307692,2,-7,coins
VT,0.25,0.7692307692307692,2,-6,coins
VT,0.140540629717931,0.7692307692307692,2,-5,coins
VT,0.44396269048501497,0.8571428571428572,2,-4,coins
VT,0.2681558784658321,1.0,2,-3,coins
VT,0.0778195311147832,0.9333333333333333,2,-2,coins
VT,0.1431558784658321,0.9333333333333333,2,-1,coins
VT,0.0778195311147832,0.9333333333333333,2,0,coins
VT,0.018155878465832095,0.7692307692307692,2,1,coins
VT,0.018155878465832095,0.6666666666666667,2,2,coins
VT,0.11875840811813285,0.7692307692307692,2,3,coins
VT,0.06533634735104889,1.0,2,4,coins
VT,0.14939747034769926,0.9333333333333333,2,5,coins
VT,0.05242128382936456,0.7692307692307692,2,6,coins
VT,0.20906112299665036,1.0,2,7,coins
VT,0.22460175271458138,0.7692307692307692,2,8,coins
VT,0.15563906222956642,1.0,2,9,coins
VT,0.18003653257726565,0.9333333333333333,2,10,coins
VT,0.34597540958061535,0.9333333333333333,2,11,coins
VT,0.34597540958061535,0.9333333333333333,2,12,coins
VT,0.0933601608327142,0.8571428571428572,2,13,coins
VT,0.018155878465832095,0.7692307692307692,2,14,coins
VT,0.1084585933443496,0.8571428571428572,2,15,coins
TV,0.2743974703476993,0.8571428571428572,3,-3,coins
TV,0.22097540958061532,1.0,3,-2,coins
TV,0.31127812445913283,0.9333333333333333,3,-1,coins
TV,0.32157793923291605,0.9333333333333333,3,0,coins
TV,0.32157793923291605,0.7692307692307692,3,1,coins
TV,0.25,0.5454545454545454,3,2,coins
TV,0.4221804688852168,0.9333333333333333,3,3,coins
TV,0.05342206076708393,0.6666666666666667,3,4,coins
TV,0.09436093777043358,0.5454545454545454,3,5,coins
TV,0.09436093777043358,0.6666666666666667,3,6,coins
TV,0.14678222159979815,0.7692307692307692,3,7,coins
TV,0.23345859334434962,1.0,3,8,coins
TV,0.1721804688852168,0.6666666666666667,3,9,coins
TV,0.18872187554086717,1.0,3,10,coins
TV,0.34336016083271426,1.0,3,11,coins
TV,0.1493974703476993,0.7692307692307692,3,12,coins
TV,0.02439747034769925,0.9333333333333333,3,13,coins
TV,0.0487949406953985,0.6666666666666667,3,14,coins
TV,0.02439747034769925,0.7692307692307692,3,15,coins
TV,0.05503653257726565,0.7692307692307692,3,16,coins
VT,0.07157793923291605,0.7692307692307692,3,-16,coins
VT,0.018155878465832095,0.7692307692307692,3,-15,coins
VT,0.015540629717931,0.5454545454545454,3,-14,coins
VT,0.14678222159979815,0.7692307692307692,3,-13,coins
VT,0.07157793923291604,0.7692307692307692,3,-12,coins
VT,0.05503653257726565,0.7692307692307692,3,-11,coins
VT,0.11614315937023174,0.7692307692307692,3,-10,coins
VT,0.07157793923291605,0.6666666666666667,3,-9,coins
VT,0.021782221599798153,0.6666666666666667,3,-8,coins
VT,0.09815877857056643,0.7692307692307692,3,-7,coins
VT,0.1695652201373157,0.8571428571428572,3,-6,coins
VT,0.10221700146248244,0.8571428571428572,3,-5,coins
VT,0.052421283829364555,0.7692307692307692,3,-4,coins
VT,0.15563906222956642,0.9333333333333333,3,-3,coins
VT,0.018155878465832095,0.9333333333333333,3,-2,coins
VT,0.19396269048501497,0.8571428571428572,3,-1,coins
VT,0.21836016083271423,0.9333333333333333,3,0,coins
VT,0.11614315937023174,0.6666666666666667,3,1,coins
VT,0.0,0.5454545454545454,3,2,coins
VT,0.2167456890225325,0.6666666666666667,3,3,coins
VT,0.14778299853751753,0.8571428571428572,3,4,coins
VT,0.1721804688852168,0.7692307692307692,3,5,coins
VT,0.14678222159979815,0.8571428571428572,3,6,coins
VT,0.139097655573916,0.9333333333333333,3,7,coins
VT,0.1084585933443496,0.6666666666666667,3,8,coins
VT,0.2681558784658321,0.8571428571428572,3,9,coins
VT,0.012925380970029904,0.7692307692307692,3,10,coins
VT,0.1084585933443496,0.9333333333333333,3,11,coins
VT,0.06533634735104889,0.9333333333333333,3,12,coins
VT,0.09436093777043358,0.9333333333333333,3,13,coins
VT,0.06896269048501495,0.8571428571428572,3,14,coins
VT,0.3993974703476993,0.7692307692307692,3,15,coins
TV,0.0487949406953985,0.8571428571428572,4,-3,coins
TV,0.14939747034769926,1.0,4,-2,coins
TV,0.05503653257726565,0.5454545454545454,4,-1,coins
TV,0.018155878465832095,1.0,4,0,coins
TV,0.1721804688852168,0.6666666666666667,4,1,coins
TV,0.1431558784658321,0.6666666666666667,4,2,coins
TV,0.02439747034769925,0.7692307692307692,4,3,coins
TV,0.02439747034769925,0.6666666666666667,4,4,coins
TV,0.06896269048501495,0.7692307692307692,4,5,coins
TV,0.09960175271458135,0.5454545454545454,4,6,coins
TV,0.021782221599798153,0.7692307692307692,4,7,coins
TV,0.0,1.0,4,8,coins
TV,0.14678222159979815,0.7692307692307692,4,9,coins
TV,0.22460175271458135,0.6666666666666667,4,10,coins
TV,0.17379494069539858,0.8571428571428572,4,11,coins
TV,0.47097540958061535,0.9333333333333333,4,12,coins
TV,0.14678222159979815,0.8571428571428572,4,13,coins
TV,0.19396269048501497,0.7692307692307692,4,14,coins
TV,0.1084585933443496,0.9333333333333333,4,15,coins
TV,0.09436093777043358,0.9333333333333333,4,16,coins
VT,0.39678222159979815,0.7692307692307692,4,-16,coins
VT,0.5943609377704335,0.9333333333333333,4,-15,coins
VT,0.19396269048501494,0.7692307692307692,4,-14,coins
VT,0.030639062229566402,0.5454545454545454,4,-13,coins
VT,0.07157793923291604,1.0,4,-12,coins
VT,0.07157793923291604,0.8571428571428572,4,-11,coins
VT,0.07157793923291604,0.7692307692307692,4,-10,coins
VT,0.02439747034769925,0.8571428571428572,4,-9,coins
VT,0.02439747034769925,0.9333333333333333,4,-8,coins
VT,0.07157793923291604,0.9333333333333333,4,-7,coins
VT,0.07157793923291604,0.5454545454545454,4,-6,coins
VT,0.0933601608327142,0.6666666666666667,4,-5,coins
VT,0.22721700146248247,0.8571428571428572,4,-4,coins
VT,0.1328560636920489,1.0,4,-3,coins
VT,0.06896269048501494,1.0,4,-2,coins
VT,0.09436093777043358,1.0,4,-1,coins
VT,0.06896269048501494,0.7692307692307692,4,0,coins
VT,0.28063906222956647,0.8571428571428572,4,1,coins
VT,0.030639062229566402,0.6666666666666667,4,2,coins
VT,0.4834585933443496,0.8571428571428572,4,3,coins
VT,0.2578560636920489,0.7692307692307692,4,4,coins
VT,0.35221700146248247,0.7692307692307692,4,5,coins
VT,0.10221700146248244,0.5454545454545454,4,6,coins
VT,0.07157793923291604,0.9333333333333333,4,7,coins
VT,0.2473847512520989,0.8571428571428572,4,8,coins
VT,0.21936093777043358,0.7692307692307692,4,9,coins
VT,0.22721700146248247,0.9333333333333333,4,10,coins
VT,0.06272109860314778,0.9333333333333333,4,11,coins
VT,0.0778195311147832,0.9333333333333333,4,12,coins
VT,0.19657793923291608,0.8571428571428572,4,13,coins
VT,0.1431558784658321,0.7692307692307692,4,14,coins
VT,0.05503653257726565,0.6666666666666667,4,15,coins
TV,0.030639062229566402,0.9333333333333333,5,-3,coins
TV,0.02439747034769925,1.0,5,-2,coins
TV,0.02439747034769925,0.9333333333333333,5,-1,coins
TV,0.11875840811813285,0.9333333333333333,5,0,coins
TV,0.0487949406953985,0.7692307692307692,5,1,coins
TV,0.1431558784658321,0.8571428571428572,5,2,coins
TV,0.2167456890225325,0.9333333333333333,5,3,coins
TV,0.12238475125209891,0.7692307692307692,5,4,coins
TV,0.05503653257726565,0.7692307692307692,5,5,coins
TV,0.05503653257726565,0.8571428571428572,5,6,coins
TV,0.052421283829364555,0.9333333333333333,5,7,coins
TV,0.07781953111478321,0.8571428571428572,5,8,coins
TV,0.15563906222956642,0.7692307692307692,5,9,coins
TV,0.061278124459132804,0.9333333333333333,5,10,coins
TV,0.1084585933443496,1.0,5,11,coins
TV,0.0778195311147832,0.6666666666666667,5,12,coins
TV,0.1431558784658321,0.8571428571428572,5,13,coins
TV,0.1084585933443496,0.6666666666666667,5,14,coins
TV,0.07157793923291604,0.7692307692307692,5,15,coins
TV,0.018155878465832095,0.7692307692307692,5,16,coins
VT,0.02439747034769925,0.5454545454545454,5,-16,coins
VT,0.12238475125209891,0.8571428571428572,5,-15,coins
VT,0.05342206076708393,0.8571428571428572,5,-14,coins
VT,0.09436093777043358,0.7692307692307692,5,-13,coins
VT,0.02439747034769925,0.9333333333333333,5,-12,coins
VT,0.02439747034769925,0.8571428571428572,5,-11,coins
VT,0.0778195311147832,0.9333333333333333,5,-10,coins
VT,0.18872187554086717,0.9333333333333333,5,-9,coins
VT,0.02439747034769925,0.7692307692307692,5,-8,coins
VT,0.14939747034769923,0.9333333333333333,5,-7,coins
VT,0.15563906222956642,0.9333333333333333,5,-6,coins
VT,0.07157793923291604,0.9333333333333333,5,-5,coins
VT,0.1084585933443496,0.5454545454545454,5,-4,coins
VT,0.28063906222956636,1.0,5,-3,coins
VT,0.02439747034769925,1.0,5,-2,coins
VT,0.02439747034769925,1.0,5,-1,coins
VT,0.030639062229566402,0.7692307692307692,5,0,coins
VT,0.25,0.9333333333333333,5,1,coins
VT,0.15563906222956642,0.5454545454545454,5,2,coins
VT,0.018155878465832095,0.6666666666666667,5,3,coins
VT,0.030639062229566402,0.7692307692307692,5,4,coins
VT,0.0,0.8571428571428572,5,5,coins
VT,0.021782221599798153,0.7692307692307692,5,6,coins
VT,0.052421283829364555,0.8571428571428572,5,7,coins
VT,0.07157793923291604,0.6666666666666667,5,8,coins
VT,0.1903363473510489,0.7692307692307692,5,9,coins
VT,0.07157793923291605,0.9333333333333333,5,10,coins
VT,0.0487949406953985,1.0,5,11,coins
VT,0.05242128382936455,0.9333333333333333,5,12,coins
VT,0.11614315937023174,0.8571428571428572,5,13,coins
VT,0.1721804688852168,0.9333333333333333,5,14,coins
VT,0.018155878465832095,0.7692307692307692,5,15,coins
TV,0.32157793923291605,0.9333333333333333,6,-3,coins
TV,0.11614315937023174,1.0,6,-2,coins
TV,0.1084585933443496,0.7692307692307692,6,-1,coins
TV,0.07157793923291604,1.0,6,0,coins
TV,0.02439747034769925,0.8571428571428572,6,1,coins
TV,0.11875840811813285,0.6666666666666667,6,2,coins
TV,0.265540629717931,0.8571428571428572,6,3,coins
TV,0.18003653257726565,0.7692307692307692,6,4,coins
TV,0.02439747034769925,0.5454545454545454,6,5,coins
TV,0.11875840811813282,0.7692307692307692,6,6,coins
TV,0.018155878465832095,0.6666666666666667,6,7,coins
TV,0.2681558784658321,0.8571428571428572,6,8,coins
TV,0.1084585933443496,0.8571428571428572,6,9,coins
TV,0.09436093777043358,1.0,6,10,coins
TV,0.018155878465832095,0.7692307692307692,6,11,coins
TV,0.06533634735104889,0.8571428571428572,6,12,coins
TV,0.02439747034769925,0.8571428571428572,6,13,coins
TV,0.07157793923291605,0.6666666666666667,6,14,coins
TV,0.07157793923291605,0.8571428571428572,6,15,coins
TV,0.0778195311147832,0.8571428571428572,6,16,coins
VT,0.140540629717931,0.7692307692307692,6,-16,coins
VT,0.0778195311147832,0.8571428571428572,6,-15,coins
VT,0.11875840811813282,0.9333333333333333,6,-14,coins
VT,0.0,0.9333333333333333,6,-13,coins
VT,0.0933601608327142,0.8571428571428572,6,-12,coins
VT,0.22721700146248247,0.6666666666666667,6,-11,coins
VT,0.02439747034769925,0.6666666666666667,6,-10,coins
VT,0.02439747034769925,0.8571428571428572,6,-9,coins
VT,0.021782221599798153,0.8571428571428572,6,-8,coins
VT,0.015540629717931,0.7692307692307692,6,-7,coins
VT,0.1431558784658321,0.7692307692307692,6,-6,coins
VT,0.14939747034769923,0.8571428571428572,6,-5,coins
VT,0.22097540958061532,0.7692307692307692,6,-4,coins
VT,0.0778195311147832,0.7692307692307692,6,-3,coins
VT,0.1431558784658321,0.9333333333333333,6,-2,coins
VT,0.25,1.0,6,-1,coins
VT,0.14939747034769923,0.9333333333333333,6,0,coins
VT,0.030639062229566402,0.7692307692307692,6,1,coins
VT,0.015540629717931,0.5454545454545454,6,2,coins
VT,0.0,0.5454545454545454,6,3,coins
VT,0.06533634735104889,0.7692307692307692,6,4,coins
VT,0.018155878465832095,0.7692307692307692,6,5,coins
VT,0.030639062229566402,0.6666666666666667,6,6,coins
VT,0.0487949406953985,0.9333333333333333,6,7,coins
VT,0.06896269048501495,0.4,6,8,coins
VT,0.31127812445913283,1.0,6,9,coins
VT,0.0933601608327142,0.8571428571428572,6,10,coins
VT,0.015540629717931,0.9333333333333333,6,11,coins
VT,0.021782221599798153,0.8571428571428572,6,12,coins
VT,0.02439747034769925,1.0,6,13,coins
VT,0.0,1.0,6,14,coins
VT,0.15563906222956642,0.6666666666666667,6,15,coins
TV,0.02439747034769925,0.8571428571428572,7,-3,coins
TV,0.29093887700334964,1.0,7,-2,coins
TV,0.018155878465832095,0.4,7,-1,coins
TV,0.19033634735104887,0.7692307692307692,7,0,coins
TV,0.06896269048501495,0.8571428571428572,7,1,coins
TV,0.0933601608327142,0.6666666666666667,7,2,coins
TV,0.06996346742273432,0.8571428571428572,7,3,coins
TV,0.07781953111478321,0.4,7,4,coins
TV,0.09815877857056643,0.6666666666666667,7,5,coins
TV,0.11614315937023174,0.7692307692307692,7,6,coins
TV,0.19396269048501494,0.8571428571428572,7,7,coins
TV,0.1328560636920489,0.8571428571428572,7,8,coins
TV,0.1431558784658321,0.8571428571428572,7,9,coins
TV,0.06896269048501495,0.6666666666666667,7,10,coins
TV,0.125,0.7692307692307692,7,11,coins
TV,0.1493974703476993,0.8571428571428572,7,12,coins
TV,0.3812415918818672,0.9333333333333333,7,13,coins
TV,0.14778299853751753,0.6666666666666667,7,14,coins
TV,0.021782221599798153,0.7692307692307692,7,15,coins
TV,0.15563906222956642,0.6666666666666667,7,16,coins
VT,0.07157793923291604,0.4,7,-16,coins
VT,0.06896269048501495,0.6666666666666667,7,-15,coins
VT,0.10221700146248244,0.7692307692307692,7,-14,coins
VT,0.0,0.8571428571428572,7,-13,coins
VT,0.07157793923291605,1.0,7,-12,coins
VT,0.021782221599798153,0.7692307692307692,7,-11,coins
VT,0.06896269048501495,0.8571428571428572,7,-10,coins
VT,0.06896269048501495,0.7692307692307692,7,-9,coins
VT,0.06896269048501495,0.7692307692307692,7,-8,coins
VT,0.31127812445913283,0.7692307692307692,7,-7,coins
VT,0.14442376072437557,0.6666666666666667,7,-6,coins
VT,0.09815877857056643,0.6666666666666667,7,-5,coins
VT,0.31896269048501497,0.8571428571428572,7,-4,coins
VT,0.14778299853751753,0.9333333333333333,7,-3,coins
VT,0.1721804688852168,1.0,7,-2,coins
VT,0.21936093777043358,0.9333333333333333,7,-1,coins
VT,0.052421283829364555,0.9333333333333333,7,0,coins
VT,0.05503653257726565,0.4,7,1,coins
VT,0.02439747034769925,0.4,7,2,coins
VT,0.06896269048501494,0.5454545454545454,7,3,coins
VT,0.0,0.6666666666666667,7,4,coins
VT,0.021782221599798153,0.5454545454545454,7,5,coins
VT,0.0,0.6666666666666667,7,6,coins
VT,0.021782221599798153,0.6666666666666667,7,7,coins
VT,0.030639062229566402,0.2222222222222222,7,8,coins
VT,0.021782221599798153,0.7692307692307692,7,9,coins
VT,0.14939747034769923,0.6666666666666667,7,10,coins
VT,0.2473847512520989,0.7692307692307692,7,11,coins
VT,0.31896269048501497,0.8571428571428572,7,12,coins
VT,0.018155878465832095,0.9333333333333333,7,13,coins
VT,0.06533634735104889,0.8571428571428572,7,14,coins
VT,0.02439747034769925,0.7692307692307692,7,15,coins
TV,0.11875840811813283,0.9333333333333333,8,-3,coins
TV,0.0933601608327142,0.9333333333333333,8,-2,coins
TV,0.0,0.7692307692307692,8,-1,coins
TV,0.10221700146248244,0.9333333333333333,8,0,coins
TV,0.02439747034769925,0.5454545454545454,8,1,coins
TV,0.02439747034769925,0.6666666666666667,8,2,coins
TV,0.018155878465832095,0.6666666666666667,8,3,coins
TV,0.0,0.4,8,4,coins
TV,0.02439747034769925,0.4,8,5,coins
TV,0.02439747034769925,0.7692307692307692,8,6,coins
TV,0.22097540958061532,0.7692307692307692,8,7,coins
TV,0.16755334881353137,0.8571428571428572,8,8,coins
TV,0.06896269048501495,0.6666666666666667,8,9,coins
TV,0.06896269048501495,0.7692307692307692,8,10,coins
TV,0.11875840811813285,0.9333333333333333,8,11,coins
TV,0.02439747034769925,0.7692307692307692,8,12,coins
TV,0.0487949406953985,0.8571428571428572,8,13,coins
TV,0.0778195311147832,0.8571428571428572,8,14,coins
TV,0.12661447181018173,0.7692307692307692,8,15,coins
TV,0.015540629717931,0.5454545454545454,8,16,coins
VT,0.02439747034769925,0.5454545454545454,8,-16,coins
VT,0.015540629717931,0.6666666666666667,8,-15,coins
VT,0.06896269048501494,0.8571428571428572,8,-14,coins
VT,0.02439747034769925,0.8571428571428572,8,-13,coins
VT,0.09436093777043358,0.8571428571428572,8,-12,coins
VT,0.02439747034769925,0.8571428571428572,8,-11,coins
VT,0.0487949406953985,1.0,8,-10,coins
VT,0.02439747034769925,1.0,8,-9,coins
VT,0.018155878465832095,1.0,8,-8,coins
VT,0.07157793923291604,0.7692307692307692,8,-7,coins
VT,0.24375840811813282,0.8571428571428572,8,-6,coins
VT,0.42218046888521676,1.0,8,-5,coins
VT,0.2743974703476993,0.9333333333333333,8,-4,coins
VT,0.0487949406953985,0.9333333333333333,8,-3,coins
VT,0.02439747034769925,1.0,8,-2,coins
VT,0.0487949406953985,0.8571428571428572,8,-1,coins
VT,0.07157793923291604,0.8571428571428572,8,0,coins
VT,0.030639062229566402,0.8571428571428572,8,1,coins
VT,0.030639062229566402,0.4,8,2,coins
VT,0.14939747034769923,0.6666666666666667,8,3,coins
VT,0.19396269048501497,0.6666666666666667,8,4,coins
VT,0.2681558784658321,0.8571428571428572,8,5,coins
VT,0.0487949406953985,0.6666666666666667,8,6,coins
VT,0.02439747034769925,0.6666666666666667,8,7,coins
VT,0.09436093777043358,0.5454545454545454,8,8,coins
VT,0.14778299853751753,0.7692307692307692,8,9,coins
VT,0.2987949406953985,0.8571428571428572,8,10,coins
VT,0.4834585933443496,0.9333333333333333,8,11,coins
VT,0.22097540958061532,0.9333333333333333,8,12,coins
VT,0.05242128382936455,1.0,8,13,coins
VT,0.19396269048501497,0.8571428571428572,8,14,coins
VT,0.14939747034769923,0.6666666666666667,8,15,coins
TV,0.14778299853751753,0.9333333333333333,9,-3,coins
TV,0.02033924745578323,0.8571428571428572,9,-2,coins
TV,0.15563906222956642,0.6666666666666667,9,-1,coins
TV,0.18003653257726565,1.0,9,0,coins
TV,0.15563906222956642,0.7692307692307692,9,1,coins
TV,0.05503653257726565,0.7692307692307692,9,2,coins
TV,0.021782221599798153,0.8571428571428572,9,3,coins
TV,0.05503653257726565,0.5454545454545454,9,4,coins
TV,0.015540629717931,0.7692307692307692,9,5,coins
TV,0.06533634735104889,0.8571428571428572,9,6,coins
TV,0.07157793923291604,0.9333333333333333,9,7,coins
TV,0.0778195311147832,1.0,9,8,coins
TV,0.06896269048501494,0.9333333333333333,9,9,coins
TV,0.0933601608327142,0.6666666666666667,9,10,coins
TV,0.22460175271458135,0.9333333333333333,9,11,coins
TV,0.0933601608327142,0.9333333333333333,9,12,coins
TV,0.2578560636920489,0.7692307692307692,9,13,coins
TV,0.19396269048501497,0.7692307692307692,9,14,coins
TV,0.11614315937023174,0.8571428571428572,9,15,coins
TV,0.0778195311147832,0.7692307692307692,9,16,coins
VT,0.10060252965230074,0.7692307692307692,9,-16,coins
VT,0.28063906222956647,0.7692307692307692,9,-15,coins
VT,0.0778195311147832,0.8571428571428572,9,-14,coins
VT,0.02439747034769925,0.8571428571428572,9,-13,coins
VT,0.1084585933443496,0.9333333333333333,9,-12,coins
VT,0.015540629717931,0.8571428571428572,9,-11,coins
VT,0.0933601608327142,0.8571428571428572,9,-10,coins
VT,0.139097655573916,0.9333333333333333,9,-9,coins
VT,0.015540629717931,0.8571428571428572,9,-8,coins
VT,0.24114315937023173,0.6666666666666667,9,-7,coins
VT,0.0933601608327142,0.7692307692307692,9,-6,coins
VT,0.0487949406953985,0.8571428571428572,9,-5,coins
VT,0.1695652201373157,0.9333333333333333,9,-4,coins
VT,0.25,1.0,9,-3,coins
VT,0.0933601608327142,1.0,9,-2,coins
VT,0.10221700146248244,0.8571428571428572,9,-1,coins
VT,0.06533634735104889,0.9333333333333333,9,0,coins
VT,0.06533634735104889,0.6666666666666667,9,1,coins
VT,0.07157793923291604,0.4,9,2,coins
VT,0.0778195311147832,0.5454545454545454,9,3,coins
VT,0.11875840811813285,0.6666666666666667,9,4,coins
VT,0.24375840811813282,0.6666666666666667,9,5,coins
