case_id,rank,M,fanout,wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,correctness
balanced_fanout_F1_M128,0,128,1,1.5633920431137085,0.04259200021624565,0.16832000482827425,0.48630398511886597,0.14649605751037598,True
balanced_fanout_F2_M128,0,128,2,1.5648000240325928,0.026399999856948853,0.16912000440061092,0.4644799828529358,0.09292805194854736,True
balanced_fanout_F4_M128,0,128,4,2.110208034515381,0.024671999737620354,0.1637120060622692,0.9715519547462463,0.14870405197143555,True
balanced_fanout_F1_M512,0,512,1,2.0604801177978516,0.02985600009560585,0.17260799929499626,0.9902400374412537,0.11871993541717529,True
balanced_fanout_F2_M512,0,512,2,1.8007999658584595,0.025567999109625816,0.18390400055795908,0.6906880140304565,0.6774719953536987,True
balanced_fanout_F4_M512,0,512,4,1.8043839931488037,0.026464000344276428,0.20163200236856937,0.6969279944896698,0.734112024307251,True
balanced_fanout_F1_M128,1,128,1,1.6125119924545288,0.03993599861860275,0.1821120036765933,0.44470399618148804,0.1284799575805664,True
balanced_fanout_F2_M128,1,128,2,1.5811519622802734,0.023104000836610794,0.19712000340223312,0.43398404121398926,0.20348799228668213,True
balanced_fanout_F4_M128,1,128,4,2.0883519649505615,0.024768000468611717,0.18019199650734663,0.9569600224494934,0.13315200805664062,True
balanced_fanout_F1_M512,1,512,1,2.086496114730835,0.027168000116944313,0.2029439965263009,0.8884800672531128,0.20351994037628174,True
balanced_fanout_F2_M512,1,512,2,1.8218879699707031,0.024159999564290047,0.1987520046532154,0.8700479865074158,0.09859204292297363,True
balanced_fanout_F4_M512,1,512,4,1.8247040510177612,0.025407999753952026,0.23120000679045916,0.867743968963623,0.12892794609069824,True
balanced_fanout_F1_M128,2,128,1,1.6001919507980347,0.18095999956130981,0.16943999845534563,0.4755840301513672,0.07599997520446777,True
balanced_fanout_F2_M128,2,128,2,1.5481280088424683,0.025472000241279602,0.18124799709767103,0.4514240026473999,0.13603198528289795,True
balanced_fanout_F4_M128,2,128,4,2.125920057296753,0.025567999109625816,0.20892800204455853,0.993056058883667,0.08732795715332031,True
balanced_fanout_F1_M512,2,512,1,2.0921919345855713,0.026784000918269157,0.21443199552595615,0.9219199419021606,0.2236800193786621,True
balanced_fanout_F2_M512,2,512,2,1.8407039642333984,0.026784000918269157,0.21596800349652767,0.8730239868164062,0.12512004375457764,True
balanced_fanout_F4_M512,2,512,4,1.832576036453247,0.02502400055527687,0.24415998719632626,0.8569599986076355,0.11894392967224121,True
balanced_fanout_F1_M128,3,128,1,1.6244479417800903,0.03993599861860275,0.21462399326264858,0.4563840627670288,0.17510390281677246,True
balanced_fanout_F2_M128,3,128,2,1.6094080209732056,0.025919999927282333,0.2243840042501688,0.43532800674438477,0.22070395946502686,True
balanced_fanout_F4_M128,3,128,4,2.1412160396575928,0.02316799946129322,0.22905599605292082,0.9127039909362793,0.21235191822052002,True
balanced_fanout_F1_M512,3,512,1,2.129568099975586,0.02611199952661991,0.2423680042847991,0.9699839353561401,0.17903995513916016,True
balanced_fanout_F2_M512,3,512,2,1.860159993171692,0.02457600086927414,0.24207999929785728,0.8133119940757751,0.16246402263641357,True
balanced_fanout_F4_M512,3,512,4,1.865280032157898,0.02582399919629097,0.263583991676569,0.7759039998054504,0.18310391902923584,True
