source,budget,tail_balancing,routing_only,chunk_count_flexibility,relaxed_gt_budget,total_fixed_to_relaxed,routing_only_ge_10_fraction,routing_only_positive_fraction
short,128,0.00027760192941578277,-0.0005691752497538616,-0.2458539493582721,0.29063815664650683,0.13413804796024992,0.05,0.45
short,256,-0.0016201966831175252,0.003324379322751647,-0.0997770811357741,0.21240333620379676,0.060418717231239594,0.05,0.725
short,512,2.5075790466622117e-05,0.0009657001440989132,-0.0014757848070964252,0.0037443779624760642,0.002523503533180149,0.0,0.575
short,1024,-0.0014481501307389566,-0.0004615018911741098,9.979110356722609e-05,-0.00045217529202934426,-0.0005446112772813372,0.075,0.475
long,128,0.0013975354669524265,0.0003882832509803924,-0.07443221636262509,0.2229191618559883,0.16127241549266863,0.0,0.5
long,256,-0.0006206365587403395,0.00258223175369493,-0.14523162473046702,0.26712395440320413,0.1629212063312147,0.0,1.0
long,512,-0.000890399767108141,0.0007167060929771929,-0.06808952075084773,0.18473103233578675,0.13396526773279333,0.0,0.5
long,1024,-0.007733568637955601,-0.005175388806991421,-0.17953068433678243,0.0944822511028039,-0.04067783305138173,0.25,0.25
