layer,region,expert,modality,method,ratio,tokens,representatives,evaluated_nonrepresentatives,median_cosine,mean_cosine,median_relative_l2,mean_relative_l2,pass_fraction,all_token_pass_fraction
4,early,32,visual,oracle,0.75,13,10,3,0.5314647555351257,0.569904625415802,0.9946661591529846,0.9179461598396301,0.0,0.7692307692307693
4,early,32,visual,oracle,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,32,visual,practical,0.25,13,4,9,0.34752321243286133,0.3961476981639862,1.0989638566970825,1.1012530326843262,0.0,0.3076923076923077
4,early,32,visual,practical,0.5,13,7,6,0.3459494113922119,0.4196068048477173,1.1248674392700195,1.0948781967163086,0.0,0.5384615384615384
4,early,32,visual,practical,0.75,13,10,3,0.5314647555351257,0.5387081503868103,0.9447600841522217,0.9521586298942566,0.0,0.7692307692307693
4,early,32,visual,practical,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,32,text,oracle,0.25,13,4,9,0.9681143760681152,0.9546992182731628,0.2505134344100952,0.2795340120792389,0.0,0.3076923076923077
4,early,32,text,oracle,0.5,13,7,6,0.9888713359832764,0.9796884655952454,0.15077327191829681,0.1922246813774109,0.0,0.5384615384615384
4,early,32,text,oracle,0.75,13,10,3,0.9898054003715515,0.9930946230888367,0.14424525201320648,0.09789951890707016,0.3333333333333333,0.8461538461538461
4,early,32,text,oracle,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,32,text,practical,0.25,13,4,9,0.9681143760681152,0.9547744393348694,0.2505134344100952,0.2697579562664032,0.1111111111111111,0.38461538461538464
4,early,32,text,practical,0.5,13,7,6,0.9836472868919373,0.97980135679245,0.18131756782531738,0.17756062746047974,0.16666666666666666,0.6153846153846154
4,early,32,text,practical,0.75,13,10,3,0.9898054003715515,0.9930023550987244,0.14424525201320648,0.09723519533872604,0.3333333333333333,0.8461538461538461
4,early,32,text,practical,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,34,visual,oracle,0.25,32,8,24,0.47028857469558716,0.49807214736938477,0.9999330639839172,1.0135096311569214,0.0,0.25
4,early,34,visual,oracle,0.5,32,16,16,0.5550296306610107,0.5587642192840576,0.9552001953125,0.9366905689239502,0.0,0.5
4,early,34,visual,oracle,0.75,32,24,8,0.632603645324707,0.6466246843338013,0.9082978367805481,0.8804563879966736,0.0,0.75
4,early,34,visual,oracle,1.0,32,32,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,34,visual,practical,0.25,32,8,24,0.43108808994293213,0.47257348895072937,1.0645318031311035,1.0819878578186035,0.0,0.25
4,early,34,visual,practical,0.5,32,16,16,0.5205284953117371,0.5307539701461792,0.9810067415237427,0.988072395324707,0.0,0.5
4,early,34,visual,practical,0.75,32,24,8,0.5838497877120972,0.6154739856719971,0.9578940868377686,0.9198015928268433,0.0,0.75
4,early,34,visual,practical,1.0,32,32,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,34,text,oracle,0.25,32,8,24,0.9470927715301514,0.9396798014640808,0.33592554926872253,0.33316323161125183,0.0,0.25
4,early,34,text,oracle,0.5,32,16,16,0.9752954840660095,0.9668000340461731,0.22284020483493805,0.2568168640136719,0.0,0.5
4,early,34,text,oracle,0.75,32,24,8,0.9824856519699097,0.9848464727401733,0.19343134760856628,0.16706383228302002,0.125,0.78125
4,early,34,text,oracle,1.0,32,32,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,34,text,practical,0.25,32,8,24,0.9446669816970825,0.9332961440086365,0.35894906520843506,0.34686121344566345,0.0,0.25
4,early,34,text,practical,0.5,32,16,16,0.9752954840660095,0.9644476175308228,0.22284020483493805,0.26329171657562256,0.0,0.5
4,early,34,text,practical,0.75,32,24,8,0.9815877079963684,0.9757359027862549,0.1976955085992813,0.209147110581398,0.125,0.78125
4,early,34,text,practical,1.0,32,32,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,38,visual,oracle,0.25,12,3,9,0.36954301595687866,0.4004482626914978,1.0322210788726807,1.0383210182189941,0.0,0.25
4,early,38,visual,oracle,0.5,12,6,6,0.42190802097320557,0.44953453540802,1.0097947120666504,1.0324865579605103,0.0,0.5
4,early,38,visual,oracle,0.75,12,9,3,0.5621017813682556,0.5268545150756836,1.0034494400024414,0.9713401794433594,0.0,0.75
4,early,38,visual,oracle,1.0,12,12,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,38,visual,practical,0.25,12,3,9,0.31681427359580994,0.36391472816467285,1.1506659984588623,1.1672419309616089,0.0,0.25
4,early,38,visual,practical,0.5,12,6,6,0.4397938549518585,0.44125327467918396,1.1197621822357178,1.0885783433914185,0.0,0.5
4,early,38,visual,practical,0.75,12,9,3,0.5621017813682556,0.5223409533500671,0.9734887480735779,0.9458160996437073,0.0,0.75
4,early,38,visual,practical,1.0,12,12,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,38,text,oracle,0.25,12,3,9,0.9259014129638672,0.932784378528595,0.3868385851383209,0.34557783603668213,0.1111111111111111,0.3333333333333333
4,early,38,text,oracle,0.5,12,6,6,0.9470213651657104,0.9513984322547913,0.34399908781051636,0.2853398025035858,0.16666666666666666,0.5833333333333334
4,early,38,text,oracle,0.75,12,9,3,0.9693111181259155,0.9728851318359375,0.24586965143680573,0.19426335394382477,0.3333333333333333,0.8333333333333334
4,early,38,text,oracle,1.0,12,12,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,38,text,practical,0.25,12,3,9,0.9259014129638672,0.9315633773803711,0.3868385851383209,0.3497278392314911,0.1111111111111111,0.3333333333333333
4,early,38,text,practical,0.5,12,6,6,0.9470213651657104,0.9488504528999329,0.34399908781051636,0.29455873370170593,0.16666666666666666,0.5833333333333334
4,early,38,text,practical,0.75,12,9,3,0.9693111181259155,0.9728851318359375,0.24586965143680573,0.19426335394382477,0.3333333333333333,0.8333333333333334
4,early,38,text,practical,1.0,12,12,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,47,visual,oracle,0.25,20,5,15,0.6321300268173218,0.6460385918617249,0.8571069240570068,0.824911892414093,0.0,0.25
4,early,47,visual,oracle,0.5,20,10,10,0.6840702295303345,0.698184609413147,0.7795215249061584,0.7636340260505676,0.0,0.5
4,early,47,visual,oracle,0.75,20,15,5,0.7792366147041321,0.7652386426925659,0.6675524711608887,0.6777710318565369,0.0,0.75
4,early,47,visual,oracle,1.0,20,20,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,47,visual,practical,0.25,20,5,15,0.6239112615585327,0.6108070611953735,0.8445510864257812,0.8476792573928833,0.0,0.25
4,early,47,visual,practical,0.5,20,10,10,0.6577271223068237,0.6639865040779114,0.8176639080047607,0.8027068972587585,0.0,0.5
4,early,47,visual,practical,0.75,20,15,5,0.7072010040283203,0.7420033812522888,0.7566203474998474,0.7039389610290527,0.0,0.75
4,early,47,visual,practical,1.0,20,20,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,47,text,oracle,0.25,20,5,15,0.9745997786521912,0.9672737121582031,0.22478073835372925,0.23846250772476196,0.06666666666666667,0.3
4,early,47,text,oracle,0.5,20,10,10,0.9857691526412964,0.985466480255127,0.1701064258813858,0.1442869007587433,0.3,0.65
4,early,47,text,oracle,0.75,20,15,5,0.9999998807907104,0.9960225224494934,0.0,0.05593398958444595,0.6,0.9
4,early,47,text,oracle,1.0,20,20,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,47,text,practical,0.25,20,5,15,0.9822517037391663,0.9725140333175659,0.2166171818971634,0.20649604499340057,0.2,0.4
4,early,47,text,practical,0.5,20,10,10,0.9859610795974731,0.9829641580581665,0.1701064258813858,0.1514626145362854,0.3,0.65
4,early,47,text,practical,0.75,20,15,5,0.9999998807907104,0.9960225224494934,0.0,0.05593398958444595,0.6,0.9
4,early,47,text,practical,1.0,20,20,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,52,visual,oracle,0.25,9,3,6,0.7701444029808044,0.6594168543815613,0.7132231593132019,0.7558633685112,0.16666666666666666,0.4444444444444444
4,early,52,visual,oracle,0.5,9,5,4,0.7749703526496887,0.830021321773529,0.693577766418457,0.5300060510635376,0.25,0.6666666666666666
4,early,52,visual,oracle,0.75,9,7,2,1.0,1.0,0.0,0.0,1.0,1.0
4,early,52,visual,oracle,1.0,9,9,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,52,visual,practical,0.25,9,3,6,0.7701444029808044,0.6594167947769165,0.6653083562850952,0.7295182347297668,0.16666666666666666,0.4444444444444444
4,early,52,visual,practical,0.5,9,5,4,0.7749703526496887,0.8300212621688843,0.6483227610588074,0.4904884696006775,0.25,0.6666666666666666
4,early,52,visual,practical,0.75,9,7,2,1.0,1.0,0.0,0.0,1.0,1.0
4,early,52,visual,practical,1.0,9,9,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,52,text,oracle,0.25,9,3,6,0.6588377952575684,0.6310556530952454,0.6790707111358643,0.6718401312828064,0.0,0.3333333333333333
4,early,52,text,oracle,0.5,9,5,4,0.9723441004753113,0.8210136890411377,0.23481851816177368,0.4553486108779907,0.0,0.5555555555555556
4,early,52,text,oracle,0.75,9,7,2,0.9831895232200623,0.9831895232200623,0.18212632834911346,0.18212632834911346,0.0,0.7777777777777778
4,early,52,text,oracle,1.0,9,9,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,52,text,practical,0.25,9,3,6,0.6064332127571106,0.6042511463165283,0.7396193742752075,0.8089654445648193,0.0,0.3333333333333333
4,early,52,text,practical,0.5,9,5,4,0.9723441004753113,0.7859821915626526,0.23367321491241455,0.4655742645263672,0.0,0.5555555555555556
4,early,52,text,practical,0.75,9,7,2,0.9814096689224243,0.9814096689224243,0.19152919948101044,0.19152919948101044,0.0,0.7777777777777778
4,early,52,text,practical,1.0,9,9,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,63,visual,oracle,0.25,13,4,9,0.5719847083091736,0.5782303214073181,0.9095208644866943,0.8993909358978271,0.0,0.3076923076923077
4,early,63,visual,oracle,0.5,13,7,6,0.7040443420410156,0.6552457213401794,0.7450584769248962,0.8028270602226257,0.0,0.5384615384615384
4,early,63,visual,oracle,0.75,13,10,3,0.7131341099739075,0.7158770561218262,0.7155439853668213,0.7322284579277039,0.0,0.7692307692307693
4,early,63,visual,oracle,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,63,visual,practical,0.25,13,4,9,0.6223884224891663,0.5928741097450256,0.969061553478241,0.970038115978241,0.0,0.3076923076923077
4,early,63,visual,practical,0.5,13,7,6,0.7040443420410156,0.6528084874153137,0.8302386999130249,0.8557295799255371,0.0,0.5384615384615384
4,early,63,visual,practical,0.75,13,10,3,0.7131341099739075,0.7158770561218262,0.7599632740020752,0.7470348477363586,0.0,0.7692307692307693
4,early,63,visual,practical,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,63,text,oracle,0.25,13,4,9,0.9620078802108765,0.9658108949661255,0.27736446261405945,0.23598098754882812,0.2222222222222222,0.46153846153846156
4,early,63,text,oracle,0.5,13,7,6,0.9759799242019653,0.9792971611022949,0.22095322608947754,0.17286203801631927,0.3333333333333333,0.6923076923076923
4,early,63,text,oracle,0.75,13,10,3,1.0,0.9924867749214172,0.0,0.0711887925863266,0.6666666666666666,0.9230769230769231
4,early,63,text,oracle,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,63,text,practical,0.25,13,4,9,0.960315465927124,0.9640200138092041,0.28960761427879333,0.24511367082595825,0.2222222222222222,0.46153846153846156
4,early,63,text,practical,0.5,13,7,6,0.9759799242019653,0.9792971611022949,0.22095322608947754,0.17286203801631927,0.3333333333333333,0.6923076923076923
4,early,63,text,practical,0.75,13,10,3,1.0,0.9924867749214172,0.0,0.0711887925863266,0.6666666666666666,0.9230769230769231
4,early,63,text,practical,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,73,visual,oracle,0.25,13,4,9,0.3211061358451843,0.4286078214645386,1.1490223407745361,1.0040221214294434,0.1111111111111111,0.38461538461538464
4,early,73,visual,oracle,0.5,13,7,6,0.3793225884437561,0.51915043592453,1.1102604866027832,0.904538631439209,0.16666666666666666,0.6153846153846154
4,early,73,visual,oracle,0.75,13,10,3,0.7296112775802612,0.7152230739593506,0.7596672773361206,0.6214820742607117,0.3333333333333333,0.8461538461538461
4,early,73,visual,oracle,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,73,visual,practical,0.25,13,4,9,0.3211061358451843,0.41035333275794983,1.177242398262024,1.0447121858596802,0.1111111111111111,0.38461538461538464
4,early,73,visual,practical,0.5,13,7,6,0.3793225884437561,0.49771848320961,1.1430690288543701,0.9370627403259277,0.16666666666666666,0.6153846153846154
4,early,73,visual,practical,0.75,13,10,3,0.7296112775802612,0.7152230739593506,0.7596672773361206,0.6214820742607117,0.3333333333333333,0.8461538461538461
4,early,73,visual,practical,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,73,text,oracle,0.25,13,4,9,0.9368706941604614,0.7217273712158203,0.3497372567653656,0.6696116328239441,0.1111111111111111,0.38461538461538464
4,early,73,text,oracle,0.5,13,7,6,0.94642174243927,0.9432964324951172,0.32648611068725586,0.293769508600235,0.16666666666666666,0.6153846153846154
4,early,73,text,oracle,0.75,13,10,3,0.9772286415100098,0.9787824153900146,0.22991247475147247,0.17206621170043945,0.3333333333333333,0.8461538461538461
4,early,73,text,oracle,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,73,text,practical,0.25,13,4,9,0.9368706941604614,0.6990134716033936,0.3497372567653656,0.6071139574050903,0.1111111111111111,0.38461538461538464
4,early,73,text,practical,0.5,13,7,6,0.94642174243927,0.9432964324951172,0.32648611068725586,0.2985680103302002,0.16666666666666666,0.6153846153846154
4,early,73,text,practical,0.75,13,10,3,0.9772286415100098,0.9787824153900146,0.2587035894393921,0.18143995106220245,0.3333333333333333,0.8461538461538461
4,early,73,text,practical,1.0,13,13,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,75,visual,oracle,0.25,8,2,6,0.22896796464920044,0.23155581951141357,1.2385464906692505,1.2150663137435913,0.0,0.25
4,early,75,visual,oracle,0.5,8,4,4,0.24667906761169434,0.24681740999221802,1.1904942989349365,1.191535234451294,0.0,0.5
4,early,75,visual,oracle,0.75,8,6,2,0.2646668553352356,0.2646668553352356,1.1429625749588013,1.1429625749588013,0.0,0.75
4,early,75,visual,oracle,1.0,8,8,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,75,visual,practical,0.25,8,2,6,0.21028746664524078,0.21674275398254395,1.2698957920074463,1.2364214658737183,0.0,0.25
4,early,75,visual,practical,0.5,8,4,4,0.21804028749465942,0.23066268861293793,1.30979323387146,1.286196231842041,0.0,0.5
4,early,75,visual,practical,0.75,8,6,2,0.2519201934337616,0.2519201934337616,1.1968684196472168,1.1968684196472168,0.0,0.75
4,early,75,visual,practical,1.0,8,8,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,75,text,oracle,0.25,8,2,6,0.9686394333839417,0.966992199420929,0.2630960941314697,0.260579377412796,0.0,0.25
4,early,75,text,oracle,0.5,8,4,4,0.9839349985122681,0.9846038818359375,0.18442393839359283,0.15514066815376282,0.25,0.625
4,early,75,text,oracle,0.75,8,6,2,0.9922667145729065,0.9922667145729065,0.08954071998596191,0.08954071998596191,0.5,0.875
4,early,75,text,oracle,1.0,8,8,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,75,text,practical,0.25,8,2,6,0.9686394333839417,0.966992199420929,0.2630960941314697,0.260579377412796,0.0,0.25
4,early,75,text,practical,0.5,8,4,4,0.9839349985122681,0.9846038818359375,0.18442393839359283,0.15514066815376282,0.25,0.625
4,early,75,text,practical,0.75,8,6,2,0.9916684627532959,0.9916684627532959,0.09488321840763092,0.09488321840763092,0.5,0.875
4,early,75,text,practical,1.0,8,8,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,77,visual,oracle,0.25,14,4,10,0.683262825012207,0.6605435609817505,0.8380529880523682,0.8212677836418152,0.0,0.2857142857142857
4,early,77,visual,oracle,0.5,14,7,7,0.7086238265037537,0.6966878175735474,0.8039938807487488,0.7962073683738708,0.0,0.5
4,early,77,visual,oracle,0.75,14,11,3,0.7278810143470764,0.7259035706520081,0.7352708578109741,0.7660508155822754,0.0,0.7857142857142857
4,early,77,visual,oracle,1.0,14,14,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,77,visual,practical,0.25,14,4,10,0.683262825012207,0.6460376977920532,0.8375815749168396,0.8548262715339661,0.0,0.2857142857142857
4,early,77,visual,practical,0.5,14,7,7,0.7086238265037537,0.6966878175735474,0.8039938807487488,0.7962073683738708,0.0,0.5
4,early,77,visual,practical,0.75,14,11,3,0.6863062977790833,0.6867661476135254,0.8371595740318298,0.8067131042480469,0.0,0.7857142857142857
4,early,77,visual,practical,1.0,14,14,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,77,text,oracle,0.25,14,4,10,0.962844729423523,0.9653557538986206,0.2780674397945404,0.23464950919151306,0.2,0.42857142857142855
4,early,77,text,oracle,0.5,14,7,7,0.9734802842140198,0.9760686755180359,0.23370230197906494,0.1859525889158249,0.2857142857142857,0.6428571428571429
4,early,77,text,oracle,0.75,14,11,3,0.9999998807907104,0.9914941787719727,0.0,0.07519765943288803,0.6666666666666666,0.9285714285714286
4,early,77,text,oracle,1.0,14,14,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,77,text,practical,0.25,14,4,10,0.9614694118499756,0.9607038497924805,0.27814847230911255,0.24858279526233673,0.2,0.42857142857142855
4,early,77,text,practical,0.5,14,7,7,0.9695396423339844,0.9746060967445374,0.2474990040063858,0.19427241384983063,0.2857142857142857,0.6428571428571429
4,early,77,text,practical,0.75,14,11,3,0.9999998807907104,0.9914941787719727,0.0,0.07899423688650131,0.6666666666666666,0.9285714285714286
4,early,77,text,practical,1.0,14,14,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,81,visual,oracle,0.25,32,8,24,0.405795693397522,0.48384034633636475,1.085861325263977,0.9991629123687744,0.041666666666666664,0.28125
4,early,81,visual,oracle,0.5,32,16,16,0.5564810037612915,0.584864616394043,0.9366745948791504,0.8784183859825134,0.0625,0.53125
4,early,81,visual,oracle,0.75,32,24,8,0.6826683282852173,0.7203556299209595,0.8007655739784241,0.701074481010437,0.125,0.78125
4,early,81,visual,oracle,1.0,32,32,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,81,visual,practical,0.25,32,8,24,0.4869415760040283,0.4899342954158783,1.0255405902862549,1.0019975900650024,0.041666666666666664,0.28125
4,early,81,visual,practical,0.5,32,16,16,0.5720766186714172,0.5910550355911255,0.9489138126373291,0.9049296975135803,0.0625,0.53125
4,early,81,visual,practical,0.75,32,24,8,0.6826683282852173,0.7242545485496521,0.7926903963088989,0.6849627494812012,0.125,0.78125
4,early,81,visual,practical,1.0,32,32,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,81,text,oracle,0.25,32,8,24,0.9544020891189575,0.9431717991828918,0.30561208724975586,0.3139035403728485,0.08333333333333333,0.3125
4,early,81,text,oracle,0.5,32,16,16,0.962233304977417,0.9662957787513733,0.2758726477622986,0.24150806665420532,0.125,0.5625
4,early,81,text,oracle,0.75,32,24,8,0.9745595455169678,0.9795900583267212,0.22614777088165283,0.17439311742782593,0.25,0.8125
4,early,81,text,oracle,1.0,32,32,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,81,text,practical,0.25,32,8,24,0.9530450701713562,0.9413051605224609,0.30713123083114624,0.3260580599308014,0.041666666666666664,0.28125
4,early,81,text,practical,0.5,32,16,16,0.9623901844024658,0.9651723504066467,0.2758726477622986,0.2454087734222412,0.125,0.5625
4,early,81,text,practical,0.75,32,24,8,0.9745595455169678,0.9779484272003174,0.23121103644371033,0.18247877061367035,0.25,0.8125
4,early,81,text,practical,1.0,32,32,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,85,visual,oracle,0.25,17,5,12,0.5279102921485901,0.5871627926826477,0.9640511274337769,0.8070829510688782,0.16666666666666666,0.4117647058823529
4,early,85,visual,oracle,0.5,17,9,8,0.5924651622772217,0.689473032951355,0.885699987411499,0.6786295175552368,0.25,0.6470588235294118
4,early,85,visual,oracle,0.75,17,13,4,0.8916792273521423,0.8447539806365967,0.34657421708106995,0.39617305994033813,0.5,0.8823529411764706
4,early,85,visual,oracle,1.0,17,17,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,85,visual,practical,0.25,17,5,12,0.5681400299072266,0.5812119841575623,0.8962271213531494,0.8540551066398621,0.08333333333333333,0.35294117647058826
4,early,85,visual,practical,0.5,17,9,8,0.5924651622772217,0.689473032951355,0.885699987411499,0.6786295175552368,0.25,0.6470588235294118
4,early,85,visual,practical,0.75,17,13,4,0.8916792273521423,0.8447539806365967,0.34657421708106995,0.39617305994033813,0.5,0.8823529411764706
4,early,85,visual,practical,1.0,17,17,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,85,text,oracle,0.25,17,5,12,0.9637994170188904,0.9689808487892151,0.2794320583343506,0.23714877665042877,0.08333333333333333,0.35294117647058826
4,early,85,text,oracle,0.5,17,9,8,0.9714655876159668,0.9757035970687866,0.23795011639595032,0.2067757546901703,0.125,0.5882352941176471
4,early,85,text,oracle,0.75,17,13,4,0.9861154556274414,0.9870896339416504,0.1676330864429474,0.14039252698421478,0.25,0.8235294117647058
4,early,85,text,oracle,1.0,17,17,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,85,text,practical,0.25,17,5,12,0.9637994170188904,0.9689808487892151,0.2794320583343506,0.23714877665042877,0.08333333333333333,0.35294117647058826
4,early,85,text,practical,0.5,17,9,8,0.9719234108924866,0.9752250909805298,0.24029111862182617,0.20722472667694092,0.125,0.5882352941176471
4,early,85,text,practical,0.75,17,13,4,0.9861154556274414,0.9870896339416504,0.1676330864429474,0.14039252698421478,0.25,0.8235294117647058
4,early,85,text,practical,1.0,17,17,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,104,visual,oracle,0.25,11,3,8,0.5613222122192383,0.5560906529426575,0.9239444732666016,0.8958277702331543,0.0,0.2727272727272727
4,early,104,visual,oracle,0.5,11,6,5,0.5664742588996887,0.6191202998161316,0.8686421513557434,0.8535609245300293,0.0,0.5454545454545454
4,early,104,visual,oracle,0.75,11,9,2,0.7032415270805359,0.7032415270805359,0.7622449398040771,0.7622449398040771,0.0,0.8181818181818182
4,early,104,visual,oracle,1.0,11,11,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,104,visual,practical,0.25,11,3,8,0.5591697096824646,0.5571242570877075,0.9086928367614746,0.912559986114502,0.0,0.2727272727272727
4,early,104,visual,practical,0.5,11,6,5,0.6373071670532227,0.6326126456260681,0.8593191504478455,0.8486143350601196,0.0,0.5454545454545454
4,early,104,visual,practical,0.75,11,9,2,0.6678251028060913,0.6678251028060913,0.7669063806533813,0.7669063806533813,0.0,0.8181818181818182
4,early,104,visual,practical,1.0,11,11,0,1.0,1.0,0.0,0.0,1.0,1.0
4,early,104,text,oracle,0.25,11,3,8,0.9415065050125122,0.7477469444274902,0.3460155725479126,0.581116795539856,0.0,0.2727272727272727
