sample_id,layer,modality,cosine,relative_l2
camera,44,visual,0.9999961853027344,0.002784321317449212
camera,44,visual,0.9999967813491821,0.002619031583890319
camera,44,visual,0.9999969005584717,0.0025037580635398626
camera,44,visual,0.9999960660934448,0.0028032155241817236
camera,44,visual,0.9999958276748657,0.0028822864405810833
camera,44,visual,0.9999962449073792,0.0027680457569658756
camera,44,visual,0.9999967813491821,0.002615138189867139
camera,44,visual,0.9999960660934448,0.00279181613586843
camera,44,visual,0.999997079372406,0.0024411946069449186
camera,44,visual,0.9999963045120239,0.0027363942936062813
camera,44,visual,0.9999958872795105,0.0028868094086647034
camera,44,visual,0.999996542930603,0.002636960009112954
camera,44,visual,0.9999966621398926,0.002553115366026759
camera,44,visual,0.9999967813491821,0.0025158277712762356
camera,44,visual,0.9999971389770508,0.0023412262089550495
