fold,policy,fit_source,eval_source,layer,optimizer,tokens,assignments,mean_u,median_u,p90_u,p_u4,p_u_ge3,rank_load_max,rank_load_mean,rank_load_cv,rank_load_max_mean,critical_rank,remote_volume_proxy
A_first12,P0,all,text,4,fixed_linear,266,2128,3.5977443609022557,4.0,4.0,0.6015037593984962,0.9962406015037594,620,532.0,0.1898263590300935,1.1654135338345866,2,691.0
A_first12,P0,all,all,5,fixed_linear,13286,106288,3.7019418937227155,4.0,4.0,0.7142104470871594,0.9877314466355562,31400,26572.0,0.13098288672750033,1.1816950173114558,0,35898.0
A_first12,P0,all,vision,5,fixed_linear,13020,104160,3.6994623655913976,4.0,4.0,0.7119047619047619,0.9875576036866359,30707,26040.0,0.13127086638742017,1.1792242703533027,0,35147.0
A_first12,P0,all,text,5,fixed_linear,266,2128,3.8233082706766917,4.0,4.0,0.8270676691729323,0.9962406015037594,693,532.0,0.1892858076173322,1.3026315789473684,0,751.0
A_first12,P0,all,all,6,fixed_linear,13286,106288,3.612072858648201,4.0,4.0,0.631190727081138,0.980882131567063,31305,26572.0,0.17280703587760265,1.1781198253800993,2,34704.0
A_first12,P0,all,vision,6,fixed_linear,13020,104160,3.613364055299539,4.0,4.0,0.6324116743471582,0.9809523809523809,30559,26040.0,0.17083413940752312,1.1735407066052228,2,34026.0
A_first12,P0,all,text,6,fixed_linear,266,2128,3.5488721804511276,4.0,4.0,0.5714285714285714,0.9774436090225563,746,532.0,0.30621506551167094,1.4022556390977443,2,678.0
A_first12,P0,all,all,7,fixed_linear,13286,106288,3.609363239500226,4.0,4.0,0.6255456871895229,0.983817552310703,35099,26572.0,0.19532276353610997,1.3209017010386874,3,34668.0
A_first12,P0,all,vision,7,fixed_linear,13020,104160,3.610599078341014,4.0,4.0,0.6258064516129033,0.9847926267281106,34531,26040.0,0.1987524070629329,1.3260752688172044,3,33990.0
A_first12,P0,all,text,7,fixed_linear,266,2128,3.5488721804511276,4.0,4.0,0.6127819548872181,0.9360902255639098,751,532.0,0.28052582709747187,1.4116541353383458,0,678.0
A_first12,P0,all,all,8,fixed_linear,13286,106288,3.617191028149932,4.0,4.0,0.6364594309799789,0.9808068643685082,33146,26572.0,0.14486818554982678,1.247403281649857,1,34772.0
A_first12,P0,all,vision,8,fixed_linear,13020,104160,3.6166666666666667,4.0,4.0,0.6362519201228879,0.9804915514592933,32489,26040.0,0.14514679470289638,1.247657450076805,1,34069.0
A_first12,P0,all,text,8,fixed_linear,266,2128,3.642857142857143,4.0,4.0,0.6466165413533834,0.9962406015037594,657,532.0,0.1743262714979185,1.2349624060150375,1,703.0
A_first12,P0,all,all,9,fixed_linear,13286,106288,3.63585729339154,4.0,4.0,0.6542224898389282,0.9817100707511667,29936,26572.0,0.08103509763986794,1.126599427969291,1,35020.0
A_first12,P0,all,vision,9,fixed_linear,13020,104160,3.6314132104454684,4.0,4.0,0.6501536098310292,0.9813364055299539,29396,26040.0,0.08213603903224972,1.128878648233487,1,34261.0
A_first12,P0,all,text,9,fixed_linear,266,2128,3.8533834586466167,4.0,4.0,0.8533834586466166,1.0,648,532.0,0.1510090057774055,1.218045112781955,2,759.0
A_first12,P0,all,all,10,fixed_linear,13286,106288,3.649706457925636,4.0,4.0,0.665888905614933,0.983817552310703,29554,26572.0,0.07290522336044913,1.112223393045311,1,35204.0
A_first12,P0,all,vision,10,fixed_linear,13020,104160,3.643932411674347,4.0,4.0,0.6604454685099846,0.9834869431643625,28982,26040.0,0.07344013971361928,1.1129800307219662,1,34424.0
A_first12,P0,all,text,10,fixed_linear,266,2128,3.9323308270676693,4.0,4.0,0.9323308270676691,1.0,572,532.0,0.05159765876432633,1.0751879699248121,1,780.0
