layer,placement,fit_source,eval_source,optimizer,tokens,assignments,mean_u,median_u,p90_u,p_u4,p_u_ge3,rank_load_max,rank_load_mean,rank_load_cv,rank_load_max_mean,critical_rank,remote_volume_proxy
4,P_V_load,vision,vision,modality_greedy_load+swap,15414,123312,3.7105229012585963,4.0,4.0,0.7195406773063449,0.9909822239522512,30838,30828.0,0.00036339296260555465,1.0003243804333724,0,41780.0
4,P_V_load,vision,text,modality_greedy_load+swap,515,4120,3.566990291262136,4.0,4.0,0.6038834951456311,0.9631067961165048,1352,1030.0,0.26086350657767804,1.312621359223301,0,1322.0
4,P_T_load,text,all,modality_greedy_load+swap,15929,127432,3.632494192981355,4.0,4.0,0.6495699667273527,0.9829242262540021,40673,31858.0,0.18152184986624006,1.2766965911231087,3,41933.0
4,P_T_load,text,vision,modality_greedy_load+swap,15414,123312,3.6295575450888804,4.0,4.0,0.6469443363176334,0.9826132087712469,39643,30828.0,0.187586709907833,1.2859413520176464,3,40532.0
4,P_T_load,text,text,modality_greedy_load+swap,515,4120,3.7203883495145633,4.0,4.0,0.7281553398058253,0.9922330097087378,1030,1030.0,0.0,1.0,0,1401.0
4,P_V_sat,vision,all,modality_coactivation_surrogate+swap,15929,127432,2.899052043442777,3.0,4.0,0.22399397325632495,0.7024923096239563,70165,31858.0,0.7404079057878977,2.202429531044008,0,30250.0
4,P_V_sat,vision,vision,modality_coactivation_surrogate+swap,15414,123312,2.876930063578565,3.0,4.0,0.21259893603217853,0.6926819774231219,69407,30828.0,0.7698034136680616,2.2514272739068377,0,28931.0
4,P_V_sat,vision,text,modality_coactivation_surrogate+swap,515,4120,3.5611650485436894,4.0,4.0,0.5650485436893203,0.996116504854369,1184,1030.0,0.16802008058132797,1.149514563106796,3,1319.0
4,P_T_sat,text,all,modality_coactivation_surrogate+swap,15929,127432,3.440015066859188,4.0,4.0,0.5169816058760751,0.9333919266746186,35822,31858.0,0.1273140333897548,1.1244271454579697,3,38867.0
4,P_T_sat,text,vision,modality_coactivation_surrogate+swap,15414,123312,3.491566108732321,4.0,4.0,0.5338653172440638,0.9577007914882574,35153,30828.0,0.16396754057662769,1.140294537433502,1,38405.0
4,P_T_sat,text,text,modality_coactivation_surrogate+swap,515,4120,1.8970873786407767,2.0,3.0,0.011650485436893204,0.2058252427184466,3033,1030.0,1.1402330867543373,2.9446601941747574,0,462.0
4,P_joint_0.5,all,all,joint_surrogate_lambda_0.5,15929,127432,3.644924351811162,4.0,4.0,0.6621884612970055,0.9827986690941051,31887,31858.0,0.0005553332291089877,1.0009102894092536,1,42131.0
4,P_joint_0.5,all,vision,joint_surrogate_lambda_0.5,15414,123312,3.6403269754768393,4.0,4.0,0.6580381471389646,0.9823537044245491,31104,30828.0,0.00813551688425121,1.0089528999610744,0,40698.0
4,P_joint_0.5,all,text,joint_surrogate_lambda_0.5,515,4120,3.78252427184466,4.0,4.0,0.7864077669902912,0.996116504854369,1436,1030.0,0.24801502482772284,1.3941747572815535,3,1433.0
4,P_joint_0.75,all,all,joint_surrogate_lambda_0.75,15929,127432,3.644924351811162,4.0,4.0,0.6621884612970055,0.9827986690941051,31887,31858.0,0.0005553332291089877,1.0009102894092536,1,42131.0
4,P_joint_0.75,all,vision,joint_surrogate_lambda_0.75,15414,123312,3.6403269754768393,4.0,4.0,0.6580381471389646,0.9823537044245491,31104,30828.0,0.00813551688425121,1.0089528999610744,0,40698.0
4,P_joint_0.75,all,text,joint_surrogate_lambda_0.75,515,4120,3.78252427184466,4.0,4.0,0.7864077669902912,0.996116504854369,1436,1030.0,0.24801502482772284,1.3941747572815535,3,1433.0
5,P0,all,all,fixed_linear,15929,127432,3.699667273526273,4.0,4.0,0.7122229895159772,0.9874442840102957,36983,31858.0,0.12042603063272667,1.1608701111180866,0,43003.0
5,P0,all,vision,fixed_linear,15414,123312,3.6967691708836123,4.0,4.0,0.7094200077851304,0.9873491630984819,35618,30828.0,0.11993566579664451,1.155378227585312,0,41568.0
5,P0,all,text,fixed_linear,515,4120,3.7864077669902914,4.0,4.0,0.7961165048543689,0.9902912621359223,1365,1030.0,0.19821405446274132,1.325242718446602,0,1435.0
5,P_load,all,all,greedy_load+swap,15929,127432,3.6340008789001192,4.0,4.0,0.6498210810471468,0.9841797978529726,31881,31858.0,0.0007015348307686299,1.000721953669408,3,41957.0
5,P_load,all,vision,greedy_load+swap,15414,123312,3.635136888542883,4.0,4.0,0.6512910341248216,0.9838458544180615,30987,30828.0,0.0035420650089211443,1.0051576488906189,3,40618.0
5,P_load,all,text,greedy_load+swap,515,4120,3.6,4.0,4.0,0.6058252427184466,0.9941747572815534,1128,1030.0,0.09036691683785765,1.0951456310679613,1,1339.0
5,P_V_load,vision,all,modality_greedy_load+swap,15929,127432,3.6391487224558983,4.0,4.0,0.6576056249607634,0.9815430974951347,31983,31858.0,0.0054830719722630955,1.0039236612467826,3,42039.0
5,P_V_load,vision,vision,modality_greedy_load+swap,15414,123312,3.638315816789931,4.0,4.0,0.6571947580121967,0.9811210587777345,30845,30828.0,0.00047508169572715744,1.000551446736733,3,40667.0
5,P_V_load,vision,text,modality_greedy_load+swap,515,4120,3.6640776699029125,4.0,4.0,0.6699029126213593,0.9941747572815534,1138,1030.0,0.15993948568138636,1.104854368932039,3,1372.0
5,P_T_load,text,all,modality_greedy_load+swap,15929,127432,3.606127189402976,4.0,4.0,0.6280369138050097,0.978090275597966,35003,31858.0,0.07076434349569224,1.0987193169690501,3,41513.0
5,P_T_load,text,vision,modality_greedy_load+swap,15414,123312,3.5987414039185155,4.0,4.0,0.6213182820812249,0.9774231218372907,33973,30828.0,0.07312866404196716,1.1020176462955755,3,40057.0
5,P_T_load,text,text,modality_greedy_load+swap,515,4120,3.8271844660194176,4.0,4.0,0.829126213592233,0.9980582524271845,1030,1030.0,0.0,1.0,0,1456.0
5,P_V_sat,vision,all,modality_coactivation_surrogate+swap,15929,127432,3.046456149161906,3.0,4.0,0.292610961140059,0.769979283068617,66040,31858.0,0.6615615516000825,2.072948709900182,0,32598.0
5,P_V_sat,vision,vision,modality_coactivation_surrogate+swap,15414,123312,3.0251070455430127,3.0,4.0,0.2790320487868172,0.7627481510315298,64729,30828.0,0.6773771762788398,2.0996821071752954,0,31215.0
5,P_V_sat,vision,text,modality_coactivation_surrogate+swap,515,4120,3.6854368932038835,4.0,4.0,0.6990291262135923,0.9864077669902913,1311,1030.0,0.20856619719075675,1.2728155339805824,0,1383.0
5,P_T_sat,text,all,modality_coactivation_surrogate+swap,15929,127432,3.40850021972503,3.0,4.0,0.48835457341954924,0.9271140686797664,35025,31858.0,0.0763151979356971,1.0994098813484838,0,38365.0
5,P_T_sat,text,vision,modality_coactivation_surrogate+swap,15414,123312,3.457765667574932,4.0,4.0,0.5040871934604905,0.9537433502011159,33292,30828.0,0.06238023392512951,1.0799273387829247,3,37884.0
5,P_T_sat,text,text,modality_coactivation_surrogate+swap,515,4120,1.9339805825242717,2.0,3.0,0.017475728155339806,0.13009708737864079,2907,1030.0,1.0945055107811752,2.8223300970873786,0,481.0
