scope,key,source,tokens,assignments,mean_u,median_u,p90_u,p_u4,p_u_ge3,rank_load_max,rank_load_mean,rank_load_cv,rank_load_max_mean,critical_rank,remote_volume_proxy
request_layer,logo:L44,text,23,184,3.9130434782608696,4.0,4.0,0.9130434782608695,1.0,52,46.0,0.15600760972181874,1.1304347826086956,0,67.0
request_layer,logo:L45,text,23,184,3.652173913043478,4.0,4.0,0.6956521739130435,0.9565217391304348,59,46.0,0.24060808283889842,1.2826086956521738,2,61.0
request_layer,logo:L46,text,23,184,3.739130434782609,4.0,4.0,0.7391304347826086,1.0,54,46.0,0.11190902327159784,1.173913043478261,3,63.0
request_layer,logo:L47,text,23,184,3.608695652173913,4.0,4.0,0.6086956521739131,1.0,62,46.0,0.2381402423935505,1.3478260869565217,3,60.0
request_layer,cell:L0,text,21,168,3.5238095238095237,4.0,4.0,0.5238095238095238,1.0,54,42.0,0.19416079083690582,1.2857142857142858,2,53.0
request_layer,cell:L1,text,21,168,3.619047619047619,4.0,4.0,0.6190476190476191,1.0,53,42.0,0.24857872640263215,1.2619047619047619,3,55.0
request_layer,cell:L2,text,21,168,3.619047619047619,4.0,4.0,0.6190476190476191,1.0,52,42.0,0.2404644032943352,1.2380952380952381,1,55.0
request_layer,cell:L3,text,21,168,3.6666666666666665,4.0,4.0,0.6666666666666666,1.0,50,42.0,0.20481726826291968,1.1904761904761905,3,56.0
request_layer,cell:L4,text,21,168,3.4761904761904763,3.0,4.0,0.47619047619047616,1.0,49,42.0,0.1398492871960801,1.1666666666666667,3,52.0
request_layer,cell:L5,text,21,168,3.7142857142857144,4.0,4.0,0.7619047619047619,0.9523809523809523,63,42.0,0.3072259023943795,1.5,0,57.0
request_layer,cell:L6,text,21,168,3.619047619047619,4.0,4.0,0.6190476190476191,1.0,55,42.0,0.2688473759675289,1.3095238095238095,2,55.0
request_layer,cell:L7,text,21,168,3.5238095238095237,4.0,4.0,0.5714285714285714,0.9523809523809523,52,42.0,0.21756746288686984,1.2380952380952381,3,53.0
request_layer,cell:L8,text,21,168,3.4761904761904763,3.0,4.0,0.47619047619047616,1.0,52,42.0,0.2796985743921602,1.2380952380952381,1,52.0
request_layer,cell:L9,text,21,168,3.8095238095238093,4.0,4.0,0.8095238095238095,1.0,46,42.0,0.05832118435198043,1.0952380952380953,1,59.0
request_layer,cell:L10,text,21,168,3.9047619047619047,4.0,4.0,0.9047619047619048,1.0,47,42.0,0.1398492871960801,1.119047619047619,1,61.0
request_layer,cell:L11,text,21,168,3.619047619047619,4.0,4.0,0.6666666666666666,0.9523809523809523,69,42.0,0.39231564412581144,1.6428571428571428,0,55.0
request_layer,cell:L12,text,21,168,3.9523809523809526,4.0,4.0,0.9523809523809523,1.0,50,42.0,0.19416079083690582,1.1904761904761905,2,62.0
request_layer,cell:L13,text,21,168,3.238095238095238,3.0,4.0,0.3333333333333333,0.9047619047619048,61,42.0,0.2891656619402647,1.4523809523809523,3,47.0
request_layer,cell:L14,text,21,168,3.5714285714285716,4.0,4.0,0.5714285714285714,1.0,51,42.0,0.14085904245475275,1.2142857142857142,0,54.0
request_layer,cell:L15,text,21,168,3.8095238095238093,4.0,4.0,0.8095238095238095,1.0,57,42.0,0.24455522124016832,1.3571428571428572,1,59.0
request_layer,cell:L16,text,21,168,3.857142857142857,4.0,4.0,0.8571428571428571,1.0,56,42.0,0.2558831578595795,1.3333333333333333,2,60.0
request_layer,cell:L17,text,21,168,3.761904761904762,4.0,4.0,0.7619047619047619,1.0,57,42.0,0.2374992540864286,1.3571428571428572,2,58.0
request_layer,cell:L18,text,21,168,3.4761904761904763,3.0,4.0,0.47619047619047616,1.0,63,42.0,0.37267799624996495,1.5,2,52.0
request_layer,cell:L19,text,21,168,3.7142857142857144,4.0,4.0,0.7142857142857143,1.0,51,42.0,0.18973068393463366,1.2142857142857142,0,57.0
request_layer,cell:L20,text,21,168,3.619047619047619,4.0,4.0,0.6190476190476191,1.0,48,42.0,0.19342948582466574,1.1428571428571428,1,55.0
request_layer,cell:L21,text,21,168,3.619047619047619,4.0,4.0,0.6190476190476191,1.0,48,42.0,0.11040022018447267,1.1428571428571428,3,55.0
request_layer,cell:L22,text,21,168,3.761904761904762,4.0,4.0,0.7619047619047619,1.0,56,42.0,0.21095291841273034,1.3333333333333333,2,58.0
request_layer,cell:L23,text,21,168,3.5714285714285716,4.0,4.0,0.5714285714285714,1.0,64,42.0,0.32948458340709635,1.5238095238095237,0,54.0
request_layer,cell:L24,text,21,168,3.857142857142857,4.0,4.0,0.8571428571428571,1.0,50,42.0,0.12485819621073233,1.1904761904761905,3,60.0
request_layer,cell:L25,text,21,168,3.4761904761904763,3.0,4.0,0.47619047619047616,1.0,59,42.0,0.26027632272708867,1.4047619047619047,3,52.0
request_layer,cell:L26,text,21,168,3.7142857142857144,4.0,4.0,0.7142857142857143,1.0,52,42.0,0.1467717619754518,1.2380952380952381,0,57.0
request_layer,cell:L27,text,21,168,3.8095238095238093,4.0,4.0,0.8095238095238095,1.0,55,42.0,0.24800793638094834,1.3095238095238095,1,59.0
request_layer,cell:L28,text,21,168,3.4761904761904763,4.0,4.0,0.5238095238095238,0.9523809523809523,56,42.0,0.26136307619166843,1.3333333333333333,2,52.0
request_layer,cell:L29,text,21,168,3.5714285714285716,4.0,4.0,0.6190476190476191,0.9523809523809523,57,42.0,0.30998134681646516,1.3571428571428572,2,54.0
request_layer,cell:L30,text,21,168,3.380952380952381,3.0,4.0,0.38095238095238093,1.0,69,42.0,0.48298720893097125,1.6428571428571428,2,50.0
request_layer,cell:L31,text,21,168,3.619047619047619,4.0,4.0,0.6190476190476191,1.0,50,42.0,0.20960496263879774,1.1904761904761905,0,55.0
request_layer,cell:L32,text,21,168,3.5714285714285716,4.0,4.0,0.5714285714285714,1.0,53,42.0,0.20824828195876072,1.2619047619047619,0,54.0
request_layer,cell:L33,text,21,168,3.761904761904762,4.0,4.0,0.8095238095238095,0.9523809523809523,49,42.0,0.1336306209562122,1.1666666666666667,3,58.0
request_layer,cell:L34,text,21,168,3.6666666666666665,4.0,4.0,0.6666666666666666,1.0,49,42.0,0.19488935171124883,1.1666666666666667,2,56.0
request_layer,cell:L35,text,21,168,3.6666666666666665,4.0,4.0,0.6666666666666666,1.0,65,42.0,0.3207665139358924,1.5476190476190477,0,56.0
request_layer,cell:L36,text,21,168,3.9047619047619047,4.0,4.0,0.9047619047619048,1.0,53,42.0,0.15612948867385715,1.2619047619047619,3,61.0
request_layer,cell:L37,text,21,168,3.5238095238095237,4.0,4.0,0.6190476190476191,0.9047619047619048,57,42.0,0.292091527294888,1.3571428571428572,3,53.0
request_layer,cell:L38,text,21,168,3.5714285714285716,4.0,4.0,0.5714285714285714,1.0,46,42.0,0.07715167498104596,1.0952380952380953,2,54.0
request_layer,cell:L39,text,21,168,3.619047619047619,4.0,4.0,0.6666666666666666,0.9523809523809523,63,42.0,0.357539462325743,1.5,1,55.0
request_layer,cell:L40,text,21,168,3.857142857142857,4.0,4.0,0.8571428571428571,1.0,47,42.0,0.19269540543141245,1.119047619047619,1,60.0
request_layer,cell:L41,text,21,168,3.8095238095238093,4.0,4.0,0.8095238095238095,1.0,60,42.0,0.31043820977155473,1.4285714285714286,2,59.0
request_layer,cell:L42,text,21,168,3.857142857142857,4.0,4.0,0.8571428571428571,1.0,53,42.0,0.17251638983558854,1.2619047619047619,1,60.0
request_layer,cell:L43,text,21,168,3.761904761904762,4.0,4.0,0.7619047619047619,1.0,52,42.0,0.17415165283723563,1.2380952380952381,1,58.0
request_layer,cell:L44,text,21,168,3.761904761904762,4.0,4.0,0.7619047619047619,1.0,54,42.0,0.19416079083690582,1.2857142857142858,2,58.0
request_layer,cell:L45,text,21,168,3.6666666666666665,4.0,4.0,0.6666666666666666,1.0,51,42.0,0.20273079007055242,1.2142857142857142,1,56.0
request_layer,cell:L46,text,21,168,3.3333333333333335,3.0,4.0,0.42857142857142855,0.9047619047619048,54,42.0,0.27094777801764386,1.2857142857142858,3,49.0
request_layer,cell:L47,text,21,168,3.6666666666666665,4.0,4.0,0.6666666666666666,1.0,49,42.0,0.12931881537143114,1.1666666666666667,3,56.0
request_layer,motorcycle:L0,text,20,160,3.65,4.0,4.0,0.65,1.0,49,40.0,0.18624580532189175,1.225,3,53.0
request_layer,motorcycle:L1,text,20,160,3.4,3.0,4.0,0.4,1.0,50,40.0,0.3066961036596324,1.25,3,48.0
request_layer,motorcycle:L2,text,20,160,3.7,4.0,4.0,0.75,0.95,50,40.0,0.19039432764659772,1.25,1,54.0
request_layer,motorcycle:L3,text,20,160,3.55,4.0,4.0,0.55,1.0,49,40.0,0.15103807466993216,1.225,3,51.0
request_layer,motorcycle:L4,text,20,160,3.45,3.5,4.0,0.5,0.95,49,40.0,0.23385358667337136,1.225,2,49.0
request_layer,motorcycle:L5,text,20,160,3.85,4.0,4.0,0.85,1.0,47,40.0,0.1159202311936963,1.175,0,57.0
request_layer,motorcycle:L6,text,20,160,3.75,4.0,4.0,0.75,1.0,47,40.0,0.11858541225631422,1.175,2,55.0
request_layer,motorcycle:L7,text,20,160,3.65,4.0,4.0,0.7,0.95,51,40.0,0.2143303524935281,1.275,3,53.0
request_layer,motorcycle:L8,text,20,160,3.55,4.0,4.0,0.55,1.0,47,40.0,0.20539595906443728,1.175,1,51.0
request_layer,motorcycle:L9,text,20,160,3.9,4.0,4.0,0.9,1.0,53,40.0,0.20386883037875111,1.325,2,58.0
request_layer,motorcycle:L10,text,20,160,3.8,4.0,4.0,0.8,1.0,50,40.0,0.1541103500742244,1.25,2,56.0
request_layer,motorcycle:L11,text,20,160,3.45,3.5,4.0,0.5,0.95,62,40.0,0.32834813841409244,1.55,0,49.0
request_layer,motorcycle:L12,text,20,160,3.75,4.0,4.0,0.75,1.0,57,40.0,0.3441474974484051,1.425,3,55.0
request_layer,motorcycle:L13,text,20,160,3.45,3.5,4.0,0.5,0.95,49,40.0,0.14469796128487783,1.225,0,49.0
request_layer,motorcycle:L14,text,20,160,3.45,3.0,4.0,0.45,1.0,53,40.0,0.2968585521759479,1.325,0,49.0
request_layer,motorcycle:L15,text,20,160,3.8,4.0,4.0,0.8,1.0,49,40.0,0.20077973005261263,1.225,1,56.0
request_layer,motorcycle:L16,text,20,160,3.75,4.0,4.0,0.75,1.0,54,40.0,0.3147419578003543,1.35,2,55.0
request_layer,motorcycle:L17,text,20,160,3.5,3.5,4.0,0.5,1.0,54,40.0,0.33541019662496846,1.35,2,50.0
request_layer,motorcycle:L18,text,20,160,3.65,4.0,4.0,0.65,1.0,51,40.0,0.2023301757029831,1.275,2,53.0
request_layer,motorcycle:L19,text,20,160,3.8,4.0,4.0,0.8,1.0,52,40.0,0.22569337606584736,1.3,3,56.0
request_layer,motorcycle:L20,text,20,160,3.85,4.0,4.0,0.85,1.0,45,40.0,0.13806701271484076,1.125,0,57.0
request_layer,motorcycle:L21,text,20,160,3.75,4.0,4.0,0.75,1.0,48,40.0,0.15811388300841897,1.2,3,55.0
request_layer,motorcycle:L22,text,20,160,3.9,4.0,4.0,0.9,1.0,50,40.0,0.17410485346480148,1.25,2,58.0
request_layer,motorcycle:L23,text,20,160,3.6,4.0,4.0,0.6,1.0,52,40.0,0.223606797749979,1.3,0,52.0
request_layer,motorcycle:L24,text,20,160,3.8,4.0,4.0,0.8,1.0,54,40.0,0.25186802099512356,1.35,3,56.0
request_layer,motorcycle:L25,text,20,160,3.65,4.0,4.0,0.65,1.0,48,40.0,0.16298006013006622,1.2,3,53.0
request_layer,motorcycle:L26,text,20,160,3.6,4.0,4.0,0.6,1.0,48,40.0,0.23518609652783473,1.2,0,52.0
request_layer,motorcycle:L27,text,20,160,3.55,4.0,4.0,0.6,0.95,48,40.0,0.13693063937629152,1.2,1,51.0
request_layer,motorcycle:L28,text,20,160,3.75,4.0,4.0,0.8,0.95,58,40.0,0.3127499000799201,1.45,2,55.0
request_layer,motorcycle:L29,text,20,160,3.6,4.0,4.0,0.6,1.0,56,40.0,0.3225871975140985,1.4,2,52.0
request_layer,motorcycle:L30,text,20,160,3.7,4.0,4.0,0.7,1.0,52,40.0,0.25433737436719756,1.3,2,54.0
request_layer,motorcycle:L31,text,20,160,3.5,3.5,4.0,0.5,1.0,53,40.0,0.24173849507267145,1.325,0,50.0
request_layer,motorcycle:L32,text,20,160,3.85,4.0,4.0,0.85,1.0,47,40.0,0.1286953767623375,1.175,0,57.0
request_layer,motorcycle:L33,text,20,160,3.9,4.0,4.0,0.9,1.0,48,40.0,0.21866069605669874,1.2,2,58.0
request_layer,motorcycle:L34,text,20,160,3.7,4.0,4.0,0.7,1.0,47,40.0,0.10307764064044152,1.175,2,54.0
request_layer,motorcycle:L35,text,20,160,3.55,4.0,4.0,0.55,1.0,59,40.0,0.29208303613869807,1.475,0,51.0
request_layer,motorcycle:L36,text,20,160,3.7,4.0,4.0,0.7,1.0,51,40.0,0.23116552511133662,1.275,3,54.0
request_layer,motorcycle:L37,text,20,160,3.65,4.0,4.0,0.7,0.95,50,40.0,0.20386883037875111,1.25,0,53.0
request_layer,motorcycle:L38,text,20,160,3.65,4.0,4.0,0.65,1.0,44,40.0,0.14469796128487783,1.1,2,53.0
request_layer,motorcycle:L39,text,20,160,3.55,4.0,4.0,0.6,0.95,59,40.0,0.28668362352949284,1.475,1,51.0
request_layer,motorcycle:L40,text,20,160,3.95,4.0,4.0,0.95,1.0,50,40.0,0.24173849507267145,1.25,3,59.0
request_layer,motorcycle:L41,text,20,160,3.65,4.0,4.0,0.65,1.0,52,40.0,0.25248762345905196,1.3,2,53.0
request_layer,motorcycle:L42,text,20,160,3.85,4.0,4.0,0.85,1.0,59,40.0,0.280066956280101,1.475,1,57.0
request_layer,motorcycle:L43,text,20,160,3.7,4.0,4.0,0.7,1.0,58,40.0,0.26160561920570435,1.45,2,54.0
request_layer,motorcycle:L44,text,20,160,3.7,4.0,4.0,0.7,1.0,48,40.0,0.2069118169655856,1.2,0,54.0
request_layer,motorcycle:L45,text,20,160,3.8,4.0,4.0,0.8,1.0,43,40.0,0.05303300858899106,1.075,2,56.0
request_layer,motorcycle:L46,text,20,160,3.8,4.0,4.0,0.8,1.0,54,40.0,0.22008521077073762,1.35,3,56.0
request_layer,motorcycle:L47,text,20,160,3.6,4.0,4.0,0.6,1.0,47,40.0,0.10897247358851685,1.175,3,52.0
request_layer,coffee_rocket:L0,text,23,184,3.5652173913043477,4.0,4.0,0.6086956521739131,0.9565217391304348,54,46.0,0.1513955247520013,1.173913043478261,2,59.0
request_layer,coffee_rocket:L1,text,23,184,3.347826086956522,3.0,4.0,0.391304347826087,0.9565217391304348,55,46.0,0.2688981929750648,1.1956521739130435,2,54.0
request_layer,coffee_rocket:L2,text,23,184,3.8260869565217392,4.0,4.0,0.8260869565217391,1.0,59,46.0,0.2658047665355975,1.2826086956521738,2,65.0
request_layer,coffee_rocket:L3,text,23,184,3.391304347826087,3.0,4.0,0.43478260869565216,0.9565217391304348,60,46.0,0.25023618333089864,1.3043478260869565,2,55.0
request_layer,coffee_rocket:L4,text,23,184,3.8260869565217392,4.0,4.0,0.8260869565217391,1.0,52,46.0,0.13834697892780276,1.1304347826086956,2,65.0
request_layer,coffee_rocket:L5,text,23,184,3.9130434782608696,4.0,4.0,0.9130434782608695,1.0,56,46.0,0.14004455137744704,1.2173913043478262,0,67.0
request_layer,coffee_rocket:L6,text,23,184,3.739130434782609,4.0,4.0,0.7391304347826086,1.0,58,46.0,0.22955121828198777,1.2608695652173914,2,63.0
request_layer,coffee_rocket:L7,text,23,184,3.6956521739130435,4.0,4.0,0.6956521739130435,1.0,60,46.0,0.21575470914433922,1.3043478260869565,3,62.0
request_layer,coffee_rocket:L8,text,23,184,3.652173913043478,4.0,4.0,0.6956521739130435,0.9565217391304348,53,46.0,0.15600760972181874,1.1521739130434783,1,61.0
request_layer,coffee_rocket:L9,text,23,184,3.6956521739130435,4.0,4.0,0.6956521739130435,1.0,60,46.0,0.18510202571659135,1.3043478260869565,3,62.0
request_layer,coffee_rocket:L10,text,23,184,4.0,4.0,4.0,1.0,1.0,51,46.0,0.07987466552553842,1.108695652173913,2,69.0
request_layer,coffee_rocket:L11,text,23,184,3.391304347826087,4.0,4.0,0.5217391304347826,0.8695652173913043,75,46.0,0.38491154803534294,1.6304347826086956,0,55.0
request_layer,coffee_rocket:L12,text,23,184,3.8260869565217392,4.0,4.0,0.8260869565217391,1.0,59,46.0,0.21355307287378802,1.2826086956521738,3,65.0
request_layer,coffee_rocket:L13,text,23,184,3.391304347826087,3.0,4.0,0.43478260869565216,0.9565217391304348,61,46.0,0.19076009537808963,1.326086956521739,0,55.0
request_layer,coffee_rocket:L14,text,23,184,3.5217391304347827,4.0,4.0,0.5217391304347826,1.0,58,46.0,0.2821903257771124,1.2608695652173914,0,58.0
request_layer,coffee_rocket:L15,text,23,184,3.8260869565217392,4.0,4.0,0.8260869565217391,1.0,51,46.0,0.11190902327159784,1.108695652173913,1,65.0
request_layer,coffee_rocket:L16,text,23,184,3.608695652173913,4.0,4.0,0.6521739130434783,0.9565217391304348,67,46.0,0.3542211029739201,1.4565217391304348,2,60.0
request_layer,coffee_rocket:L17,text,23,184,3.5217391304347827,4.0,4.0,0.5217391304347826,1.0,58,46.0,0.2613220713080719,1.2608695652173914,2,58.0
request_layer,coffee_rocket:L18,text,23,184,3.5217391304347827,4.0,4.0,0.5217391304347826,1.0,71,46.0,0.37243134128286554,1.5434782608695652,2,58.0
request_layer,coffee_rocket:L19,text,23,184,3.739130434782609,4.0,4.0,0.7391304347826086,1.0,64,46.0,0.26267491246944724,1.391304347826087,3,63.0
request_layer,coffee_rocket:L20,text,23,184,3.869565217391304,4.0,4.0,0.8695652173913043,1.0,50,46.0,0.0633799119004924,1.0869565217391304,1,66.0
request_layer,coffee_rocket:L21,text,23,184,3.6956521739130435,4.0,4.0,0.7391304347826086,0.9565217391304348,69,46.0,0.28881152729535703,1.5,3,62.0
request_layer,coffee_rocket:L22,text,23,184,3.9130434782608696,4.0,4.0,0.9130434782608695,1.0,55,46.0,0.1417217914174489,1.1956521739130435,2,67.0
request_layer,coffee_rocket:L23,text,23,184,3.5217391304347827,4.0,4.0,0.5217391304347826,1.0,72,46.0,0.3371317917232788,1.565217391304348,0,58.0
request_layer,coffee_rocket:L24,text,23,184,3.9130434782608696,4.0,4.0,0.9130434782608695,1.0,52,46.0,0.0935035355113329,1.1304347826086956,3,67.0
request_layer,coffee_rocket:L25,text,23,184,3.652173913043478,4.0,4.0,0.6521739130434783,1.0,58,46.0,0.16484511834894675,1.2608695652173914,0,61.0
request_layer,coffee_rocket:L26,text,23,184,3.652173913043478,4.0,4.0,0.6521739130434783,1.0,54,46.0,0.13133745623472362,1.173913043478261,3,61.0
request_layer,coffee_rocket:L27,text,23,184,3.782608695652174,4.0,4.0,0.782608695652174,1.0,51,46.0,0.1391983529876706,1.108695652173913,3,64.0
request_layer,coffee_rocket:L28,text,23,184,3.4782608695652173,4.0,4.0,0.5217391304347826,0.9565217391304348,74,46.0,0.408151812076491,1.608695652173913,2,57.0
request_layer,coffee_rocket:L29,text,23,184,3.8260869565217392,4.0,4.0,0.8260869565217391,1.0,53,46.0,0.1825310393885507,1.1521739130434783,2,65.0
request_layer,coffee_rocket:L30,text,23,184,3.608695652173913,4.0,4.0,0.6086956521739131,1.0,64,46.0,0.3271721074628785,1.391304347826087,2,60.0
request_layer,coffee_rocket:L31,text,23,184,3.739130434782609,4.0,4.0,0.7391304347826086,1.0,61,46.0,0.3108771662190237,1.326086956521739,3,63.0
request_layer,coffee_rocket:L32,text,23,184,3.782608695652174,4.0,4.0,0.782608695652174,1.0,50,46.0,0.050982779998080756,1.0869565217391304,3,64.0
request_layer,coffee_rocket:L33,text,23,184,3.6956521739130435,4.0,4.0,0.6956521739130435,1.0,62,46.0,0.25305318971353946,1.3478260869565217,3,62.0
request_layer,coffee_rocket:L34,text,23,184,3.9565217391304346,4.0,4.0,0.9565217391304348,1.0,56,46.0,0.13400900006454294,1.2173913043478262,2,68.0
request_layer,coffee_rocket:L35,text,23,184,3.391304347826087,3.0,4.0,0.4782608695652174,0.9130434782608695,75,46.0,0.3824480888208518,1.6304347826086956,0,55.0
request_layer,coffee_rocket:L36,text,23,184,3.869565217391304,4.0,4.0,0.8695652173913043,1.0,53,46.0,0.12861043006738296,1.1521739130434783,3,66.0
request_layer,coffee_rocket:L37,text,23,184,3.6956521739130435,4.0,4.0,0.6956521739130435,1.0,67,46.0,0.2976753029919381,1.4565217391304348,0,62.0
request_layer,coffee_rocket:L38,text,23,184,3.6956521739130435,4.0,4.0,0.6956521739130435,1.0,55,46.0,0.1805787796286538,1.1956521739130435,2,62.0
request_layer,coffee_rocket:L39,text,23,184,3.6956521739130435,4.0,4.0,0.7391304347826086,0.9565217391304348,67,46.0,0.30512323581778694,1.4565217391304348,1,62.0
request_layer,coffee_rocket:L40,text,23,184,3.9130434782608696,4.0,4.0,0.9130434782608695,1.0,57,46.0,0.1812318695710116,1.2391304347826086,2,67.0
request_layer,coffee_rocket:L41,text,23,184,3.608695652173913,4.0,4.0,0.6086956521739131,1.0,61,46.0,0.2952842979827418,1.326086956521739,2,60.0
request_layer,coffee_rocket:L42,text,23,184,3.782608695652174,4.0,4.0,0.782608695652174,1.0,60,46.0,0.2033509449333664,1.3043478260869565,1,64.0
request_layer,coffee_rocket:L43,text,23,184,3.869565217391304,4.0,4.0,0.8695652173913043,1.0,67,46.0,0.2771206257387383,1.4565217391304348,2,66.0
request_layer,coffee_rocket:L44,text,23,184,3.869565217391304,4.0,4.0,0.8695652173913043,1.0,61,46.0,0.23962399657661523,1.326086956521739,2,66.0
request_layer,coffee_rocket:L45,text,23,184,3.739130434782609,4.0,4.0,0.7391304347826086,1.0,55,46.0,0.16484511834894675,1.1956521739130435,2,63.0
request_layer,coffee_rocket:L46,text,23,184,3.652173913043478,4.0,4.0,0.6521739130434783,1.0,68,46.0,0.2771206257387383,1.4782608695652173,3,61.0
request_layer,coffee_rocket:L47,text,23,184,3.608695652173913,4.0,4.0,0.6086956521739131,1.0,65,46.0,0.25023618333089864,1.4130434782608696,3,60.0
request_layer,bit_allocate:L0,text,23,184,3.5217391304347827,4.0,4.0,0.6086956521739131,0.9130434782608695,55,46.0,0.1258243141607633,1.1956521739130435,2,58.0
request_layer,bit_allocate:L1,text,23,184,3.5217391304347827,4.0,4.0,0.5217391304347826,1.0,54,46.0,0.23962399657661523,1.173913043478261,2,58.0
request_layer,bit_allocate:L2,text,23,184,3.652173913043478,4.0,4.0,0.6521739130434783,1.0,61,46.0,0.24690905851305536,1.326086956521739,1,61.0
request_layer,bit_allocate:L3,text,23,184,3.347826086956522,3.0,4.0,0.4782608695652174,0.8695652173913043,57,46.0,0.302009651944561,1.2391304347826086,0,54.0
request_layer,bit_allocate:L4,text,23,184,3.5652173913043477,4.0,4.0,0.5652173913043478,1.0,54,46.0,0.22955121828198777,1.173913043478261,1,59.0
request_layer,bit_allocate:L5,text,23,184,3.8260869565217392,4.0,4.0,0.8260869565217391,1.0,60,46.0,0.19745545787592336,1.3043478260869565,0,65.0
request_layer,bit_allocate:L6,text,23,184,3.4782608695652173,3.0,4.0,0.4782608695652174,1.0,71,46.0,0.4229364447466026,1.5434782608695652,2,57.0
request_layer,bit_allocate:L7,text,23,184,3.391304347826087,4.0,4.0,0.5217391304347826,0.8695652173913043,79,46.0,0.4463144601662567,1.7173913043478262,0,55.0
request_layer,bit_allocate:L8,text,23,184,3.6956521739130435,4.0,4.0,0.6956521739130435,1.0,59,46.0,0.19625510962247597,1.2826086956521738,1,62.0
request_layer,bit_allocate:L9,text,23,184,3.8260869565217392,4.0,4.0,0.8260869565217391,1.0,59,46.0,0.16484511834894675,1.2826086956521738,2,65.0
request_layer,bit_allocate:L10,text,23,184,3.9565217391304346,4.0,4.0,0.9565217391304348,1.0,52,46.0,0.08558704210882404,1.1304347826086956,1,68.0
request_layer,bit_allocate:L11,text,23,184,3.4782608695652173,4.0,4.0,0.5652173913043478,0.9130434782608695,70,46.0,0.348165595174934,1.5217391304347827,0,57.0
request_layer,bit_allocate:L12,text,23,184,3.9130434782608696,4.0,4.0,0.9130434782608695,1.0,64,46.0,0.2613220713080719,1.391304347826087,3,67.0
request_layer,bit_allocate:L13,text,23,184,3.608695652173913,4.0,4.0,0.6521739130434783,0.9565217391304348,57,46.0,0.15217391304347827,1.2391304347826086,0,60.0
request_layer,bit_allocate:L14,text,23,184,3.4782608695652173,3.0,4.0,0.4782608695652174,1.0,70,46.0,0.341311271045817,1.5217391304347827,0,57.0
request_layer,bit_allocate:L15,text,23,184,3.782608695652174,4.0,4.0,0.782608695652174,1.0,51,46.0,0.12005827192594849,1.108695652173913,0,64.0
request_layer,bit_allocate:L16,text,23,184,3.652173913043478,4.0,4.0,0.6956521739130435,0.9565217391304348,72,46.0,0.4372214208938862,1.565217391304348,2,61.0
request_layer,bit_allocate:L17,text,23,184,3.739130434782609,4.0,4.0,0.7391304347826086,1.0,70,46.0,0.30161819403286105,1.5217391304347827,2,63.0
request_layer,bit_allocate:L18,text,23,184,3.4782608695652173,3.0,4.0,0.4782608695652174,1.0,69,46.0,0.3695652173913043,1.5,2,57.0
request_layer,bit_allocate:L19,text,23,184,3.652173913043478,4.0,4.0,0.6521739130434783,1.0,67,46.0,0.33783196234608814,1.4565217391304348,0,61.0
request_layer,bit_allocate:L20,text,23,184,3.6956521739130435,4.0,4.0,0.6956521739130435,1.0,63,46.0,0.2184755569808889,1.3695652173913044,1,62.0
request_layer,bit_allocate:L21,text,23,184,3.6956521739130435,4.0,4.0,0.6956521739130435,1.0,58,46.0,0.17860518179516285,1.2608695652173914,3,62.0
request_layer,bit_allocate:L22,text,23,184,3.869565217391304,4.0,4.0,0.8695652173913043,1.0,53,46.0,0.08963273099168827,1.1521739130434783,3,66.0
request_layer,bit_allocate:L23,text,23,184,3.739130434782609,4.0,4.0,0.7391304347826086,1.0,66,46.0,0.25859515768196345,1.434782608695652,0,63.0
request_layer,bit_allocate:L24,text,23,184,3.869565217391304,4.0,4.0,0.8695652173913043,1.0,60,46.0,0.25023618333089864,1.3043478260869565,3,66.0
request_layer,bit_allocate:L25,text,23,184,3.5652173913043477,4.0,4.0,0.5652173913043478,1.0,57,46.0,0.22644202886956152,1.2391304347826086,0,59.0
request_layer,bit_allocate:L26,text,23,184,3.782608695652174,4.0,4.0,0.782608695652174,1.0,60,46.0,0.2710861720291288,1.3043478260869565,0,64.0
request_layer,bit_allocate:L27,text,23,184,3.782608695652174,4.0,4.0,0.782608695652174,1.0,72,46.0,0.3409649378556114,1.565217391304348,3,64.0
request_layer,bit_allocate:L28,text,23,184,3.608695652173913,4.0,4.0,0.6521739130434783,0.9565217391304348,82,46.0,0.4705404526502905,1.7826086956521738,2,60.0
request_layer,bit_allocate:L29,text,23,184,3.6956521739130435,4.0,4.0,0.7391304347826086,0.9565217391304348,63,46.0,0.21575470914433922,1.3695652173913044,2,62.0
request_layer,bit_allocate:L30,text,23,184,3.4347826086956523,3.0,4.0,0.43478260869565216,1.0,67,46.0,0.41759505896301186,1.4565217391304348,2,56.0
request_layer,bit_allocate:L31,text,23,184,3.4782608695652173,3.0,4.0,0.4782608695652174,1.0,81,46.0,0.46903150022590034,1.7608695652173914,0,57.0
request_layer,bit_allocate:L32,text,23,184,3.6956521739130435,4.0,4.0,0.6956521739130435,1.0,52,46.0,0.16484511834894675,1.1304347826086956,3,62.0
request_layer,bit_allocate:L33,text,23,184,3.739130434782609,4.0,4.0,0.782608695652174,0.9565217391304348,54,46.0,0.1913784441484675,1.173913043478261,3,63.0
