pair_key,kind,metric,low_ms,high_ms,relative_high_minus_low,S_diff,I_diff,token_rel_diff
similar_I_different_S_00,similar_I_different_S,dispatch_ms,0.19817599654197693,0.14398399740457535,-0.2734538999829014,0.05505415162454874,0.0,0.0
similar_I_different_S_00,similar_I_different_S,combine_ms,0.0838719978928566,0.0655680000782013,-0.21823729342942313,0.05505415162454874,0.0,0.0
similar_I_different_S_00,similar_I_different_S,total_ms,0.29305599629879,0.22230400145053864,-0.24142824491506054,0.05505415162454874,0.0,0.0
similar_I_different_S_01,similar_I_different_S,dispatch_ms,0.21964799612760544,0.2213279977440834,0.007648608892848548,0.054780876494023856,0.0011952191235060639,0.0
similar_I_different_S_01,similar_I_different_S,combine_ms,0.1247519999742508,0.11764800176024437,-0.05694496453341599,0.054780876494023856,0.0011952191235060639,0.0
similar_I_different_S_01,similar_I_different_S,total_ms,0.3485120087862015,0.3476160019636154,-0.002570949637307117,0.054780876494023856,0.0011952191235060639,0.0
similar_I_different_S_02,similar_I_different_S,dispatch_ms,0.21000000089406967,0.2088960036635399,-0.005257129646807357,0.06434262948207181,0.0015936254980080111,0.0
similar_I_different_S_02,similar_I_different_S,combine_ms,0.12387199699878693,0.11852800101041794,-0.04314127581572227,0.06434262948207181,0.0015936254980080111,0.0
similar_I_different_S_02,similar_I_different_S,total_ms,0.3389120101928711,0.3367840051651001,-0.006278930706999648,0.06434262948207181,0.0015936254980080111,0.0
similar_I_different_S_03,similar_I_different_S,dispatch_ms,0.10947199910879135,0.11323200166225433,0.03434670586152681,0.050403225806451624,0.0016752376499922228,0.010752688172043012
similar_I_different_S_03,similar_I_different_S,combine_ms,0.048976000398397446,0.050623999908566475,0.03364912399467707,0.050403225806451624,0.0016752376499922228,0.010752688172043012
similar_I_different_S_03,similar_I_different_S,total_ms,0.17084799706935883,0.17553599923849106,0.027439608596810494,0.050403225806451624,0.0016752376499922228,0.010752688172043012
similar_S_different_I_04,similar_S_different_I,dispatch_ms,0.11011200025677681,0.11401600018143654,0.03545480888146393,0.0,0.5270758122743684,0.0
similar_S_different_I_04,similar_S_different_I,combine_ms,0.048767998814582825,0.05012799985706806,0.02788716116189216,0.0,0.5270758122743684,0.0
similar_S_different_I_04,similar_S_different_I,total_ms,0.169855996966362,0.17664000391960144,0.03993975528919909,0.0,0.5270758122743684,0.0
similar_S_different_I_05,similar_S_different_I,dispatch_ms,0.12308799847960472,0.09835200011730194,-0.20096190260500055,0.0,0.42121212121212115,0.0
similar_S_different_I_05,similar_S_different_I,combine_ms,0.06590400263667107,0.04625600017607212,-0.2981306396353258,0.0,0.42121212121212115,0.0
similar_S_different_I_05,similar_S_different_I,total_ms,0.1971840038895607,0.154959999024868,-0.214135041543946,0.0,0.42121212121212115,0.0
similar_S_different_I_06,similar_S_different_I,dispatch_ms,0.09644800052046776,0.09567999839782715,-0.007962862044793016,0.0,0.40909090909090917,0.0
similar_S_different_I_06,similar_S_different_I,combine_ms,0.043616000562906265,0.04460800066590309,0.022743949243261983,0.0,0.40909090909090917,0.0
similar_S_different_I_06,similar_S_different_I,total_ms,0.1526240035891533,0.15503999590873718,0.015829700851561157,0.0,0.40909090909090917,0.0
similar_S_different_I_07,similar_S_different_I,dispatch_ms,0.10711999982595444,0.10625600069761276,-0.008065712562971212,0.0,0.40794223826714804,0.0
similar_S_different_I_07,similar_S_different_I,combine_ms,0.048239998519420624,0.049744000658392906,0.031177491399938497,0.0,0.40794223826714804,0.0
similar_S_different_I_07,similar_S_different_I,total_ms,0.16678399592638016,0.1679840013384819,0.007194967391424283,0.0,0.40794223826714804,0.0
