case_id,kind,pair_key,side,request_id,layer,token_count,S,I,vision_fraction,metric,median_ms,p25_ms,p75_ms,p95_ms,cv,n_iterations,rank_medians_ms
pair_similar_S_different_I_06_high,similar_S_different_I,similar_S_different_I_06,high_I,phantom,8,165,0.9106060606060606,1.5121212121212122,0.8727272727272727,combine_ms,0.04460800066590309,0.04395199939608574,0.05032799951732159,0.055139200389385225,0.1063198470782818,20,"{""0"": 0.04460800066590309, ""1"": 0.043568000197410583, ""2"": 0.04395199939608574, ""3"": 0.04408000037074089}"
pair_similar_S_different_I_06_high,similar_S_different_I,similar_S_different_I_06,high_I,phantom,8,165,0.9106060606060606,1.5121212121212122,0.8727272727272727,total_ms,0.15503999590873718,0.15136000514030457,0.15991999953985214,0.17612639889121057,0.05582983283493736,20,"{""0"": 0.15246400237083435, ""1"": 0.15503999590873718, ""2"": 0.15267200022935867, ""3"": 0.15361600369215012}"
pair_similar_S_different_I_06_high,similar_S_different_I,similar_S_different_I_06,high_I,phantom,8,165,0.9106060606060606,1.5121212121212122,0.8727272727272727,host_ms,0.17063499999999998,0.168014,0.17645125,0.1919334,0.050440932404513444,20,"{""0"": 0.1698135, ""1"": 0.1704995, ""2"": 0.1698435, ""3"": 0.17025}"
pair_similar_S_different_I_07_low,similar_S_different_I,similar_S_different_I_07,low_I,histology,0,277,0.9115523465703971,1.1064981949458483,0.924187725631769,dispatch_ms,0.10711999982595444,0.10540799982845783,0.1099919993430376,0.15281439721584322,0.16323113237901551,20,"{""0"": 0.10385600104928017, ""1"": 0.10662399977445602, ""2"": 0.1058879978954792, ""3"": 0.10529600083827972}"
pair_similar_S_different_I_07_low,similar_S_different_I,similar_S_different_I_07,low_I,histology,0,277,0.9115523465703971,1.1064981949458483,0.924187725631769,combine_ms,0.048239998519420624,0.04749600123614073,0.04874400142580271,0.0728783991187811,0.24424929250138694,20,"{""0"": 0.047439999878406525, ""1"": 0.04601600021123886, ""2"": 0.04726400040090084, ""3"": 0.047360001131892204}"
pair_similar_S_different_I_07_low,similar_S_different_I,similar_S_different_I_07,low_I,histology,0,277,0.9115523465703971,1.1064981949458483,0.924187725631769,total_ms,0.16678399592638016,0.1653199940919876,0.16938399896025658,0.23889439329504972,0.17620218325003761,20,"{""0"": 0.16527999937534332, ""1"": 0.16550399363040924, ""2"": 0.16625599563121796, ""3"": 0.16579200327396393}"
pair_similar_S_different_I_07_low,similar_S_different_I,similar_S_different_I_07,low_I,histology,0,277,0.9115523465703971,1.1064981949458483,0.924187725631769,host_ms,0.1836515,0.18190275,0.185913,0.2550793500000001,0.16103128185561705,20,"{""0"": 0.182673, ""1"": 0.18180649999999998, ""2"": 0.182585, ""3"": 0.182621}"
pair_similar_S_different_I_07_high,similar_S_different_I,similar_S_different_I_07,high_I,brick,6,277,0.9115523465703971,1.5144404332129964,0.924187725631769,dispatch_ms,0.10625600069761276,0.10439999960362911,0.10892800241708755,0.11296800151467323,0.033151106768945365,20,"{""0"": 0.1045599989593029, ""1"": 0.10585600137710571, ""2"": 0.10436799749732018, ""3"": 0.10331200063228607}"
pair_similar_S_different_I_07_high,similar_S_different_I,similar_S_different_I_07,high_I,brick,6,277,0.9115523465703971,1.5144404332129964,0.924187725631769,combine_ms,0.049744000658392906,0.04902400076389313,0.0506160007789731,0.05234239883720875,0.03194894731127637,20,"{""0"": 0.04676800034940243, ""1"": 0.049056001007556915, ""2"": 0.04848000034689903, ""3"": 0.04915199987590313}"
pair_similar_S_different_I_07_high,similar_S_different_I,similar_S_different_I_07,high_I,brick,6,277,0.9115523465703971,1.5144404332129964,0.924187725631769,total_ms,0.1679840013384819,0.1663680002093315,0.17043999955058098,0.17609760537743568,0.024475766579308486,20,"{""0"": 0.1653439998626709, ""1"": 0.1679840013384819, ""2"": 0.1658559963107109, ""3"": 0.16652800142765045}"
pair_similar_S_different_I_07_high,similar_S_different_I,similar_S_different_I_07,high_I,brick,6,277,0.9115523465703971,1.5144404332129964,0.924187725631769,host_ms,0.184216,0.182233,0.18735475000000001,0.19290145,0.02354914655014931,20,"{""0"": 0.182729, ""1"": 0.184216, ""2"": 0.1825525, ""3"": 0.1829065}"
regime_low_S_low_I_00,regime,low_S_low_I,low_S_low_I,bit_allocate,25,671,0.8994038748137109,1.1236959761549925,0.9657228017883756,dispatch_ms,0.16251199692487717,0.15291999652981758,0.22201600670814514,0.26994240581989287,0.23851942564728754,20,"{""0"": 0.1594879999756813, ""1"": 0.16249600052833557, ""2"": 0.16102399677038193, ""3"": 0.16142400354146957}"
regime_low_S_low_I_00,regime,low_S_low_I,low_S_low_I,bit_allocate,25,671,0.8994038748137109,1.1236959761549925,0.9657228017883756,combine_ms,0.07497599720954895,0.07424799911677837,0.07596000283956528,0.07828159965574742,0.06742778334989803,20,"{""0"": 0.07401600107550621, ""1"": 0.0732319988310337, ""2"": 0.07393600046634674, ""3"": 0.07228799909353256}"
regime_low_S_low_I_00,regime,low_S_low_I,low_S_low_I,bit_allocate,25,671,0.8994038748137109,1.1236959761549925,0.9657228017883756,total_ms,0.2531999945640564,0.23867999389767647,0.3092080056667328,0.3693120002746582,0.17778434843456234,20,"{""0"": 0.2507679983973503, ""1"": 0.2529439926147461, ""2"": 0.2529599964618683, ""3"": 0.2508319988846779}"
regime_low_S_low_I_00,regime,low_S_low_I,low_S_low_I,bit_allocate,25,671,0.8994038748137109,1.1236959761549925,0.9657228017883756,host_ms,0.27014249999999995,0.255218,0.326023,0.38739175,0.16746216615703033,20,"{""0"": 0.26864049999999995, ""1"": 0.269201, ""2"": 0.27014249999999995, ""3"": 0.2685965}"
regime_low_S_low_I_01,regime,low_S_low_I,low_S_low_I,camera,0,276,0.8967391304347826,1.108695652173913,0.927536231884058,dispatch_ms,0.10784000158309937,0.1059040017426014,0.10926399938762188,0.1986831933259964,0.25527642943282564,20,"{""0"": 0.10630399733781815, ""1"": 0.10768000036478043, ""2"": 0.10678400099277496, ""3"": 0.10390400141477585}"
regime_low_S_low_I_01,regime,low_S_low_I,low_S_low_I,camera,0,276,0.8967391304347826,1.108695652173913,0.927536231884058,combine_ms,0.0487040001899004,0.04760800115764141,0.04941600002348423,0.08104479648172856,0.20498283178037163,20,"{""0"": 0.04660800099372864, ""1"": 0.047488000243902206, ""2"": 0.046512000262737274, ""3"": 0.04839999973773956}"
regime_low_S_low_I_01,regime,low_S_low_I,low_S_low_I,camera,0,276,0.8967391304347826,1.108695652173913,0.927536231884058,total_ms,0.16859199851751328,0.16593599691987038,0.17125599458813667,0.29320001453161243,0.23036330098550903,20,"{""0"": 0.1664159968495369, ""1"": 0.16859199851751328, ""2"": 0.1669440045952797, ""3"": 0.166143998503685}"
regime_low_S_low_I_01,regime,low_S_low_I,low_S_low_I,camera,0,276,0.8967391304347826,1.108695652173913,0.927536231884058,host_ms,0.185396,0.183106,0.18820075,0.31023835,0.2111574250103717,20,"{""0"": 0.1841775, ""1"": 0.1852825, ""2"": 0.184436, ""3"": 0.183724}"
regime_high_S_low_I_00,regime,high_S_low_I,high_S_low_I,bit_allocate,2,671,0.9236214605067065,1.1251862891207154,0.9657228017883756,dispatch_ms,0.14908799529075623,0.1464799977838993,0.1507199965417385,0.15585120618343354,0.029812632661806327,20,"{""0"": 0.14695999771356583, ""1"": 0.14881599694490433, ""2"": 0.1462080031633377, ""3"": 0.14614400267601013}"
