block,policy,workload,requests,e2e_mean_reduction_pct,paired_request_reduction_median_pct,paired_request_reduction_p10_pct,paired_request_reduction_p90_pct,output_text_exact_fraction,output_prefix_32char_exact_fraction
0,alp,short_high_concurrency,512,-5.87136449422927,-9.531171977755893,-14.0400208661603,4.868476558223168,0.353515625,0.9296875
0,alp,fastpp_official_azure_conv_192,192,6.781841174152725,3.827911187773819,-6.260595073546154,23.231369098382658,0.8854166666666666,0.921875
0,alp,heterogeneous_steady,48,24.2469924796044,26.466037577205284,7.797859120798566,33.521969394919836,0.3541666666666667,0.875
0,alp,heterogeneous_bursty,48,-12.924777592408866,-8.750577975640228,-29.501970106996826,-3.795773661306928,0.3333333333333333,0.8958333333333334
0,alp_rebalance,short_high_concurrency,512,-5.4647614596042615,-9.12242685406638,-13.762980921179983,5.996964672534341,0.33203125,0.92578125
0,alp_rebalance,fastpp_official_azure_conv_192,192,9.030549772977658,6.385904361335864,-2.564841550549827,19.98787976282542,0.8541666666666666,0.890625
0,alp_rebalance,heterogeneous_steady,48,25.3397523885029,27.584952168507577,9.674048801680733,34.596842670181964,0.3541666666666667,0.875
0,alp_rebalance,heterogeneous_bursty,48,-8.338846359161355,-6.815764784045419,-12.959737933425096,-2.7925381922685886,0.4166666666666667,0.9375
0,greedy,short_high_concurrency,512,-2.3369970435087595,-3.337935451040863,-3.6878677030943563,-1.4761922721114662,0.3828125,0.951171875
0,greedy,fastpp_official_azure_conv_192,192,12.926610896230194,9.71386641083457,-2.6672253383648292,22.975467286108703,0.859375,0.9166666666666666
0,greedy,heterogeneous_steady,48,26.25687291089437,27.669688012426285,10.428957645709314,35.05273208592396,0.375,0.9166666666666666
0,greedy,heterogeneous_bursty,48,-3.7584999411787834,-2.4695094655017846,-13.767992792540673,0.5347307888197161,0.3958333333333333,0.9791666666666666
1,alp_rebalance,short_high_concurrency,512,40.520630032833004,39.458933576407645,37.58310147013236,44.19310065470257,0.35546875,0.9296875
1,alp_rebalance,heterogeneous_steady,48,54.20137930301989,54.84848339946879,44.288512623554716,63.299711265466264,0.2916666666666667,0.875
1,alp_rebalance,fastpp_official_azure_conv_192,192,46.32237932298015,46.30365516814956,26.836684517747624,53.80110626089756,0.8958333333333334,0.9375
1,alp_rebalance,heterogeneous_bursty,48,28.603252918929044,29.3221322401509,15.276512532892102,41.157549646052225,0.375,0.9375
1,greedy,short_high_concurrency,512,44.03141517698107,43.11697919646153,39.71660809995909,50.42880557545444,0.349609375,0.953125
1,greedy,heterogeneous_steady,48,57.24171534532366,57.428202667793,49.814538181462986,66.4966082158377,0.3541666666666667,0.9375
1,greedy,fastpp_official_azure_conv_192,192,26.777991547717363,26.08522988332395,1.8688732480931272,35.99709582136943,0.8958333333333334,0.921875
1,greedy,heterogeneous_bursty,48,35.37464986635137,37.12688918056849,22.823064111020958,43.80698022248969,0.3333333333333333,0.8958333333333334
1,alp,short_high_concurrency,512,40.4837297527284,39.48258885676394,37.54746057450278,44.35383365433621,0.388671875,0.931640625
1,alp,heterogeneous_steady,48,54.14369899193172,54.64653128969215,46.10316025176436,63.20306835618213,0.2916666666666667,0.9166666666666666
1,alp,fastpp_official_azure_conv_192,192,46.0124685307954,45.99367953019885,27.17440487850551,53.13959084867018,0.8541666666666666,0.9010416666666666
1,alp,heterogeneous_bursty,48,31.510774470285085,30.76361445649134,18.81647235424281,41.78992432819385,0.4166666666666667,0.875
2,alp,short_high_concurrency,512,-5.819865067498631,-9.363157423450875,-12.948917631894734,4.570368233555925,0.35546875,0.9296875
2,alp,fastpp_official_azure_conv_192,192,7.514827828499582,4.383231777373064,-4.170894393759734,17.751679314784912,0.8645833333333334,0.9114583333333334
2,alp,heterogeneous_steady,48,22.55853626826505,24.507103850277417,6.960322880943803,32.072329136113,0.375,0.9166666666666666
2,alp,heterogeneous_bursty,48,-10.516440740240874,-9.734115839098234,-18.305788858439225,-2.963853273111556,0.3541666666666667,0.9166666666666666
2,alp_rebalance,short_high_concurrency,512,-6.443579746937234,-9.920315076023945,-13.505056098066474,3.2415215011701015,0.392578125,0.931640625
2,alp_rebalance,fastpp_official_azure_conv_192,192,7.834186144986699,4.790656227571582,-4.691420969347237,23.506381628319755,0.890625,0.9270833333333334
2,alp_rebalance,heterogeneous_steady,48,23.585681516387492,25.936022730254656,8.353540241909089,32.56961154934237,0.3125,0.875
2,alp_rebalance,heterogeneous_bursty,48,-15.33594685732773,-10.894101733434347,-37.92051302688369,-3.290876787538019,0.5208333333333334,0.9791666666666666
2,greedy,short_high_concurrency,512,1.6300099404500057,0.6363315055130936,0.2635575867229112,3.178524437327425,0.369140625,0.955078125
2,greedy,fastpp_official_azure_conv_192,192,16.457038537393487,12.94544327121369,2.3412080302549807,27.077555852729812,0.8333333333333334,0.890625
2,greedy,heterogeneous_steady,48,27.56752292421153,30.403594170549184,11.508801987619256,37.50597772565829,0.3125,0.8541666666666666
2,greedy,heterogeneous_bursty,48,-1.087233739230542,0.47752763057425374,-10.82349909368619,2.9321646492142093,0.2708333333333333,0.8958333333333334
