policy,workload,restart_pairs,median_e2e_mean_reduction_pct,mean_e2e_mean_reduction_pct,min_e2e_mean_reduction_pct,max_e2e_mean_reduction_pct,status
alp,short_high_concurrency,3,-5.819865067498631,9.597500063666834,-5.87136449422927,40.4837297527284,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
alp,fastpp_official_azure_conv_192,3,7.514827828499582,20.10304584448257,6.781841174152725,46.0124685307954,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
alp,heterogeneous_steady,3,24.2469924796044,33.64974257993372,22.55853626826505,54.14369899193172,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
alp,heterogeneous_bursty,3,-10.516440740240874,2.6898520458784483,-12.924777592408866,31.510774470285085,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
alp_rebalance,short_high_concurrency,3,-5.4647614596042615,9.537429608763837,-6.443579746937234,40.520630032833004,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
alp_rebalance,fastpp_official_azure_conv_192,3,9.030549772977658,21.0623717469815,7.834186144986699,46.32237932298015,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
alp_rebalance,heterogeneous_steady,3,25.3397523885029,34.37560440263676,23.585681516387492,54.20137930301989,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
alp_rebalance,heterogeneous_bursty,3,-8.338846359161355,1.6428199008133195,-15.33594685732773,28.603252918929044,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
greedy,short_high_concurrency,3,1.6300099404500057,14.441476024640773,-2.3369970435087595,44.03141517698107,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
greedy,fastpp_official_azure_conv_192,3,16.457038537393487,18.72054699378035,12.926610896230194,26.777991547717363,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
greedy,heterogeneous_steady,3,27.56752292421153,37.02203706014319,26.25687291089437,57.24171534532366,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
greedy,heterogeneous_bursty,3,-1.087233739230542,10.176305395314014,-3.7584999411787834,35.37464986635137,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
