dataset,layer,rank,slow_wave,fast_wave,pairs_slow,pairs_fast,expert_ms_slow,expert_ms_fast,latency_ratio,active_experts_slow,active_experts_fast,rows_p50_slow,rows_p50_fast,tiny_le4_slow,tiny_le4_fast
humaneval,5,1,19,23,157,157,0.6758720278739929,0.5894719958305359,1.1465719027444616,35,37,3.0,3.0,0.6285714285714286,0.7027027027027027
humaneval,19,1,19,78,140,140,0.5842880010604858,0.5095999836921692,1.1465620481915733,27,28,5.0,3.5,0.48148148148148145,0.5714285714285714
humaneval,22,1,41,1,579,594,0.7874559760093689,0.6868159770965576,1.146531243111519,39,32,9.0,7.5,0.3076923076923077,0.375
humaneval,21,0,71,20,188,185,0.7175679802894592,0.6258879899978638,1.146479868213973,40,33,3.0,4.0,0.625,0.5757575757575758
gsm8k,15,3,55,54,329,324,0.6720960140228271,0.5863360166549683,1.146264249392554,35,29,3.0,3.0,0.6285714285714286,0.5517241379310345
gsm8k,28,0,35,57,56,57,0.4851199984550476,0.4232960045337677,1.1460538092944557,21,13,2.0,3.0,0.8571428571428571,0.6923076923076923
humaneval,5,2,53,1,1104,1078,1.034432053565979,0.9027199745178223,1.14590579888133,61,49,8.0,9.0,0.26229508196721313,0.32653061224489793
gsm8k,19,3,44,20,973,953,0.8745599985122681,0.7632960081100464,1.1457678138232585,49,39,8.0,14.0,0.3673469387755102,0.3076923076923077
gsm8k,30,3,61,62,114,115,0.5440639853477478,0.4749760031700134,1.1454557319035863,21,24,2.0,1.0,0.7142857142857143,0.75
humaneval,2,0,67,8,557,536,0.990559995174408,0.864799976348877,1.1454209323137134,60,52,6.0,4.0,0.35,0.5192307692307693
humaneval,25,1,15,14,158,154,0.5693119764328003,0.4970560073852539,1.1453678619189143,28,20,2.0,5.5,0.6428571428571429,0.5
humaneval,23,2,69,22,224,224,0.6475200057029724,0.565343976020813,1.1453558066728815,34,28,4.0,5.0,0.6176470588235294,0.4642857142857143
humaneval,19,1,21,76,144,143,0.5587520003318787,0.48787200450897217,1.1452839990157766,28,26,5.0,4.0,0.4642857142857143,0.5769230769230769
gsm8k,18,2,48,49,658,630,0.9168000221252441,0.800544023513794,1.1452212435503206,44,45,9.5,11.0,0.36363636363636365,0.35555555555555557
humaneval,30,1,10,17,154,158,0.6813439726829529,0.594976007938385,1.1451620966093006,36,31,3.0,3.0,0.6666666666666666,0.6774193548387096
humaneval,8,1,45,1,1735,1687,1.081279993057251,0.9443519711494446,1.1449968084898903,61,49,14.0,13.0,0.29508196721311475,0.2653061224489796
humaneval,20,2,74,76,119,117,0.520255982875824,0.45443201065063477,1.1448488897842946,27,22,2.0,4.0,0.7037037037037037,0.7272727272727273
humaneval,23,3,26,27,69,70,0.5484480261802673,0.47910401225090027,1.1447368674780636,19,19,2.0,2.0,0.8947368421052632,0.8947368421052632
humaneval,29,0,22,16,143,147,0.5997440218925476,0.5239359736442566,1.144689527082871,29,31,3.0,3.0,0.6551724137931034,0.6129032258064516
gsm8k,13,0,61,62,45,47,0.5679360032081604,0.49622398614883423,1.1445154185630546,17,19,2.0,2.0,0.8235294117647058,0.8421052631578947
humaneval,8,1,18,17,223,223,0.7190080285072327,0.6282240152359009,1.1445089825756534,35,33,4.0,4.0,0.5714285714285714,0.5454545454545454
humaneval,9,2,76,72,176,170,0.5841919779777527,0.5104640126228333,1.1444332284583494,37,30,3.0,4.0,0.6756756756756757,0.6333333333333333
humaneval,16,2,9,8,244,249,0.699616014957428,0.6113280057907104,1.1444200303771837,36,32,3.0,4.0,0.6666666666666666,0.5
gsm8k,17,0,14,16,1037,1014,0.9149760007858276,0.7995520234107971,1.1443608095476328,49,41,10.0,12.0,0.30612244897959184,0.2682926829268293
humaneval,26,2,38,0,1602,1538,0.9683520197868347,0.8462079763412476,1.1443428174403434,52,43,19.5,22.0,0.17307692307692307,0.32558139534883723
humaneval,13,2,16,17,224,229,0.7034559845924377,0.6147519946098328,1.1442923174879702,36,31,2.0,4.0,0.5833333333333334,0.5483870967741935
humaneval,10,0,25,79,181,180,0.6527040004730225,0.5703999996185303,1.1442917266997459,47,37,3.0,3.0,0.6595744680851063,0.6216216216216216
humaneval,13,3,17,74,146,145,0.5776000022888184,0.5047680139541626,1.1442880418751524,28,24,2.0,3.0,0.6428571428571429,0.625
humaneval,14,0,24,16,158,156,0.6657919883728027,0.5818560123443604,1.1442555791255904,35,29,2.0,2.0,0.7142857142857143,0.6551724137931034
humaneval,6,0,66,8,493,495,0.8961600065231323,0.7832319736480713,1.1441821027161014,54,46,6.0,5.5,0.37037037037037035,0.43478260869565216
humaneval,13,1,79,28,60,58,0.5349760055541992,0.4676159918308258,1.1440498505186771,22,19,3.0,2.0,0.9090909090909091,0.7368421052631579
humaneval,19,1,21,75,144,149,0.5587520003318787,0.48844799399375916,1.1439334529010632,28,26,5.0,4.0,0.4642857142857143,0.6153846153846154
humaneval,3,0,30,29,1252,1237,1.0281280279159546,0.8988800048828125,1.1437878496918976,57,47,9.0,4.0,0.2807017543859649,0.5106382978723404
humaneval,9,0,67,13,328,317,0.8207359910011292,0.717631995677948,1.1436725173126912,49,38,4.0,4.0,0.5306122448979592,0.5263157894736842
gsm8k,23,0,35,59,70,70,0.5376960039138794,0.47017601132392883,1.1436057794608168,30,19,1.5,3.0,0.9,0.631578947368421
humaneval,16,2,38,0,1079,1074,0.9440640211105347,0.8256319761276245,1.143444111186657,54,44,10.0,11.0,0.3148148148148148,0.3181818181818182
gsm8k,7,2,13,36,1109,1109,0.8631359934806824,0.7549120187759399,1.1433597187659343,45,34,12.0,6.5,0.28888888888888886,0.4117647058823529
humaneval,13,2,16,19,224,222,0.7034559845924377,0.6152960062026978,1.143280595844949,36,32,2.0,3.5,0.5833333333333334,0.53125
humaneval,17,2,31,29,2192,2284,1.1414400339126587,0.9987519979476929,1.1428663334423075,49,50,22.0,11.5,0.14285714285714285,0.3
humaneval,4,3,13,12,337,339,0.7600319981575012,0.6650879979133606,1.142754042385394,38,34,4.5,5.0,0.5,0.4411764705882353
humaneval,28,2,17,18,204,209,0.6991360187530518,0.611840009689331,1.142677836822156,31,32,5.0,4.5,0.41935483870967744,0.5
gsm8k,10,3,41,36,1516,1490,1.0190080404281616,0.8918079733848572,1.142631677266258,58,46,14.0,13.0,0.25862068965517243,0.2391304347826087
humaneval,12,3,22,21,195,189,0.5605120062828064,0.4906559884548187,1.1423726999602701,26,22,3.0,6.0,0.5769230769230769,0.45454545454545453
gsm8k,12,3,7,5,1273,1294,0.9878399968147278,0.8648319840431213,1.1422334222614425,49,44,7.0,12.5,0.40816326530612246,0.3409090909090909
humaneval,29,3,67,9,318,322,0.8270400166511536,0.7240639925003052,1.142219507139495,49,39,5.0,7.0,0.46938775510204084,0.2564102564102564
humaneval,22,3,82,83,34,34,0.5282559990882874,0.4624960124492645,1.1421849807758864,14,17,2.0,2.0,0.8571428571428571,1.0
humaneval,24,0,69,71,97,94,0.5171520113945007,0.45289599895477295,1.1418780748516715,27,23,3.0,2.0,0.7777777777777778,0.6956521739130435
gsm8k,30,1,55,30,343,334,0.7767040133476257,0.6802240014076233,1.1418356478753342,39,35,5.0,6.0,0.48717948717948717,0.4
gsm8k,16,2,62,61,35,35,0.5377600193023682,0.4710400104522705,1.141644037384502,14,11,1.0,2.0,0.7857142857142857,0.7272727272727273
humaneval,5,1,51,3,590,575,0.8935679793357849,0.7827519774436951,1.1415723052581634,55,46,9.0,4.0,0.2909090909090909,0.5434782608695652
humaneval,12,3,75,25,151,151,0.5240960121154785,0.4591040015220642,1.141562718638798,27,22,3.0,4.0,0.6296296296296297,0.5
humaneval,19,1,15,70,226,220,0.5993599891662598,0.5250880122184753,1.1414467198250982,31,25,6.0,8.0,0.41935483870967744,0.36
humaneval,31,2,74,72,193,190,0.579200029373169,0.5074560046195984,1.1413797927316904,35,29,3.0,4.0,0.6,0.5862068965517241
humaneval,14,0,62,5,600,598,0.8123199939727783,0.7117120027542114,1.14136053744946,45,34,11.0,10.0,0.28888888888888886,0.2647058823529412
humaneval,10,0,25,76,181,190,0.6527040004730225,0.5718719959259033,1.141346324217618,47,38,3.0,3.0,0.6595744680851063,0.5789473684210527
humaneval,24,1,28,26,87,84,0.5436800122261047,0.4763520061969757,1.141340867999385,21,16,2.0,3.5,0.7619047619047619,0.625
humaneval,22,1,69,8,154,158,0.570527970790863,0.4999679923057556,1.141128991397426,28,23,3.0,4.0,0.5714285714285714,0.5217391304347826
humaneval,23,3,82,83,44,44,0.5448319911956787,0.4774720072746277,1.1410762995416976,22,21,1.0,1.0,0.8636363636363636,0.9047619047619048
gsm8k,20,3,41,17,1381,1363,0.9084479808807373,0.7964159846305847,1.1406702005135148,49,40,9.0,15.5,0.30612244897959184,0.25
humaneval,30,3,13,12,422,416,0.741536021232605,0.6501759886741638,1.1405158513231812,41,33,4.0,6.0,0.5121951219512195,0.36363636363636365
gsm8k,8,0,32,56,210,202,0.7445440292358398,0.6528639793395996,1.1404274899481797,44,33,3.0,4.0,0.5909090909090909,0.5454545454545454
humaneval,10,0,54,0,1287,1292,0.940447986125946,0.8247359991073608,1.1403018507059521,55,41,16.0,11.0,0.2,0.2926829268292683
humaneval,5,1,66,67,339,328,0.9354239702224731,0.8204799890518188,1.1400935826643235,54,51,5.0,6.0,0.4074074074074074,0.4117647058823529
humaneval,30,2,77,24,72,75,0.49904000759124756,0.43772798776626587,1.1400687676788914,24,23,2.0,2.0,0.8333333333333334,0.8260869565217391
humaneval,5,3,8,68,376,368,0.8928319811820984,0.7832959890365601,1.1398398481272267,53,47,3.0,3.0,0.5849056603773585,0.6170212765957447
humaneval,15,2,65,6,400,384,0.788320004940033,0.6916159987449646,1.1398232637338517,44,35,4.0,5.0,0.5227272727272727,0.4857142857142857
humaneval,24,3,80,77,176,174,0.523360013961792,0.459199994802475,1.1397212976601088,32,22,2.0,3.0,0.65625,0.6363636363636364
humaneval,12,2,18,78,109,109,0.5106559991836548,0.44815999269485474,1.1394502131102824,24,21,2.5,2.0,0.7083333333333334,0.7619047619047619
gsm8k,24,3,15,36,1741,1739,0.849183976650238,0.7454079985618591,1.13922037097616,41,32,14.0,23.5,0.3902439024390244,0.1875
humaneval,4,1,37,0,1159,1124,0.9225919842720032,0.8098880052566528,1.1391599558010919,51,34,8.0,9.0,0.29411764705882354,0.35294117647058826
humaneval,20,2,22,17,138,139,0.5294079780578613,0.4647360146045685,1.1391584930389362,24,24,4.0,3.5,0.5833333333333334,0.5833333333333334
humaneval,2,0,56,1,1387,1379,1.0319360494613647,0.905888020992279,1.1391430569211158,60,50,10.5,13.0,0.18333333333333332,0.36
gsm8k,29,3,55,54,221,223,0.7140160202980042,0.6270080208778381,1.1387669639350881,38,33,3.5,6.0,0.5263157894736842,0.42424242424242425
humaneval,5,3,83,84,39,38,0.5349119901657104,0.46985599398612976,1.138459436534295,18,15,1.0,2.0,0.9444444444444444,0.9333333333333333
humaneval,15,2,20,75,120,119,0.46508800983428955,0.40857601165771484,1.138314527931507,22,18,4.0,4.5,0.5909090909090909,0.5
humaneval,19,1,22,73,153,155,0.5535680055618286,0.48633599281311035,1.1382419021874743,28,25,5.5,4.0,0.4642857142857143,0.52
gsm8k,14,2,22,46,725,709,0.871999979019165,0.7661120295524597,1.1382147067036161,49,41,6.0,10.0,0.3877551020408163,0.34146341463414637
humaneval,11,2,77,19,158,159,0.6076480150222778,0.533951997756958,1.1380199298343379,27,26,2.0,4.0,0.7037037037037037,0.5384615384615384
gsm8k,17,0,43,21,829,802,0.8828160166740417,0.7759039998054504,1.1377902638669195,48,43,8.0,8.0,0.3541666666666667,0.3023255813953488
humaneval,19,1,10,8,297,307,0.6366080045700073,0.5595840215682983,1.1376450721123887,33,27,6.0,9.0,0.3939393939393939,0.2962962962962963
humaneval,4,2,71,75,63,64,0.49401599168777466,0.43430399894714355,1.137488931452133,28,22,1.0,2.0,0.8571428571428571,0.8181818181818182
humaneval,11,3,62,60,383,373,0.7312639951705933,0.6428800225257874,1.1374812866288135,37,32,4.0,4.0,0.5675675675675675,0.5625
humaneval,6,0,24,71,213,220,0.7773119807243347,0.6835200190544128,1.1372190412208767,46,36,3.0,3.5,0.6956521739130435,0.6388888888888888
humaneval,22,2,18,23,304,303,0.7127040028572083,0.6267200112342834,1.1371968184861132,30,33,5.5,6.0,0.36666666666666664,0.3939393939393939
humaneval,27,0,79,75,124,124,0.508575975894928,0.4472320079803467,1.1371636350260446,29,23,2.0,5.0,0.7241379310344828,0.4782608695652174
humaneval,7,1,55,3,1410,1425,1.032480001449585,0.9080320000648499,1.137052440195772,60,51,14.0,12.0,0.26666666666666666,0.21568627450980393
humaneval,24,2,83,27,93,92,0.5340480208396912,0.4696959853172302,1.1370078466372198,24,24,2.0,3.0,0.7083333333333334,0.75
humaneval,16,2,14,19,143,139,0.5851200222969055,0.5146880149841309,1.1368440788638652,28,24,2.0,2.0,0.75,0.75
humaneval,4,0,55,3,1609,1590,0.9744319915771484,0.857151985168457,1.136825217042042,54,41,12.0,10.0,0.24074074074074073,0.2682926829268293
gsm8k,14,2,31,55,199,191,0.6233919858932495,0.5484480261802673,1.1366473323551523,32,27,3.0,3.0,0.65625,0.6666666666666666
humaneval,24,0,67,12,222,223,0.6376000046730042,0.5609920024871826,1.1365581003760776,31,25,5.0,6.0,0.4838709677419355,0.44
humaneval,13,3,15,14,201,203,0.7277119755744934,0.6402879953384399,1.1365385277758384,40,34,2.0,3.0,0.7,0.6176470588235294
humaneval,8,1,18,20,223,223,0.7190080285072327,0.6327040195465088,1.136405027144576,35,33,4.0,4.0,0.5714285714285714,0.5757575757575758
gsm8k,7,1,44,20,1354,1411,1.0024319887161255,0.8821439743041992,1.1363587100470813,52,48,20.5,14.5,0.25,0.1875
gsm8k,16,3,46,47,1059,1037,0.8836479783058167,0.7776640057563782,1.1362850431097882,48,40,6.0,10.5,0.4166666666666667,0.275
humaneval,21,3,38,42,1653,1658,0.9536960124969482,0.8393279910087585,1.1362614171257828,50,42,14.5,20.5,0.34,0.2619047619047619
gsm8k,21,2,41,9,2370,2411,0.9768000245094299,0.8596799969673157,1.136236771770051,48,39,27.0,33.0,0.20833333333333334,0.1282051282051282
gsm8k,7,3,57,33,73,73,0.4619840085506439,0.4066239893436432,1.1361454824550827,24,19,2.0,2.0,0.7916666666666666,0.8421052631578947
humaneval,4,3,37,29,1877,1858,1.1131839752197266,0.9800320267677307,1.1358648950393466,60,52,15.5,9.0,0.2,0.3269230769230769
humaneval,7,0,40,1,1070,1093,0.949184000492096,0.8357440233230591,1.135735313688491,54,43,10.0,8.0,0.25925925925925924,0.37209302325581395
gsm8k,4,0,15,38,1254,1233,1.0641920566558838,0.9370239973068237,1.1357148373089312,51,53,14.0,11.0,0.29411764705882354,0.33962264150943394
humaneval,20,1,69,17,315,320,0.7488639950752258,0.6593919992446899,1.135688628210568,44,34,4.5,8.0,0.5,0.29411764705882354
humaneval,14,2,25,80,136,140,0.5300800204277039,0.46691200137138367,1.1352889171209717,29,24,3.0,4.0,0.5862068965517241,0.5833333333333334
humaneval,11,3,22,21,59,60,0.4554559886455536,0.4012480080127716,1.1350984417374517,14,16,3.0,2.0,0.7857142857142857,0.8125
humaneval,4,2,39,47,748,751,1.0386879444122314,0.9151039719581604,1.1350491050646663,56,54,9.5,8.0,0.35714285714285715,0.24074074074074073
gsm8k,19,0,42,36,1372,1380,0.9089599847793579,0.8010240197181702,1.134747476235686,48,38,7.5,9.0,0.3125,0.3684210526315789
humaneval,19,1,81,25,74,73,0.5480960011482239,0.4830400049686432,1.134680348439885,19,25,3.0,2.0,0.7368421052631579,0.84
humaneval,22,0,13,11,504,525,0.8237119913101196,0.7259520292282104,1.1346644931702192,46,38,8.0,12.5,0.34782608695652173,0.21052631578947367
humaneval,2,1,5,0,345,354,0.8778560161590576,0.7737280130386353,1.1345795956275178,55,43,6.0,4.0,0.4,0.5116279069767442
humaneval,1,0,25,70,136,135,0.6143360137939453,0.5416640043258667,1.1341643692172665,40,35,2.0,4.0,0.65,0.6
humaneval,12,2,81,82,71,74,0.5586240291595459,0.4925439953804016,1.1341606727498714,14,15,2.0,2.0,0.7857142857142857,0.8
humaneval,18,2,28,82,69,69,0.5575360059738159,0.49161601066589355,1.134088381740525,26,21,2.0,3.0,0.8461538461538461,0.7142857142857143
humaneval,31,3,81,27,73,73,0.5703359842300415,0.5030080080032349,1.1338507044730264,30,27,1.5,2.0,0.9,0.8888888888888888
humaneval,5,1,63,6,374,381,0.8675839900970459,0.7653440237045288,1.133586940285547,53,45,6.0,3.0,0.41509433962264153,0.6
humaneval,30,2,48,50,871,835,0.8846079707145691,0.7805119752883911,1.1333688639277002,48,41,7.5,9.0,0.3333333333333333,0.3170731707317073
humaneval,9,0,36,0,1815,1899,1.0032000541687012,0.8851519823074341,1.1333647489028231,52,43,17.5,9.0,0.17307692307692307,0.3488372093023256
humaneval,14,2,14,12,189,194,0.6935999989509583,0.6119999885559082,1.1333333528119758,35,32,3.0,5.0,0.5142857142857142,0.46875
humaneval,16,1,71,19,188,195,0.5910080075263977,0.5215039849281311,1.1332761102637499,28,24,3.5,7.0,0.5714285714285714,0.375
humaneval,23,3,22,17,223,224,0.6515520215034485,0.574944019317627,1.1332442805070724,34,30,4.0,3.5,0.5882352941176471,0.6
humaneval,24,1,69,68,275,273,0.7479680180549622,0.6601279973983765,1.1330651343417808,41,34,3.0,4.0,0.6097560975609756,0.6176470588235294
gsm8k,21,0,47,24,872,864,0.9043200016021729,0.7982400059700012,1.1328923567333185,51,42,11.0,15.5,0.3137254901960784,0.23809523809523808
humaneval,17,0,24,23,155,152,0.6695680022239685,0.591264009475708,1.1324349047013618,35,31,3.0,3.0,0.6571428571428571,0.6451612903225806
humaneval,15,1,27,26,40,40,0.5232319831848145,0.4620800018310547,1.132340679344349,19,18,1.0,1.0,0.8947368421052632,0.8888888888888888
humaneval,25,1,25,79,66,63,0.4631040096282959,0.4089919924736023,1.1323058107505275,16,17,2.0,2.0,0.8125,0.8823529411764706
gsm8k,7,3,55,30,191,187,0.6995519995689392,0.6178240180015564,1.132283594010709,37,33,4.0,3.0,0.6486486486486487,0.7272727272727273
humaneval,24,3,58,59,834,827,0.8800320029258728,0.7772480249404907,1.1322408995420112,44,39,9.0,13.0,0.3181818181818182,0.23076923076923078
humaneval,13,1,68,8,191,191,0.6518080234527588,0.5757759809494019,1.1320514314924826,34,28,3.5,5.0,0.5882352941176471,0.39285714285714285
gsm8k,16,3,28,52,462,455,0.671392023563385,0.5931519865989685,1.1319055465244776,34,29,5.5,6.0,0.38235294117647056,0.41379310344827586
humaneval,9,0,52,5,849,842,0.8991039991378784,0.7944319844245911,1.1317570500249956,54,45,9.5,7.0,0.2962962962962963,0.4222222222222222
humaneval,2,1,66,3,293,287,0.9237120151519775,0.81632000207901,1.1315562681294844,53,50,5.0,4.5,0.4716981132075472,0.5
humaneval,13,0,68,12,495,488,0.778656005859375,0.6881600022315979,1.1315043061705305,46,32,7.5,9.5,0.45652173913043476,0.21875
humaneval,27,3,48,2,1025,999,0.8729280233383179,0.7714880108833313,1.1314861812808221,42,40,14.0,14.5,0.16666666666666666,0.175
humaneval,23,2,77,73,133,130,0.5221440196037292,0.4614720046520233,1.1314749634649153,27,21,2.0,4.0,0.7777777777777778,0.5714285714285714
humaneval,30,0,15,69,284,274,0.7570559978485107,0.6690880060195923,1.1314744712765672,41,35,3.0,4.0,0.5609756097560976,0.5428571428571428
humaneval,12,2,32,34,1670,1688,1.157439947128296,1.022976040840149,1.1314438470892383,59,55,12.0,12.0,0.2033898305084746,0.18181818181818182
humaneval,5,2,19,18,179,187,0.8393920063972473,0.7419520020484924,1.1313292559083712,41,44,2.0,2.0,0.7317073170731707,0.7272727272727273
humaneval,31,1,9,11,132,134,0.6791679859161377,0.6004480123519897,1.1311020637003981,34,27,2.0,3.0,0.7647058823529411,0.7037037037037037
humaneval,22,3,71,79,76,77,0.47414401173591614,0.4192639887332916,1.1308961047869428,26,21,2.0,2.0,0.7307692307692307,0.7142857142857143
humaneval,30,2,68,15,198,203,0.6610879898071289,0.5845760107040405,1.130884568819272,35,29,3.0,4.0,0.5714285714285714,0.5172413793103449
gsm8k,6,0,63,59,95,96,0.5304319858551025,0.46905601024627686,1.1308499928965847,27,24,2.0,2.0,0.8518518518518519,0.7916666666666666
gsm8k,11,2,51,27,298,310,0.7369920015335083,0.6518080234527588,1.1306887534607395,41,34,3.0,5.0,0.5853658536585366,0.38235294117647056
humaneval,23,3,22,21,223,223,0.6515520215034485,0.5762559771537781,1.1306642314090516,34,30,4.0,4.5,0.5882352941176471,0.5
humaneval,1,3,80,72,86,88,0.5241919755935669,0.4636479914188385,1.1305817889762746,31,24,2.0,2.0,0.8709677419354839,0.7916666666666666
humaneval,25,2,25,23,66,67,0.4928640127182007,0.4359680116176605,1.1305049902386815,23,18,2.0,2.0,0.782608695652174,0.6666666666666666
humaneval,1,2,55,3,1115,1096,0.9591360092163086,0.8485119938850403,1.130374132750628,54,46,9.0,9.0,0.2962962962962963,0.3695652173913043
humaneval,15,1,17,19,146,143,0.5800319910049438,0.513152003288269,1.1303317287823278,29,29,4.0,4.0,0.5862068965517241,0.6206896551724138
humaneval,24,0,23,80,78,78,0.4589119851589203,0.4060159921646118,1.1302805653351278,23,19,2.0,2.0,0.7391304347826086,0.631578947368421
humaneval,16,2,39,0,1061,1074,0.9329919815063477,0.8256319761276245,1.1300337298977476,54,44,10.5,11.0,0.2777777777777778,0.3181818181818182
humaneval,26,1,19,16,183,186,0.5334399938583374,0.47206398844718933,1.130016283625105,25,20,4.0,6.0,0.52,0.45
gsm8k,25,2,2,15,1441,1430,0.9375360012054443,0.829695999622345,1.1299753182276222,39,42,14.0,16.5,0.3076923076923077,0.2857142857142857
humaneval,7,3,13,69,242,243,0.7044479846954346,0.623520016670227,1.129792093054824,38,33,3.5,5.0,0.5263157894736842,0.45454545454545453
humaneval,18,2,17,73,166,165,0.587007999420166,0.5196160078048706,1.1296957572573532,29,30,5.0,4.0,0.4482758620689655,0.5666666666666667
gsm8k,12,3,55,54,227,224,0.6010239720344543,0.5320960283279419,1.12954042134671,30,25,3.5,4.0,0.6,0.64
humaneval,8,3,72,83,52,51,0.5237759947776794,0.46380800008773804,1.129294869166977,24,20,1.0,2.0,0.9166666666666666,0.85
gsm8k,25,2,18,4,1410,1408,0.9367679953575134,0.8295360207557678,1.1292674120456512,42,41,17.5,14.0,0.23809523809523808,0.1951219512195122
humaneval,25,1,56,51,478,499,0.7301440238952637,0.6465920209884644,1.1292190441494636,34,30,6.5,10.0,0.47058823529411764,0.3333333333333333
humaneval,7,0,13,10,201,203,0.7188479900360107,0.6366720199584961,1.1290711190400224,39,33,2.0,4.0,0.7435897435897436,0.6363636363636364
humaneval,16,2,54,56,742,734,0.9627519845962524,0.852832019329071,1.1288881781826816,47,49,8.0,6.0,0.2978723404255319,0.46938775510204084
gsm8k,6,2,14,36,1748,1779,1.1037440299987793,0.977728009223938,1.128886581529832,63,52,16.0,6.5,0.1111111111111111,0.46153846153846156
humaneval,20,2,52,50,926,946,0.8997439742088318,0.7970880270004272,1.1287887206068263,50,43,9.0,12.0,0.34,0.16279069767441862
gsm8k,24,3,19,36,1738,1739,0.8413439989089966,0.7454079985618591,1.1287026709295178,42,32,10.5,23.5,0.2619047619047619,0.1875
humaneval,19,3,39,0,1466,1458,0.9808319807052612,0.869055986404419,1.1286177139902087,55,46,17.0,13.0,0.18181818181818182,0.30434782608695654
humaneval,25,2,57,58,469,450,0.7215679883956909,0.6393600106239319,1.128578541675659,35,32,7.0,9.0,0.3142857142857143,0.34375
humaneval,9,0,67,12,328,335,0.8207359910011292,0.7272319793701172,1.1285752198521293,49,35,4.0,4.0,0.5306122448979592,0.5428571428571428
humaneval,4,2,76,78,68,69,0.5121279954910278,0.453792005777359,1.1285522639689025,23,24,2.0,1.0,0.8260869565217391,0.7916666666666666
gsm8k,26,1,32,55,152,151,0.608896017074585,0.5396159887313843,1.1283876493468536,32,27,2.0,4.0,0.6875,0.6296296296296297
humaneval,21,3,32,43,1547,1561,0.9559360146522522,0.8472959995269775,1.128219671975231,52,41,14.5,19.0,0.28846153846153844,0.24390243902439024
humaneval,26,2,20,23,177,178,0.6129279732704163,0.5432959794998169,1.1281658550735196,33,34,3.0,4.0,0.6060606060606061,0.6176470588235294
gsm8k,24,1,41,12,2614,2607,1.0328320264816284,0.9155840277671814,1.128058152128732,53,45,23.0,17.0,0.24528301886792453,0.2222222222222222
gsm8k,10,2,18,14,1363,1362,1.1350079774856567,1.0061759948730469,1.1280412008128509,59,58,12.0,9.5,0.2033898305084746,0.25862068965517243
humaneval,21,3,30,45,1426,1467,0.9805439710617065,0.8692799806594849,1.1279955743577696,53,46,12.0,11.0,0.2830188679245283,0.30434782608695654
humaneval,13,2,74,73,127,128,0.5395200252532959,0.478303998708725,1.1279856047823884,25,25,2.0,3.0,0.76,0.6
humaneval,12,2,49,0,825,833,0.8761919736862183,0.7768639922142029,1.1278576204683044,51,41,9.0,6.0,0.37254901960784315,0.4634146341463415
humaneval,12,2,20,74,126,124,0.5497599840164185,0.4874880015850067,1.127740543826601,27,24,3.0,2.0,0.6666666666666666,0.75
humaneval,1,0,68,22,168,165,0.6894400119781494,0.6113600134849548,1.1277152525041876,35,42,5.0,3.0,0.4857142857142857,0.6190476190476191
gsm8k,21,0,47,23,872,884,0.9043200016021729,0.8019520044326782,1.127648533333254,51,42,11.0,14.5,0.3137254901960784,0.21428571428571427
humaneval,25,1,59,5,410,413,0.71561598777771,0.6346560120582581,1.1275651284810018,34,31,3.5,5.0,0.5588235294117647,0.45161290322580644
humaneval,4,2,27,74,56,54,0.4927999973297119,0.4370560050010681,1.1275442773712891,18,21,2.0,1.0,0.8333333333333334,0.8095238095238095
humaneval,27,2,64,6,463,467,0.7439039945602417,0.6598399877548218,1.12740059463728,36,33,7.5,6.0,0.3888888888888889,0.42424242424242425
gsm8k,7,0,37,36,4012,4001,1.2671359777450562,1.1240639686584473,1.1272810205431307,60,56,22.0,17.0,0.16666666666666666,0.21428571428571427
humaneval,4,1,11,10,226,219,0.7125120162963867,0.6320639848709106,1.127278303069121,38,32,3.0,3.0,0.6842105263157895,0.65625
gsm8k,13,0,61,60,45,45,0.5679360032081604,0.5039039850234985,1.1270718630686674,17,18,2.0,1.5,0.8235294117647058,0.8333333333333334
humaneval,27,3,48,1,1025,1049,0.8729280233383179,0.7745280265808105,1.127045107963231,42,39,14.0,17.0,0.16666666666666666,0.23076923076923078
humaneval,24,0,21,20,82,84,0.48585599660873413,0.43110400438308716,1.127004137444739,25,21,2.0,4.0,0.76,0.6666666666666666
humaneval,5,1,28,83,39,40,0.5312960147857666,0.47145599126815796,1.1269260007846043,23,20,1.0,1.5,0.9565217391304348,0.95
humaneval,19,0,20,71,161,157,0.5991680026054382,0.5317760109901428,1.126730033364639,29,24,3.0,5.0,0.6551724137931034,0.4583333333333333
humaneval,7,1,46,1,2042,2057,1.0664000511169434,0.9466559886932373,1.126491633554234,58,49,21.0,17.0,0.1724137931034483,0.22448979591836735
humaneval,27,0,23,22,200,201,0.7003200054168701,0.6216959953308105,1.126466972083716,35,31,3.0,4.0,0.5428571428571428,0.5161290322580645
humaneval,17,3,26,27,104,104,0.5264639854431152,0.4674240052700043,1.126309259917036,21,22,3.0,2.5,0.6666666666666666,0.6818181818181818
humaneval,6,2,19,20,219,219,0.8346239924430847,0.7410879731178284,1.1262144613300649,43,42,4.0,4.0,0.5348837209302325,0.5238095238095238
gsm8k,15,1,33,57,166,171,0.5640320181846619,0.5008640289306641,1.1261180392388337,36,27,2.0,4.0,0.6944444444444444,0.5185185185185185
