dataset,wave,layer,actual_expert_critical_ms,fragment_ideal_expert_critical_ms,fragment_removable_ms,actual_expert_critical_ms_p99_winsorized,fragment_ideal_expert_critical_ms_p99_trimmed,fragment_removable_ms_p99_trimmed,compact_predicted_expert_critical_ms,compact_ideal_expert_critical_ms,post_compaction_fragment_residual_ms,compaction_expert_work_removal_ms,compact_predicted_expert_critical_ms_p99_trimmed,compact_ideal_expert_critical_ms_p99_trimmed,post_compaction_fragment_residual_ms_p99_trimmed,compaction_expert_work_removal_ms_p99_trimmed
gsm8k,1,30,0.9732800126075745,0.9276959896087646,0.045584022998809814,0.9732800126075745,0.9263359904289246,0.0469440221786499,0.798917347108852,0.845436817407608,0.0,0.17436266549872248,0.7997427071944235,0.845436817407608,0.0,0.17353730541315093
gsm8k,1,31,1.0420479774475098,0.9988095998764038,0.043238377571105935,1.0420479774475098,0.9988095998764038,0.043238377571105935,0.8410641484767093,0.8660096049308776,0.0,0.20098382897080047,0.8355668320709854,0.8660096049308776,0.0,0.2064811453765244
gsm8k,2,1,1.1144319772720337,1.0382464289665223,0.07618554830551139,1.1144319772720337,1.0382464289665223,0.07618554830551139,0.7326729551695846,0.9138624191284179,0.0,0.38175902210244905,0.7348322969814937,0.9138624191284179,0.0,0.37959968029054003
gsm8k,2,2,1.1384960412979126,1.123955237865448,0.014540803432464555,1.1384960412979126,1.123955237865448,0.014540803432464555,0.6687065927454332,1.0153248071670533,0.0,0.4697894485524794,0.6608384414066057,1.0153248071670533,0.0,0.47765759989130685
gsm8k,2,3,1.089951992034912,1.0751328468322754,0.014819145202636719,1.089951992034912,1.0652864456176758,0.024665546417236284,0.7570103269400613,0.9620927810668946,0.0,0.3329416650948508,0.7607217859846663,0.9620927810668946,0.0,0.3292302060502458
gsm8k,2,4,1.084447979927063,1.0176960229873657,0.06675195693969727,1.084447979927063,1.0176960229873657,0.06675195693969727,0.7852918164326841,0.8692863941192627,0.0,0.2991561634943789,0.7918196638753174,0.8692863941192627,0.0,0.29262831605174555
gsm8k,2,5,1.1250879764556885,1.0732640027999878,0.051823973655700684,1.1250879764556885,1.0732640027999878,0.051823973655700684,0.8311561858858217,0.9818880021572113,0.0,0.29393179056986674,0.8264698694986335,0.9818880021572113,0.0,0.29861810695705493
gsm8k,2,6,1.1303679943084717,1.0941247463226318,0.03624324798583989,1.1303679943084717,1.0941247463226318,0.03624324798583989,0.8508052252921011,0.8477823913097382,0.003022833982362916,0.27956276901637056,0.8495107563402267,0.8477823913097382,0.0017283650304884546,0.280857237968245
gsm8k,2,7,1.1236159801483154,1.106335997581482,0.017279982566833496,1.1236159801483154,1.106335997581482,0.017279982566833496,0.8567418712654088,0.7528543889522552,0.10388748231315359,0.26687410888290664,0.8521243813110938,0.7528543889522552,0.0992699923588386,0.2714915988372216
gsm8k,2,8,1.062656044960022,1.028339147567749,0.03431689739227295,1.062656044960022,1.028339147567749,0.03431689739227295,0.9301150651663718,0.9556447982788085,0.0,0.1325409797936502,0.9271624882020664,0.9556447982788085,0.0,0.1354935567579556
gsm8k,2,9,1.0313600301742554,0.9988639652729034,0.03249606490135193,1.0313600301742554,0.9988639652729034,0.03249606490135193,0.8389716946291534,0.8303071916103363,0.00866450301881716,0.19238833554510193,0.8346338941959974,0.8303071916103363,0.004326702585661146,0.19672613597825794
gsm8k,2,10,1.0746879577636719,0.9727520048618317,0.10193595290184021,1.07399169921875,0.9727520048618317,0.10123969435691826,0.8753396837917379,0.8533375978469848,0.022002085944753058,0.199348273971934,0.8719458140091036,0.8533375978469848,0.01860821616211883,0.20204588520964628
gsm8k,2,11,1.0744320154190063,1.0009823799133302,0.07344963550567618,1.0744320154190063,1.0009823799133302,0.07344963550567618,0.8293793771550071,0.8358336091041565,0.0,0.24505263826399926,0.8242171806344335,0.8213280022144318,0.0028891784200016923,0.25021483478457285
gsm8k,2,12,1.0412479639053345,0.9844768285751343,0.05677113533020017,1.0412479639053345,0.9844768285751343,0.05677113533020017,0.7938872376595405,0.7634367883205414,0.030450449338999097,0.24736072624579397,0.7859187467911667,0.7563136219978333,0.029605124793333437,0.2553292171141678
gsm8k,2,13,1.0312960147857666,1.0099008560180665,0.02139515876770015,1.0312960147857666,1.0099008560180665,0.02139515876770015,0.8127921295040698,0.7506560146808624,0.062136114823207356,0.21850388528169684,0.8110017752330243,0.7506560146808624,0.0603457605521619,0.2202942395527423
gsm8k,2,14,1.0453439950942993,1.0071775674819947,0.0381664276123046,1.0453439950942993,1.0071775674819947,0.0381664276123046,0.7996122277680295,0.8254208207130432,0.0,0.24573176732626978,0.7992299686478416,0.8254208207130432,0.0,0.24611402644645775
gsm8k,2,15,1.0425920486450195,1.041811227798462,0.0007808208465576172,1.0425920486450195,1.041811227798462,0.0007808208465576172,0.7771332361354159,0.7687776207923889,0.008355615343026979,0.2654588125096037,0.7760600246698452,0.7687776207923889,0.007282403877456378,0.2665320239751743
