dataset,wave,layer,phase,moe_output_rel_l2_lag1,moe_output_cosine_lag1,hidden_matched_rows,hidden_cosine_mean,hidden_cosine_p50,hidden_rel_l2_mean,hidden_near_equal_fraction,hidden_live_cosine_mean,hidden_live_rel_l2_mean,moe_output_matched_rows,moe_output_cosine_mean,moe_output_cosine_p50,moe_output_rel_l2_mean,moe_output_near_equal_fraction,moe_output_live_cosine_mean,moe_output_live_rel_l2_mean
gsm8k,13,1,middle,0.7711355090141296,0.7249225378036499,832,0.9162148833274841,0.9938719272613525,0.308278888463974,0.0,0.9411988854408264,0.2819531261920929,832,0.9534704685211182,0.9985424876213074,0.19683174788951874,0.0,0.9839074015617371,0.11455681174993515
gsm8k,14,1,middle,0.6365769505500793,0.7787137627601624,864,0.9017040133476257,0.9938071966171265,0.27828001976013184,0.0,0.8701081871986389,0.33617207407951355,864,0.946627140045166,0.9985806941986084,0.17552079260349274,0.0,0.9395152926445007,0.17704173922538757
gsm8k,15,1,middle,,,800,0.9253666400909424,0.9933396577835083,0.2860208749771118,0.0,0.9380356073379517,0.29337891936302185,800,0.9604349136352539,0.9989181160926819,0.17080238461494446,0.0,0.9830912351608276,0.11778314411640167
gsm8k,16,1,middle,0.5421777367591858,0.8455732464790344,800,0.9000358581542969,0.9949765801429749,0.3484022915363312,0.0,0.9197247624397278,0.33773645758628845,800,0.9489524364471436,0.998942494392395,0.21642166376113892,0.0,0.977825403213501,0.14101186394691467
gsm8k,17,1,middle,0.5723326802253723,0.8837102651596069,864,0.8982251286506653,0.9939138889312744,0.3526344299316406,0.0,0.9296299815177917,0.3027815818786621,864,0.9475821852684021,0.9987370371818542,0.20079874992370605,0.0,0.9787463545799255,0.12894199788570404
gsm8k,18,1,middle,0.5890551805496216,0.8090362548828125,832,0.9185062646865845,0.9956426620483398,0.2947036921977997,0.0,0.9366037249565125,0.2963031828403473,832,0.9506517052650452,0.998824954032898,0.1817067712545395,0.0,0.9791226387023926,0.1286715269088745
gsm8k,19,1,middle,,,800,0.9295728802680969,0.9963374733924866,0.2606827914714813,0.0,0.9382858276367188,0.28426751494407654,800,0.9567117094993591,0.9990336894989014,0.17175905406475067,0.0,0.9809086322784424,0.12127508223056793
gsm8k,20,1,middle,,,704,0.9295943975448608,0.9970393180847168,0.2515820562839508,0.0,0.9287463426589966,0.3080543577671051,704,0.964353084564209,0.9992260932922363,0.15878601372241974,0.0,0.9802493453025818,0.13136442005634308
gsm8k,21,1,late,,,672,0.9285467267036438,0.996259331703186,0.26440194249153137,0.0,0.9271422624588013,0.32218265533447266,672,0.958104133605957,0.9985137581825256,0.18263933062553406,0.0,0.9817205667495728,0.12825895845890045
gsm8k,22,1,late,,,544,0.9083086848258972,0.9970982074737549,0.3132849335670471,0.0,0.910047709941864,0.3744112253189087,544,0.9568191766738892,0.9986652731895447,0.1760791391134262,0.0,0.9763955473899841,0.15327538549900055
