dataset,repeat,requests,answer_sha256,correct,total,accuracy,note
gsm8k,1,32,a293a8888ffd177a98b349f40ca74fe5e9d4c1608e3e622eec045dfa8b81bb01,5,32,0.15625,exact deterministic output across clean restarts; no method changes model semantics
gsm8k,2,32,a293a8888ffd177a98b349f40ca74fe5e9d4c1608e3e622eec045dfa8b81bb01,5,32,0.15625,exact deterministic output across clean restarts; no method changes model semantics
gsm8k,3,32,a293a8888ffd177a98b349f40ca74fe5e9d4c1608e3e622eec045dfa8b81bb01,5,32,0.15625,exact deterministic output across clean restarts; no method changes model semantics
humaneval,1,32,6641e60585c35c0733efbcb96ea53f5a13a95fac84a72c1f5cc50331c4d6c058,6,32,0.1875,exact deterministic output across clean restarts; no method changes model semantics
humaneval,2,32,6641e60585c35c0733efbcb96ea53f5a13a95fac84a72c1f5cc50331c4d6c058,6,32,0.1875,exact deterministic output across clean restarts; no method changes model semantics
humaneval,3,32,6641e60585c35c0733efbcb96ea53f5a13a95fac84a72c1f5cc50331c4d6c058,6,32,0.1875,exact deterministic output across clean restarts; no method changes model semantics
