topology,max_num_batched_tokens,condition,concurrency,n,scheduled_tokens_median,arrival_skew_ms_median,arrival_skew_ratio_median,ep_wait_proxy_ms_median,stall_fraction_median,rank_ratio_median,expert_ratio_median,dispatch_ratio_median,combine_ratio_median,layers
B,8192,text_heterogeneous,8,96,1050.5,0.06638398766517639,0.10751772976255725,0.013567984104156494,0.006527038745949199,1.2487469293871734,1.0727586567439584,1.0975469601703587,1.1882163588486372,48
B,8192,text_heterogeneous,16,96,1370.0,0.8597119972109795,0.7859325801978297,0.02548801898956299,0.007996255709821869,1.2496813717534645,1.1131030339182582,1.252762384020325,1.2122576936201022,48
B,8192,vision_balanced,2,48,188.0,0.12438401579856873,0.1342381077940336,0.060015976428985596,0.029939475717025668,1.1600529100529102,1.0357365484784649,1.2139909209973745,1.1278558264361265,48
B,8192,vision_balanced,4,48,262.5,0.029711991548538208,0.03382865362443825,0.04452794790267944,0.022307754719558037,1.1630154639175259,1.0228075652846937,1.0838836238702751,1.1801702984819364,48
B,8192,vision_balanced,8,144,262.5,0.11369600892066956,0.1389151445925648,0.04060804843902588,0.021205578675246597,1.1711838702696513,1.0312691875419797,1.152982324632727,1.164562231969199,48
B,8192,vision_balanced,16,96,1252.5,0.16247999668121338,0.34847648917747237,0.03182399272918701,0.014167055652839171,1.1632302405498283,1.0499669341026503,1.1840747651339305,1.2224317276524705,48
B,8192,vision_heterogeneous,2,48,1976.0,0.4115999862551689,0.47192181459559945,0.022383928298950195,0.009581861226448763,1.1930955993930197,1.1328744783077758,1.2387652915764136,1.2100305636361521,48
B,8192,vision_heterogeneous,4,48,1050.0,0.27563199400901794,0.3545100583751597,0.021583914756774902,0.010733633274150306,1.1696798083206272,1.0642327129634936,1.1847744846976114,1.2560319553042365,48
B,8192,vision_heterogeneous,8,96,1050.0,0.091808021068573,0.13374008718816444,0.022832036018371582,0.011650123019048251,1.175463483666307,1.054244350985892,1.1164864943899944,1.180513393008031,48
B,8192,vision_heterogeneous,16,96,1369.5,0.8806400001049042,0.8422167103092937,0.039839982986450195,0.012100270526202005,1.1696798083206272,1.1205291966988162,1.280854225141627,1.2504154097387443,48
B,16384,long_balanced,2,96,4218.5,0.858207993209362,0.9189840991467138,0.034208059310913086,0.012138700116730856,1.1325986491290436,1.0765263181143117,1.3015220851656273,1.1246410702109106,48
B,16384,long_balanced,4,96,4218.5,0.4172160029411316,0.44506152894095397,0.02856004238128662,0.007864894270233807,1.1326893445537514,1.0783275179042366,1.2707661432725752,1.2063799947019818,48
B,16384,long_balanced,8,192,4218.5,0.41468799114227295,0.44298409997816557,0.029999971389770508,0.008543368937569188,1.1326893445537514,1.0702178543383885,1.2657688601764276,1.1957892563769743,48
B,16384,long_heterogeneous,2,96,4218.5,0.8633279949426651,0.9192834252669373,0.028639912605285645,0.00964912533866748,1.1319765375044435,1.0843528047799982,1.3015870203151723,1.1548123148078564,48
B,16384,long_heterogeneous,4,96,3203.0,0.4183200001716614,0.44744383873200644,0.031807899475097656,0.009480628210308345,1.1162500842147813,1.068201859213585,1.1352217018785502,1.2027588303188264,48
B,16384,long_heterogeneous,8,192,3203.0,0.41819196939468384,0.44571146082463453,0.0298079252243042,0.0082183486491971,1.124770360255443,1.0750871974073308,1.250902685211198,1.2103957948830342,48
B,16384,text_balanced,2,96,188.0,0.13760000467300415,0.1600899470307064,0.06227201223373413,0.03156592672215363,1.2943121693121693,1.0493514509902002,1.210746615738096,1.1701924730097792,48
B,16384,text_balanced,4,96,262.5,0.061375975608825684,0.0717334016523658,0.049344003200531006,0.026847280163068716,1.2719072164948453,1.0360049513306708,1.1445484593921964,1.2183982520150491,48
B,16384,text_balanced,8,192,262.5,0.0663040280342102,0.09280505476635816,0.030192017555236816,0.016121238263375755,1.2483252483252483,1.0505230735173257,1.117888478010902,1.2126011607039326,48
B,16384,text_balanced,16,192,1253.0,0.16094399988651276,0.34534450705425834,0.028640031814575195,0.01373881161000039,1.2576216533124878,1.0755167727515615,1.1848142004779685,1.2554039449386007,48
B,16384,text_heterogeneous,2,96,1976.5,0.1475040167570114,0.2296414916946401,0.013040006160736084,0.007022671327267643,1.2406447534766119,1.073025391957374,1.1820120459109593,1.191361112922061,48
B,16384,text_heterogeneous,4,96,1050.5,0.09574399888515472,0.15758534118537137,0.013168036937713623,0.006626911076544312,1.2495100174216027,1.0714816261490734,1.1047939578728077,1.1950710112868892,48
B,16384,text_heterogeneous,8,192,1050.5,0.09084799885749817,0.15260518890901642,0.013327956199645996,0.0070222577183731445,1.2487469293871734,1.0671502161275301,1.0934535673030303,1.1942455842496171,48
B,16384,text_heterogeneous,16,192,1370.0,0.23073595762252808,0.33673495906726836,0.023872017860412598,0.00938628081107606,1.2496813717534645,1.0910720178926758,1.2401164247588385,1.1995556843119837,48
B,16384,vision_balanced,2,96,188.0,0.10452800989151001,0.12181850155828985,0.050656020641326904,0.028108423433414284,1.1600529100529102,1.0273889326185786,1.177347665404944,1.1151489093165323,48
B,16384,vision_balanced,4,96,262.5,0.04844796657562256,0.0561745367496449,0.04571199417114258,0.025455298293125945,1.1630154639175259,1.0341140446058645,1.1034891382199148,1.2179816649415272,48
B,16384,vision_balanced,8,192,262.5,0.053919970989227295,0.07414910494217836,0.030015945434570312,0.014086023604740098,1.1678604436229205,1.0392075635686524,1.0997304500105396,1.1781795376188244,48
B,16384,vision_balanced,16,192,1252.5,0.1592320054769516,0.3431515075369326,0.02686399221420288,0.012696102465980231,1.1632302405498283,1.0393669482902461,1.1840565471863282,1.22382864583646,48
B,16384,vision_heterogeneous,2,96,1976.0,0.32976001501083374,0.41949665877245707,0.023920059204101562,0.011247329664080357,1.1929691451694486,1.1042612639843414,1.2116053264029307,1.209453785323956,48
B,16384,vision_heterogeneous,4,96,1050.0,0.12624001502990723,0.19630331482050237,0.020671963691711426,0.009716792128437946,1.1696798083206272,1.0608403345545168,1.1105307701364466,1.1975608746481503,48
B,16384,vision_heterogeneous,8,192,1050.0,0.08260798454284668,0.12735956510014265,0.020239949226379395,0.010468306665330097,1.175463483666307,1.0553770753425242,1.092279332433769,1.1645599966225815,48
B,16384,vision_heterogeneous,16,192,1369.5,0.6960159838199615,0.6308438744705465,0.035471975803375244,0.013613814462634951,1.1696798083206272,1.070036315764515,1.2476703376205738,1.1793211337944474,48
