result,topology,tp,dp,batch_id,scheduler_iteration,layer,condition,modality,workload_kind,mode,max_num_batched_tokens,concurrency,control_iteration,scheduled_tokens_sum,scheduled_tokens_max,scheduled_tokens_median,scheduled_requests_max,scheduler_rows,pre_moe_max_ms,pre_moe_min_ms,arrival_skew_ms,arrival_skew_ratio,pre_moe_mean_ms,pre_moe_std_ms,ep_done_max_ms,ep_done_min_ms,ep_wait_proxy_ms,sync_stall_fraction,rank_load_max,rank_load_mean,rank_load_ratio,rank_load_cv,hottest_rank,expert_max_ms,expert_mean_ms,expert_ratio,dispatch_max_ms,dispatch_mean_ms,dispatch_ratio,combine_max_ms,combine_mean_ms,combine_ratio,active_experts,effective_experts,dp_pre_moe_values
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,10,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,1.320032000541687,1.0797120332717896,0.24031996726989746,0.18205616770751012,1.1998720169067383,0.12015998363494873,3.1970560550689697,3.177855968475342,0.01920008659362793,0.006005552065058718,17278.0,16876.0,1.02382081061863,0.01757355056493384,1,1.129215955734253,1.0376479625701904,1.0882457215424528,0.8554880023002625,0.7025839984416962,1.2176309227049027,0.4329279959201813,0.3219360001385212,1.3447641634793963,128,102.83149140687934,"{""0"": 1.0797120332717896, ""1"": 1.320032000541687}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,11,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,1.334656000137329,0.9141119718551636,0.4205440282821655,0.31509544649624605,1.1243839859962463,0.21027201414108276,3.1400959491729736,3.1277759075164795,0.01232004165649414,0.0039234602559641354,19655.0,16876.0,1.1646717231571462,0.1010697499834822,0,1.0720000267028809,0.9819280058145523,1.091729760588313,1.0479680299758911,0.7985599935054779,1.3123222281341376,0.4334079921245575,0.3065919913351536,1.413631159239166,128,101.22230555587232,"{""0"": 0.9141119718551636, ""1"": 1.334656000137329}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,12,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,1.3787200450897217,0.9540159702301025,0.42470407485961914,0.3080422863018439,1.166368007659912,0.21235203742980957,3.2178239822387695,3.206943988800049,0.010879993438720703,0.003381164879985466,18132.0,16876.0,1.0744252192462669,0.058706224743366515,2,1.1198400259017944,0.9836240112781525,1.1384838241663484,1.101151943206787,0.8119759783148766,1.3561385713553349,0.4450559914112091,0.3487919941544533,1.275992565397381,128,101.98588519136855,"{""0"": 0.9540159702301025, ""1"": 1.3787200450897217}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,13,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,1.3411519527435303,0.7811520099639893,0.559999942779541,0.417551450179807,1.0611519813537598,0.2799999713897705,3.1561920642852783,3.1357760429382324,0.0204160213470459,0.0064685611430523385,18200.0,16876.0,1.0784546100971795,0.09260334060084688,1,1.0830719470977783,0.9870560020208359,1.0972750734308545,1.0877439975738525,0.8441280052065849,1.2886007701019788,0.3762879967689514,0.3118399977684021,1.2066700854981844,128,101.95018290425847,"{""0"": 0.7811520099639893, ""1"": 1.3411519527435303}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,14,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,1.3879679441452026,0.6635519862174988,0.7244159579277039,0.5219255682261772,1.0257599651813507,0.36220797896385193,3.2744638919830322,3.2555840015411377,0.01887989044189453,0.005765795887418008,19409.0,16876.0,1.150094809196492,0.10868810183712413,1,1.1424000263214111,0.988736018538475,1.1554145948987258,1.2804479598999023,0.9325760081410408,1.3730226262761096,0.5539199709892273,0.3861439898610115,1.4344907224597876,128,103.7204012016532,"{""0"": 0.6635519862174988, ""1"": 1.3879679441452026}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,15,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,1.2947200536727905,0.5920959711074829,0.7026240825653076,0.5426841737502577,0.9434080123901367,0.3513120412826538,3.183295965194702,3.1636478900909424,0.019648075103759766,0.00617224264365818,20999.0,16876.0,1.2443114482104765,0.16142349520143467,1,1.126688003540039,0.9709360003471375,1.160414283884021,1.352031946182251,0.9499279856681824,1.4232994148827265,0.5163519978523254,0.3858240023255348,1.3383096819794509,128,99.93193755197665,"{""0"": 0.5920959711074829, ""1"": 1.2947200536727905}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,16,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,1.3054720163345337,0.45897600054740906,0.8464960157871246,0.6484214178438628,0.8822240084409714,0.4232480078935623,3.106559991836548,3.0930240154266357,0.01353597640991211,0.004357223567380671,19057.0,16876.0,1.1292367859682388,0.08485912387028137,2,1.0837119817733765,0.9533520042896271,1.136738557109223,1.3237760066986084,0.9569359794259071,1.3833485574372268,0.4051840007305145,0.3450560010969639,1.1742557713600064,128,99.30262246665977,"{""0"": 0.45897600054740906, ""1"": 1.3054720163345337}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,17,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,1.2802879810333252,0.4885120093822479,0.7917759716510773,0.6184358389524456,0.8843999952077866,0.39588798582553864,2.8836159706115723,2.8668160438537598,0.0167999267578125,0.0058259931034608204,18799.0,16876.0,1.1139488030338942,0.12052525150989417,0,0.9302399754524231,0.888375997543335,1.0471241659217003,1.2296639680862427,0.8801839724183083,1.3970533509122383,0.3076480031013489,0.2510559968650341,1.2254158711322807,128,100.96191590838174,"{""0"": 0.4885120093822479, ""1"": 1.2802879810333252}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,18,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6442559957504272,0.5649920105934143,0.07926398515701294,0.12303181604803928,0.6046240031719208,0.03963199257850647,2.2834880352020264,2.2631680965423584,0.02031993865966797,0.008898640302212142,18692.0,16876.0,1.1076084380184879,0.12494113418447506,1,0.9872959852218628,0.9331360012292862,1.0580408256901757,0.49641600251197815,0.4399600028991699,1.1283207547067564,0.3178879916667938,0.2601199969649315,1.2220820981696783,128,96.27534624478598,"{""0"": 0.5649920105934143, ""1"": 0.6442559957504272}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,19,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6469119787216187,0.551584005355835,0.09532797336578369,0.1473584915743314,0.5992479920387268,0.047663986682891846,2.2077760696411133,2.204511880874634,0.003264188766479492,0.0014784963073769092,19526.0,16876.0,1.157027731689974,0.14811600313466441,3,0.9766079783439636,0.9084879904985428,1.0749817152872205,0.45577600598335266,0.4057599976658821,1.1232650054347042,0.34828799962997437,0.27566400170326233,1.2634511487825237,128,97.41640568667523,"{""0"": 0.551584005355835, ""1"": 0.6469119787216187}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,20,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6493759751319885,0.51801598072052,0.1313599944114685,0.20228650187554137,0.5836959779262543,0.06567999720573425,2.217344045639038,2.2002880573272705,0.017055988311767578,0.007692080236854739,18653.0,16876.0,1.1052974638539939,0.09122669190392631,1,0.9300479888916016,0.8960800021886826,1.037907314770949,0.5355839729309082,0.43162399530410767,1.240857734411994,0.28361600637435913,0.2401840016245842,1.1808280503947164,128,106.2022325679178,"{""0"": 0.51801598072052, ""1"": 0.6493759751319885}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,21,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6474239826202393,0.5375360250473022,0.10988795757293701,0.16973105804360386,0.5924800038337708,0.054943978786468506,2.1877760887145996,2.167520046234131,0.02025604248046875,0.009258736570418381,18945.0,16876.0,1.1226001422137948,0.11708939515234605,1,0.9555519819259644,0.9130000025033951,1.0466067681335094,0.4652479887008667,0.3862079977989197,1.204656535733109,0.30083200335502625,0.2492319978773594,1.2070360383784184,128,107.28220943981985,"{""0"": 0.5375360250473022, ""1"": 0.6474239826202393}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,22,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6439039707183838,0.5279039740562439,0.11599999666213989,0.18015108143023606,0.5859039723873138,0.057999998331069946,2.2388479709625244,2.220031976699829,0.018815994262695312,0.008404319769245407,19249.0,16876.0,1.1406138895472862,0.09151682410804134,1,0.968288004398346,0.9128159880638123,1.0607702067666411,0.5120319724082947,0.42747998982667923,1.1977916735141143,0.2954240143299103,0.2627440020442009,1.1243796700645965,128,110.17713493811777,"{""0"": 0.5279039740562439, ""1"": 0.6439039707183838}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,23,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6447039842605591,0.5828160047531128,0.06188797950744629,0.09599441141724677,0.6137599945068359,0.030943989753723145,2.185215950012207,2.1789441108703613,0.006271839141845703,0.0028701232671355286,19423.0,16876.0,1.1509243896657977,0.08980408475738051,0,0.9669119715690613,0.9219839870929718,1.0487296798046872,0.4569920003414154,0.3882320001721382,1.1771105940231348,0.3004480004310608,0.25231999531388283,1.190741938851526,128,109.90619026364259,"{""0"": 0.5828160047531128, ""1"": 0.6447039842605591}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,24,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6493759751319885,0.5985599756240845,0.05081599950790405,0.07825358721898432,0.6239679753780365,0.025407999753952026,2.192415952682495,2.1881918907165527,0.004224061965942383,0.0019266699645996007,18000.0,16876.0,1.066603460535672,0.0895067044273608,3,0.9055359959602356,0.8768320083618164,1.03273601707589,0.4551039934158325,0.4211679995059967,1.0805759078316506,0.29734399914741516,0.23506399989128113,1.26494911719761,128,110.09058933666473,"{""0"": 0.5985599756240845, ""1"": 0.6493759751319885}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,25,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6448000073432922,0.5884799957275391,0.056320011615753174,0.08734493017114427,0.6166400015354156,0.028160005807876587,2.201215982437134,2.185215950012207,0.016000032424926758,0.00726872444711759,18224.0,16876.0,1.0798767480445604,0.06958053042635844,1,0.9386879801750183,0.9135759770870209,1.0274875913091195,0.44041600823402405,0.3981119990348816,1.106261577901941,0.251583993434906,0.23151199892163277,1.0866995862277862,128,107.7334755423146,"{""0"": 0.5884799957275391, ""1"": 0.6448000073432922}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,26,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6414719820022583,0.543071985244751,0.09839999675750732,0.1533971857202033,0.5922719836235046,0.04919999837875366,2.217952013015747,2.203903913497925,0.014048099517822266,0.006333815806375846,18133.0,16876.0,1.0744844749940745,0.06502341676024607,3,0.9438719749450684,0.9146239757537842,1.0319781680413305,0.5001599788665771,0.42419999092817307,1.179066453472098,0.26736000180244446,0.23576800152659416,1.1339961320929584,128,109.1035824450823,"{""0"": 0.543071985244751, ""1"": 0.6414719820022583}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,27,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6488639712333679,0.6158720254898071,0.03299194574356079,0.05084570450236177,0.6323679983615875,0.016495972871780396,2.2100799083709717,2.186271905899048,0.023808002471923828,0.010772462290502643,19683.0,16876.0,1.1663308840957574,0.11728590469479304,1,0.9397119879722595,0.8939040005207062,1.0512448623396582,0.42710399627685547,0.3943280056118965,1.0831185972046267,0.2940160036087036,0.2504880018532276,1.1737728012257491,128,107.3019714585733,"{""0"": 0.6158720254898071, ""1"": 0.6488639712333679}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,28,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6458560228347778,0.5500479936599731,0.09580802917480469,0.14834270454626416,0.5979520082473755,0.047904014587402344,2.2044479846954346,2.193023920059204,0.011424064636230469,0.005182279062850654,20470.0,16876.0,1.2129651576202891,0.14243270586213969,2,0.950655996799469,0.8806480020284653,1.0794960013646189,0.4688960015773773,0.4004800021648407,1.1708349956120307,0.3440319895744324,0.2773119993507862,1.2405953957269935,128,104.93237631311186,"{""0"": 0.5500479936599731, ""1"": 0.6458560228347778}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,29,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6369280219078064,0.5658239722251892,0.07110404968261719,0.1116359262537036,0.6013759970664978,0.035552024841308594,2.192512035369873,2.180959939956665,0.011552095413208008,0.005268885746964299,19279.0,16876.0,1.1423915619815121,0.08655872477399393,2,0.951583981513977,0.9120959937572479,1.043293675256772,0.44419199228286743,0.3899039924144745,1.1392342754230735,0.2847039997577667,0.2510640062391758,1.1339897105224388,128,106.19995390208231,"{""0"": 0.5658239722251892, ""1"": 0.6369280219078064}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,30,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.646016001701355,0.5308160185813904,0.1151999831199646,0.1783237300880669,0.5884160101413727,0.0575999915599823,2.1627840995788574,2.149247884750366,0.013536214828491211,0.006258699068079433,18855.0,16876.0,1.1172671249111163,0.12172635700687345,2,0.9312959909439087,0.9260479956865311,1.0056670877555185,0.46803200244903564,0.3882559984922409,1.2054726888099554,0.23068800568580627,0.21295200288295746,1.083286386428574,128,107.42285928640088,"{""0"": 0.5308160185813904, ""1"": 0.646016001701355}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,31,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6621440052986145,0.5948479771614075,0.06729602813720703,0.10163352321955672,0.628495991230011,0.033648014068603516,2.2452800273895264,2.2313919067382812,0.013888120651245117,0.006185473741283012,18021.0,16876.0,1.0678478312396302,0.060991711229802285,0,0.9164479970932007,0.8941439986228943,1.024944526278382,0.49980801343917847,0.4493120089173317,1.1123851655857644,0.25814399123191833,0.23362399637699127,1.104954949984504,128,107.7357056782856,"{""0"": 0.5948479771614075, ""1"": 0.6621440052986145}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,32,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6499199867248535,0.5711359977722168,0.07878398895263672,0.12122105884087893,0.6105279922485352,0.03939199447631836,2.17411208152771,2.148832082748413,0.025279998779296875,0.011627734832112735,17887.0,16876.0,1.0599075610334203,0.09627556540390937,1,0.9239040017127991,0.8890960067510605,1.0391498721144121,0.4496319890022278,0.3967519998550415,1.133282224579855,0.3102720081806183,0.2380880042910576,1.3031820276057138,128,110.1081235155534,"{""0"": 0.5711359977722168, ""1"": 0.6499199867248535}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,33,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6477439999580383,0.5800960063934326,0.06764799356460571,0.1044363105933641,0.6139200031757355,0.033823996782302856,2.217184066772461,2.1958398818969727,0.02134418487548828,0.009626708578399113,17789.0,16876.0,1.0541004977482815,0.044568772585875265,2,0.9357759952545166,0.9098479896783829,1.0284970740939912,0.4749760031700134,0.4155440032482147,1.143022157598791,0.2409600019454956,0.22654399648308754,1.0636344625600542,128,111.6305929308414,"{""0"": 0.5800960063934326, ""1"": 0.6477439999580383}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,34,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6461759805679321,0.5868800282478333,0.05929595232009888,0.09176440180890494,0.6165280044078827,0.02964797616004944,2.237760066986084,2.2175040245056152,0.02025604248046875,0.009051927764423155,19702.0,16876.0,1.1674567433041005,0.10221586439492615,1,0.9737920165061951,0.8993920087814331,1.0827225581263114,0.4410240054130554,0.3994560018181801,1.104061532197971,0.3127039968967438,0.2808399982750416,1.113459616925706,128,113.3735972089541,"{""0"": 0.5868800282478333, ""1"": 0.6461759805679321}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,35,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6461759805679321,0.5182399749755859,0.1279360055923462,0.19798941687665586,0.582207977771759,0.0639680027961731,2.2153279781341553,2.210592031478882,0.0047359466552734375,0.0021378083525412143,19198.0,16876.0,1.1375918464091017,0.0836307503422553,0,0.9935359954833984,0.9235360026359558,1.0757956296751277,0.47062399983406067,0.39952799677848816,1.1779499900603725,0.31804800033569336,0.27876000106334686,1.1409384385223134,128,112.21789798408506,"{""0"": 0.5182399749755859, ""1"": 0.6461759805679321}"
poc_flashvep/deepep_revalidation/results/dp_ep_arrival_skew_two_topologies_20260901_1530_A,A,2,2,long_balanced_c2_i1,1571,36,long_balanced,vision,long,balanced,16384,2,0,8437.0,5234.0,4218.5,1,6,0.6405439972877502,0.5425599813461304,0.09798401594161987,0.1529700010561534,0.5915519893169403,0.048992007970809937,2.201535940170288,2.184544086456299,0.016991853713989258,0.007718181385980437,18708.0,16876.0,1.1085565299834084,0.06301916336650926,3,0.9365119934082031,0.8937200009822845,1.0478807594983732,0.4938240051269531,0.4347120001912117,1.1359796943947729,0.27721598744392395,0.25019199401140213,1.1080130223163345,128,112.80625318825552,"{""0"": 0.5425599813461304, ""1"": 0.6405439972877502}"
