case_id,rank,wall_ms,dispatch_ms,expert_ms,combine_ms,layout_ms,iterations
B_after_A_0,0,2.060512065887451,0.20550400111824274,0.866879940032959,0.2384638786315918,0.025536000728607178,3
B_after_A_1,0,2.1198720932006836,0.22185600735247135,0.9854719638824463,0.140671968460083,0.02723200060427189,3
B_after_A_2,0,2.1341440677642822,0.21292800176888704,0.9162880778312683,0.2355201244354248,0.02796800062060356,3
B_after_A_3,0,2.126431941986084,0.21484800335019827,1.016223967075348,0.10028791427612305,0.02457600086927414,3
B_after_A_4,0,0.8849599957466125,0.21190399676561356,0.4702080190181732,0.08233600854873657,0.025631999596953392,3
B_after_A_0,1,2.0356481075286865,0.3026559976860881,0.9168959856033325,0.19686400890350342,0.026847999542951584,3
B_after_A_1,1,2.105504035949707,0.19315199460834265,0.9465599656105042,0.19868803024291992,0.026655999943614006,3
B_after_A_2,1,2.1237759590148926,0.20284800417721272,0.9528319835662842,0.22815990447998047,0.02598400041460991,3
B_after_A_3,1,2.101088047027588,0.19417600147426128,0.9909119606018066,0.13478398323059082,0.025728000327944756,3
B_after_A_4,1,0.8737919926643372,0.19804799370467663,0.46803200244903564,0.07926398515701294,0.025728000327944756,3
B_after_A_0,2,2.0281920433044434,0.18707200232893229,0.913023829460144,0.09427189826965332,0.026784000918269157,3
B_after_A_1,2,2.085279941558838,0.18256000243127346,0.8902720212936401,0.16691195964813232,0.02848000079393387,3
B_after_A_2,2,2.1010560989379883,0.1873280070722103,0.9168000221252441,0.1162879467010498,0.027327999472618103,3
B_after_A_3,2,2.08953595161438,0.1718719992786646,1.0019200444221497,0.13727998733520508,0.024288000538945198,3
B_after_A_4,2,0.8531839847564697,0.17263999953866005,0.45817598700523376,0.08105599880218506,0.02566399984061718,3
B_after_A_0,3,2.052351951599121,0.2792320027947426,0.9497919678688049,0.19964814186096191,0.024831999093294144,3
B_after_A_1,3,2.119999885559082,0.21516799367964268,0.989855945110321,0.16713595390319824,0.025536000728607178,3
B_after_A_2,3,2.1391680240631104,0.22316799592226744,0.9950079917907715,0.09238386154174805,0.02672000043094158,3
B_after_A_3,3,2.12825608253479,0.2157439962029457,0.8911039233207703,0.240928053855896,0.026176000013947487,3
B_after_A_4,3,0.8896639943122864,0.2124160025268793,0.4692160189151764,0.0790719985961914,0.02473600022494793,3
