active_experts,inactive_experts,operation,repetition,host_visible_latency_us
1,63,gpu_counts_cumsum,0,23.905
1,63,gpu_counts_cumsum,1,21.84
1,63,gpu_counts_cumsum,2,20.022
1,63,gpu_counts_cumsum,3,17.372
1,63,gpu_counts_cumsum,4,16.948
1,63,gpu_counts_cumsum,5,17.271
1,63,gpu_counts_cumsum,6,16.892
1,63,gpu_counts_cumsum,7,17.171
1,63,gpu_counts_cumsum,8,16.95
1,63,gpu_counts_cumsum,9,18.926
1,63,gpu_counts_cumsum,10,18.455
1,63,gpu_counts_cumsum,11,18.752
1,63,gpu_counts_cumsum,12,18.602
1,63,gpu_counts_cumsum,13,19.714
1,63,gpu_counts_cumsum,14,17.863
1,63,gpu_counts_cumsum,15,18.757
1,63,gpu_counts_cumsum,16,18.412
1,63,gpu_counts_cumsum,17,23.535
1,63,gpu_counts_cumsum,18,26.132
1,63,gpu_counts_cumsum,19,20.841
1,63,gpu_counts_cumsum,20,18.542
1,63,gpu_counts_cumsum,21,18.22
1,63,gpu_counts_cumsum,22,18.649
1,63,gpu_counts_cumsum,23,17.969
1,63,gpu_counts_cumsum,24,18.634
1,63,gpu_counts_cumsum,25,18.938
1,63,gpu_counts_cumsum,26,18.618
1,63,gpu_counts_cumsum,27,18.309
1,63,gpu_counts_cumsum,28,18.538
1,63,gpu_counts_cumsum,29,18.806
1,63,gpu_counts_cumsum,30,18.422
1,63,gpu_counts_cumsum,31,18.267
1,63,gpu_counts_cumsum,32,18.36
1,63,gpu_counts_cumsum,33,18.413
1,63,gpu_counts_cumsum,34,18.078
1,63,gpu_counts_cumsum,35,18.393
1,63,gpu_counts_cumsum,36,18.541
1,63,gpu_counts_cumsum,37,21.038
1,63,gpu_counts_cumsum,38,27.028
1,63,gpu_counts_cumsum,39,28.517
1,63,cpu_list_to_cuda_offsets,0,64.882
1,63,cpu_list_to_cuda_offsets,1,53.434
1,63,cpu_list_to_cuda_offsets,2,50.834
1,63,cpu_list_to_cuda_offsets,3,51.186
1,63,cpu_list_to_cuda_offsets,4,63.436
1,63,cpu_list_to_cuda_offsets,5,62.166
1,63,cpu_list_to_cuda_offsets,6,54.407
1,63,cpu_list_to_cuda_offsets,7,53.102
1,63,cpu_list_to_cuda_offsets,8,53.509
1,63,cpu_list_to_cuda_offsets,9,54.502
1,63,cpu_list_to_cuda_offsets,10,58.064
1,63,cpu_list_to_cuda_offsets,11,54.933
1,63,cpu_list_to_cuda_offsets,12,54.573
1,63,cpu_list_to_cuda_offsets,13,55.48
1,63,cpu_list_to_cuda_offsets,14,56.914
1,63,cpu_list_to_cuda_offsets,15,56.512
1,63,cpu_list_to_cuda_offsets,16,54.928
1,63,cpu_list_to_cuda_offsets,17,55.189
1,63,cpu_list_to_cuda_offsets,18,76.015
1,63,cpu_list_to_cuda_offsets,19,58.561
1,63,cpu_list_to_cuda_offsets,20,53.648
1,63,cpu_list_to_cuda_offsets,21,52.721
1,63,cpu_list_to_cuda_offsets,22,58.27
1,63,cpu_list_to_cuda_offsets,23,56.979
1,63,cpu_list_to_cuda_offsets,24,63.201
1,63,cpu_list_to_cuda_offsets,25,62.96
1,63,cpu_list_to_cuda_offsets,26,60.719
1,63,cpu_list_to_cuda_offsets,27,59.648
1,63,cpu_list_to_cuda_offsets,28,52.825
1,63,cpu_list_to_cuda_offsets,29,41.959
1,63,cpu_list_to_cuda_offsets,30,40.193
1,63,cpu_list_to_cuda_offsets,31,39.946
1,63,cpu_list_to_cuda_offsets,32,58.902
1,63,cpu_list_to_cuda_offsets,33,43.421
1,63,cpu_list_to_cuda_offsets,34,40.275
1,63,cpu_list_to_cuda_offsets,35,39.718
1,63,cpu_list_to_cuda_offsets,36,39.083
1,63,cpu_list_to_cuda_offsets,37,38.745
1,63,cpu_list_to_cuda_offsets,38,36.908
1,63,cpu_list_to_cuda_offsets,39,35.452
1,63,vllm_make_from_list,0,39.976
1,63,vllm_make_from_list,1,23.65
1,63,vllm_make_from_list,2,22.0
1,63,vllm_make_from_list,3,22.114
1,63,vllm_make_from_list,4,22.875
1,63,vllm_make_from_list,5,21.706
1,63,vllm_make_from_list,6,20.214
1,63,vllm_make_from_list,7,20.611
1,63,vllm_make_from_list,8,21.12
1,63,vllm_make_from_list,9,20.966
1,63,vllm_make_from_list,10,21.55
1,63,vllm_make_from_list,11,21.024
1,63,vllm_make_from_list,12,21.985
1,63,vllm_make_from_list,13,21.183
1,63,vllm_make_from_list,14,21.369
1,63,vllm_make_from_list,15,21.298
1,63,vllm_make_from_list,16,21.23
1,63,vllm_make_from_list,17,20.506
1,63,vllm_make_from_list,18,34.937
1,63,vllm_make_from_list,19,30.795
1,63,vllm_make_from_list,20,30.505
1,63,vllm_make_from_list,21,27.215
1,63,vllm_make_from_list,22,21.256
1,63,vllm_make_from_list,23,20.316
1,63,vllm_make_from_list,24,20.527
1,63,vllm_make_from_list,25,21.267
1,63,vllm_make_from_list,26,20.773
1,63,vllm_make_from_list,27,20.236
1,63,vllm_make_from_list,28,21.589
1,63,vllm_make_from_list,29,21.46
1,63,vllm_make_from_list,30,21.007
1,63,vllm_make_from_list,31,20.659
1,63,vllm_make_from_list,32,21.126
1,63,vllm_make_from_list,33,20.262
1,63,vllm_make_from_list,34,20.895
1,63,vllm_make_from_list,35,20.361
1,63,vllm_make_from_list,36,20.591
1,63,vllm_make_from_list,37,20.752
1,63,vllm_make_from_list,38,20.3
1,63,vllm_make_from_list,39,20.252
2,62,gpu_counts_cumsum,0,21.647
2,62,gpu_counts_cumsum,1,17.897
2,62,gpu_counts_cumsum,2,16.809
2,62,gpu_counts_cumsum,3,16.266
2,62,gpu_counts_cumsum,4,16.872
2,62,gpu_counts_cumsum,5,16.341
2,62,gpu_counts_cumsum,6,16.916
2,62,gpu_counts_cumsum,7,17.122
2,62,gpu_counts_cumsum,8,18.586
2,62,gpu_counts_cumsum,9,18.177
2,62,gpu_counts_cumsum,10,18.226
2,62,gpu_counts_cumsum,11,18.391
2,62,gpu_counts_cumsum,12,18.046
2,62,gpu_counts_cumsum,13,18.408
2,62,gpu_counts_cumsum,14,18.336
2,62,gpu_counts_cumsum,15,17.904
2,62,gpu_counts_cumsum,16,18.054
2,62,gpu_counts_cumsum,17,18.905
2,62,gpu_counts_cumsum,18,18.572
2,62,gpu_counts_cumsum,19,18.594
2,62,gpu_counts_cumsum,20,18.016
2,62,gpu_counts_cumsum,21,18.868
2,62,gpu_counts_cumsum,22,18.312
2,62,gpu_counts_cumsum,23,18.35
2,62,gpu_counts_cumsum,24,18.213
2,62,gpu_counts_cumsum,25,18.77
2,62,gpu_counts_cumsum,26,18.981
2,62,gpu_counts_cumsum,27,17.956
2,62,gpu_counts_cumsum,28,18.443
2,62,gpu_counts_cumsum,29,18.426
2,62,gpu_counts_cumsum,30,18.275
2,62,gpu_counts_cumsum,31,18.563
2,62,gpu_counts_cumsum,32,18.425
2,62,gpu_counts_cumsum,33,24.401
2,62,gpu_counts_cumsum,34,21.134
2,62,gpu_counts_cumsum,35,18.435
2,62,gpu_counts_cumsum,36,18.129
2,62,gpu_counts_cumsum,37,18.283
2,62,gpu_counts_cumsum,38,18.308
2,62,gpu_counts_cumsum,39,16.298
2,62,cpu_list_to_cuda_offsets,0,43.107
2,62,cpu_list_to_cuda_offsets,1,38.064
2,62,cpu_list_to_cuda_offsets,2,36.704
2,62,cpu_list_to_cuda_offsets,3,36.074
2,62,cpu_list_to_cuda_offsets,4,38.311
2,62,cpu_list_to_cuda_offsets,5,39.753
2,62,cpu_list_to_cuda_offsets,6,38.972
2,62,cpu_list_to_cuda_offsets,7,38.663
2,62,cpu_list_to_cuda_offsets,8,37.793
2,62,cpu_list_to_cuda_offsets,9,36.964
2,62,cpu_list_to_cuda_offsets,10,37.588
2,62,cpu_list_to_cuda_offsets,11,38.398
2,62,cpu_list_to_cuda_offsets,12,38.817
2,62,cpu_list_to_cuda_offsets,13,38.588
2,62,cpu_list_to_cuda_offsets,14,35.224
