B_s,B_e,seed,cost,max_rank_load,mean_rank_load,cv_mean,critical_rank_mode,critical_set_3pct_mean,critical_set_5pct_mean,critical_set_10pct_mean,window_id,layer,group_count,method
8,4,-1,30301,30301,22676.0,0.2164083066802086,1,1.0,1.0,1.0,2,15,2,oracle_l
8,4,-1,28285,28285,22676.0,0.1541417865336031,2,1.0,1.0,1.0,2,16,2,oracle_l
8,4,-1,25383,25383,22676.0,0.09879635364879405,0,1.0,1.5,2.0,2,17,2,oracle_l
8,4,-1,27222,27222,22676.0,0.17742732249034382,2,1.0,1.0,1.5,2,18,2,oracle_l
8,4,-1,26380,26380,22676.0,0.1646548584824667,3,1.0,1.0,2.5,2,19,2,oracle_l
8,4,-1,27486,27486,22676.0,0.18838414472438825,1,1.0,1.0,1.0,2,20,2,oracle_l
8,4,-1,23836,23836,22676.0,0.0606707395161068,0,2.5,2.5,3.0,2,21,2,oracle_l
8,4,-1,28225,28225,22676.0,0.1556854378799564,1,1.0,1.0,1.0,2,22,2,oracle_l
8,4,-1,27450,27450,22676.0,0.12766571195108223,0,1.0,1.0,1.0,2,23,2,oracle_l
8,4,-1,25019,25019,22676.0,0.14966280777590646,2,2.5,3.0,3.0,2,24,2,oracle_l
8,4,-1,26479,26479,22676.0,0.12365477891566967,1,1.0,1.0,1.5,2,25,2,oracle_l
8,4,-1,26212,26212,22676.0,0.08676475368899204,0,1.0,1.0,1.5,2,26,2,oracle_l
8,4,-1,29376,29376,22676.0,0.20144594403245175,1,1.0,1.0,1.0,2,27,2,oracle_l
8,4,-1,29105,29105,22676.0,0.18563452612321893,2,1.0,1.0,1.0,2,28,2,oracle_l
8,4,-1,25947,25947,22676.0,0.11964421774789685,2,1.5,1.5,1.5,2,29,2,oracle_l
8,4,-1,26499,26499,22676.0,0.1447213745909815,2,1.0,1.5,1.5,2,30,2,oracle_l
8,4,-1,26104,26104,22676.0,0.11692400706536324,0,1.5,1.5,2.0,2,31,2,oracle_l
8,4,-1,25798,25798,22676.0,0.1416919781886929,1,1.5,2.0,2.0,2,32,2,oracle_l
8,4,-1,23241,23241,22676.0,0.025835798715341966,0,2.5,3.5,4.0,2,33,2,oracle_l
8,4,-1,26849,26849,22676.0,0.1124222791547346,1,1.0,1.0,1.0,2,34,2,oracle_l
8,4,-1,26436,26436,22676.0,0.10674750021749355,0,1.0,1.0,1.0,2,35,2,oracle_l
8,4,-1,26206,26206,22676.0,0.11020838866655946,3,1.0,1.0,2.0,2,36,2,oracle_l
8,4,-1,25121,25121,22676.0,0.08926216760776666,1,1.5,1.5,2.5,2,37,2,oracle_l
8,4,-1,24674,24674,22676.0,0.07865933428168198,3,1.5,2.0,2.0,2,38,2,oracle_l
8,4,-1,28774,28774,22676.0,0.19290158762143872,1,1.0,1.0,1.0,2,39,2,oracle_l
8,4,-1,23472,23472,22676.0,0.02396076848094146,2,2.0,3.0,4.0,2,40,2,oracle_l
8,4,-1,25103,25103,22676.0,0.08799051782724414,2,1.0,1.0,2.5,2,41,2,oracle_l
8,4,-1,26560,26560,22676.0,0.1262921988071529,1,1.0,1.0,1.5,2,42,2,oracle_l
8,4,-1,26719,26719,22676.0,0.13132707765015855,2,1.0,1.0,1.5,2,43,2,oracle_l
8,4,-1,24108,24108,22676.0,0.05653008355049982,2,1.5,2.0,2.5,2,44,2,oracle_l
8,4,-1,27048,27048,22676.0,0.1061198156950065,0,1.0,1.0,1.0,2,45,2,oracle_l
8,4,-1,26595,26595,22676.0,0.12503307125621513,0,1.0,1.0,2.5,2,46,2,oracle_l
8,4,-1,26084,26084,22676.0,0.19265100626919307,0,1.5,2.0,3.0,2,47,2,oracle_l
8,4,-1,3291,3291,3066.0,0.056480122710535714,1,2.0,2.5,3.5,0,0,2,oracle_f
8,4,-1,3461,3461,3066.0,0.09604198846280487,3,1.5,1.5,1.5,0,1,2,oracle_f
8,4,-1,3398,3398,3066.0,0.0965048157234498,1,2.0,2.0,2.5,0,2,2,oracle_f
8,4,-1,3618,3618,3066.0,0.11861675738932434,3,1.0,1.0,1.0,0,3,2,oracle_f
8,4,-1,3551,3551,3066.0,0.11054752811644708,0,1.0,1.5,1.5,0,4,2,oracle_f
8,4,-1,3381,3381,3066.0,0.0866524304250122,1,1.0,2.0,2.5,0,5,2,oracle_f
8,4,-1,4273,4273,3066.0,0.237957583822691,0,1.0,1.0,1.0,0,6,2,oracle_f
8,4,-1,3690,3690,3066.0,0.1990727136506247,2,1.0,1.5,2.0,0,7,2,oracle_f
8,4,-1,3468,3468,3066.0,0.11260756517746559,1,1.5,1.5,1.5,0,8,2,oracle_f
8,4,-1,3813,3813,3066.0,0.1667723736458619,0,1.0,1.0,1.0,0,9,2,oracle_f
8,4,-1,3302,3302,3066.0,0.07343207896608737,2,2.0,2.0,2.5,0,10,2,oracle_f
8,4,-1,3530,3530,3066.0,0.10837105674402515,1,1.0,1.0,1.5,0,11,2,oracle_f
8,4,-1,3493,3493,3066.0,0.11125286834371392,1,1.5,1.5,2.0,0,12,2,oracle_f
8,4,-1,3399,3399,3066.0,0.1326827283449254,0,1.0,2.5,3.0,0,13,2,oracle_f
8,4,-1,3758,3758,3066.0,0.13170621567167176,1,1.0,1.0,1.0,0,14,2,oracle_f
8,4,-1,3651,3651,3066.0,0.16706961764105718,1,1.5,1.5,1.5,0,15,2,oracle_f
8,4,-1,3296,3296,3066.0,0.05870620999777196,0,2.0,2.5,2.5,0,16,2,oracle_f
8,4,-1,3411,3411,3066.0,0.09732640742318001,1,1.0,1.5,2.5,0,17,2,oracle_f
8,4,-1,3560,3560,3066.0,0.1139910719896652,0,1.0,1.5,1.5,0,18,2,oracle_f
8,4,-1,3642,3642,3066.0,0.15607495926740633,2,1.0,1.0,1.5,0,19,2,oracle_f
8,4,-1,3667,3667,3066.0,0.15159581731119678,0,1.5,1.5,1.5,0,20,2,oracle_f
8,4,-1,3506,3506,3066.0,0.10471605255487523,0,1.0,1.0,1.5,0,21,2,oracle_f
8,4,-1,3485,3485,3066.0,0.11484225560550092,3,1.0,1.5,2.0,0,22,2,oracle_f
8,4,-1,3531,3531,3066.0,0.146728715235095,1,1.5,2.0,2.0,0,23,2,oracle_f
8,4,-1,3489,3489,3066.0,0.08259704374900576,3,1.0,1.0,1.5,0,24,2,oracle_f
8,4,-1,4101,4101,3066.0,0.2130308124511172,3,1.0,1.0,1.0,0,25,2,oracle_f
8,4,-1,3356,3356,3066.0,0.08736601390088569,1,1.5,1.5,2.5,0,26,2,oracle_f
8,4,-1,3589,3589,3066.0,0.1514725801586032,1,1.5,1.5,2.0,0,27,2,oracle_f
8,4,-1,3202,3202,3066.0,0.03761863655761435,1,2.0,2.5,3.0,0,28,2,oracle_f
8,4,-1,3731,3731,3066.0,0.15867467436597538,2,1.0,1.0,1.0,0,29,2,oracle_f
8,4,-1,3439,3439,3066.0,0.07649266695677018,0,1.5,1.5,2.0,0,30,2,oracle_f
8,4,-1,3367,3367,3066.0,0.08953897245117443,2,2.0,2.0,2.0,0,31,2,oracle_f
8,4,-1,3758,3758,3066.0,0.13197488057100137,0,1.0,1.0,1.0,0,32,2,oracle_f
8,4,-1,3415,3415,3066.0,0.08441638130163792,0,1.5,2.0,2.0,0,33,2,oracle_f
8,4,-1,3148,3148,3066.0,0.027794480517580204,2,2.5,3.0,3.5,0,34,2,oracle_f
8,4,-1,3464,3464,3066.0,0.10592176039458573,3,1.0,1.5,2.0,0,35,2,oracle_f
8,4,-1,3596,3596,3066.0,0.1295029897243023,3,1.0,1.0,1.5,0,36,2,oracle_f
8,4,-1,3544,3544,3066.0,0.12545442684887817,0,1.0,1.5,1.5,0,37,2,oracle_f
8,4,-1,3337,3337,3066.0,0.06502541911461633,1,1.5,1.5,2.5,0,38,2,oracle_f
8,4,-1,3770,3770,3066.0,0.18071621926635367,1,1.0,1.0,1.5,0,39,2,oracle_f
8,4,-1,3264,3264,3066.0,0.05093385388234346,1,1.5,2.0,3.0,0,40,2,oracle_f
8,4,-1,3482,3482,3066.0,0.11422577588940477,2,1.0,1.5,2.0,0,41,2,oracle_f
8,4,-1,3879,3879,3066.0,0.1685108163470358,1,1.0,1.0,1.0,0,42,2,oracle_f
8,4,-1,3470,3470,3066.0,0.12703966051655136,1,1.5,1.5,2.0,0,43,2,oracle_f
8,4,-1,3291,3291,3066.0,0.056118473637282076,2,1.0,1.5,2.5,0,44,2,oracle_f
8,4,-1,3422,3422,3066.0,0.10707267238283212,0,1.5,1.5,2.0,0,45,2,oracle_f
8,4,-1,3351,3351,3066.0,0.07428075063929393,0,1.5,1.5,2.5,0,46,2,oracle_f
8,4,-1,3712,3712,3066.0,0.16131355670783992,0,1.0,1.0,1.5,0,47,2,oracle_f
8,4,-1,6624,6624,6116.0,0.0769104389274679,1,1.0,1.5,3.0,1,0,2,oracle_f
8,4,-1,7082,7082,6116.0,0.15212737485108654,1,1.5,1.5,2.0,1,1,2,oracle_f
8,4,-1,6813,6813,6116.0,0.08430091893034955,1,1.0,1.0,1.5,1,2,2,oracle_f
8,4,-1,6672,6672,6116.0,0.08054445005275149,2,1.0,1.5,2.5,1,3,2,oracle_f
8,4,-1,6572,6572,6116.0,0.06408159616897774,0,1.5,2.0,3.0,1,4,2,oracle_f
8,4,-1,6621,6621,6116.0,0.08856427320063998,0,1.0,2.0,2.5,1,5,2,oracle_f
8,4,-1,7439,7439,6116.0,0.1649513073888209,0,1.0,1.0,1.0,1,6,2,oracle_f
8,4,-1,7402,7402,6116.0,0.13488941483657296,3,1.0,1.0,1.0,1,7,2,oracle_f
8,4,-1,6734,6734,6116.0,0.07427446327185824,0,1.0,2.0,3.0,1,8,2,oracle_f
8,4,-1,7817,7817,6116.0,0.17835806049940478,0,1.0,1.0,1.0,1,9,2,oracle_f
8,4,-1,6778,6778,6116.0,0.08331858646992961,0,1.0,1.5,2.0,1,10,2,oracle_f
8,4,-1,7247,7247,6116.0,0.12385741134888292,1,1.0,1.0,1.5,1,11,2,oracle_f
8,4,-1,6864,6864,6116.0,0.09799972279927693,1,2.0,2.0,2.5,1,12,2,oracle_f
8,4,-1,6721,6721,6116.0,0.10762316716717926,0,1.0,1.5,3.0,1,13,2,oracle_f
8,4,-1,6743,6743,6116.0,0.09055291733588969,0,1.5,2.0,2.0,1,14,2,oracle_f
8,4,-1,7416,7416,6116.0,0.16307847938039768,1,1.0,1.0,1.5,1,15,2,oracle_f
8,4,-1,7150,7150,6116.0,0.10679572077660544,2,1.0,1.0,1.5,1,16,2,oracle_f
8,4,-1,6899,6899,6116.0,0.09215063186133786,1,1.0,1.0,1.5,1,17,2,oracle_f
8,4,-1,6487,6487,6116.0,0.0506237851500294,0,1.5,2.5,3.5,1,18,2,oracle_f
8,4,-1,6970,6970,6116.0,0.11757038537091408,3,1.0,1.0,2.0,1,19,2,oracle_f
8,4,-1,7053,7053,6116.0,0.1334262061744342,0,2.0,2.0,2.0,1,20,2,oracle_f
8,4,-1,7746,7746,6116.0,0.16699820370983992,0,1.0,1.0,1.0,1,21,2,oracle_f
8,4,-1,6782,6782,6116.0,0.09533197701269294,3,1.5,1.5,2.0,1,22,2,oracle_f
8,4,-1,6723,6723,6116.0,0.10943707256673946,1,1.5,1.5,2.5,1,23,2,oracle_f
8,4,-1,6598,6598,6116.0,0.07311702405806915,3,1.5,2.0,2.5,1,24,2,oracle_f
8,4,-1,7382,7382,6116.0,0.14039352828037094,3,1.0,1.0,1.0,1,25,2,oracle_f
8,4,-1,6809,6809,6116.0,0.08747497794570383,0,1.0,1.5,1.5,1,26,2,oracle_f
8,4,-1,7149,7149,6116.0,0.16332258225185162,1,1.5,2.0,2.0,1,27,2,oracle_f
8,4,-1,6595,6595,6116.0,0.0702558886003107,1,1.5,1.5,2.5,1,28,2,oracle_f
8,4,-1,7340,7340,6116.0,0.15321696385025538,2,1.0,1.0,1.5,1,29,2,oracle_f
8,4,-1,6594,6594,6116.0,0.06154586714106373,0,1.5,2.5,2.5,1,30,2,oracle_f
8,4,-1,6701,6701,6116.0,0.07360422887054588,0,1.0,1.5,2.0,1,31,2,oracle_f
8,4,-1,7534,7534,6116.0,0.14847954632302288,0,1.0,1.0,1.0,1,32,2,oracle_f
8,4,-1,7106,7106,6116.0,0.10209379454230162,0,1.0,1.0,2.0,1,33,2,oracle_f
8,4,-1,6371,6371,6116.0,0.04337618769917515,0,2.5,2.5,3.0,1,34,2,oracle_f
8,4,-1,6763,6763,6116.0,0.08533895605179002,3,1.0,1.0,2.0,1,35,2,oracle_f
8,4,-1,7003,7003,6116.0,0.1371538400423431,3,1.5,2.0,2.0,1,36,2,oracle_f
8,4,-1,6625,6625,6116.0,0.07620545625294801,0,1.0,1.5,3.0,1,37,2,oracle_f
8,4,-1,6394,6394,6116.0,0.043121550804081366,1,2.0,2.5,3.5,1,38,2,oracle_f
8,4,-1,7142,7142,6116.0,0.17043454201360078,1,1.5,2.0,2.0,1,39,2,oracle_f
8,4,-1,6636,6636,6116.0,0.059768031814502964,1,1.0,1.0,2.5,1,40,2,oracle_f
8,4,-1,7136,7136,6116.0,0.14495155723219072,2,1.0,1.5,2.0,1,41,2,oracle_f
8,4,-1,7147,7147,6116.0,0.13133951703516558,1,1.5,1.5,1.5,1,42,2,oracle_f
8,4,-1,6762,6762,6116.0,0.10351509143320034,1,1.5,1.5,2.5,1,43,2,oracle_f
8,4,-1,6712,6712,6116.0,0.06491600148823765,1,1.0,1.0,2.5,1,44,2,oracle_f
8,4,-1,6719,6719,6116.0,0.08166064199214539,0,1.0,1.0,2.5,1,45,2,oracle_f
8,4,-1,6579,6579,6116.0,0.07576948368252863,2,2.0,2.0,2.5,1,46,2,oracle_f
8,4,-1,7583,7583,6116.0,0.1629402192586082,0,1.0,1.0,1.0,1,47,2,oracle_f
8,4,-1,24420,24420,22676.0,0.088790557971265,1,2.0,2.0,3.0,2,0,2,oracle_f
8,4,-1,25726,25726,22676.0,0.13024033143541497,1,1.5,1.5,2.0,2,1,2,oracle_f
8,4,-1,26848,26848,22676.0,0.11271746295541393,0,1.0,1.0,1.0,2,2,2,oracle_f
8,4,-1,27219,27219,22676.0,0.14503783496148923,1,1.0,2.0,2.0,2,3,2,oracle_f
8,4,-1,25974,25974,22676.0,0.10765838993271012,1,1.0,1.0,1.5,2,4,2,oracle_f
8,4,-1,27250,27250,22676.0,0.1448840934237644,0,1.0,1.0,1.0,2,5,2,oracle_f
8,4,-1,27108,27108,22676.0,0.18239909572937363,2,1.0,1.0,2.0,2,6,2,oracle_f
8,4,-1,30340,30340,22676.0,0.2128569111671589,3,1.0,1.0,1.0,2,7,2,oracle_f
8,4,-1,28759,28759,22676.0,0.1790094147069456,1,1.0,1.0,1.0,2,8,2,oracle_f
8,4,-1,26606,26606,22676.0,0.13979802420806006,1,2.0,2.5,2.5,2,9,2,oracle_f
8,4,-1,26274,26274,22676.0,0.11454256212823369,1,1.0,1.5,1.5,2,10,2,oracle_f
8,4,-1,28342,28342,22676.0,0.18554621487410625,0,1.0,1.0,1.0,2,11,2,oracle_f
8,4,-1,27538,27538,22676.0,0.15795185978952545,2,1.0,1.0,1.0,2,12,2,oracle_f
8,4,-1,26438,26438,22676.0,0.12930326339077486,1,1.0,1.0,1.5,2,13,2,oracle_f
8,4,-1,26655,26655,22676.0,0.1393796632615697,0,1.0,1.0,2.0,2,14,2,oracle_f
8,4,-1,30301,30301,22676.0,0.2164083066802086,1,1.0,1.0,1.0,2,15,2,oracle_f
8,4,-1,28285,28285,22676.0,0.1541417865336031,2,1.0,1.0,1.0,2,16,2,oracle_f
8,4,-1,25383,25383,22676.0,0.09879635364879405,0,1.0,1.5,2.0,2,17,2,oracle_f
8,4,-1,27222,27222,22676.0,0.17742732249034382,2,1.0,1.0,1.5,2,18,2,oracle_f
8,4,-1,26380,26380,22676.0,0.1646548584824667,3,1.0,1.0,2.5,2,19,2,oracle_f
8,4,-1,27486,27486,22676.0,0.18838414472438825,1,1.0,1.0,1.0,2,20,2,oracle_f
8,4,-1,25558,25558,22676.0,0.09873087381767474,0,1.0,1.0,1.5,2,21,2,oracle_f
8,4,-1,28225,28225,22676.0,0.1556854378799564,1,1.0,1.0,1.0,2,22,2,oracle_f
8,4,-1,27450,27450,22676.0,0.12766571195108223,0,1.0,1.0,1.0,2,23,2,oracle_f
8,4,-1,25340,25340,22676.0,0.1667414034716611,0,2.0,2.5,3.0,2,24,2,oracle_f
8,4,-1,26479,26479,22676.0,0.12365477891566967,1,1.0,1.0,1.5,2,25,2,oracle_f
8,4,-1,26287,26287,22676.0,0.10293433820357153,0,2.0,2.0,2.0,2,26,2,oracle_f
8,4,-1,29376,29376,22676.0,0.20144594403245175,1,1.0,1.0,1.0,2,27,2,oracle_f
8,4,-1,29105,29105,22676.0,0.18563452612321893,2,1.0,1.0,1.0,2,28,2,oracle_f
8,4,-1,26312,26312,22676.0,0.12221003350368909,2,1.5,1.5,1.5,2,29,2,oracle_f
8,4,-1,26499,26499,22676.0,0.1447213745909815,2,1.0,1.5,1.5,2,30,2,oracle_f
8,4,-1,26104,26104,22676.0,0.11692400706536324,0,1.5,1.5,2.0,2,31,2,oracle_f
8,4,-1,25798,25798,22676.0,0.1416919781886929,1,1.5,2.0,2.0,2,32,2,oracle_f
8,4,-1,23839,23839,22676.0,0.050402496242591625,0,2.0,2.5,2.5,2,33,2,oracle_f
8,4,-1,26849,26849,22676.0,0.1124222791547346,1,1.0,1.0,1.0,2,34,2,oracle_f
8,4,-1,26436,26436,22676.0,0.10674750021749355,0,1.0,1.0,1.0,2,35,2,oracle_f
8,4,-1,26206,26206,22676.0,0.11020838866655946,3,1.0,1.0,2.0,2,36,2,oracle_f
8,4,-1,25187,25187,22676.0,0.11842611977426586,1,1.5,2.0,2.0,2,37,2,oracle_f
8,4,-1,24723,24723,22676.0,0.07776501089972014,2,1.5,2.0,2.0,2,38,2,oracle_f
8,4,-1,28774,28774,22676.0,0.19290158762143872,1,1.0,1.0,1.0,2,39,2,oracle_f
8,4,-1,23653,23653,22676.0,0.02667385661242419,1,2.0,3.0,4.0,2,40,2,oracle_f
8,4,-1,25103,25103,22676.0,0.08799051782724414,2,1.0,1.0,2.5,2,41,2,oracle_f
8,4,-1,26560,26560,22676.0,0.1262921988071529,1,1.0,1.0,1.5,2,42,2,oracle_f
8,4,-1,26719,26719,22676.0,0.13132707765015855,2,1.0,1.0,1.5,2,43,2,oracle_f
8,4,-1,24493,24493,22676.0,0.06476037360320462,0,1.5,2.5,2.5,2,44,2,oracle_f
8,4,-1,27048,27048,22676.0,0.1061198156950065,0,1.0,1.0,1.0,2,45,2,oracle_f
8,4,-1,26595,26595,22676.0,0.12503307125621513,0,1.0,1.0,2.5,2,46,2,oracle_f
8,4,-1,26084,26084,22676.0,0.19265100626919307,0,1.5,2.0,3.0,2,47,2,oracle_f
12,4,-1,5704,5704,5286.0,0.07271863254630749,1,1.6666666666666667,1.6666666666666667,3.0,0,0,3,fifo
12,4,-1,6235,6235,5286.0,0.1303813326339004,3,1.0,1.0,1.6666666666666667,0,1,3,fifo
12,4,-1,5933,5933,5286.0,0.09562713995570625,1,1.3333333333333333,1.6666666666666667,2.3333333333333335,0,2,3,fifo
12,4,-1,6023,6023,5286.0,0.09967947282767065,3,1.0,1.0,1.3333333333333333,0,3,3,fifo
12,4,-1,5834,5834,5286.0,0.08312103249805303,0,1.6666666666666667,1.6666666666666667,2.0,0,4,3,fifo
12,4,-1,5919,5919,5286.0,0.09559616257051957,0,1.0,1.0,2.0,0,5,3,fifo
12,4,-1,6976,6976,5286.0,0.213769520773051,0,1.0,1.0,1.0,0,6,3,fifo
12,4,-1,6281,6281,5286.0,0.16430257124125106,3,1.3333333333333333,1.3333333333333333,1.6666666666666667,0,7,3,fifo
12,4,-1,5881,5881,5286.0,0.0934958616356441,0,1.0,1.6666666666666667,2.3333333333333335,0,8,3,fifo
12,4,-1,6679,6679,5286.0,0.17251785895780017,0,1.0,1.0,1.3333333333333333,0,9,3,fifo
12,4,-1,5699,5699,5286.0,0.05384484285154704,1,1.6666666666666667,2.0,2.6666666666666665,0,10,3,fifo
12,4,-1,6122,6122,5286.0,0.11164671079628068,1,1.0,1.0,1.3333333333333333,0,11,3,fifo
12,4,-1,6427,6427,5286.0,0.1332872499628449,1,1.0,1.0,1.0,0,12,3,fifo
12,4,-1,5880,5880,5286.0,0.12641994756591807,3,1.0,2.0,3.0,0,13,3,fifo
12,4,-1,6234,6234,5286.0,0.1291965787689299,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,14,3,fifo
12,4,-1,6419,6419,5286.0,0.166174125631408,1,1.0,1.3333333333333333,1.3333333333333333,0,15,3,fifo
12,4,-1,5754,5754,5286.0,0.06241804810260949,1,1.3333333333333333,1.6666666666666667,3.0,0,16,3,fifo
12,4,-1,5992,5992,5286.0,0.1092957498417164,1,1.0,1.3333333333333333,1.6666666666666667,0,17,3,fifo
12,4,-1,5870,5870,5286.0,0.0845362272612273,0,1.3333333333333333,1.6666666666666667,2.0,0,18,3,fifo
12,4,-1,6185,6185,5286.0,0.12699635045262728,3,1.0,1.0,1.6666666666666667,0,19,3,fifo
12,4,-1,6661,6661,5286.0,0.17990177038027466,0,1.0,1.0,1.3333333333333333,0,20,3,fifo
12,4,-1,6213,6213,5286.0,0.12311990298178392,0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0,21,3,fifo
12,4,-1,6087,6087,5286.0,0.1148288377694688,3,1.0,1.3333333333333333,1.6666666666666667,0,22,3,fifo
12,4,-1,6010,6010,5286.0,0.14639756515011015,1,1.6666666666666667,2.0,2.3333333333333335,0,23,3,fifo
12,4,-1,5905,5905,5286.0,0.07559833556095309,3,1.3333333333333333,1.3333333333333333,2.0,0,24,3,fifo
12,4,-1,7016,7016,5286.0,0.20693942662499032,3,1.0,1.0,1.0,0,25,3,fifo
12,4,-1,5845,5845,5286.0,0.09288650857600937,1,1.0,2.0,2.3333333333333335,0,26,3,fifo
12,4,-1,6277,6277,5286.0,0.16500164857741006,3,1.3333333333333333,1.3333333333333333,1.6666666666666667,0,27,3,fifo
12,4,-1,5740,5740,5286.0,0.0681429494726478,1,1.0,1.6666666666666667,3.0,0,28,3,fifo
12,4,-1,6647,6647,5286.0,0.17006742963951127,2,1.0,1.0,1.0,0,29,3,fifo
12,4,-1,6062,6062,5286.0,0.10035913453768554,1,1.6666666666666667,1.6666666666666667,1.6666666666666667,0,30,3,fifo
12,4,-1,5788,5788,5286.0,0.08251990521938818,3,1.3333333333333333,2.0,2.3333333333333335,0,31,3,fifo
12,4,-1,6739,6739,5286.0,0.1603766824841858,0,1.0,1.0,1.0,0,32,3,fifo
12,4,-1,5886,5886,5286.0,0.08567508729263135,0,1.0,1.3333333333333333,2.0,0,33,3,fifo
12,4,-1,5590,5590,5286.0,0.046266944625658495,3,1.6666666666666667,2.0,3.0,0,34,3,fifo
12,4,-1,6027,6027,5286.0,0.11200426450066343,3,1.3333333333333333,1.3333333333333333,2.0,0,35,3,fifo
12,4,-1,6164,6164,5286.0,0.13626770285139436,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,0,36,3,fifo
12,4,-1,5989,5989,5286.0,0.12302747610618749,0,1.0,1.3333333333333333,2.6666666666666665,0,37,3,fifo
12,4,-1,5676,5676,5286.0,0.06464952038819204,3,1.3333333333333333,1.6666666666666667,2.6666666666666665,0,38,3,fifo
12,4,-1,6396,6396,5286.0,0.1924321454443196,1,1.3333333333333333,1.3333333333333333,1.6666666666666667,0,39,3,fifo
12,4,-1,5867,5867,5286.0,0.0785513198005404,1,1.0,1.0,2.0,0,40,3,fifo
12,4,-1,6112,6112,5286.0,0.12525608472230743,2,1.0,1.3333333333333333,2.0,0,41,3,fifo
12,4,-1,6609,6609,5286.0,0.16050130972804297,1,1.0,1.0,1.0,0,42,3,fifo
12,4,-1,5920,5920,5286.0,0.12451192213209859,1,1.3333333333333333,1.6666666666666667,2.3333333333333335,0,43,3,fifo
12,4,-1,5692,5692,5286.0,0.048625960660497576,2,1.0,1.0,3.0,0,44,3,fifo
12,4,-1,5949,5949,5286.0,0.10255287035633331,0,1.0,1.3333333333333333,2.0,0,45,3,fifo
12,4,-1,5709,5709,5286.0,0.06748575227537591,2,1.3333333333333333,1.3333333333333333,2.6666666666666665,0,46,3,fifo
12,4,-1,6458,6458,5286.0,0.16231571020210409,0,1.0,1.0,1.0,0,47,3,fifo
12,4,-1,28594,28594,26572.0,0.08045607587346955,1,1.6666666666666667,2.0,3.0,1,0,3,fifo
12,4,-1,30034,30034,26572.0,0.12080983153803042,1,1.6666666666666667,1.6666666666666667,2.0,1,1,3,fifo
12,4,-1,31092,31092,26572.0,0.09595057611546783,0,1.0,1.0,1.3333333333333333,1,2,3,fifo
12,4,-1,31486,31486,26572.0,0.12997163411302604,1,1.0,2.0,2.3333333333333335,1,3,3,fifo
12,4,-1,30210,30210,26572.0,0.09919531523921672,1,1.0,1.3333333333333333,2.0,1,4,3,fifo
12,4,-1,31400,31400,26572.0,0.1202781807215592,0,1.0,1.6666666666666667,1.6666666666666667,1,5,3,fifo
12,4,-1,31844,31844,26572.0,0.17479260427536172,2,1.0,1.0,1.6666666666666667,1,6,3,fifo
12,4,-1,35099,35099,26572.0,0.18666313321393432,3,1.0,1.0,1.0,1,7,3,fifo
12,4,-1,33146,33146,26572.0,0.15568799873952166,1,1.0,1.3333333333333333,1.3333333333333333,1,8,3,fifo
12,4,-1,31557,31557,26572.0,0.1464903306448566,0,1.6666666666666667,2.0,2.0,1,9,3,fifo
12,4,-1,30644,30644,26572.0,0.11212974490280032,1,1.0,1.6666666666666667,1.6666666666666667,1,10,3,fifo
12,4,-1,32997,32997,26572.0,0.16383937745936605,0,1.0,1.0,1.0,1,11,3,fifo
12,4,-1,31567,31567,26572.0,0.11726144821855829,2,1.6666666666666667,1.6666666666666667,2.0,1,12,3,fifo
12,4,-1,30678,30678,26572.0,0.1163245494370131,1,1.0,1.3333333333333333,2.0,1,13,3,fifo
12,4,-1,30922,30922,26572.0,0.11854216940053748,0,1.0,1.3333333333333333,2.0,1,14,3,fifo
12,4,-1,35008,35008,26572.0,0.19759667123969704,1,1.0,1.0,1.3333333333333333,1,15,3,fifo
12,4,-1,32910,32910,26572.0,0.1397226222597341,2,1.0,1.0,1.0,1,16,3,fifo
12,4,-1,29801,29801,26572.0,0.09482647984876365,0,1.0,1.3333333333333333,1.6666666666666667,1,17,3,fifo
12,4,-1,31399,31399,26572.0,0.13994115726773437,2,1.0,1.3333333333333333,2.0,1,18,3,fifo
12,4,-1,30803,30803,26572.0,0.15043900253570874,3,1.0,1.0,2.3333333333333335,1,19,3,fifo
12,4,-1,31545,31545,26572.0,0.14548691610461637,1,1.6666666666666667,1.6666666666666667,1.6666666666666667,1,20,3,fifo
12,4,-1,30597,30597,26572.0,0.12498099655507584,0,1.0,1.0,1.3333333333333333,1,21,3,fifo
12,4,-1,32443,32443,26572.0,0.1322412639056022,1,1.3333333333333333,1.3333333333333333,1.6666666666666667,1,22,3,fifo
12,4,-1,31688,31688,26572.0,0.10715776807708277,0,1.0,1.0,1.3333333333333333,1,23,3,fifo
12,4,-1,29522,29522,26572.0,0.13394592097683858,3,1.6666666666666667,2.3333333333333335,3.0,1,24,3,fifo
12,4,-1,30946,30946,26572.0,0.11274779060838806,1,1.0,1.0,1.3333333333333333,1,25,3,fifo
12,4,-1,30607,30607,26572.0,0.090711483396628,0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1,26,3,fifo
12,4,-1,33890,33890,26572.0,0.18075004102287684,1,1.0,1.3333333333333333,1.3333333333333333,1,27,3,fifo
12,4,-1,33202,33202,26572.0,0.13790136690225704,2,1.3333333333333333,1.3333333333333333,1.6666666666666667,1,28,3,fifo
