record_type,pair_id,request_id,category,token_bucket,modality,layer,vision_fraction,V_critical_rank,T_critical_rank,R_critical_rank,V_equals_R,T_equals_R,R_total,V_total,T_total,B_s,B_e,window_id,optimizer,group_cost,source_assignments,rank_load_mean,rank_load_cv_mean,critical_rank,grouping_source
request_layer,0,coins,natural,small,vision,24,0.84375,2.0,2.0,2.0,True,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,25,0.84375,1.0,3.0,3.0,False,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,26,0.84375,1.0,0.0,0.0,False,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,27,0.84375,1.0,1.0,1.0,True,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,28,0.84375,0.0,2.0,0.0,True,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,29,0.84375,2.0,2.0,2.0,True,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,30,0.84375,3.0,2.0,3.0,True,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,31,0.84375,3.0,3.0,3.0,True,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,32,0.84375,0.0,3.0,0.0,True,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,33,0.84375,0.0,2.0,2.0,False,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,34,0.84375,0.0,2.0,0.0,True,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,35,0.84375,1.0,0.0,0.0,False,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,36,0.84375,2.0,3.0,2.0,True,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,37,0.84375,0.0,0.0,0.0,True,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,38,0.84375,1.0,2.0,3.0,False,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,39,0.84375,0.0,1.0,1.0,False,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,40,0.84375,0.0,2.0,0.0,True,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,41,0.84375,2.0,2.0,2.0,True,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,42,0.84375,1.0,1.0,1.0,True,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,43,0.84375,1.0,2.0,1.0,True,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,44,0.84375,1.0,2.0,1.0,True,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,45,0.84375,0.0,0.0,0.0,True,True,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,46,0.84375,2.0,3.0,2.0,True,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,0,coins,natural,small,vision,47,0.84375,0.0,3.0,0.0,True,False,1024.0,864.0,160.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,0,0.8372093023255814,1.0,2.0,3.0,False,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,1,0.8372093023255814,3.0,3.0,3.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,2,0.8372093023255814,0.0,2.0,2.0,False,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,3,0.8372093023255814,3.0,3.0,3.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,4,0.8372093023255814,1.0,3.0,1.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,5,0.8372093023255814,0.0,0.0,0.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,6,0.8372093023255814,0.0,2.0,0.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,7,0.8372093023255814,2.0,3.0,2.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,8,0.8372093023255814,1.0,0.0,1.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,9,0.8372093023255814,0.0,2.0,0.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,10,0.8372093023255814,2.0,1.0,2.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,11,0.8372093023255814,1.0,0.0,1.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,12,0.8372093023255814,3.0,3.0,3.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,13,0.8372093023255814,3.0,3.0,3.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,14,0.8372093023255814,1.0,0.0,1.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,15,0.8372093023255814,1.0,1.0,1.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,16,0.8372093023255814,1.0,2.0,1.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,17,0.8372093023255814,3.0,2.0,3.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,18,0.8372093023255814,0.0,2.0,0.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,19,0.8372093023255814,2.0,3.0,2.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,20,0.8372093023255814,0.0,0.0,0.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,21,0.8372093023255814,0.0,3.0,0.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,22,0.8372093023255814,2.0,3.0,2.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,23,0.8372093023255814,3.0,0.0,0.0,False,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,24,0.8372093023255814,3.0,2.0,3.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,25,0.8372093023255814,3.0,3.0,3.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,26,0.8372093023255814,1.0,0.0,0.0,False,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,27,0.8372093023255814,3.0,1.0,3.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,28,0.8372093023255814,1.0,2.0,1.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,29,0.8372093023255814,3.0,2.0,1.0,False,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,30,0.8372093023255814,1.0,2.0,1.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,31,0.8372093023255814,2.0,3.0,2.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,32,0.8372093023255814,0.0,0.0,0.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,33,0.8372093023255814,0.0,2.0,0.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,34,0.8372093023255814,3.0,3.0,3.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,35,0.8372093023255814,0.0,0.0,0.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,36,0.8372093023255814,3.0,3.0,3.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,37,0.8372093023255814,0.0,3.0,0.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,38,0.8372093023255814,0.0,2.0,1.0,False,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,39,0.8372093023255814,1.0,1.0,1.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,40,0.8372093023255814,3.0,1.0,3.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,41,0.8372093023255814,3.0,2.0,1.0,False,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,42,0.8372093023255814,1.0,1.0,1.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,43,0.8372093023255814,1.0,1.0,1.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,44,0.8372093023255814,2.0,2.0,2.0,True,True,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,45,0.8372093023255814,0.0,1.0,0.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,46,0.8372093023255814,0.0,3.0,0.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,1,clock_motion,fine_grained,small,vision,47,0.8372093023255814,0.0,3.0,0.0,True,False,1032.0,864.0,168.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,0,0.863013698630137,0.0,3.0,0.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,1,0.863013698630137,1.0,0.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,2,0.863013698630137,1.0,1.0,1.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,3,0.863013698630137,3.0,3.0,3.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,4,0.863013698630137,3.0,2.0,3.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,5,0.863013698630137,1.0,0.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,6,0.863013698630137,0.0,2.0,1.0,False,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,7,0.863013698630137,1.0,3.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,8,0.863013698630137,2.0,1.0,2.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,9,0.863013698630137,0.0,2.0,0.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,10,0.863013698630137,2.0,2.0,2.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,11,0.863013698630137,1.0,0.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,12,0.863013698630137,1.0,3.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,13,0.863013698630137,0.0,0.0,0.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,14,0.863013698630137,2.0,3.0,3.0,False,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,15,0.863013698630137,3.0,1.0,1.0,False,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,16,0.863013698630137,1.0,2.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,17,0.863013698630137,1.0,2.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,18,0.863013698630137,1.0,2.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,19,0.863013698630137,1.0,3.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,20,0.863013698630137,2.0,2.0,2.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,21,0.863013698630137,3.0,3.0,3.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,22,0.863013698630137,3.0,2.0,3.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,23,0.863013698630137,1.0,0.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,24,0.863013698630137,1.0,3.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,25,0.863013698630137,0.0,3.0,0.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,26,0.863013698630137,1.0,3.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,27,0.863013698630137,1.0,1.0,1.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,28,0.863013698630137,3.0,2.0,3.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,29,0.863013698630137,2.0,2.0,2.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,30,0.863013698630137,1.0,2.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,31,0.863013698630137,3.0,0.0,3.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,32,0.863013698630137,0.0,0.0,0.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,33,0.863013698630137,3.0,3.0,3.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,34,0.863013698630137,1.0,2.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,35,0.863013698630137,3.0,0.0,3.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,36,0.863013698630137,1.0,2.0,3.0,False,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,37,0.863013698630137,2.0,0.0,2.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,38,0.863013698630137,1.0,0.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,39,0.863013698630137,3.0,1.0,1.0,False,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,40,0.863013698630137,2.0,2.0,2.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,41,0.863013698630137,1.0,2.0,2.0,False,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,42,0.863013698630137,1.0,1.0,1.0,True,True,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,43,0.863013698630137,1.0,2.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,44,0.863013698630137,1.0,2.0,1.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,45,0.863013698630137,3.0,2.0,3.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,46,0.863013698630137,2.0,3.0,2.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,2,cat,natural,small,vision,47,0.863013698630137,0.0,3.0,0.0,True,False,1168.0,1008.0,160.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,0,0.8727272727272727,1.0,2.0,1.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,1,0.8727272727272727,1.0,3.0,1.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,2,0.8727272727272727,2.0,1.0,1.0,False,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,3,0.8727272727272727,3.0,3.0,3.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,4,0.8727272727272727,1.0,3.0,1.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,5,0.8727272727272727,0.0,0.0,0.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,6,0.8727272727272727,0.0,2.0,0.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,7,0.8727272727272727,2.0,3.0,2.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,8,0.8727272727272727,2.0,0.0,2.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,9,0.8727272727272727,2.0,2.0,2.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,10,0.8727272727272727,0.0,1.0,0.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,11,0.8727272727272727,1.0,0.0,1.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,12,0.8727272727272727,2.0,3.0,2.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,13,0.8727272727272727,2.0,3.0,2.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,14,0.8727272727272727,1.0,3.0,1.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,15,0.8727272727272727,1.0,1.0,1.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,16,0.8727272727272727,2.0,2.0,2.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,17,0.8727272727272727,1.0,2.0,2.0,False,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,18,0.8727272727272727,0.0,2.0,2.0,False,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,19,0.8727272727272727,3.0,0.0,3.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,20,0.8727272727272727,2.0,0.0,2.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,21,0.8727272727272727,1.0,2.0,2.0,False,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,22,0.8727272727272727,0.0,3.0,0.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,23,0.8727272727272727,3.0,0.0,3.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,24,0.8727272727272727,3.0,2.0,3.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,25,0.8727272727272727,3.0,3.0,3.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,26,0.8727272727272727,1.0,0.0,1.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,27,0.8727272727272727,1.0,1.0,1.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,28,0.8727272727272727,2.0,2.0,2.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,29,0.8727272727272727,2.0,2.0,2.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,30,0.8727272727272727,2.0,2.0,2.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,31,0.8727272727272727,0.0,0.0,0.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,32,0.8727272727272727,0.0,0.0,0.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,33,0.8727272727272727,2.0,2.0,2.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,34,0.8727272727272727,0.0,2.0,0.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,35,0.8727272727272727,3.0,0.0,3.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,36,0.8727272727272727,1.0,3.0,3.0,False,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,37,0.8727272727272727,0.0,3.0,0.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,38,0.8727272727272727,3.0,2.0,3.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,39,0.8727272727272727,1.0,1.0,1.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,40,0.8727272727272727,2.0,2.0,2.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,41,0.8727272727272727,2.0,2.0,2.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,42,0.8727272727272727,1.0,1.0,1.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,43,0.8727272727272727,1.0,2.0,1.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,44,0.8727272727272727,2.0,2.0,2.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,45,0.8727272727272727,0.0,0.0,0.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,46,0.8727272727272727,2.0,3.0,2.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,3,phantom,fine_grained,small,vision,47,0.8727272727272727,0.0,3.0,0.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,4,color_wheel,fine_grained,small,vision,0,0.8727272727272727,1.0,2.0,1.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,4,color_wheel,fine_grained,small,vision,1,0.8727272727272727,3.0,3.0,3.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,4,color_wheel,fine_grained,small,vision,2,0.8727272727272727,2.0,1.0,2.0,True,False,1320.0,1152.0,168.0,,,,,,,,,,
request_layer,4,color_wheel,fine_grained,small,vision,3,0.8727272727272727,3.0,3.0,3.0,True,True,1320.0,1152.0,168.0,,,,,,,,,,
