request_id,image_count,prompt_tokens,vision_tokens,layer,total_assignments,active_experts,effective_experts,expert_entropy,expert_hhi,top4_share,top8_share,max_expert_load,median_active_load,p10_active_load,tiny_le_1,tiny_le_2,tiny_le_4,max_rank_load,mean_rank_load,rank_imbalance,rank_cv,active_ep_ranks,timing_available
long_6img_natural_fine,6,3203,3170,0,25624.0,128,98.09195170925864,6.616062865323021,0.0129190606946403,0.12199500468310959,0.21335466749921947,868.0,143.5,72.7,0.0,0.0,0.0,6907.0,6406.0,1.0782079300655636,0.06835370594414993,4,False
long_6img_natural_fine,6,3203,3170,1,25624.0,128,99.1108023549348,6.630970404111082,0.012679882289170637,0.11887293162660006,0.1984467686543865,1108.0,157.5,48.7,0.0,0.0,0.0,7936.0,6406.0,1.2388385888229785,0.2000956874613229,4,False
long_6img_natural_fine,6,3203,3170,2,25624.0,128,95.08557745799374,6.57115462516591,0.013326971650543428,0.11266781142678739,0.2062909772088667,771.0,138.5,58.7,0.0,0.0,0.0,6641.0,6406.0,1.0366843584139869,0.041365848023464505,4,False
long_6img_natural_fine,6,3203,3170,3,25624.0,128,97.78069141930031,6.611477701743629,0.012696535010642633,0.11001404932875429,0.19138307836403373,912.0,150.0,57.800000000000004,0.0,0.0,0.0,7100.0,6406.0,1.1083359350608804,0.11319011172840963,4,False
long_6img_natural_fine,6,3203,3170,4,25624.0,128,90.6029002316255,6.501485327088395,0.014243562783446559,0.1307758351545426,0.21815485482360286,971.0,125.0,42.7,0.0,0.0,0.0,7319.0,6406.0,1.1425226350296598,0.10623624889214718,4,False
long_6img_natural_fine,6,3203,3170,5,25624.0,128,94.88207906271987,6.568063717551773,0.013290123658656335,0.11723384327193256,0.2036372151108336,920.0,144.5,40.7,0.0,0.0,0.0,7396.0,6406.0,1.1545426162972214,0.09715662360349615,4,False
long_6img_natural_fine,6,3203,3170,6,25624.0,128,83.43230672479838,6.382534228276125,0.01626162467788696,0.15099125819544176,0.2516000624414611,1229.0,127.0,33.0,0.0,0.0078125,0.015625,8195.0,6406.0,1.2792694349047768,0.16684209145043347,4,False
long_6img_natural_fine,6,3203,3170,7,25624.0,128,83.33227848371465,6.380803521909583,0.016241073020346893,0.15302060568217296,0.25780518264127383,1176.0,138.0,25.400000000000002,0.0,0.0078125,0.0078125,7642.0,6406.0,1.1929441148922886,0.20475286693496694,4,False
long_6img_natural_fine,6,3203,3170,8,25624.0,128,91.15498454069979,6.510249642819694,0.013655024476058535,0.12019981267561661,0.20472994068061193,841.0,144.5,30.0,0.0,0.0,0.0,7221.0,6406.0,1.127224477052763,0.10235323808865507,4,False
long_6img_natural_fine,6,3203,3170,9,25624.0,128,89.42693762500488,6.482637567506256,0.01400001939720694,0.12195597876990322,0.21815485482360286,916.0,166.5,28.0,0.0078125,0.0078125,0.015625,7789.0,6406.0,1.2158913518576335,0.13076954031307322,4,False
long_6img_natural_fine,6,3203,3170,10,25624.0,128,94.87595119561952,6.567970539482124,0.013101865967444469,0.11044333437402436,0.20332500780518264,788.0,156.5,46.400000000000006,0.0,0.0,0.0,6901.0,6406.0,1.0772713081486107,0.08381719586461905,4,False
long_6img_natural_fine,6,3203,3170,11,25624.0,128,90.4635622213525,6.499264901578489,0.01400641304314982,0.12570246643771466,0.21191070871058382,916.0,140.5,37.7,0.0,0.0,0.0,6935.0,6406.0,1.0825788323446768,0.050960849776001634,4,False
long_6img_natural_fine,6,3203,3170,12,25624.0,128,91.16251451220563,6.510368813525876,0.0139302954545521,0.12905869497346237,0.21932563221979395,999.0,157.0,26.700000000000003,0.0,0.0,0.0,7460.0,6406.0,1.1645332500780519,0.14013239803932492,4,False
long_6img_natural_fine,6,3203,3170,13,25624.0,128,95.17525863584665,6.572514680159758,0.012880622667887944,0.11024820480799251,0.19825163908835466,857.0,161.0,35.7,0.0,0.0,0.0078125,7456.0,6406.0,1.16390883546675,0.14376921844384355,4,False
long_6img_natural_fine,6,3203,3170,14,25624.0,128,94.87892245294745,6.5680157200683205,0.01330263985264361,0.12312675616609428,0.20820324695597878,995.0,160.5,42.7,0.0,0.0,0.0,6861.0,6406.0,1.0710271620355916,0.061411760324236404,4,False
