modality,active_experts,effective_experts,expert_hhi,top4_share,rank_imbalance
text,81.0,50.48000754892401,0.02828216552734375,0.234375,1.296875
vision,96.0,67.11218441431598,0.01941680908203125,0.166015625,1.21875
