request_id,pair_id,category,modality,layer,sample_tokens,total_assignments,active_experts,effective_experts,expert_entropy,expert_hhi,top4_share,top8_share,max_expert_load,median_active_load,p10_active_load,tiny_le_1,tiny_le_2,tiny_le_4,max_rank_load,mean_rank_load,rank_imbalance,rank_cv,active_ep_ranks
text_00_coins,0,text_only,text,10,64,512.0,80,61.575147262005245,5.944276267939014,0.01937103271484375,0.142578125,0.25390625,23.0,5.0,1.0,0.125,0.25,0.4375,154.0,128.0,1.203125,0.17703545615038532,4
text_00_coins,0,text_only,text,11,64,512.0,84,56.35300147920597,5.816420548298975,0.0233154296875,0.19140625,0.322265625,32.0,4.0,1.0,0.27380952380952384,0.32142857142857145,0.5238095238095238,151.0,128.0,1.1796875,0.12027190873703635,4
text_00_coins,0,text_only,text,12,64,512.0,75,50.07677058829422,5.646069621884748,0.02742767333984375,0.232421875,0.365234375,37.0,5.0,1.0,0.16,0.30666666666666664,0.44,191.0,128.0,1.4921875,0.28614447768456935,4
text_00_coins,0,text_only,text,13,64,512.0,74,51.13574494680301,5.676260212456673,0.025909423828125,0.21484375,0.3359375,37.0,5.0,1.0,0.14864864864864866,0.2972972972972973,0.47297297297297297,180.0,128.0,1.40625,0.2557326141145767,4
text_00_coins,0,text_only,text,14,64,512.0,82,52.06230994740198,5.702167418840868,0.0269775390625,0.232421875,0.349609375,39.0,4.0,1.0,0.23170731707317074,0.3902439024390244,0.5487804878048781,156.0,128.0,1.21875,0.18095679409219484,4
text_00_coins,0,text_only,text,15,64,512.0,77,45.9808009910456,5.522959693082298,0.03055572509765625,0.2421875,0.388671875,37.0,3.0,1.0,0.2077922077922078,0.4155844155844156,0.5844155844155844,226.0,128.0,1.765625,0.5032547872195305,4
text_00_coins,0,text_only,text,16,64,512.0,79,50.10296333555685,5.646824028908285,0.0280609130859375,0.234375,0.35546875,41.0,4.0,1.0,0.189873417721519,0.379746835443038,0.5569620253164557,157.0,128.0,1.2265625,0.2143104175678938,4
text_00_coins,0,text_only,text,17,64,512.0,79,50.92783101064945,5.67038236981348,0.0260467529296875,0.20703125,0.341796875,31.0,4.0,1.0,0.22784810126582278,0.379746835443038,0.5569620253164557,159.0,128.0,1.2421875,0.18528970665049097,4
text_00_coins,0,text_only,text,18,64,512.0,73,42.6827361071868,5.415580755626721,0.03314971923828125,0.26171875,0.427734375,38.0,4.0,1.0,0.2465753424657534,0.3698630136986301,0.5753424657534246,172.0,128.0,1.34375,0.19864347086079875,4
text_00_coins,0,text_only,text,19,64,512.0,79,47.39195608723453,5.566570303845061,0.0291748046875,0.21875,0.3828125,32.0,3.0,1.0,0.21518987341772153,0.4177215189873418,0.5949367088607594,158.0,128.0,1.234375,0.14447845319458538,4
text_00_coins,0,text_only,text,20,64,512.0,80,50.282097393886026,5.651972924372281,0.02996063232421875,0.265625,0.3828125,42.0,4.0,1.0,0.1875,0.3,0.55,193.0,128.0,1.5078125,0.2934631245467648,4
text_00_coins,0,text_only,text,21,64,512.0,78,47.47801709819416,5.569187777501143,0.0291595458984375,0.234375,0.376953125,38.0,4.0,1.0,0.2564102564102564,0.41025641025641024,0.5384615384615384,178.0,128.0,1.390625,0.3001464486296648,4
text_00_coins,0,text_only,text,22,64,512.0,82,56.46917741315723,5.819391710612402,0.02252197265625,0.171875,0.310546875,23.0,5.0,1.0,0.21951219512195122,0.34146341463414637,0.47560975609756095,153.0,128.0,1.1953125,0.1320058222555922,4
text_00_coins,0,text_only,text,23,64,512.0,82,53.11638666719182,5.731085103119096,0.025238037109375,0.208984375,0.337890625,29.0,4.0,1.0,0.21951219512195122,0.34146341463414637,0.573170731707317,147.0,128.0,1.1484375,0.09160968280905137,4
text_00_coins,0,text_only,text,24,64,512.0,78,48.486984917820806,5.599525639829094,0.02931976318359375,0.240234375,0.392578125,39.0,4.0,1.0,0.20512820512820512,0.3333333333333333,0.5384615384615384,194.0,128.0,1.515625,0.3376591060152236,4
text_00_coins,0,text_only,text,25,64,512.0,76,49.540706937105234,5.630542550620993,0.02911376953125,0.259765625,0.388671875,38.0,5.0,1.0,0.15789473684210525,0.27631578947368424,0.4868421052631579,193.0,128.0,1.5078125,0.32803198086276586,4
text_00_coins,0,text_only,text,26,64,512.0,79,52.31488500690812,5.709149585725105,0.025604248046875,0.2109375,0.341796875,34.0,4.0,1.0,0.20253164556962025,0.3291139240506329,0.5063291139240507,144.0,128.0,1.125,0.11388577919619727,4
text_00_coins,0,text_only,text,27,64,512.0,71,45.396147665556285,5.504497969945243,0.0291290283203125,0.23046875,0.369140625,34.0,4.0,1.0,0.23943661971830985,0.323943661971831,0.5070422535211268,208.0,128.0,1.625,0.3725505942989489,4
text_00_coins,0,text_only,text,28,64,512.0,67,43.143251331253865,5.431062998848037,0.03302001953125,0.259765625,0.384765625,50.0,5.0,1.0,0.16417910447761194,0.31343283582089554,0.44776119402985076,177.0,128.0,1.3828125,0.24363228327363556,4
text_00_coins,0,text_only,text,29,64,512.0,84,53.67629467406561,5.74621317924487,0.0254669189453125,0.216796875,0.3515625,29.0,4.0,1.0,0.2619047619047619,0.36904761904761907,0.5238095238095238,158.0,128.0,1.234375,0.14224329262525878,4
text_00_coins,0,text_only,text,30,64,512.0,76,40.03656389588092,5.3232462562967235,0.03794097900390625,0.2890625,0.48828125,41.0,3.0,1.0,0.2894736842105263,0.40789473684210525,0.6447368421052632,202.0,128.0,1.578125,0.3404045301411616,4
text_00_coins,0,text_only,text,31,64,512.0,78,48.258887102282436,5.592722740848589,0.02857208251953125,0.23046875,0.3671875,36.0,4.0,1.0,0.2692307692307692,0.358974358974359,0.5256410256410257,161.0,128.0,1.2578125,0.15963138079455116,4
text_00_coins,0,text_only,text,32,64,512.0,83,49.81057535568887,5.638380170383008,0.0308685302734375,0.26953125,0.400390625,41.0,4.0,1.0,0.18072289156626506,0.3614457831325301,0.6265060240963856,199.0,128.0,1.5546875,0.32074094821113036,4
text_00_coins,0,text_only,text,33,64,512.0,80,47.98472775952537,5.584503402981417,0.02977752685546875,0.251953125,0.3828125,37.0,4.0,1.0,0.275,0.4125,0.5625,152.0,128.0,1.1875,0.24531747606418097,4
text_00_coins,0,text_only,text,34,64,512.0,86,58.17280991891424,5.862273087177251,0.02393341064453125,0.203125,0.3359375,38.0,4.0,1.0,0.16279069767441862,0.313953488372093,0.5348837209302325,144.0,128.0,1.125,0.1307281291459493,4
text_00_coins,0,text_only,text,35,64,512.0,86,51.948042999630694,5.698997495452687,0.02823638916015625,0.248046875,0.384765625,35.0,3.5,1.0,0.2558139534883721,0.4186046511627907,0.5581395348837209,182.0,128.0,1.421875,0.29522568168267477,4
text_00_coins,0,text_only,text,36,64,512.0,85,53.41768519801156,5.739245554467528,0.02709197998046875,0.23046875,0.376953125,37.0,4.0,1.0,0.18823529411764706,0.36470588235294116,0.5647058823529412,186.0,128.0,1.453125,0.2836809008650829,4
text_00_coins,0,text_only,text,37,64,512.0,82,53.23127990043593,5.734202349931763,0.026611328125,0.236328125,0.369140625,35.0,4.0,1.0,0.2073170731707317,0.2926829268292683,0.5121951219512195,161.0,128.0,1.2578125,0.2146661197505326,4
text_00_coins,0,text_only,text,38,64,512.0,85,59.82045884008463,5.902567071272008,0.0225372314453125,0.19140625,0.306640625,38.0,4.0,1.0,0.16470588235294117,0.29411764705882354,0.5058823529411764,138.0,128.0,1.078125,0.07390971847040821,4
text_00_coins,0,text_only,text,39,64,512.0,78,54.8885340094735,5.778432902490847,0.022979736328125,0.169921875,0.3125,27.0,5.0,1.0,0.19230769230769232,0.28205128205128205,0.48717948717948717,158.0,128.0,1.234375,0.2061819253186976,4
text_00_coins,0,text_only,text,40,64,512.0,79,53.02664511780825,5.728645570030022,0.02630615234375,0.236328125,0.3515625,38.0,5.0,1.0,0.189873417721519,0.25316455696202533,0.46835443037974683,153.0,128.0,1.1953125,0.11757747611947196,4
text_00_coins,0,text_only,text,41,64,512.0,84,60.068250716657644,5.908530745781051,0.021759033203125,0.1875,0.30859375,29.0,5.0,1.0,0.20238095238095238,0.23809523809523808,0.47619047619047616,173.0,128.0,1.3515625,0.23831326629171318,4
text_00_coins,0,text_only,text,42,64,512.0,79,53.7678988639077,5.748673190122685,0.02630615234375,0.232421875,0.3671875,36.0,5.0,1.0,0.11392405063291139,0.26582278481012656,0.46835443037974683,138.0,128.0,1.078125,0.07594618005946711,4
text_00_coins,0,text_only,text,43,64,512.0,77,43.86031695471914,5.454844332511027,0.03398895263671875,0.287109375,0.42578125,41.0,4.0,1.0,0.2727272727272727,0.42857142857142855,0.5324675324675324,151.0,128.0,1.1796875,0.2240567249953123,4
text_00_coins,0,text_only,text,44,64,512.0,80,54.69928960083773,5.7734501912323655,0.02410125732421875,0.201171875,0.3359375,31.0,5.0,1.0,0.2,0.325,0.45,156.0,128.0,1.21875,0.18936249443032535,4
text_00_coins,0,text_only,text,45,64,512.0,74,42.4748506306698,5.4085369688472795,0.03564453125,0.2890625,0.439453125,45.0,4.0,1.0,0.22972972972972974,0.35135135135135137,0.5675675675675675,183.0,128.0,1.4296875,0.3061363787952601,4
text_00_coins,0,text_only,text,46,64,512.0,78,47.35746011637444,5.565519803055009,0.02980804443359375,0.23828125,0.384765625,41.0,4.0,1.0,0.2564102564102564,0.358974358974359,0.5769230769230769,171.0,128.0,1.3359375,0.20350025433798602,4
text_00_coins,0,text_only,text,47,64,512.0,78,52.80909478652875,5.722714506923894,0.0248565673828125,0.21484375,0.3359375,30.0,5.0,1.0,0.2564102564102564,0.3076923076923077,0.46153846153846156,181.0,128.0,1.4140625,0.3382460648560823,4
clock_motion,1,fine_grained,vision,0,64,512.0,91,54.03237830960801,5.755752280461112,0.0268707275390625,0.216796875,0.35546875,39.0,3.0,1.0,0.27472527472527475,0.4175824175824176,0.6483516483516484,154.0,128.0,1.203125,0.23306927953400466,4
clock_motion,1,fine_grained,vision,1,64,512.0,97,66.82445903627828,6.062304348360765,0.01944732666015625,0.162109375,0.279296875,24.0,4.0,1.0,0.25773195876288657,0.32989690721649484,0.6082474226804123,179.0,128.0,1.3984375,0.24269100885951667,4
clock_motion,1,fine_grained,vision,2,64,512.0,102,73.28544101601992,6.195454713980297,0.0183563232421875,0.169921875,0.271484375,31.0,4.0,1.0,0.18627450980392157,0.3333333333333333,0.5882352941176471,147.0,128.0,1.1484375,0.10349719765227945,4
