image_count,repeated_id,diverse_id,repeated_tokens,diverse_tokens,token_ratio,eligible_10pct,repeated_expert_ms,diverse_expert_ms,repeated_prefill_ms,diverse_prefill_ms
2,repeat2_coins,diverse2_small,238,256,1.0756302521008403,True,0.4225600063800812,0.42497600615024567,2842.5956015,125.41064750000001
4,repeat4_coins,diverse4_small,458,772,1.685589519650655,False,0.4388960003852844,0.4696799963712692,133.724314,2972.668715
8,repeat8_coins,diverse8_small,898,1672,1.8619153674832962,False,0.4666240066289902,0.5226079821586609,3036.1385015,225.879872
