dp_rank,active_wave,local_invocation_id,layer,phase,M,cuda_ms,baseline_p25,baseline_p50,baseline_trimmed_mean,excess_p25,excess_p50,excess_trimmed_mean,scheduled_request_ids,event_wait_cuda_ms
1,0,3174,5,prefill,137,2.024768114089966,2.0141760110855103,2.024768114089966,2.0333546797434487,0.010592103004455566,0.0,0.0,"[""2-97c44e68""]",0.19865599926561117
0,0,3175,6,prefill,137,3.4717440605163574,3.3661599159240723,3.4170238971710205,3.4013546307881675,0.10558414459228516,0.054720163345336914,0.07038942972818996,"[""2-9dfcc6be""]",0.4331839932128787
1,0,3175,6,prefill,137,2.0236480236053467,2.034608006477356,2.0455679893493652,2.044320027033488,0.0,0.0,0.0,"[""2-97c44e68""]",0.04224000126123428
0,0,3176,7,prefill,137,3.4968318939208984,3.4223679304122925,3.4968318939208984,3.4517013231913247,0.07446396350860596,0.0,0.045130570729573716,"[""2-9dfcc6be""]",0.47283200453966856
1,0,3176,7,prefill,137,2.093087911605835,2.049519896507263,2.093087911605835,2.069535970687866,0.04356801509857178,0.0,0.02355194091796875,"[""2-97c44e68""]",0.4651519861072302
1,0,3177,8,prefill,137,2.0115199089050293,2.029215931892395,2.0469119548797607,2.036127964655558,0.0,0.0,0.0,"[""2-97c44e68""]",0.44876800663769245
0,0,3177,8,prefill,137,3.389024019241333,3.3978880643844604,3.406752109527588,3.4040533701578775,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4673599898815155
1,0,3178,9,prefill,137,2.0242879390716553,2.022015929222107,2.0242879390716553,2.023125251134237,0.00227200984954834,0.0,0.0011626879374184718,"[""2-97c44e68""]",0.4641920020803809
0,0,3178,9,prefill,137,3.40499210357666,3.3853119611740112,3.3926079273223877,3.391872008641561,0.019680142402648926,0.012384176254272461,0.013120094935099136,"[""2-9dfcc6be""]",0.45308800507336855
1,0,3179,10,prefill,137,2.0376319885253906,2.0120959877967834,2.0376319885253906,2.037823955217997,0.025536000728607178,0.0,0.0,"[""2-97c44e68""]",0.44908801186829805
0,0,3179,10,prefill,137,3.3632960319519043,3.31659197807312,3.3632960319519043,3.366154670715332,0.04670405387878418,0.0,0.0,"[""2-9dfcc6be""]",0.4703040076419711
0,0,3180,11,prefill,137,3.4402880668640137,3.4220480918884277,3.4402880668640137,3.4452694257100425,0.018239974975585938,0.0,0.0,"[""2-9dfcc6be""]",0.4800000013783574
1,0,3180,11,prefill,137,2.0203840732574463,2.0201600790023804,2.0203840732574463,2.0349653561909995,0.00022399425506591797,0.0,0.0,"[""2-97c44e68""]",0.4807040123268962
0,0,3181,12,prefill,137,3.45632004737854,3.318816065788269,3.319456100463867,3.3646507263183594,0.137503981590271,0.13686394691467285,0.09166932106018066,"[""2-9dfcc6be""]",0.4543680092319846
1,0,3181,12,prefill,137,2.0392000675201416,2.0256640911102295,2.0392000675201416,2.0309547583262124,0.01353597640991211,0.0,0.008245309193929184,"[""2-97c44e68""]",0.45030398666858673
0,0,3182,13,prefill,137,3.6589760780334473,3.375327944755554,3.4041919708251953,3.469877322514852,0.28364813327789307,0.25478410720825195,0.18909875551859523,"[""2-9dfcc6be""]",0.26303998567163944
1,0,3182,13,prefill,137,2.048448085784912,2.021872043609619,2.048448085784912,2.0378453731536865,0.02657604217529297,0.0,0.010602712631225586,"[""2-97c44e68""]",0.5076480004936457
1,0,3183,14,prefill,137,2.034303903579712,2.0398240089416504,2.045344114303589,2.0465386708577475,0.0,0.0,0.0,"[""2-97c44e68""]",0.47078401036560535
0,0,3183,14,prefill,137,3.368959903717041,3.3669439554214478,3.368959903717041,3.373215993245443,0.0020159482955932617,0.0,0.0,"[""2-9dfcc6be""]",0.45295999199151993
1,0,3184,15,prefill,137,2.0455679893493652,2.021984100341797,2.02726411819458,2.029845396677653,0.02358388900756836,0.018303871154785156,0.015722592671712388,"[""2-97c44e68""]",0.46329599153250456
0,0,3184,15,prefill,137,3.4188480377197266,3.3919039964675903,3.4188480377197266,3.415999968846639,0.02694404125213623,0.0,0.002848068873087417,"[""2-9dfcc6be""]",0.44758401345461607
1,0,3185,16,prefill,137,2.0292160511016846,2.028048038482666,2.0292160511016846,2.0468693574269614,0.0011680126190185547,0.0,0.0,"[""2-97c44e68""]",0.4650879893451929
0,0,3185,16,prefill,137,3.320607900619507,3.3259679079055786,3.3313279151916504,3.3686079184214273,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4766400074586272
1,0,3186,17,prefill,137,2.085024118423462,2.0098719596862793,2.0341439247131348,2.0349226792653403,0.07515215873718262,0.05088019371032715,0.0501014391581216,"[""2-97c44e68""]",0.5089600095525384
0,0,3186,17,prefill,137,3.4541759490966797,3.331920027732849,3.356127977371216,3.3726720015207925,0.12225592136383057,0.09804797172546387,0.08150394757588719,"[""2-9dfcc6be""]",0.48563198931515217
0,0,3187,18,prefill,137,3.581023931503296,3.397040009498596,3.45084810256958,3.4583679835001626,0.1839839220046997,0.13017582893371582,0.12265594800313329,"[""2-9dfcc6be""]",0.4743359945714474
1,0,3187,18,prefill,137,2.061471939086914,2.023151993751526,2.039936065673828,2.035925308863322,0.038319945335388184,0.021535873413085938,0.02554663022359227,"[""2-97c44e68""]",0.4949759868904948
1,0,3188,19,prefill,137,2.011904001235962,2.015071988105774,2.018239974975586,2.037738641103109,0.0,0.0,0.0,"[""2-97c44e68""]",0.4672320010140538
0,0,3188,19,prefill,137,3.3087680339813232,3.3564000129699707,3.404031991958618,3.3960746924082437,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.46854401007294655
0,0,3189,20,prefill,137,3.4336960315704346,3.3379520177841187,3.3684160709381104,3.369866689046224,0.09574401378631592,0.06527996063232422,0.06382934252421046,"[""2-9dfcc6be""]",0.5067520039156079
1,0,3189,20,prefill,137,2.0327999591827393,2.028048038482666,2.0327999591827393,2.032853364944458,0.004751920700073242,0.0,0.0,"[""2-97c44e68""]",0.39763201400637627
0,0,3190,21,prefill,137,3.418368101119995,3.339295983314514,3.357343912124634,3.3656533559163413,0.07907211780548096,0.06102418899536133,0.05271474520365382,"[""2-9dfcc6be""]",0.3470079991966486
1,0,3190,21,prefill,137,2.0258560180664062,2.006175994873047,2.0258560180664062,2.0127573013305664,0.019680023193359375,0.0,0.013098716735839844,"[""2-97c44e68""]",0.44828799925744534
0,0,3191,22,prefill,137,3.3534719944000244,3.1187039613723755,3.3534719944000244,3.213215986887614,0.23476803302764893,0.0,0.14025600751241063,"[""2-9dfcc6be""]",0.4605440031737089
1,0,3191,22,prefill,137,1.9814720153808594,1.7619680166244507,1.9814720153808594,1.8592639764149983,0.2195039987564087,0.0,0.12220803896586108,"[""2-97c44e68""]",0.4900159975513816
1,0,3192,23,prefill,137,2.034463882446289,2.024735927581787,2.034463882446289,2.037482579549154,0.009727954864501953,0.0,0.0,"[""2-97c44e68""]",0.4580799965187907
0,0,3192,23,prefill,137,3.3711040019989014,2.950032114982605,3.3688321113586426,3.0903894106547036,0.4210718870162964,0.002271890640258789,0.28071459134419774,"[""2-9dfcc6be""]",0.4497280027717352
1,0,3193,24,prefill,137,2.0432639122009277,2.0059359669685364,2.0432639122009277,2.026858607927958,0.03732794523239136,0.0,0.016405304272969712,"[""2-97c44e68""]",0.4951039860025048
0,0,3193,24,prefill,137,3.464416027069092,3.3551199436187744,3.424896001815796,3.391551971435547,0.10929608345031738,0.0395200252532959,0.07286405563354492,"[""2-9dfcc6be""]",0.5008000135421753
1,0,3194,25,prefill,137,2.015360116958618,2.0208160877227783,2.0262720584869385,2.024458726247152,0.0,0.0,0.0,"[""2-97c44e68""]",0.46687999926507473
0,0,3194,25,prefill,137,3.3308799266815186,3.3219839334487915,3.3308799266815186,3.3365866343180337,0.00889599323272705,0.0,0.0,"[""2-9dfcc6be""]",0.46816001180559397
0,0,3195,26,prefill,137,3.377824068069458,3.3494080305099487,3.377824068069458,3.3774400552113852,0.028416037559509277,0.0,0.00038401285807276864,"[""2-9dfcc6be""]",0.4550400022417307
1,0,3195,26,prefill,137,2.015872001647949,2.00435209274292,2.00816011428833,2.0081920623779297,0.011519908905029297,0.007711887359619141,0.007679939270019531,"[""2-97c44e68""]",0.4824640052393079
0,0,3196,27,prefill,137,3.341279983520508,3.4443999528884888,3.5475199222564697,3.814314603805542,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.43846399430185556
1,0,3196,27,prefill,137,2.0254719257354736,2.0437439680099487,2.062016010284424,2.3881386121114097,0.0,0.0,0.0,"[""2-97c44e68""]",0.452960005030036
0,0,3197,28,prefill,137,3.420639991760254,2.8466079235076904,3.404383897781372,3.037951946258545,0.5740320682525635,0.016256093978881836,0.382688045501709,"[""2-9dfcc6be""]",0.48102400451898575
1,0,3197,28,prefill,137,2.007200002670288,2.020527958869934,2.03385591506958,2.1115520000457764,0.0,0.0,0.0,"[""2-97c44e68""]",0.4639360085129738
0,0,3198,29,prefill,137,3.3712639808654785,2.684831976890564,3.3479039669036865,2.913642644882202,0.6864320039749146,0.023360013961791992,0.45762133598327637,"[""2-9dfcc6be""]",0.443807989358902
1,0,3198,29,prefill,137,2.0195200443267822,2.005887985229492,2.009887933731079,2.010432004928589,0.013632059097290039,0.009632110595703125,0.00908803939819336,"[""2-97c44e68""]",0.47302399203181267
1,0,3199,30,prefill,137,2.0274240970611572,2.0445120334625244,2.0615999698638916,2.053824027379354,0.0,0.0,0.0,"[""2-97c44e68""]",0.518624029122293
0,0,3199,30,prefill,137,3.4463040828704834,3.055727958679199,3.421855926513672,3.185920000076294,0.3905761241912842,0.024448156356811523,0.26038408279418945,"[""2-9dfcc6be""]",0.507584011182189
0,0,3200,31,prefill,137,3.381632089614868,3.1897599697113037,3.354559898376465,3.2537173430124917,0.19187211990356445,0.02707219123840332,0.12791474660237645,"[""2-9dfcc6be""]",0.44182399939745665
1,0,3200,31,prefill,137,2.0536000728607178,2.017199993133545,2.0226240158081055,2.0293333530426025,0.03640007972717285,0.030976057052612305,0.024266719818115234,"[""2-97c44e68""]",0.4637119900435209
0,0,3201,32,prefill,137,3.3888959884643555,3.373679995536804,3.3888959884643555,3.392575979232788,0.01521599292755127,0.0,0.0,"[""2-9dfcc6be""]",0.48892799485474825
1,0,3201,32,prefill,137,2.0309760570526123,2.041040062904358,2.0511040687561035,2.0453760623931885,0.0,0.0,0.0,"[""2-97c44e68""]",0.5235199881717563
0,0,3202,33,prefill,137,3.3664960861206055,3.396720051765442,3.4269440174102783,3.4090347290039062,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.44348799530416727
1,0,3202,33,prefill,137,2.016319990158081,2.0359519720077515,2.055583953857422,2.0557546615600586,0.0,0.0,0.0,"[""2-97c44e68""]",0.474303986877203
1,0,3203,34,prefill,137,2.049344062805176,2.0124000310897827,2.021183967590332,2.024714708328247,0.036944031715393066,0.02816009521484375,0.02462935447692871,"[""2-97c44e68""]",0.5078400122001767
0,0,3203,34,prefill,137,3.4417600631713867,3.3840959072113037,3.4111359119415283,3.4033172925313315,0.05766415596008301,0.0306241512298584,0.03844277064005519,"[""2-9dfcc6be""]",0.5001600030809641
1,0,3204,35,prefill,137,2.0128960609436035,2.0352320671081543,2.057568073272705,2.0428480307261148,0.0,0.0,0.0,"[""2-97c44e68""]",0.46553599555045366
0,0,3204,35,prefill,137,3.3508479595184326,3.3831679821014404,3.4154880046844482,3.397162675857544,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4116799859330058
1,0,3205,36,prefill,137,2.086047887802124,2.057808041572571,2.0613760948181152,2.0672213236490884,0.028239846229553223,0.02467179298400879,0.01882656415303563,"[""2-97c44e68""]",0.48809598572552204
0,0,3205,36,prefill,137,3.440160036087036,3.383231997489929,3.3960320949554443,3.4022080103556314,0.056928038597106934,0.0441279411315918,0.03795202573140477,"[""2-9dfcc6be""]",0.48179198894649744
1,0,3206,37,prefill,137,2.0821120738983154,2.022447943687439,2.0337278842926025,2.0423359870910645,0.059664130210876465,0.04838418960571289,0.03977608680725098,"[""2-97c44e68""]",0.4996480131521821
0,0,3206,37,prefill,137,3.3489599227905273,3.355199933052063,3.3614399433135986,3.3786452611287436,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4660160085186362
1,0,3207,38,prefill,137,2.030143976211548,2.0300320386886597,2.030143976211548,2.030453364054362,0.0001119375228881836,0.0,0.0,"[""2-97c44e68""]",0.4777600048109889
0,0,3207,38,prefill,137,3.475775957107544,3.3789279460906982,3.391103982925415,3.411210616429647,0.0968480110168457,0.0846719741821289,0.06456534067789699,"[""2-9dfcc6be""]",0.4645120035856962
0,0,3208,39,prefill,137,3.3804800510406494,3.3686881065368652,3.378688097000122,3.3726187547047934,0.01179194450378418,0.0017919540405273438,0.007861296335855972,"[""2-9dfcc6be""]",0.4363839905709028
1,0,3208,39,prefill,137,2.050879955291748,2.013967990875244,2.0220160484313965,2.0262719790140786,0.036911964416503906,0.028863906860351562,0.02460797627766942,"[""2-97c44e68""]",0.4695360139012337
0,0,3209,40,prefill,137,3.3435840606689453,3.3350720405578613,3.3435840606689453,3.3675947189331055,0.008512020111083984,0.0,0.0,"[""2-9dfcc6be""]",0.4705919912084937
1,0,3209,40,prefill,137,2.015968084335327,2.020016074180603,2.024064064025879,2.028032064437866,0.0,0.0,0.0,"[""2-97c44e68""]",0.4666880089789629
0,0,3210,41,prefill,137,2.5467519760131836,2.9609439373016357,3.375135898590088,3.139157295227051,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4525759881362319
1,0,3210,41,prefill,137,2.035871982574463,2.0321600437164307,2.035871982574463,2.0419947306315103,0.0037119388580322266,0.0,0.0,"[""2-97c44e68""]",0.4791040038689971
0,0,3211,42,prefill,137,3.4401280879974365,3.3683199882507324,3.4150400161743164,3.392256021499634,0.0718080997467041,0.025088071823120117,0.047872066497802734,"[""2-9dfcc6be""]",0.48476800229400396
1,0,3211,42,prefill,137,2.0360960960388184,2.0167839527130127,2.023423910140991,2.0232213338216147,0.019312143325805664,0.012672185897827148,0.012874762217203628,"[""2-97c44e68""]",0.482367985881865
0,0,3212,43,prefill,137,3.3466238975524902,3.365839958190918,3.3850560188293457,3.3796799977620444,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4588799998164177
1,0,3212,43,prefill,137,2.0124800205230713,2.0203200578689575,2.0281600952148438,2.030240058898926,0.0,0.0,0.0,"[""2-97c44e68""]",0.44556800927966833
0,0,3213,44,prefill,137,3.424992084503174,3.3709760904312134,3.424992084503174,3.3929280440012612,0.05401599407196045,0.0,0.03206404050191258,"[""2-9dfcc6be""]",0.45251199044287205
1,0,3213,44,prefill,137,2.030400037765503,2.015231966972351,2.030400037765503,2.0351253350575766,0.015168070793151855,0.0,0.0,"[""2-97c44e68""]",0.47616000194102526
0,0,3214,45,prefill,137,3.3763198852539062,3.4066879749298096,3.437056064605713,3.4169066747029624,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.45731199719011784
1,0,3214,45,prefill,137,2.0192320346832275,2.021391987800598,2.0235519409179688,2.034325361251831,0.0,0.0,0.0,"[""2-97c44e68""]",0.44476801343262196
1,0,3215,46,prefill,137,2.0543360710144043,2.0452160835266113,2.0543360710144043,2.053898731867472,0.009119987487792969,0.0,0.0004373391469321142,"[""2-97c44e68""]",0.5013120071962476
0,0,3215,46,prefill,137,3.4720959663391113,3.40067195892334,3.4434239864349365,3.4244799613952637,0.07142400741577148,0.028671979904174805,0.047616004943847656,"[""2-9dfcc6be""]",0.45158399548381567
0,0,3216,47,prefill,137,3.3883841037750244,3.378224015235901,3.3871359825134277,3.381610711415609,0.010160088539123535,0.0012481212615966797,0.006773392359415542,"[""2-9dfcc6be""]",0.4429440116509795
1,0,3216,47,prefill,137,2.0966079235076904,2.0094240307807922,2.021984100341797,2.038485328356425,0.0871838927268982,0.07462382316589355,0.05812259515126561,"[""2-97c44e68""]",0.48985598515719175
1,0,3217,0,decode,1,1.67958402633667,1.747871994972229,2.0658559799194336,1.9942945943159216,0.0,0.0,0.0,"[""2-97c44e68""]",0.01744000008329749
0,0,3217,0,decode,1,2.4841599464416504,2.571903944015503,2.874783992767334,2.783988686168895,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.01744000054895878
1,0,3218,1,decode,1,2.1030399799346924,2.070080041885376,2.0862720012664795,2.087164219687967,0.032959938049316406,0.01676797866821289,0.015875760246725434,"[""2-97c44e68""]",0.46985600516200066
0,0,3218,1,decode,1,2.6299519538879395,2.7958719730377197,2.8665919303894043,2.8437703497269573,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4645760115236044
1,0,3219,2,decode,1,2.047136068344116,2.076672077178955,2.094912052154541,2.0924423582413616,0.0,0.0,0.0,"[""2-97c44e68""]",0.4083199966698885
0,0,3219,2,decode,1,2.8733439445495605,2.8604159355163574,2.911168098449707,2.905359057819142,0.012928009033203125,0.0,0.0,"[""2-9dfcc6be""]",0.3832000121474266
1,0,3220,3,decode,1,2.0514559745788574,2.0475199222564697,2.079263925552368,2.0752847054425407,0.003936052322387695,0.0,0.0,"[""2-97c44e68""]",0.481312008574605
0,0,3220,3,decode,1,2.857696056365967,2.861056089401245,2.89900803565979,2.8916178871603573,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4640320111066103
1,0,3221,4,decode,1,2.106015920639038,2.0384960174560547,2.0675840377807617,2.0373910595388973,0.0675199031829834,0.03843188285827637,0.06862486110014077,"[""2-97c44e68""]",0.4499199902638793
0,0,3221,4,decode,1,2.8264000415802,2.8085761070251465,2.8468799591064453,2.8231322484857895,0.01782393455505371,0.0,0.0032677930944107203,"[""2-9dfcc6be""]",0.4330879980698228
1,0,3222,5,decode,1,2.0682880878448486,2.0714240074157715,2.0899200439453125,2.0864282215342804,0.0,0.0,0.0,"[""2-97c44e68""]",0.4650879902765155
0,0,3222,5,decode,1,2.8402559757232666,2.8402559757232666,2.890496015548706,2.875231995302088,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4653760027140379
1,0,3223,6,decode,1,2.085024118423462,1.6790399551391602,2.08188796043396,1.9859350358738619,0.40598416328430176,0.003136157989501953,0.09908908254960003,"[""2-97c44e68""]",0.4890880025923252
0,0,3223,6,decode,1,2.812448024749756,2.570496082305908,2.8966400623321533,2.7991943639867447,0.24195194244384766,0.0,0.013253660763011155,"[""2-9dfcc6be""]",0.4365439973771572
1,0,3224,7,decode,1,2.0768320560455322,2.0581440925598145,2.0833919048309326,2.088384011212517,0.018687963485717773,0.0,0.0,"[""2-97c44e68""]",0.45552000030875206
0,0,3224,7,decode,1,2.876352071762085,2.833631992340088,2.876352071762085,2.8568640456480137,0.04272007942199707,0.0,0.0194880261140713,"[""2-9dfcc6be""]",0.4633599929511547
1,0,3225,8,decode,1,2.064768075942993,2.086656093597412,2.0952000617980957,2.0978484714732453,0.0,0.0,0.0,"[""2-97c44e68""]",0.4460800141096115
0,0,3225,8,decode,1,2.870784044265747,2.870176076889038,2.886431932449341,2.9007510718177345,0.0006079673767089844,0.0,0.0,"[""2-9dfcc6be""]",0.4400320015847683
1,0,3226,9,decode,1,2.086303949356079,2.0590078830718994,2.0863358974456787,2.083320463404936,0.027296066284179688,0.0,0.002983485951143283,"[""2-97c44e68""]",0.46467201225459576
0,0,3226,9,decode,1,2.8539841175079346,2.8539841175079346,2.897439956665039,2.9034014168907616,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4609919963404536
1,0,3227,10,decode,1,2.060800075531006,2.0623040199279785,2.077631950378418,2.0795275183284985,0.0,0.0,0.0,"[""2-97c44e68""]",0.4378879889845848
0,0,3227,10,decode,1,2.88700795173645,2.87062406539917,2.892767906188965,2.898383056416231,0.016383886337280273,0.0,0.0,"[""2-9dfcc6be""]",0.4517759885638952
0,0,3228,11,decode,1,2.892256021499634,2.722208023071289,2.8651199340820312,2.8097581162172207,0.17004799842834473,0.02713608741760254,0.08249790528241308,"[""2-9dfcc6be""]",0.46079999301582575
1,0,3228,11,decode,1,2.0992319583892822,2.032896041870117,2.069024085998535,2.016470600576962,0.06633591651916504,0.03020787239074707,0.0827613578123203,"[""2-97c44e68""]",0.45596800837665796
1,0,3229,12,decode,1,2.068416118621826,2.062688112258911,2.0852160453796387,2.079646110534668,0.005728006362915039,0.0,0.0,"[""2-97c44e68""]",0.44847998954355717
0,0,3229,12,decode,1,2.842655897140503,2.824160099029541,2.874687910079956,2.8510098737828873,0.018495798110961914,0.0,0.0,"[""2-9dfcc6be""]",0.4126720065250993
1,0,3230,13,decode,1,1.6479040384292603,1.7298879623413086,2.0478079319000244,1.9570766967885636,0.0,0.0,0.0,"[""2-97c44e68""]",0.03382400004193187
0,0,3230,13,decode,1,2.4187519550323486,2.513472080230713,2.859776020050049,2.769551094840555,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.034656000323593616
1,0,3231,14,decode,1,2.103775978088379,2.071552038192749,2.088383913040161,2.0929562484516815,0.03222393989562988,0.015392065048217773,0.010819729636697417,"[""2-97c44e68""]",0.4733440028503537
0,0,3231,14,decode,1,2.680351972579956,2.690687894821167,2.912544012069702,2.8479566714342903,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.910079987719655
1,0,3232,15,decode,1,2.0598080158233643,2.0598080158233643,2.0779199600219727,2.0783002376556396,0.0,0.0,0.0,"[""2-97c44e68""]",0.4845440033823252
0,0,3232,15,decode,1,2.8498880863189697,2.8498880863189697,2.8752639293670654,2.889931314131793,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.435263991355896
1,0,3233,16,decode,1,2.1057920455932617,2.0437440872192383,2.066943883895874,2.0448526985505047,0.06204795837402344,0.038848161697387695,0.06093934704275705,"[""2-97c44e68""]",0.4697600118815899
0,0,3233,16,decode,1,2.9488000869750977,2.843775987625122,2.8852479457855225,2.8624884661506202,0.10502409934997559,0.0635521411895752,0.08631162082447741,"[""2-9dfcc6be""]",0.47276798728853464
1,0,3234,17,decode,1,1.6665279865264893,1.6550719738006592,1.6952320337295532,1.836542108479668,0.011456012725830078,0.0,0.0,"[""2-97c44e68""]",0.020415999926626682
0,0,3234,17,decode,1,2.4720959663391113,2.4547839164733887,2.541856050491333,2.651188710156609,0.017312049865722656,0.0,0.0,"[""2-9dfcc6be""]",0.018079999834299088
1,0,3235,18,decode,1,1.661247968673706,1.6492160558700562,1.661247968673706,1.6873562265844906,0.012031912803649902,0.0,0.0,"[""2-97c44e68""]",0.01708800019696355
0,0,3235,18,decode,1,2.205024003982544,2.256927967071533,2.3164479732513428,2.3945995078367344,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.016415999736636877
1,0,3236,19,decode,1,2.0467519760131836,2.0492799282073975,2.069727897644043,2.0692366852479824,0.0,0.0,0.0,"[""2-97c44e68""]",0.4790400117635727
0,0,3236,19,decode,1,2.652735948562622,2.652735948562622,2.6937921047210693,2.7166550439946793,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4228799967095256
1,0,3237,20,decode,1,2.09552001953125,2.069024085998535,2.09552001953125,2.0915181356317856,0.026495933532714844,0.0,0.004001883899464431,"[""2-97c44e68""]",0.47091200575232506
0,0,3237,20,decode,1,2.9076480865478516,2.872447967529297,2.885472059249878,2.8912565006929287,0.03520011901855469,0.022176027297973633,0.01639158585492284,"[""2-9dfcc6be""]",0.4681920139119029
0,0,3238,21,decode,1,2.9243199825286865,2.8495678901672363,2.881216049194336,2.8854098740745995,0.0747520923614502,0.043103933334350586,0.038910108454087045,"[""2-9dfcc6be""]",0.4552960079163313
1,0,3238,21,decode,1,2.105407953262329,2.0624001026153564,2.075968027114868,2.077044725418091,0.043007850646972656,0.029439926147460938,0.02836322784423828,"[""2-97c44e68""]",0.48431999143213034
1,0,3239,22,decode,1,2.120512008666992,2.0696640014648438,2.079103946685791,2.0779520062839283,0.05084800720214844,0.04140806198120117,0.0425600023830639,"[""2-97c44e68""]",0.4941439926624298
0,0,3239,22,decode,1,2.9328320026397705,2.856544017791748,2.896768093109131,2.897430588217343,0.07628798484802246,0.03606390953063965,0.035401414422427724,"[""2-9dfcc6be""]",0.49356799852102995
1,0,3240,23,decode,1,2.0585920810699463,2.0394558906555176,2.069632053375244,2.0472865735783294,0.01913619041442871,0.0,0.01130550749161685,"[""2-97c44e68""]",0.4513920024037361
0,0,3240,23,decode,1,2.884608030319214,2.830336093902588,2.8601601123809814,2.8508800057803882,0.05427193641662598,0.024447917938232422,0.03372802453882562,"[""2-9dfcc6be""]",0.43404800072312355
1,0,3241,24,decode,1,2.0944321155548096,2.0648319721221924,2.084415912628174,2.077272457235,0.029600143432617188,0.010016202926635742,0.0171596583198097,"[""2-97c44e68""]",0.48592000640928745
0,0,3241,24,decode,1,2.9380478858947754,2.827296018600464,2.8787519931793213,2.8765138738295613,0.11075186729431152,0.0592958927154541,0.06153401206521414,"[""2-9dfcc6be""]",0.5146879870444536
1,0,3242,25,decode,1,2.046816110610962,2.0641279220581055,2.0781760215759277,2.0802786069757797,0.0,0.0,0.0,"[""2-97c44e68""]",0.4405120061710477
0,0,3242,25,decode,1,2.8272318840026855,2.8587839603424072,2.896575927734375,2.893825881621417,0.0,0.0,0.0,"[""2-9dfcc6be""]",0.4394240044057369
1,0,3243,26,decode,1,2.0957438945770264,2.062688112258911,2.0836479663848877,2.087977409362793,0.033055782318115234,0.012095928192138672,0.0077664852142333984,"[""2-97c44e68""]",0.4603840056806803
0,0,3243,26,decode,1,2.9027841091156006,2.878783941268921,2.893440008163452,2.907824951059678,0.024000167846679688,0.009344100952148438,0.0,"[""2-9dfcc6be""]",0.4619840094819665
1,0,3244,27,decode,1,2.079263925552368,2.0594561100006104,2.0776960849761963,2.073001412784352,0.019807815551757812,0.001567840576171875,0.0062625127680160375,"[""2-97c44e68""]",0.44908799417316914
