experiment,start_utc,end_utc,physical_devices,resident_experiment_seconds,unadjusted_process_gpu_hours,clock_source,kind,status
quality/sere_chart128_b16,2026-09-07T06:03:03.143806+00:00,2026-09-07T06:04:21.336802+00:00,4,78.1930160522461,0.021720282236735024,recorded_UTC,quality_replica_not_EP_throughput,COMPLETE
quality/sere_chart128_phase,2026-09-07T05:56:28.261373+00:00,2026-09-07T06:00:16.190312+00:00,4,227.92895936965942,0.06331359982490539,recorded_UTC,quality_replica_not_EP_throughput,COMPLETE
quality/sere_chart64_screen,2026-09-07T05:42:44.463453+00:00,2026-09-07T05:45:19.719541+00:00,4,155.25610828399658,0.0431266967455546,recorded_UTC,quality_replica_not_EP_throughput,COMPLETE
quality/sere_fineweb_400x128,2026-09-07T05:22:00.239905+00:00,2026-09-07T05:22:35.560062+00:00,4,35.320157527923584,0.009811154868867663,completed_file_mtime_minus_recorded_elapsed,quality_replica_not_EP_throughput,COMPLETE
quality/sere_fineweb_400x128_official_norm,2026-09-07T06:16:11.763194+00:00,2026-09-07T06:21:21.631810+00:00,2,309.86864018440247,0.08607462227344513,recorded_UTC,quality_replica_not_EP_throughput,COMPLETE
quality/sere_gqa64_screen,2026-09-07T05:37:38.911417+00:00,2026-09-07T05:39:25.279134+00:00,4,106.36773777008057,0.02954659382502238,recorded_UTC,quality_replica_not_EP_throughput,COMPLETE
quality/sere_official_chart128_b16_20260908,2026-09-08T03:04:49.987192+00:00,2026-09-08T03:05:34.290586+00:00,4,44.30341720581055,0.012306504779391818,recorded_UTC,quality_replica_not_EP_throughput,COMPLETE
quality/sere_official_chart128_b16_20260908,2026-09-08T03:04:48.177499+00:00,2026-09-08T03:05:27.537270+00:00,5,39.35979413986206,0.010933276149961684,recorded_UTC,quality_replica_not_EP_throughput,COMPLETE
quality/sere_official_gqa128_b16_20260908,2026-09-08T03:04:49.897584+00:00,2026-09-08T03:05:18.607243+00:00,6,28.70967960357666,0.007974911000993517,recorded_UTC,quality_replica_not_EP_throughput,COMPLETE
quality/sere_official_gqa128_b16_20260908,2026-09-08T03:04:48.100342+00:00,2026-09-08T03:05:15.829795+00:00,7,27.729474544525146,0.007702631817923652,recorded_UTC,quality_replica_not_EP_throughput,COMPLETE
quality/smoke,2026-09-07T05:18:33.516343+00:00,2026-09-07T05:18:55.303509+00:00,1,21.787166118621826,0.006051990588506063,completed_file_mtime_minus_recorded_elapsed,quality_replica_not_EP_throughput,COMPLETE
