result,active,expert_ms,wall_ms,ranks
H16_A2_first_M512,2,0.8207120001316071,1.99208003282547,4
H16_A2_first_M512,32,0.5147280022501945,0.9170080125331879,4
H16_A32_first_M512,2,0.4649600014090538,0.8741919994354248,4
H16_A32_first_M512,32,0.7475920021533966,2.0507360100746155,4
