M,fanout,layout_ms,dispatch_ms,expert_ms,combine_ms,critical_wall_ms,source_layers
128,1,0.0325439982116222,0.2146239932626485,0.4849920272827148,0.1751039028167724,1.6244479417800903,"4,24,44"
128,2,0.0266880001872777,0.204575995914638,0.4507839679718017,0.1953279972076416,1.5711359977722168,"4,24,44"
128,4,0.0258559994399547,0.2217919956892728,0.993056058883667,0.1930879354476928,2.1106879711151123,"4,24,44"
512,1,0.0295359995216131,0.2257599979639053,0.9974080324172974,0.1939519643783569,2.153503894805908,"4,24,44"
512,2,0.0285439994186162,0.2387840077280998,0.8730239868164062,0.6774719953536987,1.860159993171692,"4,24,44"
512,4,0.0276480000466108,0.2530559962615371,0.8548480272293091,0.7390719652175903,1.865280032157898,"4,24,44"
1024,1,0.0297599993646144,0.2182080065831542,0.9159360527992249,1.006592035293579,1.853407979011536,"4,24,44"
1024,2,0.0281279999762773,0.2447359915822744,0.8592320084571838,1.0127360224723816,1.888864040374756,"4,24,44"
1024,4,0.0268479995429515,0.2972159879282117,0.8629439473152161,0.8893120288848877,1.8986560106277464,"4,24,44"
