case_id,active_experts_per_rank,ranks,rank_wall_median,critical_wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,correctness,expert_ms_per_assignment,fragmentation_ratio
balanced_rank_A16_M512,16,4,0.891871988773346,0.9057279825210571,0.026208000257611275,0.22620799578726292,0.4964480400085449,0.09248000383377075,True,0.00012120313476771116,0.015625
balanced_rank_A1_M512,1,4,2.1503360271453857,2.1791999340057373,0.03049599938094616,0.28079999703913927,0.9888639450073242,0.21206402778625488,True,0.00024142186157405376,0.0009765625
balanced_rank_A2_M512,2,4,2.0979840755462646,2.1057279109954834,0.027103999629616737,0.2281600022688508,0.9947840571403503,0.2560321092605591,True,0.00024286720145028085,0.001953125
balanced_rank_A4_M512,4,4,2.066272020339966,2.0729598999023438,0.0289280004799366,0.22899200208485126,0.9773760437965393,0.20396792888641357,True,0.00023861719819251448,0.00390625
balanced_rank_A8_M512,8,4,2.0850720405578613,2.0959999561309814,0.027488000690937042,0.23180800024420023,1.0331519842147827,0.19548797607421875,True,0.0002522343711461872,0.0078125
