call,request_id,invocation,phase,normalized_progress,ready_requests,decision_live_rows,physical_m,topk_pairs,remote_pairs,remote_fraction,rank_load,rank_load_cv,rank_fanout_mean,active_experts,median_m_e,tiny_le4_fraction,router_ms_observer,dispatch_ms_observer,expert_ms_observer,combine_ms_observer,shared_ms_observer,gather_ms_observer
15,measured_0,150,middle,0.5649038461538461,26,362,832,6656,4876,0.7325721153846154,"[1422, 1098, 2585, 1551]",0.3345917792050948,2.981971263885498,182,14.0,0.26373626373626374,12.301119804382324,3.9588160514831543,0.9918079972267151,0.21119999885559082,0.035711999982595444,0.12905600666999817
16,measured_0,151,middle,0.6947115384615384,26,254,832,6656,4797,0.720703125,"[1472, 1103, 2549, 1532]",0.32254255768593326,2.986778974533081,192,14.0,0.2604166666666667,12.059359550476074,3.5956480503082275,1.027999997138977,0.2542400062084198,0.035711999982595444,0.14345599710941315
17,measured_0,152,middle,0.72265625,24,213,768,6144,4586,0.7464192708333334,"[1417, 1046, 2329, 1352]",0.31171335180075893,3.0312500596046448,197,11,0.28426395939086296,11.763551712036133,4.0872321128845215,1.0424000024795532,0.2592960000038147,0.14867199957370758,0.271232008934021
18,measured_0,153,middle,0.631578947368421,19,224,608,4864,3680,0.756578947368421,"[1105, 873, 1893, 993]",0.32844019289651966,2.967105269432068,186,9.0,0.3225806451612903,9.356096267700195,3.175328016281128,0.9612159729003906,0.2261119931936264,0.035840000957250595,0.17177599668502808
19,measured_0,154,middle,0.671875,16,168,512,4096,3127,0.763427734375,"[924, 819, 1569, 784]",0.31137263076842575,2.998046875,180,9.0,0.35,7.835936069488525,2.786367893218994,0.9936959743499756,0.2941119968891144,0.03203200176358223,0.13580800592899323
20,measured_0,155,middle,0.736328125,16,135,512,4096,3171,0.774169921875,"[887, 793, 1572, 844]",0.31067659559741856,3.00390625,180,9.0,0.3277777777777778,8.146623611450195,2.9585280418395996,0.9857280254364014,0.30505600571632385,0.19814400374889374,0.3010239899158478
21,measured_0,156,middle,0.7427884615384616,13,107,416,3328,2587,0.77734375,"[720, 626, 1286, 696]",0.31776718624232875,2.973557770252228,175,7,0.36,6.72540807723999,2.590240001678467,0.9424639940261841,0.26175999641418457,0.12479999661445618,0.22111999988555908
22,measured_0,157,middle,0.7135416666666667,12,110,384,3072,2377,0.7737630208333334,"[707, 538, 1204, 623]",0.33687364517030693,2.9843751192092896,180,5.5,0.45,5.9613118171691895,2.088063955307007,0.9378880262374878,0.25654399394989014,0.2913280129432678,0.39555200934410095
23,measured_0,158,middle,0.6953125,8,78,256,2048,1581,0.77197265625,"[471, 330, 773, 474]",0.31549166138476675,2.9609375,153,5,0.43790849673202614,4.457856178283691,2.0069119930267334,0.8532480001449585,0.23535999655723572,0.18540799617767334,0.25360000133514404
24,measured_0,159,late,0.7633928571428572,7,53,224,1792,1353,0.7550223214285714,"[422, 295, 675, 400]",0.3115379003604046,2.950892984867096,158,5.0,0.46835443037974683,3.875648021697998,1.7095999717712402,0.8729280233383179,0.27497598528862,0.331167995929718,0.41356799006462097
25,measured_0,160,late,0.7916666666666666,6,40,192,1536,1214,0.7903645833333334,"[353, 262, 604, 317]",0.34136940034414254,2.9218750596046448,154,5.0,0.4935064935064935,4.152768135070801,2.4567999839782715,0.8942080140113831,0.3564800024032593,0.31619200110435486,0.39526399970054626
26,measured_0,161,late,0.875,4,16,128,1024,770,0.751953125,"[228, 229, 359, 208]",0.23458649311907592,3.03125,132,4.0,0.5075757575757576,2.4830079078674316,1.3259199857711792,0.8141440153121948,0.3429119884967804,0.2003840059041977,0.26688000559806824
27,measured_0,162,late,0.9140625,4,11,128,1024,732,0.71484375,"[231, 216, 375, 202]",0.27135085520612195,3.078125,143,4,0.5524475524475524,2.6158719062805176,1.3679039478302002,0.8405439853668213,0.31753599643707275,0.38364800810813904,0.49641600251197815
28,measured_0,164,early,0.0,32,1024,1024,8192,6018,0.734619140625,"[1501, 1765, 3411, 1515]",0.3876501100262255,2.9482421875,178,13.5,0.2752808988764045,15.7640962600708,5.170815944671631,1.1023039817810059,0.37702399492263794,0.135903999209404,0.24553599953651428
29,measured_0,165,early,0.154296875,32,866,1024,8192,6179,0.7542724609375,"[1596, 1592, 3357, 1647]",0.3691711413167553,2.986328125,189,15,0.291005291005291,15.653599739074707,5.1312642097473145,1.0938880443572998,0.3445119857788086,0.09961599856615067,0.21139200031757355
30,measured_0,166,middle,0.279296875,32,738,1024,8192,6456,0.7880859375,"[1688, 1597, 3253, 1654]",0.34007150318894547,2.9951171875,193,15,0.22797927461139897,15.076671600341797,4.416959762573242,1.087391972541809,0.29555198550224304,0.03564799949526787,0.054368000477552414
31,measured_0,167,middle,0.33203125,32,684,1024,8192,6435,0.7855224609375,"[1750, 1603, 3188, 1651]",0.3224170675767378,3.0068359375,201,15,0.24378109452736318,14.823648452758789,4.293888092041016,1.0975359678268433,0.3001280128955841,0.0387520007789135,0.16844800114631653
32,measured_0,168,middle,0.4375,32,576,1024,8192,6296,0.7685546875,"[1802, 1607, 3135, 1648]",0.30848460138306144,3.015625,206,15.5,0.23786407766990292,15.612128257751465,5.184512138366699,1.1486079692840576,0.3469119966030121,0.07388799637556076,0.178847998380661
33,measured_0,169,middle,0.439453125,32,574,1024,8192,6347,0.7747802734375,"[1821, 1634, 3126, 1611]",0.30648916598116577,3.0361328125,201,15,0.20398009950248755,15.492128372192383,5.150176048278809,1.1059839725494385,0.3096959888935089,0.08396799862384796,0.19203199446201324
34,measured_0,170,middle,0.4345703125,32,579,1024,8192,6330,0.772705078125,"[1789, 1684, 3094, 1625]",0.29626864700542527,3.048828125,204,16.0,0.19607843137254902,15.676671981811523,5.224480152130127,1.0928959846496582,0.29417601227760315,0.11264000087976456,0.21929599344730377
35,measured_0,171,middle,0.458984375,32,554,1024,8192,6273,0.7657470703125,"[1757, 1679, 3086, 1670]",0.2930877443888599,3.0439453125,200,17.0,0.19,14.639360427856445,4.186240196228027,1.1010240316390991,0.3014400005340576,0.03545600175857544,0.05209600180387497
36,measured_0,172,middle,0.5544354838709677,31,442,992,7936,5990,0.7547883064516129,"[1786, 1620, 2875, 1655]",0.26115267890838795,3.0252014994621277,202,17.0,0.20297029702970298,14.52575969696045,4.378335952758789,1.122879981994629,0.3075839877128601,0.07878399640321732,0.18454399704933167
37,measured_0,173,middle,0.5766129032258065,31,420,992,7936,5984,0.7540322580645161,"[1831, 1610, 2839, 1656]",0.25225467540817464,3.034274101257324,206,16.0,0.21359223300970873,14.500191688537598,4.313119888305664,1.102336049079895,0.26684799790382385,0.03625600039958954,0.053727999329566956
38,measured_0,174,middle,0.655241935483871,31,342,992,7936,6101,0.7687752016129032,"[1867, 1546, 2858, 1665]",0.2608299973817124,3.0463708639144897,209,17,0.20574162679425836,14.463583946228027,4.265024185180664,1.1085760593414307,0.2824319899082184,0.03612799942493439,0.05459199845790863
39,measured_0,175,middle,0.4032258064516129,31,592,992,7936,6001,0.7561743951612904,"[1899, 1513, 2925, 1599]",0.2831984084185984,3.0040321350097656,201,15,0.23880597014925373,14.47532844543457,4.41974401473999,1.136512041091919,0.3614720106124878,0.10876800119876862,0.2162880003452301
40,measured_0,176,middle,0.5352822580645161,31,461,992,7936,6051,0.7624747983870968,"[1969, 1523, 2860, 1584]",0.26909399077852697,3.0191531777381897,197,15,0.20812182741116753,15.26153564453125,5.13369607925415,1.0985599756240845,0.2699199914932251,0.13814400136470795,0.2428479939699173
41,measured_0,177,middle,0.5776209677419355,31,419,992,7936,6096,0.7681451612903226,"[1934, 1542, 2845, 1615]",0.26133793101283476,3.050403118133545,207,15,0.2222222222222222,14.666848182678223,4.370944023132324,1.1013439893722534,0.2301120012998581,0.03580800071358681,0.05423999950289726
42,measured_0,178,middle,0.5987903225806452,31,398,992,7936,6035,0.7604586693548387,"[1934, 1531, 2849, 1622]",0.26274757329802007,3.0272176861763,204,16.0,0.22058823529411764,15.215200424194336,5.057119846343994,1.1147520542144775,0.31651198863983154,0.0894400030374527,0.19353599846363068
43,measured_0,179,middle,0.6320564516129032,31,365,992,7936,6033,0.7602066532258065,"[1989, 1438, 2852, 1657]",0.27125342525482327,3.0181450843811035,213,15,0.23943661971830985,14.47158432006836,4.285056114196777,1.1212480068206787,0.23904000222682953,0.03513599932193756,0.05244800075888634
44,measured_0,180,middle,0.659375,30,327,960,7680,5897,0.7678385416666667,"[1865, 1414, 2843, 1558]",0.2902254664869529,3.0395835041999817,212,14.0,0.22641509433962265,13.909088134765625,4.151968002319336,1.0970239639282227,0.2656640112400055,0.03548799827694893,0.05289600044488907
45,measured_0,181,middle,0.5204741379310345,29,445,928,7424,5700,0.7677801724137931,"[1736, 1401, 2836, 1451]",0.3125290284525906,3.0118533968925476,217,14,0.2857142857142857,13.766655921936035,4.305952072143555,1.104640007019043,0.22592000663280487,0.03481600061058998,0.050624001771211624
46,measured_0,182,middle,0.5183189655172413,29,447,928,7424,5805,0.7819234913793104,"[1661, 1550, 2801, 1412]",0.2977803272236697,3.019396483898163,201,16,0.20398009950248755,14.189087867736816,4.774176120758057,1.0875519514083862,0.29606398940086365,0.1419840008020401,0.2486400008201599
47,measured_0,183,middle,0.4575892857142857,28,486,896,7168,5491,0.7660435267857143,"[1607, 1515, 2748, 1298]",0.314304172915102,3.0379465222358704,200,14.5,0.275,13.19696044921875,3.941375970840454,1.0647039413452148,0.26927998661994934,0.036768000572919846,0.05119999870657921
48,measured_0,184,middle,0.5491071428571428,28,404,896,7168,5566,0.7765066964285714,"[1713, 1482, 2685, 1288]",0.2997080413778811,3.0558037757873535,201,15,0.24378109452736318,13.859647750854492,4.716095924377441,1.1395519971847534,0.3739840090274811,0.08329600095748901,0.18943999707698822
49,measured_0,185,middle,0.4553571428571429,28,488,896,7168,5659,0.7894810267857143,"[1663, 1539, 2701, 1265]",0.30368886006647616,3.041294753551483,196,15.0,0.25,13.184800148010254,4.030367851257324,1.1066880226135254,0.374783992767334,0.03654399886727333,0.05129599943757057
50,measured_0,186,middle,0.44212962962962965,27,482,864,6912,5519,0.7984664351851852,"[1579, 1460, 2557, 1316]",0.28217517821506377,3.035879671573639,193,14,0.2538860103626943,13.01807975769043,4.273856163024902,1.0800960063934326,0.2979840040206909,0.03488000109791756,0.05049600079655647
51,measured_0,187,middle,0.525462962962963,27,410,864,6912,5401,0.7813946759259259,"[1625, 1412, 2554, 1321]",0.28326792611885715,3.052083373069763,204,13.0,0.25980392156862747,13.093791961669922,4.293248176574707,1.144544005393982,0.321696013212204,0.0480320006608963,0.16937600076198578
52,measured_0,188,middle,0.6009615384615384,26,332,832,6656,5164,0.7758413461538461,"[1555, 1287, 2498, 1316]",0.2960414250088715,2.9891828298568726,208,13.0,0.23557692307692307,12.652544021606445,4.160287857055664,1.1206079721450806,0.3083840012550354,0.036928001791238785,0.04992000013589859
53,measured_0,189,middle,0.5733695652173914,23,314,736,5888,4434,0.7530570652173914,"[1313, 1104, 2160, 1311]",0.2759461197452885,3.021739184856415,207,11,0.28502415458937197,10.963168144226074,3.468575954437256,1.0747840404510498,0.2595199942588806,0.034912001341581345,0.048576001077890396
54,measured_0,190,middle,0.49431818181818177,22,356,704,5632,4323,0.767578125,"[1247, 940, 2161, 1284]",0.32300313376519,3.011363685131073,194,10.5,0.27835051546391754,10.503423690795898,3.3451199531555176,1.0268479585647583,0.235167995095253,0.03561599925160408,0.06419199705123901
55,measured_0,191,middle,0.5411931818181819,22,323,704,5632,4208,0.7471590909090909,"[1241, 981, 2159, 1251]",0.317398494228766,3.0156251192092896,200,12.0,0.295,10.639552116394043,3.3944640159606934,1.0532159805297852,0.2550719976425171,0.034623999148607254,0.11347199976444244
56,measured_0,192,middle,0.478125,20,334,640,5120,3930,0.767578125,"[1127, 864, 2033, 1096]",0.3488020969432828,3.0109375715255737,190,11.0,0.2894736842105263,9.670528411865234,3.1336638927459717,1.0243200063705444,0.2914240062236786,0.034912001341581345,0.14108799397945404
57,measured_0,193,middle,0.5970394736842105,19,245,608,4864,3727,0.7662417763157895,"[1133, 818, 1900, 1013]",0.3376616096027943,2.9802631735801697,194,11.0,0.28865979381443296,9.012928009033203,2.8231680393218994,1.0448319911956787,0.2704960107803345,0.19289599359035492,0.29811200499534607
58,measured_0,194,middle,0.6644736842105263,19,204,608,4864,3612,0.7425986842105263,"[1156, 819, 1806, 1083]",0.29849764761684616,2.9950658082962036,196,11.0,0.29081632653061223,9.12393569946289,3.0505919456481934,1.0096960067749023,0.2568959891796112,0.03347200155258179,0.09273599833250046
59,measured_0,195,middle,0.6736111111111112,18,188,576,4608,3430,0.7443576388888888,"[1104, 731, 1686, 1087]",0.2972142869121781,2.982638895511627,197,9,0.3096446700507614,8.655167579650879,2.8018240928649902,1.012768030166626,0.24425600469112396,0.03187200054526329,0.14192000031471252
60,measured_0,196,middle,0.5763888888888888,18,244,576,4608,3583,0.7775607638888888,"[1033, 795, 1778, 1002]",0.3236305067283116,2.9965277910232544,195,11,0.3230769230769231,8.732383728027344,2.9490559101104736,1.019327998161316,0.2968960106372833,0.03174399957060814,0.07449600100517273
61,measured_0,197,middle,0.5954861111111112,18,233,576,4608,3566,0.7738715277777778,"[1041, 758, 1821, 988]",0.34776812555245784,2.9565972685813904,188,11.0,0.30319148936170215,9.216863632202148,3.460319995880127,1.043455958366394,0.35206401348114014,0.1737920045852661,0.29423999786376953
62,measured_0,198,middle,0.5451388888888888,18,262,576,4608,3668,0.7960069444444444,"[1025, 812, 1792, 979]",0.32804518889003176,2.960069477558136,195,10,0.30256410256410254,8.74886417388916,2.787935972213745,1.004639983177185,0.28275200724601746,0.0323840007185936,0.10012800246477127
63,measured_0,199,middle,0.5128676470588236,17,265,544,4352,3316,0.7619485294117647,"[964, 690, 1762, 936]",0.37083862849854005,2.9466912150382996,190,9.0,0.34210526315789475,8.512991905212402,2.9970240592956543,0.9752640128135681,0.2239679992198944,0.06207999959588051,0.1539199948310852
64,measured_0,200,middle,0.408203125,16,303,512,4096,3170,0.77392578125,"[874, 693, 1746, 783]",0.4118460586868693,2.943359375,179,9,0.3407821229050279,7.849696159362793,2.7165439128875732,0.9292479753494263,0.19516800343990326,0.1154559999704361,0.20656000077724457
65,measured_0,201,middle,0.4666666666666667,15,256,480,3840,3060,0.796875,"[846, 651, 1596, 747]",0.38917857204309175,2.983333468437195,183,9,0.33879781420765026,7.322271823883057,2.4133760929107666,0.9119679927825928,0.17657600343227386,0.19062399864196777,0.3001919984817505
66,measured_0,202,middle,0.4776785714285714,14,234,448,3584,2861,0.7982700892857143,"[767, 620, 1475, 722]",0.3777922392589927,2.955357253551483,171,9,0.3567251461988304,6.754144191741943,2.257920026779175,0.8994240164756775,0.2215999960899353,0.1045759990811348,0.19388799369335175
67,measured_0,203,middle,0.4977678571428571,14,225,448,3584,2814,0.78515625,"[764, 604, 1453, 763]",0.36619475410670194,2.970982313156128,173,8,0.37572254335260113,7.0122880935668945,2.5828800201416016,0.9056959748268127,0.23107199370861053,0.09673599898815155,0.18700799345970154
68,measured_0,204,middle,0.5870535714285714,14,185,448,3584,2777,0.7748325892857143,"[772, 571, 1431, 810]",0.3593256052456328,3.006696581840515,178,8.0,0.3707865168539326,6.968832015991211,2.524384021759033,0.9430080056190491,0.2741119861602783,0.06841599941253662,0.1600320041179657
69,measured_0,205,middle,0.7008928571428572,14,134,448,3584,2775,0.7742745535714286,"[863, 527, 1428, 766]",0.3689683867219404,3.0089287757873535,175,8,0.30857142857142855,7.03056001663208,2.5759999752044678,0.9109119772911072,0.24544000625610352,0.12403199821710587,0.21740800142288208
70,measured_0,206,middle,0.5072115384615384,13,205,416,3328,2570,0.7722355769230769,"[694, 577, 1344, 713]",0.3607641741357738,2.980769395828247,171,8,0.3684210526315789,6.840288162231445,2.8171520233154297,0.9653440117835999,0.2935679852962494,0.289216011762619,0.3945919871330261
71,measured_0,207,middle,0.5528846153846154,13,186,416,3328,2710,0.8143028846153846,"[719, 569, 1302, 738]",0.3355034306922762,3.0432693362236023,182,7.0,0.35714285714285715,6.852191925048828,2.750688076019287,0.9665279984474182,0.28089600801467896,0.2499839961528778,0.3535679876804352
72,measured_0,208,middle,0.47443181818181823,11,185,352,2816,2273,0.8071732954545454,"[573, 517, 1105, 621]",0.33298981255202054,3.0113637447357178,167,6,0.40718562874251496,5.934783935546875,2.5087039470672607,0.9567040205001831,0.32124799489974976,0.3110080063343048,0.397599995136261
73,measured_0,209,middle,0.43465909090909094,11,199,352,2816,2280,0.8096590909090909,"[528, 560, 1147, 581]",0.3642919006889136,3.0000000596046448,162,6.5,0.42592592592592593,9.794336318969727,6.3948798179626465,1.3299200534820557,0.9444800019264221,0.5425919890403748,0.7794880270957947
74,measured_0,210,middle,0.478125,10,167,320,2560,2085,0.814453125,"[502, 492, 1036, 530]",0.3578977791388206,3.015625,156,7.0,0.40384615384615385,5.455743789672852,2.3722240924835205,0.8996800184249878,0.27641600370407104,0.32736000418663025,0.4156160056591034
75,measured_0,211,middle,0.590625,10,131,320,2560,1994,0.77890625,"[545, 488, 992, 535]",0.31931819761505137,3.043750047683716,166,7.0,0.4036144578313253,5.116191864013672,1.923840045928955,0.9485759735107422,0.3020159900188446,0.266975998878479,0.3540799915790558
76,measured_0,212,middle,0.5972222222222222,9,116,288,2304,1833,0.7955729166666666,"[467, 395, 911, 531]",0.34601787663222555,3.013888955116272,165,6,0.4121212121212121,5.068927764892578,2.2765440940856934,0.9417600035667419,0.2900159955024719,0.3187200129032135,0.403328001499176
77,measured_0,213,middle,0.6284722222222222,9,107,288,2304,1824,0.7916666666666666,"[522, 438, 864, 480]",0.2932435054220677,2.993055582046509,169,6,0.4260355029585799,4.883967876434326,2.0515520572662354,0.9311360120773315,0.2744959890842438,0.11209599673748016,0.1881600022315979
78,measured_0,214,middle,0.46875,7,119,224,1792,1388,0.7745535714285714,"[378, 334, 684, 396]",0.30827824303306095,3.0267858505249023,148,6.0,0.4391891891891892,4.129055976867676,2.016319990158081,0.8704000115394592,0.2364799976348877,0.3479039967060089,0.4311999976634979
79,measured_0,215,middle,0.6071428571428572,7,88,224,1792,1436,0.8013392857142857,"[398, 326, 679, 389]",0.30406751089165535,2.991071581840515,146,6.0,0.4178082191780822,4.0979838371276855,1.9927040338516235,0.8580800294876099,0.28944000601768494,0.39660799503326416,0.4938240051269531
80,measured_0,216,middle,0.5267857142857143,7,106,224,1792,1427,0.7963169642857143,"[437, 341, 693, 321]",0.33056068777695186,2.9330357909202576,154,4.5,0.5,3.800800085067749,1.6196479797363281,0.8539519906044006,0.24025599658489227,0.3560959994792938,0.4368959963321686
81,measured_0,217,middle,0.5260416666666667,6,91,192,1536,1251,0.814453125,"[385, 296, 576, 279]",0.3071205826712811,2.927083432674408,140,5.0,0.4642857142857143,3.6201279163360596,1.8356800079345703,0.8751999735832214,0.3595840036869049,0.3940800130367279,0.47763198614120483
82,measured_0,218,middle,0.4625,5,86,160,1280,960,0.75,"[302, 206, 493, 279]",0.3311984040005326,2.900000035762787,130,5.0,0.4461538461538462,2.9016640186309814,1.375872015953064,0.7239680290222168,0.19487999379634857,0.26761600375175476,0.3357119858264923
83,measured_0,219,middle,0.68125,5,51,160,1280,896,0.7,"[315, 212, 449, 304]",0.2641780442476248,2.9750000834465027,145,4,0.5241379310344828,3.101151943206787,1.6005120277404785,0.8052800297737122,0.21478399634361267,0.2919360101222992,0.3915199935436249
84,measured_0,220,late,0.81875,5,29,160,1280,883,0.68984375,"[341, 218, 453, 268]",0.27616054830025955,2.993750035762787,150,4.0,0.54,2.855743885040283,1.3408639430999756,0.825760006904602,0.28809601068496704,0.2019519954919815,0.2782079875469208
85,measured_0,221,middle,0.7291666666666667,3,26,96,768,561,0.73046875,"[208, 113, 298, 149]",0.3644158841652549,2.9687501192092896,122,3.0,0.5983606557377049,2.011104106903076,1.13264000415802,0.7033920288085938,0.16527999937534332,0.26368001103401184,0.32969599962234497
86,measured_0,222,middle,0.625,2,24,64,512,381,0.744140625,"[155, 76, 188, 93]",0.35497475977613535,2.96875,92,3.0,0.6304347826086957,1.575808048248291,1.0533759593963623,0.6659839749336243,0.34518399834632874,0.3681280016899109,0.4795199930667877
87,measured_0,223,middle,0.65625,2,22,64,512,376,0.734375,"[172, 68, 181, 91]",0.3849985414948023,3.0,92,3.0,0.6304347826086957,1.7722560167312622,1.3250559568405151,0.7387199997901917,0.46143999695777893,0.39180800318717957,0.5086399912834167
88,measured_0,224,middle,0.34375,1,21,32,256,199,0.77734375,"[73, 45, 110, 28]",0.48500463109902364,2.9375,53,2,0.6415094339622641,1.3128960132598877,1.2233920097351074,0.7704960107803345,0.45977601408958435,0.37379199266433716,0.48607999086380005
89,measured_0,225,middle,0.375,1,20,32,256,203,0.79296875,"[60, 41, 126, 29]",0.5853643029665372,2.9375,52,2.0,0.6538461538461539,1.1390080451965332,0.9651520252227783,0.7254080176353455,0.387935996055603,0.36473599076271057,0.4726719856262207
90,measured_0,226,middle,0.5625,1,14,32,256,181,0.70703125,"[70, 25, 128, 33]",0.6353633003546082,2.75,57,2,0.6491228070175439,1.1558079719543457,1.00873601436615,0.7249280214309692,0.35209599137306213,0.270687997341156,0.3580479919910431
91,measured_0,227,late,0.96875,1,1,32,256,187,0.73046875,"[76, 26, 128, 26]",0.6595897162251698,2.875,65,2,0.7846153846153846,1.3352960348129272,1.2120319604873657,0.802944004535675,0.48710399866104126,0.3710399866104126,0.47513601183891296
