M,active_experts,cuda_ms,dp_rank,ep_rank,ep_size,expert_cv,expert_entropy,expert_hhi,expert_max_load,expert_max_mean,expert_p90_load,fanout_f1,fanout_f2,fanout_f3,fanout_f4,fanout_max,fanout_mean,fanout_median,fanout_p10,fanout_p90,layer,padded_work_proxy,phase,rank_cv,rank_max_mean,request_context,route_file,timestamp_ns,top_k,total_assignments,traffic_concentration,traffic_entropy,wall_ms
1.0,8.0,1.522752046585083,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,30,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001039_dp0_l30.npz,3282498739364738,8,8.0,1.0,-1.000088900581841e-12,1.528654
1.0,8.0,1.5025279521942139,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,30,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001039_dp0_l30.npz,3282498739393020,8,8.0,0.28125,1.320888343145322,1.508486
1.0,8.0,1.0761280059814453,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,30,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001039_dp1_l30.npz,3282498739900269,8,8.0,0.28125,1.320888343145322,1.083708
1.0,8.0,1.215391993522644,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,31,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001040_dp0_l31.npz,3282498743056723,8,8.0,0.28125,1.320888343145322,1.22125
1.0,8.0,1.3717119693756104,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,31,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001040_dp0_l31.npz,3282498742945469,8,8.0,1.0,-1.000088900581841e-12,1.37853
1.0,8.0,1.1371519565582275,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,31,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001040_dp1_l31.npz,3282498743186860,8,8.0,1.0,-1.000088900581841e-12,1.143338
1.0,8.0,0.844543993473053,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,31,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001040_dp1_l31.npz,3282498743444751,8,8.0,0.28125,1.320888343145322,0.850482
1.0,8.0,1.2294399738311768,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,32,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001041_dp1_l32.npz,3282498746381184,8,8.0,1.0,-1.000088900581841e-12,1.235574
1.0,8.0,1.195520043373108,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,32,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001041_dp0_l32.npz,3282498746415071,8,8.0,1.0,-1.000088900581841e-12,1.201325
1.0,8.0,1.1578240394592285,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,32,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001041_dp0_l32.npz,3282498746459598,8,8.0,0.28125,1.3208883431453222,1.163504
1.0,8.0,1.005247950553894,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,32,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001041_dp1_l32.npz,3282498746673063,8,8.0,0.28125,1.3208883431453222,1.012252
1.0,8.0,1.4097280502319336,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,33,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001042_dp1_l33.npz,3282498750040509,8,8.0,1.0,-1.000088900581841e-12,1.415968
1.0,8.0,1.7210559844970703,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,33,8.0,decode,0.5,1.5,mixed_online,routes/route_00001042_dp0_l33.npz,3282498749739418,8,8.0,0.3125,1.2554823251747536,1.727102
1.0,8.0,1.7797759771347046,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,33,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001042_dp0_l33.npz,3282498749669864,8,8.0,1.0,-1.000088900581841e-12,1.786233
1.0,8.0,1.103775978088379,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,33,8.0,decode,0.5,1.5,mixed_online,routes/route_00001042_dp1_l33.npz,3282498750438245,8,8.0,0.3125,1.2554823251747536,1.112286
1.0,8.0,1.396672010421753,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,34,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001043_dp1_l34.npz,3282498753889083,8,8.0,1.0,-1.000088900581841e-12,1.40269
1.0,8.0,1.735103964805603,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,34,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001043_dp0_l34.npz,3282498753550597,8,8.0,1.0,-1.000088900581841e-12,1.740888
1.0,8.0,1.7435200214385986,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,34,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001043_dp0_l34.npz,3282498753552322,8,8.0,0.28125,1.3208883431453222,1.750037
1.0,8.0,1.1370240449905396,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,34,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001043_dp1_l34.npz,3282498754239510,8,8.0,0.28125,1.3208883431453222,1.145633
1.0,8.0,1.8671679496765137,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,35,8.0,decode,0.7071067811865476,2.0,mixed_online,routes/route_00001044_dp0_l35.npz,3282498757423720,8,8.0,0.375,1.039720770836918,1.873459
1.0,8.0,1.9103039503097534,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,35,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001044_dp0_l35.npz,3282498757390928,8,8.0,1.0,-1.000088900581841e-12,1.917607
1.0,8.0,0.8321279883384705,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,35,8.0,decode,0.7071067811865476,2.0,mixed_online,routes/route_00001044_dp1_l35.npz,3282498758457448,8,8.0,0.375,1.039720770836918,0.838799
1.0,8.0,1.256384015083313,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,35,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001044_dp1_l35.npz,3282498758078513,8,8.0,1.0,-1.000088900581841e-12,1.262988
1.0,8.0,0.8067520260810852,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,36,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001045_dp1_l36.npz,3282498761427687,8,8.0,0.28125,1.3208883431453222,0.812543
1.0,8.0,0.7925119996070862,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,36,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001045_dp1_l36.npz,3282498761427760,8,8.0,1.0,-1.000088900581841e-12,0.798685
1.0,8.0,0.8747199773788452,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,36,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001045_dp0_l36.npz,3282498761383214,8,8.0,0.28125,1.3208883431453222,0.880886
1.0,8.0,0.8738240003585815,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,36,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001045_dp0_l36.npz,3282498761352305,8,8.0,1.0,-1.000088900581841e-12,0.880033
1.0,8.0,0.7601600289344788,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,37,8.0,decode,0.9354143466934853,2.5,mixed_online,routes/route_00001046_dp1_l37.npz,3282498764307933,8,8.0,0.46875,0.9002560512655369,0.766099
1.0,8.0,0.7836800217628479,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,37,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001046_dp1_l37.npz,3282498764329571,8,8.0,1.0,-1.000088900581841e-12,0.79003
1.0,8.0,0.8107839822769165,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,37,8.0,decode,0.9354143466934853,2.5,mixed_online,routes/route_00001046_dp0_l37.npz,3282498764299181,8,8.0,0.46875,0.9002560512655369,0.81686
1.0,8.0,0.7853760123252869,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,37,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001046_dp0_l37.npz,3282498764327867,8,8.0,1.0,-1.000088900581841e-12,0.791432
1.0,8.0,0.8220160007476807,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,38,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001047_dp1_l38.npz,3282498767149048,8,8.0,1.0,-1.000088900581841e-12,0.828138
1.0,8.0,0.7893120050430298,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,38,8.0,decode,0.0,1.0,mixed_online,routes/route_00001047_dp1_l38.npz,3282498767192860,8,8.0,0.25,1.3862943611158907,0.794958
1.0,8.0,0.8182399868965149,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,38,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001047_dp0_l38.npz,3282498767205042,8,8.0,1.0,-1.000088900581841e-12,0.825024
1.0,8.0,0.796671986579895,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,38,8.0,decode,0.0,1.0,mixed_online,routes/route_00001047_dp0_l38.npz,3282498767183194,8,8.0,0.25,1.3862943611158907,0.801603
1.0,8.0,0.822816014289856,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,39,8.0,decode,0.5,1.5,mixed_online,routes/route_00001048_dp1_l39.npz,3282498770053863,8,8.0,0.3125,1.2554823251747536,0.828411
1.0,8.0,0.9181119799613953,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,39,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001048_dp1_l39.npz,3282498769993165,8,8.0,1.0,-1.000088900581841e-12,0.924392
1.0,8.0,0.8199999928474426,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,39,8.0,decode,0.5,1.5,mixed_online,routes/route_00001048_dp0_l39.npz,3282498770077714,8,8.0,0.3125,1.2554823251747536,0.825791
1.0,8.0,0.8143360018730164,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,39,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001048_dp0_l39.npz,3282498770054562,8,8.0,1.0,-1.000088900581841e-12,0.819906
1.0,8.0,0.7965760231018066,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,40,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001049_dp0_l40.npz,3282498772989564,8,8.0,0.28125,1.320888343145322,0.802538
1.0,8.0,0.8199679851531982,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,40,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001049_dp0_l40.npz,3282498772984624,8,8.0,1.0,-1.000088900581841e-12,0.825742
1.0,8.0,0.7975040078163147,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,40,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001049_dp1_l40.npz,3282498773018098,8,8.0,0.28125,1.320888343145322,0.787964
1.0,8.0,0.8788480162620544,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,40,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001049_dp1_l40.npz,3282498772949965,8,8.0,1.0,-1.000088900581841e-12,0.885251
1.0,8.0,0.830623984336853,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,41,8.0,decode,0.8660254037844386,2.5,mixed_online,routes/route_00001050_dp1_l41.npz,3282498775899350,8,8.0,0.4375,1.0735428464045231,0.837101
1.0,8.0,0.7968000173568726,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,41,8.0,decode,0.8660254037844386,2.5,mixed_online,routes/route_00001050_dp0_l41.npz,3282498775898896,8,8.0,0.4375,1.0735428464045231,0.803097
1.0,8.0,0.8592960238456726,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,41,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001050_dp0_l41.npz,3282498775842547,8,8.0,1.0,-1.000088900581841e-12,0.865343
1.0,8.0,0.8516479730606079,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,41,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001050_dp1_l41.npz,3282498775868952,8,8.0,1.0,-1.000088900581841e-12,0.858499
1.0,8.0,0.8223360180854797,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,42,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001051_dp1_l42.npz,3282498778804229,8,8.0,1.0,-1.000088900581841e-12,0.828852
1.0,8.0,0.8030719757080078,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,42,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001051_dp1_l42.npz,3282498778840344,8,8.0,0.28125,1.3208883431453222,0.809189
1.0,8.0,0.8430399894714355,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,42,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001051_dp0_l42.npz,3282498778821786,8,8.0,1.0,-1.000088900581841e-12,0.849063
1.0,8.0,0.8523839712142944,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,42,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001051_dp0_l42.npz,3282498778789173,8,8.0,0.28125,1.3208883431453222,0.85791
1.0,8.0,0.9014080166816711,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,43,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001052_dp1_l43.npz,3282498781708542,8,8.0,1.0,-1.000088900581841e-12,0.907821
1.0,8.0,0.8751360177993774,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,43,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001052_dp1_l43.npz,3282498781736998,8,8.0,0.28125,1.3208883431453222,0.880902
1.0,8.0,0.8217599987983704,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,43,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001052_dp0_l43.npz,3282498781815964,8,8.0,0.28125,1.3208883431453222,0.827869
1.0,8.0,0.8769279718399048,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,43,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001052_dp0_l43.npz,3282498781724017,8,8.0,1.0,-1.000088900581841e-12,0.8828
1.0,8.0,0.841759979724884,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,44,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001053_dp1_l44.npz,3282498784679817,8,8.0,1.0,-1.000088900581841e-12,0.847624
1.0,8.0,0.8087360262870789,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,44,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001053_dp1_l44.npz,3282498784731698,8,8.0,0.28125,1.320888343145322,0.814653
1.0,8.0,0.821727991104126,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,44,8.0,decode,0.3535533905932738,1.5,mixed_online,routes/route_00001053_dp0_l44.npz,3282498784730015,8,8.0,0.28125,1.320888343145322,0.828214
1.0,8.0,0.814303994178772,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,44,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001053_dp0_l44.npz,3282498784711494,8,8.0,1.0,-1.000088900581841e-12,0.820213
1.0,8.0,0.8674240112304688,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,45,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001054_dp1_l45.npz,3282498787567368,8,8.0,1.0,-1.000088900581841e-12,0.873982
1.0,8.0,0.8653439879417419,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,45,8.0,decode,0.9354143466934853,2.5,mixed_online,routes/route_00001054_dp1_l45.npz,3282498787595781,8,8.0,0.46875,0.9002560512655369,0.871671
1.0,8.0,0.8656960129737854,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,45,8.0,decode,0.9354143466934853,2.5,mixed_online,routes/route_00001054_dp0_l45.npz,3282498787599767,8,8.0,0.46875,0.9002560512655369,0.87205
1.0,8.0,0.8399999737739563,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,45,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001054_dp0_l45.npz,3282498787645539,8,8.0,1.0,-1.000088900581841e-12,0.846262
1.0,8.0,0.8922560214996338,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,46,8.0,decode,0.7905694150420949,2.0,mixed_online,routes/route_00001055_dp1_l46.npz,3282498790508887,8,8.0,0.40625,0.9743147528663495,0.898015
1.0,8.0,0.983456015586853,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,46,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001055_dp1_l46.npz,3282498790463023,8,8.0,1.0,-1.000088900581841e-12,0.989546
1.0,8.0,0.8632000088691711,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,46,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001055_dp0_l46.npz,3282498790545609,8,8.0,1.0,-1.000088900581841e-12,0.869261
1.0,8.0,0.7955840229988098,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,46,8.0,decode,0.7905694150420949,2.0,mixed_online,routes/route_00001055_dp0_l46.npz,3282498790617304,8,8.0,0.40625,0.9743147528663495,0.80147
1.0,8.0,0.8195520043373108,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,47,8.0,decode,0.7905694150420949,2.0,mixed_online,routes/route_00001056_dp1_l47.npz,3282498793525038,8,8.0,0.40625,0.9743147528663494,0.825529
1.0,8.0,0.9240639805793762,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,47,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001056_dp1_l47.npz,3282498793448119,8,8.0,1.0,-1.000088900581841e-12,0.931044
1.0,8.0,0.7910400032997131,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,47,8.0,decode,0.7905694150420949,2.0,mixed_online,routes/route_00001056_dp0_l47.npz,3282498793547810,8,8.0,0.40625,0.9743147528663494,0.796813
1.0,8.0,0.8460479974746704,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,47,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001056_dp0_l47.npz,3282498793483428,8,8.0,1.0,-1.000088900581841e-12,0.851973
1.0,8.0,0.8319039940834045,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,0,8.0,decode,0.6123724356957945,2.0,mixed_online,routes/route_00001057_dp0_l0.npz,3282498798340789,8,8.0,0.34375,1.2130075659759043,0.837471
1.0,8.0,1.1056640148162842,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001057_dp0_l0.npz,3282498798095377,8,8.0,1.0,-1.000088900581841e-12,1.111257
1.0,8.0,1.0795520544052124,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001057_dp1_l0.npz,3282498798113731,8,8.0,1.0,-1.000088900581841e-12,1.085691
1.0,8.0,0.8092479705810547,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4.0,4.0,4.0,4.0,0,8.0,decode,0.6123724356957945,2.0,mixed_online,routes/route_00001057_dp1_l0.npz,3282498798369735,8,8.0,0.34375,1.2130075659759043,0.815261
1.0,8.0,0.8303040266036987,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,1,8.0,decode,0.7905694150420949,2.0,mixed_online,routes/route_00001058_dp0_l1.npz,3282498801275611,8,8.0,0.40625,0.9743147528663495,0.836648
1.0,8.0,0.795199990272522,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001058_dp1_l1.npz,3282498801320156,8,8.0,1.0,-1.000088900581841e-12,0.801404
1.0,8.0,0.8070080280303955,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,1,8.0,decode,0.7905694150420949,2.0,mixed_online,routes/route_00001058_dp1_l1.npz,3282498801303299,8,8.0,0.40625,0.9743147528663495,0.813081
1.0,8.0,0.8361920118331909,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001058_dp0_l1.npz,3282498801263526,8,8.0,1.0,-1.000088900581841e-12,0.843057
1.0,8.0,0.7714560031890869,1,3,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,2,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001059_dp1_l2.npz,3282498804220232,8,8.0,1.0,-1.000088900581841e-12,0.777535
1.0,8.0,0.7682560086250305,1,2,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,2,8.0,decode,0.6123724356957945,1.5,mixed_online,routes/route_00001059_dp1_l2.npz,3282498804228810,8,8.0,0.34375,1.0821955300357673,0.788098
1.0,8.0,0.7717120051383972,0,1,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,2,8.0,decode,1.7320508075688772,4.0,mixed_online,routes/route_00001059_dp0_l2.npz,3282498804204076,8,8.0,1.0,-1.000088900581841e-12,0.77774
1.0,8.0,0.8143360018730164,0,0,4,0.0,2.079441541671836,0.125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3.0,3.0,3.0,3.0,2,8.0,decode,0.6123724356957945,1.5,mixed_online,routes/route_00001059_dp0_l2.npz,3282498804186129,8,8.0,0.34375,1.0821955300357673,0.833233
