layer,requests,paired_incremental_ttft_pp_median,dispatch_delta_ms_median,expert_delta_ms_median,combine_delta_ms_median,moe_delta_ms_median
4,1,0.5260123078558561,0.006399989128112793,-0.04982399940490723,-0.17564800381660461,-0.03569602966308594
24,3,1.554340469415349,-0.011663973331451416,-0.12377595901489258,-0.2885279953479768,-0.10544002056121826
44,1,0.573423321663876,0.03881600499153137,-0.08718395233154297,-0.1467680037021637,-0.03926408290863037
