horizon,leases_considered,oracle_replica_installs,causal_replica_installs,causal_wasted_copy_rate,future_steps_covered,visible_copy_ms_each,expert_bytes_each,oracle_copy_bytes,oracle_50_50_replica_installs,oracle_50_50_gross_expert_ms,oracle_50_50_net_expert_ms,oracle_50_50_projected_request_reduction_pct,causal_copy_bytes,causal_destination_is_current_least_loaded_rate,oracle_gross_max_rank_assignments_saved,causal_gross_max_rank_assignments_saved,oracle_gross_expert_ms,oracle_net_expert_ms,causal_gross_expert_ms,causal_net_expert_ms,causal_recovery_of_oracle,oracle_projected_request_reduction_pct,causal_projected_request_reduction_pct,oracle_request_p50_pct,causal_request_p50_pct
1,1824,486,509,0.6129666011787819,1824,0.046840000897645895,12582912,6115295232,63,3.3035703674741854,0.3526503109224933,0.0040664373000430815,6404702208,0.8447937131630648,25433.5,21717.5,29.81716576449762,7.052925328241672,20.239735386702993,-3.601825070198793,-0.5106852692422797,0.08132781324977756,-0.041532916206348504,0.07942639168189657,-0.04434397825216893
2,1200,706,718,0.3649025069637883,2320,0.046840000897645895,12582912,8883535872,417,26.381406146249937,6.849125771931607,0.07897778521394912,9034530816,0.8259052924791086,60686.0,47631.0,61.365537457885715,28.29649682414768,45.565758687602326,11.934638043092548,0.4217708685729521,0.32628903642609947,0.13761921029926757,0.2968490316108233,0.10126289951019074
4,800,638,656,0.31097560975609756,2880,0.046840000897645895,12582912,8027897856,550,48.199305123623,22.43730462991781,0.2587262498673371,8254390272,0.8109756097560976,83154.0,64465.5,82.03955777893084,52.15563720623269,62.62452337105731,31.897482782201568,0.6115826493706372,0.601410581457144,0.3678122767670956,0.612547958344173,0.2830948307024244
8,624,523,564,0.3546099290780142,3136,0.046840000897645895,12582912,6580862976,458,53.707424401501406,32.25470399037953,0.3719314214277126,7096762368,0.7819148936170213,90294.5,67790.5,89.21625483308276,64.71893436361388,66.25897625469972,39.841215748427466,0.6156037045447228,0.7462789073595374,0.45941205999411916,0.6762901542458291,0.28683201377735446
