state,rows,ordered_topk_same_pct,topk_set_same_pct,destination_set_same_pct,branch_persistence_pct,router_rel_l2_median,topk_weight_l1_median,hidden_rel_l2_median,moe_output_rel_l2_median
all physical positions,104448,13.416245404411764,34.76275275735294,99.0646063112745,75.48959769454657,0.01856618281453845,0.0080046402290463,0.19324620813131327,0.31226547062397003
generation positions,52224,4.1130514705882355,17.116651348039216,98.66344975490196,61.499502144607845,0.037039378657937,0.012554165907204099,0.4097502827644348,0.6128726005554199
live generation,30928,1.9141231246766686,13.841826176927055,98.65817382307294,61.9135572943611,0.03884553909301755,0.0137398280203342,0.3606056571006775,0.5205636024475098
newly decoded generation,3024,0.03306878306878307,0.8267195767195766,97.02380952380952,27.922453703703702,0.11339478567242614,0.0282340887933969,1.053161382675171,1.0818584561347961
Epoch-equivalent fresh generation,37504,2.4184087030716723,13.865187713310581,98.5628199658703,59.62130706058021,0.04259550757706165,0.0140657974407076,0.4057547152042389,0.5828903913497925
stable decoded generation,18272,8.510288966725044,25.35573555166375,98.94373905429072,66.35562609457094,0.02244114503264425,0.008615081198513501,0.4083319902420044,0.6834423840045929
