run_id,transition,rows,topk_set_same_pct,destination_set_same_pct,branch_persistence_pct,router_rel_l2_median,hidden_rel_l2_median,moe_output_rel_l2_median
expository_b1,1,1024,7.91015625,99.4140625,45.93505859375,0.06264460459351534,0.6553314328193665,0.8482431769371033
expository_b1,2,1008,12.896825396825399,99.60317460317461,59.28819444444444,0.043169453740119906,0.4278474748134613,0.6475869119167328
expository_b1,3,992,9.375,97.78225806451613,57.51008064516129,0.0458789858967065,0.4590364843606949,0.6992505788803101
expository_b1,4,960,12.916666666666668,97.8125,65.1953125,0.0363954175263643,0.37526547908782953,0.5457025766372681
expository_b1,5,1024,16.796875,97.65625,64.7705078125,0.0344466399401426,0.3550625443458557,0.5281356871128082
expository_b1,6,896,15.848214285714285,98.66071428571429,63.74162946428571,0.03666808083653445,0.3685943931341171,0.5858083069324493
expository_b1,7,864,15.393518518518517,98.61111111111111,62.68807870370371,0.03690423071384425,0.3810092508792877,0.5779940187931061
expository_b1,8,832,19.831730769230766,98.91826923076923,66.30108173076923,0.032447947189211804,0.3450886011123657,0.5265876054763794
expository_b1,9,816,18.259803921568626,98.77450980392157,61.3357843137255,0.03698291815817355,0.3859313428401947,0.570255845785141
expository_b1,10,1024,15.234375,98.53515625,61.70654296875,0.04180823825299736,0.42164237797260284,0.6459042131900787
expository_b1,11,752,14.49468085106383,99.33510638297872,61.45279255319149,0.039134819060564,0.4180943965911865,0.5932211875915527
expository_b1,12,704,10.653409090909092,99.43181818181817,56.4453125,0.04400147870182985,0.4388910084962845,0.6901883780956268
expository_b1,13,640,10.0,98.90625,55.44921874999999,0.05150319263339035,0.5134930312633514,0.7091331481933594
expository_b1,14,560,14.821428571428571,99.28571428571429,58.03571428571429,0.0456295646727085,0.47560048103332514,0.6514163613319397
expository_b1,15,1024,4.58984375,98.828125,47.16796875,0.0697247274219989,0.6928597986698151,0.8596503734588623
expository_b1,16,384,0.26041666666666663,96.61458333333334,21.516927083333336,0.12011989206075666,1.1390923261642456,1.1379674077033997
expository_b1,17,80,3.75,98.75,46.25,0.0706790536642074,0.7211838364601135,0.9383346140384674
expository_b1,18,32,0.0,100.0,57.03125,0.06541608273982995,0.6196688115596771,0.8810320794582367
math_b1,1,1024,5.6640625,97.75390625,49.20654296875,0.0529965870082378,0.2494115531444549,0.31927390396595
math_b1,2,1008,13.194444444444445,99.30555555555556,61.95436507936508,0.03859753906726835,0.2399957031011581,0.2673515975475311
math_b1,3,992,5.544354838709677,98.68951612903226,45.690524193548384,0.06614493206143375,0.46352314949035645,0.6004666090011597
math_b1,4,976,10.450819672131148,98.87295081967213,52.510245901639344,0.058845251798629705,0.2354644536972046,0.2474236190319061
math_b1,5,1024,11.42578125,97.55859375,68.05419921875,0.03481197915971275,0.2291213124990463,0.22463234513998032
math_b1,6,912,8.223684210526317,97.36842105263158,47.79331140350877,0.060830216854810645,0.2865454256534576,0.2877738177776336
math_b1,7,896,9.486607142857142,98.21428571428571,57.84040178571429,0.052207734435796696,0.2485700026154518,0.2760276645421982
math_b1,8,832,21.634615384615387,99.27884615384616,75.16526442307693,0.02202759031206365,0.17026855796575546,0.2098235934972763
math_b1,9,816,14.460784313725492,99.26470588235294,60.56985294117647,0.04199372977018355,0.2037606537342071,0.2150223702192306
math_b1,10,1024,16.89453125,99.70703125,61.8408203125,0.040002498775720555,0.22627564519643778,0.22557234019041056
math_b1,11,784,16.45408163265306,98.9795918367347,63.83928571428571,0.03476486727595325,0.1976474672555923,0.2150697708129882
math_b1,12,768,21.484375,98.95833333333334,80.72916666666666,0.02195077203214165,0.24515615403652186,0.23886804282665244
math_b1,13,752,30.984042553191486,98.93617021276596,86.13696808510637,0.01556937629356975,0.1363871246576309,0.1426765769720077
math_b1,14,736,21.73913043478261,96.60326086956522,83.37296195652173,0.0180639717727899,0.14538217335939405,0.20453777164220804
math_b1,15,1024,23.92578125,98.828125,64.97802734375,0.03286100178956985,0.2116436883807182,0.25446672737598414
math_b1,16,704,12.357954545454545,98.1534090909091,58.36292613636363,0.0459774676710367,0.23068916797637934,0.239038348197937
math_b1,17,672,18.154761904761905,98.66071428571429,68.08035714285714,0.0313845947384834,0.2716878652572632,0.2654801160097122
math_b1,18,656,9.75609756097561,97.2560975609756,54.15396341463414,0.053112119436263996,0.3343276083469391,0.3422441482543945
math_b1,19,640,13.750000000000002,98.125,66.40625,0.038038428872823646,0.3225455731153488,0.3478807508945465
math_b1,20,1024,24.0234375,98.53515625,71.8994140625,0.030816805548965903,0.2834833115339279,0.3542836457490921
math_b1,21,608,21.38157894736842,99.01315789473685,74.19819078947368,0.02524766419082875,0.24486555159091944,0.2496375143527984
math_b1,22,528,14.772727272727273,99.43181818181817,66.09848484848484,0.0443130768835544,0.3927543461322784,0.3136503100395202
math_b1,23,512,16.015625,99.4140625,67.6513671875,0.0378379933536052,0.3520970046520233,0.37277956306934357
math_b1,24,496,8.266129032258064,97.98387096774194,54.233870967741936,0.0606301967054605,0.5361849665641785,0.5207917094230652
math_b1,25,1024,40.72265625,99.31640625,84.77783203125,0.011420561466366,0.1154256425797939,0.1678857579827308
math_b1,26,320,6.25,97.8125,57.69531249999999,0.0527763236314058,0.5008930563926697,0.4885962754487991
math_b1,27,272,1.8382352941176472,98.89705882352942,36.53492647058824,0.09390434250235555,0.9190851449966432,1.0623915195465088
math_b1,28,32,37.5,100.0,78.125,0.0219902107492089,0.26232235878705973,0.3236249089241028
systems_b1,1,1024,0.09765625,96.97265625,28.369140625,0.11508695781230924,0.9724381566047668,0.9062207043170929
