run_id,calls,physical_m,epoch_fresh_m_sequence,assignment_reduction_pct,calibrated_moe_stage_reduction_pct,projected_request_e2e_upper_bound_pct,novelty
expository_b1,19,128,128;64;63;62;60;128;56;54;52;51;128;47;44;40;35;128;24;5;2,51.85032894736843,7.147942083445202,2.6814085243510153,excluded: Epoch already removes this work
math_b1,29,128,128;64;63;62;61;128;57;56;52;51;128;49;48;47;46;128;44;42;41;40;128;38;33;32;31;128;20;17;2,52.478448275862064,7.257108336464313,4.15518116905923,excluded: Epoch already removes this work
systems_b1,6,128,128;64;38;7;4;128,51.953125,6.262927799934081,0.7419198919113678,excluded: Epoch already removes this work
